"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","typeStatus","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","name","elevation","gadm","media_url"
"1424455139","Eugenia abunan M.A.D.Souza & Sobral",-9.644444,-65.453333,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:45.457+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9563875,6,7707728,220,690,5014,3177662,9563875,9563875,"Eugenia abunan M.A.D.Souza & Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia abunan","Eugenia","abunan","SPECIES","ACCEPTED","NE","2016-05-01T00:00:00","SOUTH_AMERICA","Rondônia",2012,12,4,"2012-12-04",339,339,"ISOTYPE","2022-01-26T18:48:12.000+00:00","2024-08-01T12:21:45.457+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"urn:catalog:JBRJ:RB:791487","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 579956","G. Pereira-Silva et. al.;","A. Giaretta","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","16487","urn:catalog:JBRJ:RB:791487","04.936.616/0001-20","Abunã","Módulo Abunã.","RB","1424455139","urn:catalog:JBRJ:RB:791487","RB00791487","JBRJ","Floresta Ombrófila Aberta; relevo latossolo amarelo com textura média","Árvore ca. 6m de alt.;","Eugenia abunan M.A.D.Souza & Sobral",NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/79/14/87/00791487.jpg"
"1424455172","Eugenia abunan M.A.D.Souza & Sobral",-9.633333,-65.433333,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:42.752+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9563875,6,7707728,220,690,5014,3177662,9563875,9563875,"Eugenia abunan M.A.D.Souza & Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia abunan","Eugenia","abunan","SPECIES","ACCEPTED","NE","2016-05-01T00:00:00","SOUTH_AMERICA","Rondônia",2012,12,5,"2012-12-05",340,340,"PARATYPE","2022-01-26T18:50:29.000+00:00","2024-08-01T12:21:42.752+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"urn:catalog:JBRJ:RB:791534","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 579972","G. Pereira-Silva et. al.;","A. Giaretta","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","16495","urn:catalog:JBRJ:RB:791534","04.936.616/0001-20","Abunã","Módulo Abunã, parcela 1 , Transecto 11, margem do rio madeira.","RB","1424455172","urn:catalog:JBRJ:RB:791534","RB00791534","JBRJ","Floresta Onbrófila Aberta","Árvore ca 6 m alt.; flor branca e frequência ocasional","Eugenia abunan M.A.D.Souza & Sobral",90,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/79/15/34/00791534.jpg"
