"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","identificationRemarks","distanceFromCentroidInMeters","gadm.level0.gid","gadm.level0.name","occurrenceRemarks","informationWithheld","gadm","identifiedByIDs.type","identifiedByIDs.value","elevation","higherGeography","institutionKey","collectionKey","preparations","recordNumber","habitat","nomenclaturalCode","georeferenceProtocol","http...unknown.org.taxonRankID","locality","county","eventRemarks","type","vernacularName","taxonConceptID","http...unknown.org.species","higherClassification","reproductiveCondition","networkKeys","institutionID","language","verbatimElevation","collectionID","disposition","verbatimTaxonRank","establishmentMeans","verbatimSRS","verbatimCoordinateSystem","otherCatalogNumbers","georeferenceSources","individualCount","islandGroup","locationRemarks","island","identificationReferences","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","elevationAccuracy","datasetID","eventID","verbatimIdentification","ownerInstitutionCode","accessRights","fieldNotes","nomenclaturalStatus","fieldNumber","bibliographicCitation","dynamicProperties","infraspecificEpithet","media_url"
"2418544494","Eugenia reinwardtiana (Blume) DC.",-20.691667,149.191667,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:41.840+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1986,8,12,"1986-08-12",224,224,"2021-07-17T12:01:36.000+00:00","2024-06-19T04:58:41.840+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"3f232b3d-0319-4f21-ba01-8e3dd2f70417","none","none",FALSE,NA,"Batianoff, G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"3f232b3d-0319-4f21-ba01-8e3dd2f70417",NA,NA,NA,"Herbrecs","2418544494","3f232b3d-0319-4f21-ba01-8e3dd2f70417",NA,"BRI AQ0851362","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",2000,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,"Australia, Queensland, South Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","4878","Exposed NW beach.","ICN","GPS","7000","Linne Island.","South Kennedy","Sprawling shrub on rocky beach.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=340ae556-38bf-4975-b13c-dd4b2b0f7926"
"2418752069","Eugenia reinwardtiana (Blume) DC.",-20.790101,149.292745,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:02.209+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1986,9,4,"1986-09-04",247,247,"2021-07-17T12:00:32.000+00:00","2024-06-19T04:59:02.209+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"96f180b8-6a07-4ea9-bae9-dbc35a182581","none","none",FALSE,NA,"Sharpe, P.R.|Batianoff, G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"96f180b8-6a07-4ea9-bae9-dbc35a182581",NA,NA,NA,"Herbrecs","2418752069","96f180b8-6a07-4ea9-bae9-dbc35a182581",NA,"BRI AQ0441223","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",2000,NA,NA,NA,NA,"Bush to 50cm, white flowers.",NA,NA,NA,NA,NA,"Australia, Queensland, South Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","4396","Edge of lagoon, margin of mangrove trees of Excoecaria, Clerodendrum, Lumnitzera, Hibiscus etc.","ICN","Hrb Convert","7000","Turtle Bay, Carlisle Island, 35km N of Mackay.","South Kennedy","Site 2.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers, fruit and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=88050133-0a81-45a2-820e-2021da88e96f"
"2418395091","Eugenia reinwardtiana (Blume) DC.",-18.415125,146.417771,"colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:13.521+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,NA,"Queensland",1986,10,28,"1986-10-28",301,301,"2021-07-17T12:00:30.000+00:00","2024-06-19T04:58:13.521+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"00000182-0bf6-4739-aef9-a91220a3b415","none","none",FALSE,NA,"Warrian, C.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"00000182-0bf6-4739-aef9-a91220a3b415",NA,NA,NA,"Herbrecs","2418395091","00000182-0bf6-4739-aef9-a91220a3b415",NA,"BRI AQ0431963","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",25000,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","CW7088",NA,"ICN","Hrb Convert","7000","Hinchinbrook Island, Zoe Bay. Rainforest behind beach. Shrub to 2m, smooth fauny coloured bark.","North Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=d7a37864-b1f1-40a9-aba2-c7373a164184"
"2418507288","Eugenia reinwardtiana (Blume) DC.",-21.327048,148.942478,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:39.938+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1986,10,26,"1986-10-26",299,299,"2021-07-17T12:00:30.000+00:00","2024-06-19T04:58:39.938+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"2feca4b7-163d-410e-9091-8e8b2870b019","none","none",FALSE,NA,"Ritchie, M.E.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"2feca4b7-163d-410e-9091-8e8b2870b019",NA,NA,NA,"Herbrecs","2418507288","2feca4b7-163d-410e-9091-8e8b2870b019",NA,"BRI AQ0431911","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Open spreading understorey shrub, new growth bright pink, bark flaky at base of older specimens, flowers white fruit, oval orange, approximately 1.5cm long single seed.",NA,NA,NA,NA,NA,"Australia, Queensland, South Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","53",NA,"ICN","Unknown","7000","Cut Creek, at base of Eton Range, State Forest.","South Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ad0ce94e-3191-488d-9dc2-6acc9dafa3e7"
"2418967822","Eugenia reinwardtiana (Blume) DC.",-25.477404,151.905255,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:23.503+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1986,12,6,"1986-12-06",340,340,"2021-07-17T12:00:32.000+00:00","2024-06-19T04:59:23.503+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"f2dc2430-ab73-4e97-b0d6-47f95591368d","none","none",FALSE,NA,"Forster, P.I.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"f2dc2430-ab73-4e97-b0d6-47f95591368d",NA,NA,NA,"Herbrecs","2418967822","f2dc2430-ab73-4e97-b0d6-47f95591368d",NA,"BRI AQ0441640","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Shrub to 2m, fruit red.",NA,NA,NA,NA,200,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet|Spirit","PIF2759",NA,"ICN","Map","7000","Stony Creek, 4km E of Didcot. Mount Perry map, grid ref: 9247-898815.","Wide Bay","Very common at site.  Araucarian microphyll vine forest elements, along rocky creek.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers, fruit and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=fb6f4028-857a-4125-b285-a00f350710aa"
"2418947657","Eugenia reinwardtiana (Blume) DC.",-21.081767,149.084416,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:16.979+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1985,1,15,"1985-01-15",15,15,"2021-07-17T12:00:26.000+00:00","2024-06-19T04:59:16.979+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"ea4cb1c9-3bec-465f-a894-a4625cb33fa6","none","none",FALSE,NA,"Champion, I.G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"ea4cb1c9-3bec-465f-a894-a4625cb33fa6",NA,NA,NA,"Herbrecs","2418947657","ea4cb1c9-3bec-465f-a894-a4625cb33fa6",NA,"BRI AQ0397018","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",25000,NA,NA,NA,NA,"Open understorey shrub. Fruit bright red.",NA,NA,NA,NA,NA,"Australia, Queensland, South Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","78","Rainforest on a small rocky hill, surrounded on three sides by mangroves and by open grassed woodland on the fourth.  Conditions at the time were extremely dry.","ICN","Hrb Convert","7000","A few metres off Landing Creek Rd between Mackay and Cape Hillsborough.","South Kennedy","Not uncommon in the area.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=81a73ad8-6dc5-42fb-a93f-95b1cf0bee2f"
"3469590007","Eugenia reinwardtiana (Blume) DC.",-27.723401,153.209399,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:11.059+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1985,6,1,"1985-06-01",152,152,"2021-07-17T12:00:30.000+00:00","2024-06-19T04:59:11.059+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"d0f9d4c3-bf81-4636-b480-1dd705173593","none","none",FALSE,NA,"Williams, K.A.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"d0f9d4c3-bf81-4636-b480-1dd705173593",NA,NA,NA,"Herbrecs","3469590007","d0f9d4c3-bf81-4636-b480-1dd705173593",NA,"BRI AQ0431175","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",2000,NA,NA,NA,NA,"A shrub c. 1.5m high, closed canopy, flowers sparse, fruit scattered through the plant, fruit is of excellent sweet flavour.",NA,NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","85014",NA,"ICN","Hrb Convert","7000","Beenleigh.","Moreton","Cultivated plant.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=3af05450-5b1b-4445-8f9a-8c146f704121"
"2418421394","Eugenia reinwardtiana (Blume) DC.",-11.890165,143.026111,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:26.482+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1985,8,1,"1985-08-01",213,213,"2021-07-17T12:00:45.000+00:00","2024-06-19T04:58:26.482+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"0b164b60-98b1-42a9-a2d1-eaad1536e50f","none","none",FALSE,NA,"Anderson, D.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"0b164b60-98b1-42a9-a2d1-eaad1536e50f",NA,NA,NA,"Herbrecs","2418421394","0b164b60-98b1-42a9-a2d1-eaad1536e50f",NA,"BRI AQ0398399","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",2000,NA,NA,NA,NA,"Shrub 1-1.5m.",NA,"none",NA,NA,NA,"Australia, Queensland, Cook","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","SB266","Tall closed heath.","ICN","Hrb Convert","7000","Shelburne Bay.","Cook",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=9ba32789-69d5-4ff3-af8e-7540784b2284"
"2418529338","Eugenia reinwardtiana (Blume) DC.",-20.486667,149.076667,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:39.356+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1985,11,5,"1985-11-05",309,309,"2021-07-17T12:00:26.000+00:00","2024-06-19T04:58:39.356+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"38c2d102-11fe-4514-80e3-ba2a6f462585","none","none",FALSE,NA,"Batianoff, G.N.|Dalliston, C.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"38c2d102-11fe-4514-80e3-ba2a6f462585",NA,NA,NA,"Herbrecs","2418529338","38c2d102-11fe-4514-80e3-ba2a6f462585",NA,"BRI AQ0407543","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Sprawling shrub 0.8m tall.",NA,NA,NA,NA,NA,"Australia, Queensland, South Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","3191","Rocky outcrop.","ICN","Map","7000","Shaw Island.","South Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f078b7cc-3829-4688-bc5c-46a9fb91da62"
"2418629089","Eugenia reinwardtiana (Blume) DC.",-20.106773,148.726082,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:48.014+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1985,11,10,"1985-11-10",314,314,"2021-07-17T12:00:32.000+00:00","2024-06-19T04:58:48.014+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"62697edb-f1a3-4ea4-9d93-65b6ef5432e6","none","none",TRUE,NA,"Batianoff, G.N.|Dalliston, C.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"62697edb-f1a3-4ea4-9d93-65b6ef5432e6",NA,NA,NA,"Herbrecs","2418629089","62697edb-f1a3-4ea4-9d93-65b6ef5432e6",NA,"BRI AQ0444914","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",2000,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","3669",NA,"ICN","Hrb Convert","7000","Doouble Cone Island Whitsunday Region. Heath. Shrub 50cm.","North Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers, fruit and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=df13d0e9-e1fe-403a-bce7-65ae73917f12"
"2418655492","Eugenia reinwardtiana (Blume) DC.",-20.290106,148.792749,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:51.163+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",1985,11,5,"1985-11-05",309,309,"2021-07-17T12:00:28.000+00:00","2024-06-19T04:58:51.163+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"6e5cd0fe-c4a2-4a69-a80c-5f2badb93f5f","none","none",FALSE,NA,"Sharpe, P.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"6e5cd0fe-c4a2-4a69-a80c-5f2badb93f5f",NA,NA,NA,"Herbrecs","2418655492","6e5cd0fe-c4a2-4a69-a80c-5f2badb93f5f",NA,"BRI AQ0423765","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",2000,NA,NA,NA,NA,"Small shrub to 80cm, large white flowers.",NA,NA,NA,NA,NA,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","4112","Melaleuca open forest to 18m, understorey of shrubs, Crinum etc.","ICN","Hrb Convert","7000","Track to Swamp Bay, Conway Range National Park, about 25km NE of Proserpine.","North Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers, fruit and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=c0ec6e11-438d-4e68-bcf2-548f4f38932c"
