"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","identificationRemarks","distanceFromCentroidInMeters","gadm.level0.gid","gadm.level0.name","occurrenceRemarks","informationWithheld","gadm","identifiedByIDs.type","identifiedByIDs.value","elevation","higherGeography","institutionKey","collectionKey","preparations","recordNumber","habitat","nomenclaturalCode","georeferenceProtocol","http...unknown.org.taxonRankID","locality","county","eventRemarks","type","vernacularName","taxonConceptID","http...unknown.org.species","higherClassification","reproductiveCondition","networkKeys","institutionID","language","verbatimElevation","collectionID","disposition","verbatimTaxonRank","establishmentMeans","verbatimSRS","verbatimCoordinateSystem","otherCatalogNumbers","georeferenceSources","individualCount","islandGroup","locationRemarks","island","identificationReferences","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","elevationAccuracy","datasetID","eventID","verbatimIdentification","ownerInstitutionCode","accessRights","fieldNotes","nomenclaturalStatus","fieldNumber","bibliographicCitation","dynamicProperties","infraspecificEpithet","media_url"
"1451069508","Eugenia reinwardtiana (Blume) DC.",5.983334,116.570833,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.697+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"ASIA",NA,2005,12,1,"2005-12-01T00:00",335,335,NA,"2024-08-02T01:14:50.697+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K001000257","none","none",FALSE,NA,"Suzana, S.; Joel, D.; Ubalsdus, M.; Lideh, S.",NA,"WGS84","Magnoliopsida","MY","none","none","ASIA","Malaysia","EUROPE",NA,"K001000257",NA,NA,NA,"Herbarium","1451069508","http://specimens.kew.org/herbarium/K001000257",NA,"K001000257","K",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,"fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,"147547","Primary. Ultrabasic/Ultramafic. Montane forest. Along the Kogopon trail. Slope area.",NA,NA,NA,"Ranau, Kundasang, Mesilau, on the Kogopon Nature Trail",NA,"Height c. 15m. Girth c 25cm. Flowers bud greenish - pink.",NA,NA,NA,NA,"Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/4c47c739c85ffec7264c53f034f45863.jpg"
"2418698071","Eugenia reinwardtiana (Blume) DC.",-20.267606,148.580249,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:54.290+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",2004,2,6,"2004-02-06",37,37,"2021-07-17T12:01:14.000+00:00","2024-06-19T04:58:54.290+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"8009533d-4dfa-4684-82ec-6e219ae363f9","none","none",TRUE,NA,"Forster, P.I.|Jensen, R.|Tucker, M.C.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"8009533d-4dfa-4684-82ec-6e219ae363f9",NA,NA,NA,"Herbrecs","2418698071","8009533d-4dfa-4684-82ec-6e219ae363f9",NA,"BRI AQ0767253","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Shrub to 2m or multistemmed and up to 8m high; flaky bark; fruit green.",NA,NA,NA,NA,60,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet|Spirit","PIF29936","Complex notophyll vineforest on alluvium derived from metamorphics.","ICN","GPS","7000","Dryander Creek, left branch, SE base of Mt Dryander, 15km N of Proserpine.","North Kennedy","Occasional in area.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=90c3eb5d-6dbe-4ebf-a00f-7823beaf7e2d"
"2828411282","Eugenia reinwardtiana (Blume) DC.",-20.2675,148.5803,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:44.982+00:00",227,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",2004,2,6,"2004-02-06",37,37,"2021-07-23T19:18:07.000+00:00","2024-07-02T07:40:44.982+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"844bfdf7-7ba0-46c5-b8f6-0f8da66727a9","none","none",TRUE,NA,"Forster, P.I.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"844bfdf7-7ba0-46c5-b8f6-0f8da66727a9",NA,NA,NA,"NSW","2828411282","844bfdf7-7ba0-46c5-b8f6-0f8da66727a9",NA,"NSW840686","NSW",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",50,NA,NA,NA,NA,"Shrub to 2 m. or multistemmed and up to 8 m. Bark flaky. Fruit green. Ocassional.",NA,NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","29936","Complex notophyll vineforest on alluvium derived from metamorphics.","ICN",NA,"7000","Dryander Creek, leaft barnch, SE base of Mount Dryander, 15 km N of Proserpine.","North Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","(Blume) DC.","sterile",NA,NA,NA,"60 m",NA,"in collection","species","native","EPSG:4203",NA,"BRI AQ0767253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=fa28a1d8-9eab-4891-863c-c1b03f015ea1"
"2418502936","Eugenia reinwardtiana (Blume) DC.",-24.180558,151.835032,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:35.894+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",2004,4,14,"2004-04-14",105,105,"2021-07-17T12:01:19.000+00:00","2024-06-19T04:58:35.894+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"2e48392a-48ba-47c4-8ac1-bbcf5c47a7a5","none","none",FALSE,NA,"Sankowsky, G.|Sankowsky, N.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"2e48392a-48ba-47c4-8ac1-bbcf5c47a7a5",NA,NA,NA,"Herbrecs","2418502936","2e48392a-48ba-47c4-8ac1-bbcf5c47a7a5",NA,"BRI AQ0698851","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Shrub 5m high, small orange fruit.",NA,NA,NA,NA,NA,"Australia, Queensland, Port Curtis","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Photograph|Sheet","2428","Hoop pine rainforest (ENVF) with small patches of CNVF, on sand.","ICN","GPS","7000","Eurimbula National Park.","Port Curtis","Image Filename (QPID) = Sanko 2428 1-6.  N.B. Specimens stored in alcohol prior to drying.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=91473432-fbd4-4f68-9d64-d412c1504353"
"2418862619","Eugenia reinwardtiana (Blume) DC.",-24.93786,152.192166,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:09.280+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",2004,4,15,"2004-04-15",106,106,"2021-07-17T12:01:14.000+00:00","2024-06-19T04:59:09.280+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"c63086f4-35d4-44f5-8c4f-e39c8e5e16bd","none","none",FALSE,NA,"Bean, A.R.|Stephens, K.M.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"c63086f4-35d4-44f5-8c4f-e39c8e5e16bd",NA,NA,NA,"Herbrecs","2418862619","c63086f4-35d4-44f5-8c4f-e39c8e5e16bd",NA,"BRI AQ0610038","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Spreading shrub 1.7m high, leaves dark green above. Bark rough. No flowers or fruit.  Medifixed hairs on young shoots.",NA,NA,NA,NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","21976","Riverbank. Notophyll rainforest and a fringe of Callistemon viminalis, Melaleuca trichostachya, M. bracteata. South facing slope.","ICN","GPS","7000","Burnett River, off River Terrace, 2km SE of Kolan South.","Wide Bay","Occasional at site.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ffb8a19a-6f94-493a-98d4-cc56bcc5236f"
"2515272099","Jossinia desmantha Diels",-9.52617,147.28267,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:20.711+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3717122,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Jossinia","desmantha","SPECIES","SYNONYM","NE",NA,"OCEANIA",NA,2003,6,29,"2003-06-29",180,180,NA,"2024-07-18T23:56:20.711+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"L.4148408@BRAHMS","none","none",FALSE,NA,"Piskaut P",NA,"WGS84","Magnoliopsida","PG","none","none","OCEANIA","Papua New Guinea","EUROPE","Naturalis Biodiversity Center","L.4148408@BRAHMS",NA,NA,NA,"Botany","2515272099","https://data.biodiversitydata.nl/naturalis/specimen/L.4148408",NA,"L.4148408",NA,NA,NA,NA,"Jossinia desmantha Diels",NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Piskaut, P UPNG 20196",NA,"ICN",NA,NA,"Flora of Papua New Guinea. Motupore Island, UPNG, Central Province.",NA,NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4148408/format/large"
"2418750508","Eugenia reinwardtiana (Blume) DC.",-19.076987,146.353313,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:01.902+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE","2005-05-01T00:00:00","OCEANIA","Queensland",2003,12,8,"2003-12-08",342,342,"2021-07-17T12:01:19.000+00:00","2024-06-19T04:59:01.902+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"96130671-b554-44aa-95a6-dbd9a4f9b4e5","none","none",TRUE,NA,"Ford, A.|Green, P.|Williams, P.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"96130671-b554-44aa-95a6-dbd9a4f9b4e5",NA,NA,NA,"Herbrecs","2418750508","96130671-b554-44aa-95a6-dbd9a4f9b4e5",NA,"BRI AQ0615222","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Shrub 2-4m high, buds axillary and ramiflorous.",NA,NA,NA,NA,50,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","AF4216","Semi-evergreen notophyll rainforest adjacent to creek on soil derived from granite.  Canopy: Ganophyllum, Celtis, Carallia, Canarium and Buchanania.","ICN","GPS","7000","NPR 629, Paluma Range, Rollingstone Creek (west branch), off Pace Road, site 101.","North Kennedy","Emergent Terminalia sericocarpa.  Small trees and shrubs of Atractocarpus, Balophia, Actephila, Eugenia, Gossia bidwillii, Cleistanthus, Millettia, Mallotus polyadenos and Pouteria.  Occasional Proiphys and Archontophoenix.  Very common in area.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=289bf324-0f7f-4203-9d38-0dd8ee24648e"
"2418786530","Eugenia reinwardtiana (Blume) DC.",-20.091162,148.508778,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:02.367+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",2002,3,1,"2002-03-01",60,60,"2021-07-17T12:01:27.000+00:00","2024-06-19T04:59:02.367+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"a5dcda3a-1cc2-4855-adeb-d8553f0d296f","none","none",FALSE,NA,"Champion, I.G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"a5dcda3a-1cc2-4855-adeb-d8553f0d296f",NA,NA,NA,"Herbrecs","2418786530","a5dcda3a-1cc2-4855-adeb-d8553f0d296f",NA,"BRI AQ0751739","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Busy shrub, dark green discolorous foliage, sterile.",NA,NA,NA,NA,NA,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","IGC1820","Coastal sand ridge, well developed littoral forest.","ICN","GPS","7000","Nelly Bay, Dingo Beach. Low to almost flat.","North Kennedy",NA,"PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=5f3bcd11-1226-44ec-a72c-5d530677c160"
"2418816690","Eugenia reinwardtiana (Blume) DC.",-19.14403,146.845625,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:08.252+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Queensland",2002,6,20,"2002-06-20",171,171,"2021-07-17T12:01:11.000+00:00","2024-06-19T04:59:08.252+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"b28f7540-7c74-4ead-bc74-659b5fdf3f96","none","none",FALSE,NA,"Ford, A.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"b28f7540-7c74-4ead-bc74-659b5fdf3f96",NA,NA,NA,"Herbrecs","2418816690","b28f7540-7c74-4ead-bc74-659b5fdf3f96",NA,"BRI AQ0559461","BRI",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",100,NA,NA,NA,NA,"Divaricately branched shrub 2m high. Leaves aromatic, very hard & stiff. Calyx creamy green. Corolla & filaments white.",NA,NA,NA,NA,40,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","AF3459",NA,"ICN","Map","7000","NPR 456, Magnetic Island, off Nelly Bay - Horseshoe Bay walking track, site 60.","North Kennedy","Emergent: Canarium australianum, Ficus microcarpa, Pleiogynium & Cochlospermum.  Low canopy of: Austromyrtus bidwillii, Garuga, Alectryon, Chionanthus, Jagera & Arytera.  Common shrubs: Tabernaemontana, Fitzalania, Turraea & Eugenia. Drynaria sparsisora & Cissus oblonga are very common.  Ultra common in area.  Semi-evergreen microphyll - notophyll vine thicket on granite.","PhysicalObject","Beach Cherry","https://id.biodiversity.org.au/node/apni/2900578","Eugenia reinwardtiana","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Eugenia","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=25a19770-e894-408f-b561-93f3ae934d15"
"2382634680","Eugenia reinwardtiana (Blume) DC.",-18.325,-178.69444,"cdc,gass84,ambinst","44525bc9-4412-441a-9890-1df3d289e3f6","2aad1479-09dc-492b-9a4c-a959c42f90ea","cb27a4ab-3360-4cf5-b5de-48a06a9c47ae","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T14:48:50.813+00:00","2024-08-01T14:49:20.895+00:00",277,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Lau Group",2000,2,23,"2000-02-23",54,54,"2023-04-12T00:18:41.000+00:00","2024-08-01T14:49:20.895+00:00","https://cch2.org/portal/collections/individual/index.php?occid=387505","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"387505","none","none",FALSE,NA,"Franklin, Janet; W. A. Whistler","W. A. Whistler","WGS84","Magnoliopsida","FJ","none","none","OCEANIA","Fiji","NORTH_AMERICA",NA,"387505",NA,"02/23/2000",NA,NA,"2382634680","f534e85b-7284-4d0f-85c7-2240df3567a8","18539","SDSU13159","SDSU",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",1000,NA,NA,NA,NA,"Small tree to 5 m tall",NA,NA,NA,NA,30,NA,NA,NA,NA,"64","Forest on soil covered limestone",NA,NA,NA,"Western islet","Aiwa Island",NA,NA,NA,NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Myrtales|Myrtaceae|Eugenia",NA,NA,NA,NA,"100ft.","3818d002-b6a4-11e8-b408-001a64db2964",NA,NA,NA,NA,NA,"13159",NA,NA,NA,NA,NA,"Flora of Hawaii","f534e85b-7284-4d0f-85c7-2240df3567a8","http://creativecommons.org/licenses/by-nc/4.0/","preprocessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cch2.org/imglib/cch2/SDSU/SDSU13/13159_lg.jpg"
"2382620273","Eugenia reinwardtiana (Blume) DC.",-18.18889,-178.82222,"cdc,gass84,ambinst","44525bc9-4412-441a-9890-1df3d289e3f6","2aad1479-09dc-492b-9a4c-a959c42f90ea","cb27a4ab-3360-4cf5-b5de-48a06a9c47ae","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T14:48:50.813+00:00","2024-08-01T14:49:24.305+00:00",277,"PRESERVED_SPECIMEN","PRESENT",5416637,6,7707728,220,690,5014,3177662,5416637,5416637,"Eugenia reinwardtiana (Blume) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia reinwardtiana","Eugenia","reinwardtiana","SPECIES","ACCEPTED","NE",NA,"OCEANIA","Lau Group",2000,10,31,"2000-10-31",305,305,"2023-04-12T00:18:41.000+00:00","2024-08-01T14:49:24.305+00:00","https://cch2.org/portal/collections/individual/index.php?occid=1293071","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"1293071","none","none",FALSE,NA,"Franklin, Janet; S. Hathaway","W.A. Whistler","WGS84","Magnoliopsida","FJ","none","none","OCEANIA","Fiji","NORTH_AMERICA",NA,"1293071",NA,"10/31/2000",NA,NA,"2382620273","531041bd-6d6a-45ec-8aca-0efe7c6d5a3f","18539","SDSU13852","SDSU",NA,NA,NA,"Eugenia reinwardtiana (Blume) DC.",NA,NA,NA,NA,NA,"Small Tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"159","Forest on limestone; 30% slope much exposed rock",NA,NA,NA,"Vagadra; Plot 16","Lakeba Island",NA,NA,NA,NA,NA,"Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Myrtales|Myrtaceae|Eugenia",NA,NA,NA,NA,NA,"3818d002-b6a4-11e8-b408-001a64db2964",NA,NA,NA,NA,NA,"13852",NA,NA,NA,NA,NA,NA,"531041bd-6d6a-45ec-8aca-0efe7c6d5a3f","http://creativecommons.org/licenses/by-nc/4.0/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cch2.org/imglib/cch2/SDSU/SDSU13/13852_lg.jpg"
