"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","habitat","georeferenceProtocol","municipality","locality","eventRemarks","gbifID","collectionCode","occurrenceID","higherClassification","name","elevationAccuracy","gadm","modified","references","institutionKey","collectionKey","otherCatalogNumbers","http...unknown.org.recordID","taxonID","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","collectionID","identifiedBy","taxonRemarks","stateProvince","associatedTaxa","reproductiveCondition","individualCount","datasetName","institutionID","verbatimEventDate","island","county","preparations","rightsHolder","nomenclaturalCode","language","type","verbatimElevation","dynamicProperties","verbatimLocality","identificationID","georeferencedDate","georeferenceSources","lifeStage","typeStatus","fieldNumber","disposition","accessRights","islandGroup","locationRemarks","media_url"
"4519403387","Myrcia abbottiana (Urb.) Alain",18.491861,-69.959083,"cdc,cdround,gass84,preneglat,txmatfuz,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:34.974+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",60,"NORTH_AMERICA","Jardín Botánico Nacional",2015,4,10,"2015-04-10T00:00",100,100,"2024-08-02T01:15:34.974+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"K000993494","none","none",FALSE,"Vasconcelos, T.N.C.; Veloz, A.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","571","K000993494","K000993494","Jardín Botánico Nacional. Cultivado en vivero.","Label","Jardín Botánico Nacional","Jardín Botánico Nacional","Plantula 0.5m.","4519403387","Herbarium","http://specimens.kew.org/herbarium/K000993494","Myrtaceae","Myrcia abbottiana (Urb.) Alain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/1f677cc8f7f15474e26daf7c24c7b79f.jpg"
"4519393977","Myrcia abbottiana (Urb.) Alain",19.078807,-69.471079,"cdc,gass84,txmatfuz,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:48.331+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",4,"NORTH_AMERICA","Sabana de La Mar",2012,2,9,"2012-02-09T00:00",40,40,"2024-08-02T01:14:48.331+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"K000812340","none","none",FALSE,"Clase, T.; Rivas, S.; Encarnacion, W.; Roustan, H.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","7311","K000812340","K000812340",NA,"Original coordinates (19 2 38 N, 69 35 34 W) don't","Sabana de La Mar","Parque Nacional Los Haitises, Bahia San Lorenzo, despues de la Cueva de Linea, yendo hacia Los Naranjos, recolectades desde un bote, en la parte baja de los mogotes","Arbolito de 5m, con frutos verdes y negros cuando","4519393977","Herbarium","http://specimens.kew.org/herbarium/K000812340","Myrtaceae","Myrcia abbottiana (Urb.) Alain",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/68b8dbacb0081cae23e88af94917e162.jpg"
"2270558655","Myrcia abbottiana (Urb.) Alain",18.616667,-40.033333,"cucdmis,gass84,rdativ,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.234+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",100,NA,NA,2009,5,24,"2009-05-24",144,144,"2024-08-01T20:02:16.234+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"3101159","none","none",TRUE,"E. J. Lucas; A. C. Araujo, T. Clase","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","1108","3101159","ASU0057272","Relic of 'bosque', apparently under slow, current destruction, single individual seen. Serpentine.",NA,NA,"Mun. Santo Domingo Norte, Distr. Nacional, vacacional Matua, on the curve of the river Matua next to the 'balneario'.",NA,"2270558655","Plants","09d95acf-f827-4da7-8852-b0d8ed15f450","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",NA,"none","2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101159","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","278237","09d95acf-f827-4da7-8852-b0d8ed15f450","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Material coletado en silica.; Several branched tree to 6 m, buds green, bark dark red, not peeling.","alorozco","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057272_lg.jpg"
"2270679704","Myrcia abbottiana (Urb.) Alain",18.6333,-70.0833,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.166+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",125,"NORTH_AMERICA",NA,2000,3,4,"2000-03-04",64,64,"2024-08-01T20:02:06.166+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764514","none","none",TRUE,"T. Clase; B. Peguero, M. de la Cruz.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","1548","764514","ASU0050009","Bosque ribereno con formacion de serpentina.",NA,NA,"Sierra de Yamasa. Seccion Pedregal, Rio Matua, entre el balneario Matua y la Loma Los Jobos.",NA,"2270679704","Plants","2d1a21f4-c824-496c-b775-ade26b8b1db0","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",25,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764514","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255480","2d1a21f4-c824-496c-b775-ade26b8b1db0","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 5m; con frutos verdes.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Distrito Nacional","ecologicallyOccursWith: Zombia|ecologicallyOccursWith: Mouriri|ecologicallyOccursWith: Gymanthes","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050009_lg.jpg"
"2270676475","Myrcia abbottiana (Urb.) Alain",18.6333,-70.0833,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.328+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",125,"NORTH_AMERICA",NA,2000,3,4,"2000-03-04",64,64,"2024-08-01T20:02:06.328+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764515","none","none",TRUE,"T. Clase; B. Peguero, M. de la Cruz.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","1545","764515","ASU0050008","Bosque ribereno con formacion de serpentina.",NA,NA,"Sierra de Yamasa. Seccion Pedregal, Rio Matua, entre el balneario Matua y la Loma Los Jobos.",NA,"2270676475","Plants","72b7aef5-7e1b-4c01-8629-bda68250575d","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",25,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764515","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","245481","72b7aef5-7e1b-4c01-8629-bda68250575d","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 6m; con frutos verdes.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Distrito Nacional","ecologicallyOccursWith: Zombia|ecologicallyOccursWith: Mouriri|ecologicallyOccursWith: Gymanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050008_lg.jpg"
"2270676902","Myrcia abbottiana (Urb.) Alain",18.6333,-70.0833,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.134+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",125,"NORTH_AMERICA",NA,2000,3,3,"2000-03-03",63,63,"2024-08-01T20:02:06.134+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764517","none","none",TRUE,"T. Clase; B. Peguero, M. de la Cruz.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","964","764517","ASU0050006","Vegetacion riberena entre colinas bajas de suelo serpentinicola.",NA,NA,"Sierra de Yamasa. Seccion Pedregal, Rio Matua, entre el Vacacional  Matua y la Loma Los Jobos de Matua.",NA,"2270676902","Plants","530619f5-0eca-4d8e-9200-62f217724e07","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",25,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764517","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255238","530619f5-0eca-4d8e-9200-62f217724e07","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 4-4.5m; frutos inmaduros.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Distrito Nacional",NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050006_lg.jpg"
"2270676450","Myrcia abbottiana (Urb.) Alain",18.6333,-70.0833,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.959+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",125,"NORTH_AMERICA",NA,2000,3,3,"2000-03-03",63,63,"2024-08-01T20:02:05.959+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764518","none","none",TRUE,"B. Peguero; T. Clase, M. de la Cruz.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","955","764518","ASU0050005","Vegetacion riberena entre colinas bajas de suelo serpentinicola.",NA,NA,"Sierra de Yamasa. Seccion Pedregal, Rio Matua, entre el Vacacional  Matua y la Loma Los Jobos de Matua.",NA,"2270676450","Plants","810adfc1-04cb-4fc2-b98c-eabf3423a507","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",25,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764518","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255240","810adfc1-04cb-4fc2-b98c-eabf3423a507","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 3.5m; frutos inmaduros color verde.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Distrito Nacional",NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050005_lg.jpg"
"2270675030","Myrcia abbottiana (Urb.) Alain",18.6333,-70.0667,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.072+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",110,"NORTH_AMERICA",NA,1999,12,10,"1999-12-10",344,344,"2024-08-01T20:02:06.072+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764516","none","none",TRUE,"T. Clase; G. Dominguez","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","1492","764516","ASU0050007",NA,NA,NA,"Sierra de Yamasa. Km 22 Autopista Duarte, seccion Pedregal, en el vacacional Matua. En las margenes del Rio Matua.",NA,"2270675030","Plants","01ac93ce-f92f-4f49-9256-a8f9a1694aa1","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",10,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764516","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255503","01ac93ce-f92f-4f49-9256-a8f9a1694aa1","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 7m; frutos verdes.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Distrito Nacional","ecologicallyOccursWith: Hirtella triadra|ecologicallyOccursWith: Chrysophyllum|ecologicallyOccursWith: Buchenavia|ecologicallyOccursWith: Byrsonima","fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050007_lg.jpg"
"2270675539","Myrcia abbottiana (Urb.) Alain",19.325,-69.25,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.149+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",320,"NORTH_AMERICA",NA,1996,6,23,"1996-06-23",175,175,"2024-08-01T20:02:06.149+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"764513","none","none",FALSE,"B. Peguero; A. Veloz","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","489","764513","ASU0050010","Elevacion de roca caliza con grandes penascos sueltos; vegetacion con aspecto xerofitico por los vientos del mar y la alta escorrentia.",NA,NA,"Las Galeras paraje. La Herradura; Loma Canton, que divide los parajes La Herradura y Loma Atravesada; en el camino de Cano Frio hacia el caserio de la Heradura, entrando a la izquierda al llegar a la primera casa.",NA,"2270675539","Plants","8b6942ad-f829-4f98-82ff-6d49e3def80f","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","Myrcia abbottiana (Urb.) Alain",20,NA,"2023-07-16T07:02:03.000+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764513","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255527","8b6942ad-f829-4f98-82ff-6d49e3def80f","33885","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 3m; de hojas aromaticas esteril; creciendo en la cara Este en un bosquecito de segundo crecimiento, con remanante de vegetacion original.","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191","J. Salazar, 18/Aug/1999.",NA,"Samana",NA,"sterile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0050/ASU0050010_lg.jpg"
"1319397975","Myrcia abbottiana (Urb.) Alain",19.0556,-69.4514,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:08.603+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3717946,6,7707728,220,690,5014,3173889,3717946,3717946,"Myrcia abbottiana (Urb.) Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia abbottiana","Myrcia","abbottiana","SPECIES","ACCEPTED","CR",0,"NORTH_AMERICA","West Indies - Neotropics, Dominican Republic, Hispaniola",1996,9,23,"1996-09-23",267,267,"2024-08-02T12:41:08.603+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/36122be90-d041-498d-97ae-ec60786c932c","none","none",TRUE,"P. Acevedo-Rodriguez, A. Siaca & R. G. García","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","8575","http://n2t.net/ark:/65665/36122be90-d041-498d-97ae-ec60786c932c","US 3353521",NA,NA,NA,"Provincia El Seibo: Parque Nacional Los Haitises; area circumdante a la estación del parque.",NA,"1319397975","US","http://n2t.net/ark:/65665/36122be90-d041-498d-97ae-ec60786c932c","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Myrcia abbottiana (Urb.) Alain",NA,NA,"2019-01-10T00:22:00.000+00:00",NA,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,NA,NA,"US",NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,1,"NMNH Extant Biology","urn:lsid:biocol.org:col:15463","23 Sep 1996","Hispaniola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3675d1d72-2d9b-421a-8ba8-815499a4c156"
