"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","informationWithheld","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","networkKeys","elevation","elevationAccuracy","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","verbatimElevation","collectionID","preparations","acceptedNameUsage","locationRemarks","otherCatalogNumbers","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","higherClassification","gadm","associatedTaxa","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","reproductiveCondition","municipality","bibliographicCitation","georeferenceProtocol","georeferenceRemarks","organismID","locationID","accessRights","individualCount","fieldNotes","lifeStage","fieldNumber","typeStatus","materialSampleID","verbatimIdentification","eventRemarks","eventID","disposition","dynamicProperties","language","footprintSRS","typifiedName","media_url"
"1571262195","Luma chequen (Molina) A.Gray",-37.803333,-72.87,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:11.888+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bío-Bío",2017,2,23,"2017-02-23",54,54,NA,"2024-07-30T17:32:11.888+00:00",NA,"all rights reserved",FALSE,"https://data.rbge.org.uk/herb/E00840456","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00840456",NA,"23rd February 2017",NA,"E","1571262195","https://data.rbge.org.uk/herb/E00840456",NA,"E00840456","RBGE",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",575,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","319","Thin strip of riparian woodland with Austrocedrus chilensis, Laurelia semperivirens, Myrceugenia exsuccca, M. parviflora, Nothofagus obliqua, Persea lingue and Podocarpus salignus","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Provincia de Arauco:Cañete:Road leading to Parque Nacional Nahuelbuta at El Manzano","Arauco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","834733","575m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00840456/full/300,/0/default.jpg"
"1571263443","Luma chequen (Molina) A.Gray",-38.341389,-72.305833,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:11.205+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Araucanía",2017,2,25,"2017-02-25",56,56,NA,"2024-07-30T17:32:11.205+00:00",NA,"all rights reserved",FALSE,"https://data.rbge.org.uk/herb/E00843056","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00843056",NA,"25th February 2017",NA,"E","1571263443","https://data.rbge.org.uk/herb/E00843056",NA,"E00843056","RBGE",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",346,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","413","Field margin with other myrtles growing in seasonally wet conditions","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Victoria:Pua. Fundo El Porvenir","Malleco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","841459","346m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00843056/manifest"
"1454543199","Luma chequen (Molina) A.Gray",-32.989167,-71.023333,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:11.632+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Región Metropolitana de Santiago",2016,5,3,"2016-05-03",124,124,NA,"2024-07-30T17:32:11.632+00:00",NA,"all rights reserved",FALSE,"https://data.rbge.org.uk/herb/E00822465","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00822465",NA,"3rd May 2016",NA,"E","1454543199","https://data.rbge.org.uk/herb/E00822465",NA,"E00822465","RBGE",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1872,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","9345","Open sclerophyllous vegetation with low shrubs of Colliguaja integerrima, C. odorifera, Schinus polygamus, Baccharis linearis, Kaganeckia oblonga, Pentaphorus glutinosus, Clinopodium gilliesii, Puya coerulea var. coerulea. Isolated trees of Azara petiolaris and Quillaja saponaria","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región Metropolitana de Santiago:Provincia de Chacabuco:Tiltil:Cerro el Roble","Chacabuco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","826315","1872m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00822465/full/300,/0/default.jpg"
"1839867792","Luma gayana (Barnéoud) Burret",-39.483333,-71.783333,"cdc,gass84","b740eaa0-0679-41dc-acb7-990d562dfa37","a344ee9f-f1b7-4761-be2c-58ee6d741395","4c5fccfd-c052-42ec-97ab-a4657ec27751","a344ee9f-f1b7-4761-be2c-58ee6d741395","BE","EML","2024-06-18T08:41:46.137+00:00","2024-06-18T09:36:07.046+00:00",308,"PRESERVED_SPECIMEN","PRESENT",5420326,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","gayana","SPECIES","SYNONYM","NE",NA,NA,"SOUTH_AMERICA",NA,2013,11,22,"2013-11-22",326,326,"2014-02-03T00:00:00.000+00:00","2024-06-18T09:36:07.046+00:00",NA,"all rights reserved",FALSE,"http://www.botanicalcollections.be/specimen/BR0000013550189","none","none",FALSE,"Meise Botanic Garden Herbarium","Billiet F.",NA,"WGS84","Magnoliopsida","CL",NA,"none","LATIN_AMERICA","Chile","EUROPE","Meise Botanic Garden","http://www.botanicalcollections.be/specimen/BR0000013550189",NA,NA,NA,"BR","1839867792","http://www.botanicalcollections.be/specimen/BR0000013550189",NA,"BR0000013550189","MeiseBG",NA,NA,NA,NA,"Luma gayana (Barnéoud) Burret",NA,"OTHER","http://viaf.org/viaf/284058110",NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,"3b896e03-901d-4cc7-ac2b-61e0469521b0","6416a67f-3c3e-495c-8998-568f64249178","8720","forêt de Nothofagus dombeyi","http://biocol.org/urn:lsid:biocol.org:col:15605","ICBN","P.N. Villarica, vers Laguna Azul, régions IX & X",NA,NA,"PhysicalObject",NA,NA,NA,NA,"gbif:ih:irn:124997","HerbariumSheet","Luma ? chequen (Molina) A.Gray","Description: arbuste, petites fe. opp. ovales, fr. jaune-orangé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif-manifest.oxalis.br.fgov.be/specimen/BR0000013550189/manifest"
"2270572618","Luma chequen (Molina) A.Gray",-16.566667,-68.083333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.067+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","La Paz",2005,10,11,"2005-10-11",284,284,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.067+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4342562","all rights reserved",FALSE,"4342562","none","none",FALSE,NA,"R. Zeballos",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"4342562",NA,NA,NA,"Plants","2270572618","07c65b25-ef39-4ebd-ba52-27c5b58c03e5","47977","ASU0078684","ASU",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,NA,3450,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","306",NA,NA,NA,"La Paz, predios de La UBC",NA,NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,"288091","07c65b25-ef39-4ebd-ba52-27c5b58c03e5","http://creativecommons.org/licenses/by-nc/3.0/","waltola64","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Luma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU_Plants/ASU0078/ASU0078684_lg.jpg"
"575260890","Luma chequen (Molina) A.Gray",-39.876944,-73.161111,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.888+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Ríos",2004,1,8,"2004-01-08",8,8,NA,"2024-07-30T17:31:58.888+00:00",NA,"all rights reserved",FALSE,"https://data.rbge.org.uk/herb/E00182491","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00182491",NA,"8th January 2004",NA,"E","575260890","https://data.rbge.org.uk/herb/E00182491",NA,"E00182491","RBGE",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6976","Margin of flooded forest.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región XIV [Los Ríos]:Prov. de Valdivia:Valdivia:Southern road into Valdivia","Valdivia","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","181288","1m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00182491/full/300,/0/default.jpg"
"575326399","Luma chequen (Molina) A.Gray",-34.150278,-70.958611,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.224+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Región Metropolitana de Santiago",2004,2,6,"2004-02-06",37,37,NA,"2024-07-30T17:31:59.224+00:00",NA,"all rights reserved",FALSE,"https://data.rbge.org.uk/herb/E00198892","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00198892",NA,"6th February 2004",NA,"E","575326399","https://data.rbge.org.uk/herb/E00198892",NA,"E00198892","RBGE",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",864,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","1281","Steep slopes with sclerophyllus vegetation","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región Metropolitana de Santiago:Provincia de Melipilla:Alhué:Reserva Nacional Roblería del Cobre de Loncha. near to Administration House","Melipilla","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180783","864m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00198892/full/300,/0/default.jpg"
"575149939","Luma chequen (Molina) A.Gray",-37.836389,-72.843333,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.479+00:00",347,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Araucanía",2003,2,9,"2003-02-09",40,40,NA,"2024-07-30T17:31:58.479+00:00",NA,"all rights reserved",FALSE,"https://data.rbge.org.uk/herb/E00158708","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00158708",NA,"9th February 2003",NA,"E","575149939","https://data.rbge.org.uk/herb/E00158708",NA,"E00158708","RBGE",NA,NA,NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",1066,0,"Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","629","Open woodland and remnant native forest","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Angol:Sector Cerro Pelado. On road from Angol to Roasrío. Fundo El Lleuque de Don Domingo Cifuentes","Malleco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","171062","1066m","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00158708/manifest"
"2270677056","Luma chequen (Molina) A.Gray",-37.2807,-72.8948,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.998+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Biobio",2001,11,1,"2001-11-01",305,305,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.998+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764069","all rights reserved",FALSE,"764069","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764069",NA,NA,NA,"Plants","2270677056","440e1359-efbd-4048-9854-1232e01edd83","47977","ASU0043180","ASU",NA,"Shrub ca. 3m high.",NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","10068","Wet area being pastured.",NA,NA,"Region VIII: Santa Juana, ca. 4km from Los Martinez towards Colico, Los Martinez being on road from Santa Juana to Los Angeles.","Concepcion",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,"238313","440e1359-efbd-4048-9854-1232e01edd83","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Luma",NA,"ecologicallyOccursWith: Juncus|ecologicallyOccursWith: Myrceugenia|ecologicallyOccursWith: Blepharocalyx|ecologicallyOccursWith: Discaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043180_lg.jpg"
"2270677366","Luma chequen (Molina) A.Gray",-36.717,-72.8675,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.116+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420322,6,7707728,220,690,5014,3187179,5420322,5420322,"Luma chequen (Molina) A.Gray","Plantae","Tracheophyta","Myrtales","Myrtaceae","Luma","Luma chequen","Luma","chequen","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Biobio",2001,11,3,"2001-11-03",307,307,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.116+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764070","all rights reserved",FALSE,"764070","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764070",NA,NA,NA,"Plants","2270677366","74f69782-afd3-4289-b6a8-daa301a37ad9","47977","ASU0043179","ASU",NA,"Dense, closely packed shrubs ca. 3m high.",NA,NA,"Luma chequen (Molina) A.Gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","10072","Wet area being pastured.",NA,NA,"Region VIII: About o.5km N on road to San Rafael fron Penco-Chillan highway.","Concepcion",NA,NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,"238317","74f69782-afd3-4289-b6a8-daa301a37ad9","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Luma",NA,"ecologicallyOccursWith: Luma chequen|ecologicallyOccursWith: Blepharocalyx|ecologicallyOccursWith: Juncus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043179_lg.jpg"
