"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","elevation","institutionKey","collectionKey","datasetID","identifiedByIDs.type","identifiedByIDs.value","recordNumber","eventID","habitat","institutionID","nomenclaturalCode","locality","language","type","verbatimIdentification","vernacularName","fieldNotes","ownerInstitutionCode","accessRights","higherClassification","collectionID","gadm","informationWithheld","recordedByIDs.type","recordedByIDs.value","identificationRemarks","media_url"
"4850285763","Lophomyrtus obcordata (Raoul) Burret",-39.7711,176.4808,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:28.356+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3188102,6,7707728,220,690,5014,3188094,3188102,3188102,"Lophomyrtus obcordata (Raoul) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Lophomyrtus","Lophomyrtus obcordata","Lophomyrtus","obcordata","SPECIES","ACCEPTED","NE","2024-03-20T00:00:00",NA,"OCEANIA","North Island, Southern North Island",2024,3,20,"2024-03-20",80,80,"2024-05-30T02:38:54.000+00:00","2024-07-30T01:23:28.356+00:00","https://collections.tepapa.govt.nz/object/2284608","http://creativecommons.org/licenses/by-nc/4.0/",FALSE,"tepapa:collection/object/2284608","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Leon Perrie|Lara Shepherd|Bridget Hatton|Julia Wilson-Davey","Leon Perrie","WGS84","Magnoliopsida","NZ",NA,NA,"OCEANIA","New Zealand","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/2284608",NA,"20 Mar 2024",NA,"WELT","4850285763","tepapa:collection/object/2284608",NA,"SP121978","NMNZ",NA,NA,"tepapa:collection/identification/2284608/12092","Lophomyrtus obcordata (Raoul) Burret",NA,280,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550","tepapa:collection/dataset/plants","ORCID","https://orcid.org/0000-0002-2118-3534","LRP 11249","tepapa:collection/fieldcollection/346083","Margin of pocket of forest. Podocarpus totara, Dacrycarpus dacrydioides, Alectryon excelsus / divaricating small trees.","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","ICBN","near Tikokino, Gwavas, paddock between eastern end of Puahanui Bush and homestead.","en","PhysicalObject","Lophomyrtus obcordata (Raoul) Burret","rohutu | routu | tuhuhi | New Zealand myrtle","Fairly common.","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Lophomyrtus | obcordata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/871131/preview"
