"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","networkKeys","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","collectionID","identificationRemarks","informationWithheld","gadm","elevation","elevationAccuracy","verbatimElevation","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","reproductiveCondition","preparations","locationRemarks","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","associatedOccurrences","individualCount","municipality","fieldNotes","georeferenceRemarks","georeferenceProtocol","organismID","locationID","accessRights","typeStatus","typifiedName","materialSampleID","verbatimIdentification","eventID","disposition","fieldNumber","footprintSRS","bibliographicCitation","vernacularName","verbatimTaxonRank","media_url","license"
"574993006","Myrceugenia planipes (Hook. & Arn.) O.Berg",-39.737778,-73.351389,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.658+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Ríos",2002,9,21,"2002-09-21",264,264,NA,"2024-07-30T17:31:58.658+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00166164","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00166164",NA,"21st September 2002",NA,"E","574993006","https://data.rbge.org.uk/herb/E00166164",NA,"E00166164","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6487","Secondary regrowth of coastal Valdivian Rainforest","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región XIV [Los Ríos]:Prov. de Valdivia:Valdivia:Road from Valdivia to Oncol at KM 15","Valdivia","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","158858","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,250,0,"250m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00166164/full/300,/0/default.jpg","http://creativecommons.org/licenses/by-sa/4.0/"
"2270677626","Myrceugenia planipes (Hook. & Arn.) O.Berg",-36.802,-73.1752,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.055+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Biobio",2001,11,6,"2001-11-06",310,310,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.055+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764246",FALSE,"764246","none","none",FALSE,NA,"L. R. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764246",NA,NA,NA,"Plants","2270677626","880b922e-3539-4a28-8328-b11b5a354a69","33745","ASU0043440","ASU",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Small understory tree.",NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","10093","Coastal forest.",NA,NA,"Forest above desembocadura of Bio Bio.","Concepcion",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,"238360","880b922e-3539-4a28-8328-b11b5a354a69",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043440_lg.jpg","http://creativecommons.org/licenses/by-sa/4.0/"
"574776972","Myrceugenia planipes (Hook. & Arn.) O.Berg",-40.448611,-73.616111,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.471+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,10,"1998-02-10",41,41,NA,"2024-07-30T17:31:57.471+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096076","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096076",NA,"10th February 1998",NA,"E","574776972","https://data.rbge.org.uk/herb/E00096076",NA,"E00096076","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","207","Margin of main river.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Osorno:Hills above Trafunco",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67617","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,140,0,"140m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096076/full/300,/0/default.jpg","http://creativecommons.org/licenses/by-sa/4.0/"
"575026342","Myrceugenia planipes (Hook. & Arn.) O.Berg",-40.458056,-73.610556,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.459+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,9,"1998-02-09",40,40,NA,"2024-07-30T17:31:57.459+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096083","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096083",NA,"9th February 1998",NA,"E","575026342","https://data.rbge.org.uk/herb/E00096083",NA,"E00096083","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","147","Sparsely vegetated margin of river.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Osorno:Community of Trafunco; on the eastern bank of the Río Quihue 300 m south of where the Río Trafunco intersects",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67238","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,140,0,"140m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096083/manifest","http://creativecommons.org/licenses/by-sa/4.0/"
"575271224","Myrceugenia planipes (Hook. & Arn.) O.Berg",-40.425833,-73.745556,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.513+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,13,"1998-02-13",44,44,NA,"2024-07-30T17:31:57.513+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096206","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096206",NA,"13th February 1998",NA,"E","575271224","https://data.rbge.org.uk/herb/E00096206",NA,"E00096206","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","235","Open coastal forests with grazing pastures.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Osorno:About 5 km north-east of Punta Pucatrihue",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67614","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,160,0,"160m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096206/manifest","http://creativecommons.org/licenses/by-sa/4.0/"
"574918599","Myrceugenia planipes (Hook. & Arn.) O.Berg",-42.45,-74.166667,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.456+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,17,"1998-02-17",48,48,NA,"2024-07-30T17:31:57.456+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096221","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096221",NA,"17th February 1998",NA,"E","574918599","https://data.rbge.org.uk/herb/E00096221",NA,"E00096221","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","277","Coastal rain forest","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Chiloé:Parque Nacional Chiloé, 500 m east of mouth of the Río Anay.",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67611","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,8,0,"8m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096221/manifest","http://creativecommons.org/licenses/by-sa/4.0/"
"574814898","Myrceugenia planipes (Hook. & Arn.) O.Berg",-42.283333,-72.666667,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.532+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,24,"1998-02-24",55,55,NA,"2024-07-30T17:31:57.532+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096222","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096222",NA,"24th February 1998",NA,"E","574814898","https://data.rbge.org.uk/herb/E00096222",NA,"E00096222","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","302","Undisturbed temperate rainforest","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Palena:Chaitén:Ayacara peninsula, east of Laguna Huequi on track to polythene refugio","Palena","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67609","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,200,0,"200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096222/full/300,/0/default.jpg","http://creativecommons.org/licenses/by-sa/4.0/"
"574989071","Myrceugenia planipes (Hook. & Arn.) O.Berg",-38.249167,-72.51,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.550+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",1998,3,9,"1998-03-09",68,68,NA,"2024-07-30T17:31:57.550+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096219","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096219",NA,"9th March 1998",NA,"E","574989071","https://data.rbge.org.uk/herb/E00096219",NA,"E00096219","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","443","Overhanging well vegetated riverside bank with Austrocedrus chilensis","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Malleco:Traiguén:Cerro Adencul; north bank of Río Traiguén","Malleco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","88043","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,100,0,"100m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096219/manifest","http://creativecommons.org/licenses/by-sa/4.0/"
"574655821","Myrceugenia planipes (Hook. & Arn.) O.Berg",-39.375,-72.1625,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.532+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",1998,3,5,"1998-03-05",64,64,NA,"2024-07-30T17:31:57.532+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096231","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096231",NA,"5th March 1998",NA,"E","574655821","https://data.rbge.org.uk/herb/E00096231",NA,"E00096231","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","425","Margin of river.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Cautín:Villarrica:Lower slopes of Volcán Villarrica","Cautín","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","88056","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,270,0,"270m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096231/manifest","http://creativecommons.org/licenses/by-sa/4.0/"
"574872189","Myrceugenia planipes (Hook. & Arn.) O.Berg",-41.515556,-72.601944,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.515+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,3,7,"1998-03-07",66,66,NA,"2024-07-30T17:31:57.515+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00096233","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096233",NA,"7th March 1998",NA,"E","574872189","https://data.rbge.org.uk/herb/E00096233",NA,"E00096233","RBGE",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","437","Valdivian rainforest.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Llanquihue:Puerto Montt:Parque Nacional Alerce Andino","Llanquihue","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","88051","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,600,0,"600m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096233/full/300,/0/default.jpg","http://creativecommons.org/licenses/by-sa/4.0/"
"2270676251","Myrceugenia planipes (Hook. & Arn.) O.Berg",-37.25,-73.45,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.175+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185825,6,7707728,220,690,5014,3185514,3185825,3185825,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia planipes","Myrceugenia","planipes","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Biobio",1995,1,7,"1995-01-07",7,7,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.175+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764241",FALSE,"764241","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"764241",NA,NA,NA,"Plants","2270676251","aea289e6-9181-4f05-aff8-bb0b0e1bdb91","33745","ASU0043433","ASU",NA,NA,NA,"Myrceugenia planipes (Hook. & Arn.) O.Berg","Shrub ca. 1m high.",NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","8471","Shrubby regrowth of natural vegetation.",NA,NA,"Ca. 10km W of Arauco, ca. 0.5km W of Caleta Tubul at rio Tubul.","Arauco.",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,"198639","aea289e6-9181-4f05-aff8-bb0b0e1bdb91",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043433_lg.jpg","http://creativecommons.org/licenses/by-sa/4.0/"
