"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","elevation","continent","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","habitat","georeferenceProtocol","locality","eventRemarks","gbifID","collectionCode","occurrenceID","higherClassification","name","institutionKey","institutionCode","individualCount","higherGeography","modified","collectionKey","datasetName","institutionID","verbatimEventDate","islandGroup","island","collectionID","references","preparations","rightsHolder","nomenclaturalCode","language","type","verbatimElevation","lifeStage","typeStatus","verbatimLocality","media_url"
"4519382842","Calyptranthes thomasiana O.Berg",18.485,-64.686667,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:33.486+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181365,6,7707728,220,690,5014,3173889,10804104,10804104,"Myrcia neothomasiana A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neothomasiana","Calyptranthes","thomasiana","SPECIES","SYNONYM","EN","2003-09-01T00:00:00",380,"NORTH_AMERICA","none",2002,12,5,"2002-12-05T00:00",339,339,"2024-08-02T01:14:33.486+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000297610","none","none",FALSE,"Pollard, B.J.; Clubbe, C., Walker, R., Grant, K., Stevens, A.","Pollard, B.J.","WGS84","Magnoliopsida","VG","none","none","LATIN_AMERICA","Virgin Islands (British)","EUROPE","1195","K000297610","K000297610","Tropical dry forest.","Label","Gorda Peak National Park.","Tree 5m., branchlets dichotomous, fruits black.","4519382842","Herbarium","http://specimens.kew.org/herbarium/K000297610","Myrtaceae","Calyptranthes thomasiana O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/ece20135c779f19a3dd747757e5dcce9.jpg"
"912286406","Calyptranthes thomasiana O.Berg",18.35,-64.7,"cdc,cdround,cudc,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:34.402+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3181365,6,7707728,220,690,5014,3173889,10804104,10804104,"Myrcia neothomasiana A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia neothomasiana","Calyptranthes","thomasiana","SPECIES","SYNONYM","EN",NA,330,"NORTH_AMERICA","none",1992,8,21,"1992-08-21T00:00",234,234,"2024-08-02T01:14:34.402+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"K000331029","none","none",TRUE,"Acevedo-Rodríguez, P.; Siaca, A.; Angell, B.",NA,"WGS84","Magnoliopsida","VI","none","none","LATIN_AMERICA","Virgin Islands (U.S.)","EUROPE","5103","K000331029","K000331029","Remnant of humid forest.","Gazetteer","Coral Bay Quarter, Bordeaux Mountain Road.","Shryb 1-1.5m., fruits reddish.","912286406","Herbarium","http://specimens.kew.org/herbarium/K000331029","Myrtaceae","Calyptranthes thomasiana O.Berg","fa252605-26f6-426c-9892-94d071c2c77f","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/3f50b86f6677153c8c0d55a9be345be4.jpg"
