"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","informationWithheld","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","recordNumber","vernacularName","dynamicProperties","http...unknown.org.taxonRankID","taxonConceptID","identificationVerificationStatus","http...unknown.org.species","taxonRemarks","elevation","higherGeography","institutionKey","collectionKey","preparations","habitat","nomenclaturalCode","georeferenceProtocol","locality","county","eventRemarks","type","higherClassification","reproductiveCondition","establishmentMeans","verbatimElevation","verbatimSRS","verbatimCoordinateSystem","disposition","verbatimTaxonRank","georeferenceSources","individualCount","otherCatalogNumbers","networkKeys","institutionID","gadm","collectionID","locationRemarks","typeStatus","typifiedName","identificationRemarks","coordinatePrecision","georeferencedBy","eventID","http...unknown.org.typifiedName","locationID","fieldNotes","infraspecificEpithet","language","accessRights","media_url","license"
"2828259126","Pilidiostigma glabrum Burret",-28.5278,153.4953,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:45.169+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE","2001-01-31T00:00:00",50,"OCEANIA","New South Wales",2000,11,22,"2000-11-22",327,327,"2021-07-23T19:04:58.000+00:00","2024-07-02T07:40:45.169+00:00",NA,FALSE,"a1e34da4-b8ce-4cad-aca8-9c9d268d3437","none","none",TRUE,NA,"Hosking, J.R.|Schweitzer, P.E.","Weston, P.H.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"a1e34da4-b8ce-4cad-aca8-9c9d268d3437",NA,NA,NA,"NSW","2828259126","a1e34da4-b8ce-4cad-aca8-9c9d268d3437",NA,"NSW464676","NSW",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Locally frequent (many 100s in collection area) shrub to 4 m high. Considered to be a weed on this property - many young plants growing. Bark smooth. Leaves green, paler below, oil glands not crowded. Sepals green, not like petals; petals 5, white; stamens numerous, filaments pink, anthers cream.",NA,NA,NA,NA,"1970","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","5-20 degree slopes. Basalt substrate. Chocolate brown clay loam. Growing in pasture with Zieria smithii amongst other species.","ICN",NA,"Farm of I. Beer, Dudgeons Lane via Mullumbimby.","North Coast",NA,"PhysicalObject","Burret","flowers","native","50 m",NA,"Degrees Minutes Seconds","in collection","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=74a1850b-dcf3-4b48-beda-85c4ab3826e1","http://creativecommons.org/publicdomain/zero/1.0/"
"2418678847","Pilidiostigma glabrum Burret",-28.081734,153.25107,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:53.144+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE","2000-03-01T00:00:00",25000,"OCEANIA","Queensland",1999,1,1,"1999-01-01",1,1,"2021-07-17T16:35:29.000+00:00","2024-06-19T04:58:53.144+00:00",NA,FALSE,"77d5f1e1-7f4b-465a-b153-b063bd6c1c43","none","none",FALSE,NA,"Hanger, D.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"77d5f1e1-7f4b-465a-b153-b063bd6c1c43",NA,NA,NA,"Herbrecs","2418678847","77d5f1e1-7f4b-465a-b153-b063bd6c1c43",NA,"BRI AQ0667798","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,NA,NA,NA,NA,NA,"s.n.","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Ref sheet|Ref sheet|Sheet",NA,"ICN","Map","Numinbah Valley on road between Murwillumbah and Nerang.","Moreton",NA,"PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=4022695d-bc10-4cd9-b017-97ca1cc11aa1","http://creativecommons.org/publicdomain/zero/1.0/"
"2418465129","Pilidiostigma glabrum Burret",-28.223401,153.109403,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:28.860+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1997,11,29,"1997-11-29",333,333,"2021-07-17T16:35:16.000+00:00","2024-06-19T04:58:28.860+00:00",NA,FALSE,"1d132424-636a-410d-9153-9b40c3bd661a","none","none",TRUE,NA,"Snow, N.|Bradford, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"1d132424-636a-410d-9153-9b40c3bd661a",NA,NA,NA,"Herbrecs","2418465129","1d132424-636a-410d-9153-9b40c3bd661a",NA,"BRI AQ0661755","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Small shrub ca. 1 m tall, densely branched.",NA,NA,NA,NA,"7470","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Lamington NP, Wishing Tree Walk, on track leading to main rd from below, above old paddock.","Moreton","ALL DUPLICATES FROM A SINGLE GENOTYPE.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=7575c1d2-b63d-4a1e-b4ee-2576e0091f89","http://creativecommons.org/publicdomain/zero/1.0/"
"2418900942","Pilidiostigma glabrum Burret",-26.773408,152.842731,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:17.051+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1995,6,17,"1995-06-17",168,168,"2021-07-17T16:34:52.000+00:00","2024-06-19T04:59:17.051+00:00",NA,FALSE,"d6837425-fa9e-41a7-b595-2bc397b653f9","none","none",FALSE,NA,"Bean, A.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"d6837425-fa9e-41a7-b595-2bc397b653f9",NA,NA,NA,"Herbrecs","2418900942","d6837425-fa9e-41a7-b595-2bc397b653f9",NA,"BRI AQ0637364","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Shrub 2.5m high, new growth red.",NA,NA,NA,NA,"8715","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Largely cleared area (ex rainforest) with Guioa semiglauca, Cinnamomum camphora, red basaltic soil.","ICN","Hrb Convert","Obi Obi Creek Weir, 2km SW of Maleny.","Wide Bay","Rare at site.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Fruit and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=6160cac8-70f7-44b6-8bda-a8a320426528","http://creativecommons.org/publicdomain/zero/1.0/"
"2418547173","Pilidiostigma glabrum Burret",-28.201111,153.256389,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:41.398+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1994,1,16,"1994-01-16",16,16,"2021-12-07T15:50:28.000+00:00","2024-06-19T04:58:41.398+00:00",NA,FALSE,"4078ad64-f5e6-4108-b133-c89e27832283","none","none",FALSE,NA,"Forster, P.I.|Leiper, G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"4078ad64-f5e6-4108-b133-c89e27832283",NA,NA,NA,"Herbrecs","2418547173","4078ad64-f5e6-4108-b133-c89e27832283",NA,"BRI AQ0624533","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Shrub to 2m, cream flowers.",NA,NA,NA,NA,"PIF14619","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,780,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Complex notophyll vine forest.","ICN","Google Earth","Lyrebird Ridge road, Springbrook.","Moreton","Common in area.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=0161b967-a51d-4b1e-ae0b-b53b18634fc0","http://creativecommons.org/publicdomain/zero/1.0/"
"2418447733","Pilidiostigma glabrum Burret",-27.293333,152.753889,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:25.572+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",1994,6,12,"1994-06-12",163,163,"2021-07-17T16:34:50.000+00:00","2024-06-19T04:58:25.572+00:00",NA,FALSE,"15cdb2f4-6b5c-40c2-b116-892d95ad1df5","none","none",FALSE,NA,"Forster, P.I.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"15cdb2f4-6b5c-40c2-b116-892d95ad1df5",NA,NA,NA,"Herbrecs","2418447733","15cdb2f4-6b5c-40c2-b116-892d95ad1df5",NA,"BRI AQ0629949","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Small shrub to 1m high, green immature fruit.",NA,NA,NA,NA,"PIF15240","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Map","Tenison Woods, D'Aguilar Range.","Moreton","Occasional in area.  Margins of complex notophyll vine forest.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=81cf85cd-f718-4404-8c7c-986e7f0c5af3","http://creativecommons.org/publicdomain/zero/1.0/"
"2418458696","Pilidiostigma glabrum Burret",-28.233889,153.139167,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:27.509+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",1994,8,11,"1994-08-11",223,223,"2021-07-17T16:34:50.000+00:00","2024-06-19T04:58:27.509+00:00",NA,FALSE,"1a5169cd-adde-4b4a-a883-8a8716a888ad","none","none",FALSE,NA,"Forster, P.I.|Leiper, G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"1a5169cd-adde-4b4a-a883-8a8716a888ad",NA,NA,NA,"Herbrecs","2418458696","1a5169cd-adde-4b4a-a883-8a8716a888ad",NA,"BRI AQ0629993","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Shrub to 1.5m high, green fruit.",NA,NA,NA,NA,"PIF15670","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Simple microphyll moss/fern thicket on basalt.","ICN","Map","Near Orchid Grotto, Lamington National Park.","Moreton","Common in area.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=452bc93d-992e-4df1-adec-bec89f2fd57a","http://creativecommons.org/publicdomain/zero/1.0/"
"2418435428","Pilidiostigma glabrum Burret",-25.490072,153.109378,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:23.696+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1994,11,25,"1994-11-25",329,329,"2021-07-17T16:35:10.000+00:00","2024-06-19T04:58:23.696+00:00",NA,FALSE,"109ab3f9-2a0a-46ab-91b9-ed1fcaad2ffa","none","none",FALSE,NA,"Bean, A.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"109ab3f9-2a0a-46ab-91b9-ed1fcaad2ffa",NA,NA,NA,"Herbrecs","2418435428","109ab3f9-2a0a-46ab-91b9-ed1fcaad2ffa",NA,"BRI AQ0634616","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Shrub 3m high. Fruits black, fleshy.",NA,NA,NA,NA,"8104","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Notophyll rainforest with Agathis, Syzygium, Archontophoenix, Cryptocarya.","ICN","Hrb Convert","Bob Gully, NW of Eurong, Fraser Island.","Wide Bay","Common at site.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=66d8bff8-e368-4152-9277-15433fc848b6","http://creativecommons.org/publicdomain/zero/1.0/"
"2418577409","Pilidiostigma glabrum Burret",-26.740074,152.592731,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:44.024+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1990,1,6,"1990-01-06",6,6,"2021-07-17T16:34:20.000+00:00","2024-06-19T04:58:44.024+00:00",NA,FALSE,"4d5d00de-bebb-4134-b290-eaa11b5646cc","none","none",TRUE,NA,"Weston, P.H.|Richards, P.G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"4d5d00de-bebb-4134-b290-eaa11b5646cc",NA,NA,NA,"Herbrecs","2418577409","4d5d00de-bebb-4134-b290-eaa11b5646cc",NA,"BRI AQ0469967","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,NA,NA,NA,NA,NA,"1468","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,600,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Bellthorpe - Jimna road, 19.2km NW of Bellthorpe forestry office, 0.9km from crossing over Kilcoy Creek.","Wide Bay","Hillside 5-10 degree slope.  Wet sclerophyll forest dominated by Lophostemon confertus and Eucalyptus saligna, rainfoerst understorey with Archontophoenix, Calamus, Polyscias, Cordyline, Neolitzea, Trochocarpa.  Brown clay loam.  Rare.  Small understorey shrub 4.3m high.  One plant seen.  Bark compact, very finely fissured, grey.  Calyx green, petals cream, anthers pale yellow.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=b29a0595-9216-4d97-bf79-db8c2bad370e","http://creativecommons.org/publicdomain/zero/1.0/"
"2516211596","Pilidiostigma glabrum Burret",-26.73333,152.58333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.139+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,1990,1,6,"1990-01-06",6,6,NA,"2024-07-18T23:54:19.139+00:00",NA,FALSE,"L.2518703@BRAHMS","none","none",FALSE,NA,"Weston PH; Richards PG",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Naturalis Biodiversity Center","L.2518703@BRAHMS",NA,NA,NA,"Botany","2516211596","https://data.biodiversitydata.nl/naturalis/specimen/L.2518703",NA,"L.2518703",NA,NA,NA,NA,"Pilidiostigma glabrum Burret",NA,NA,NA,NA,NA,NA,"Weston, PH; Richards, PG 1468",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,"ICN",NA,"Belthorpe-Jimna road, 19.2 km NW of Belthorpe forestry office, 0.9 km from crossing over Kilcoy Creek. Australia. State: QLD Subdiv.: Wide Bay.",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2518703/format/large","http://creativecommons.org/publicdomain/zero/1.0/"
"2418741253","Pilidiostigma glabrum Burret",-28.201111,153.256389,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:58.490+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188141,6,7707728,220,690,5014,3188129,3188141,3188141,"Pilidiostigma glabrum Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma glabrum","Pilidiostigma","glabrum","SPECIES","ACCEPTED","NE",NA,2000,"OCEANIA","Queensland",1990,12,14,"1990-12-14",348,348,"2021-07-17T16:34:18.000+00:00","2024-06-19T04:58:58.490+00:00",NA,FALSE,"92701ae2-ee13-4458-8104-c0b443119edb","none","none",FALSE,NA,"Forster, P.I.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"92701ae2-ee13-4458-8104-c0b443119edb",NA,NA,NA,"Herbrecs","2418741253","92701ae2-ee13-4458-8104-c0b443119edb",NA,"BRI AQ0501556","BRI",NA,NA,NA,"Pilidiostigma glabrum Burret",NA,"Shrub to 2metres, white flowers.",NA,NA,NA,NA,"PIF7693","Plum Myrtle",NA,"7000","https://id.biodiversity.org.au/node/apni/2905554",NA,"Pilidiostigma glabrum",NA,720,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Google Earth","Lyrebird Ridge Road Pottery, Springbrook area.","Moreton","On red soil, complex notophyll vine forest.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ecce5b75-0efc-4f0a-8506-e9e76c403ff9","http://creativecommons.org/publicdomain/zero/1.0/"
