"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","networkKeys","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","collectionID","gadm","projectId","individualCount","elevation","elevationAccuracy","informationWithheld","verbatimElevation","preparations","locationRemarks","otherCatalogNumbers","http...unknown.org.recordID","associatedTaxa","rights","http...unknown.org.recordEnteredBy","higherClassification","datasetID","fieldNumber","language","verbatimDepth","typeStatus","reproductiveCondition","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","dynamicProperties","municipality","bibliographicCitation","georeferenceProtocol","georeferenceRemarks","organismID","locationID","accessRights","acceptedNameUsage","typifiedName","eventRemarks","nomenclaturalStatus","eventID","disposition","samplingProtocol","verbatimCoordinateSystem","footprintSRS","verbatimIdentification","vernacularName","verbatimTaxonRank","media_url","license"
"574653942","Amomyrtus luma (Molina) D.Legrand & Kausel",-41.5,-72.583333,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:56.094+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1986,1,19,"1986-01-19",19,19,NA,"2024-07-30T17:31:56.094+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00022888","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00022888",NA,"19th January 1986",NA,"E","574653942","https://data.rbge.org.uk/herb/E00022888",NA,"E00022888","RBGE",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","3538","Primary temperate rainforest","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Llanquihue:Puerto Montt:Parque Nacional Alerce Andino; 60Km south-east of Puerto Montt, Western edge of Lago Saragazo","Llanquihue","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","18999","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,200,0,NA,"200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00022888/full/300,/0/default.jpg","all rights reserved"
"2270467009","Amomyrtus luma (Molina) D.Legrand & Kausel",-39.5,-73.1667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.873+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1986,3,15,"1986-03-15",74,74,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.873+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110616",FALSE,"1110616","none","none",TRUE,NA,"Al Gentry; C. Ramirez, D. Contreras, E. Berger",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110616",NA,NA,NA,"Plants","2270467009","5933f51b-3b62-4c45-bdcc-9601efca69e7","33115","ASU0008553","ASU",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel","Tree 7m, sterile, extremely common; n.c 'Luma'",NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","53450",NA,NA,NA,"Prov. Valdivia: Bosque de San Martin, 38km SW of San Jose de la Mariquina. Annual precipitation.","Valdivia",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,2000,NA,NA,NA,NA,NA,"150779","5933f51b-3b62-4c45-bdcc-9601efca69e7",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus",NA,NA,NA,NA,NA,"sterile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008553_lg.jpg","all rights reserved"
"1228558632","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:13.006+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1984,1,7,"1984-01-07",7,7,"2023-07-20T21:20:00.000+00:00","2024-01-25T11:00:13.006+00:00",NA,FALSE,"2360564b-9ebb-47c1-97b7-01da31ec2e45","none","none",FALSE,"seeds-22-sep-2023","B. D. Patterson",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","2360564b-9ebb-47c1-97b7-01da31ec2e45",NA,NA,NA,"Botany","1228558632","2360564b-9ebb-47c1-97b7-01da31ec2e45",NA,"V0107247F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,NA,NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381545","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/682/V0107247F.jpg","all rights reserved"
"1228277517","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:55.990+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1984,2,3,"1984-02-03",34,34,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:55.990+00:00",NA,FALSE,"eea4f3f2-4b18-4ba0-abc9-fa3069daa654","none","none",FALSE,"seeds-22-sep-2023","B. D. Patterson",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","eea4f3f2-4b18-4ba0-abc9-fa3069daa654",NA,NA,NA,"Botany","1228277517","eea4f3f2-4b18-4ba0-abc9-fa3069daa654",NA,"V0107246F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,NA,NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381537","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/681/V0107246F.jpg","all rights reserved"
"2270683021","Amomyrtus luma (Molina) D.Legrand & Kausel",-42.029868,-73.82972,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:07.079+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,5000,"SOUTH_AMERICA","Los Lagos",1981,1,15,"1981-01-15",15,15,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:07.079+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=770532",FALSE,"770532","none","none",FALSE,NA,"G. L. Sobel & J. Strudwick",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"770532",NA,NA,NA,"Plants","2270683021","807f1b37-a45f-4519-9788-bfa9c8a7127f","33115","ASU0008557","ASU",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel","Small tree ca. 5 m; flowers white; fruits dark red",NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","2742","rain forest",NA,NA,"Isla Grande de Chiloe, hwy 5, 20 km S of Ancud; 5 km past Coipomo","Chiloe",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,90,10,NA,NA,NA,NA,"155756","807f1b37-a45f-4519-9788-bfa9c8a7127f",NA,"http://creativecommons.org/licenses/by-nc/3.0/","Les","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus",NA,NA,NA,NA,NA,NA,"Landrum","reviewed - high confidence","georef batch tool 2012-04-02",NA,NA,NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008557_lg.jpg","all rights reserved"
"2514344596","Amomyrtus luma (Molina) D.Legrand & Kausel",-42.6,-71.88333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:21.526+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1979,2,20,"1979-02-20",51,51,NA,"2024-07-18T23:54:21.526+00:00",NA,FALSE,"L.2499311@BRAHMS","none","none",TRUE,NA,"Baum B; Rahn K; Odum S",NA,"WGS84","Magnoliopsida","AR","none","none","LATIN_AMERICA","Argentina","EUROPE","Naturalis Biodiversity Center","L.2499311@BRAHMS",NA,NA,NA,"Botany","2514344596","https://data.biodiversitydata.nl/naturalis/specimen/L.2499311",NA,"L.2499311",NA,NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","Baum, B; Rahn, K; Odum, S 4517",NA,"Naturalis Biodiversity Center","ICN","Prov. Chubut, dep. Futaleufu*, north end of Lago Menendez Brazo Norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2499311/format/large","all rights reserved"
"1228217626","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:49.540+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1958,1,29,"1958-01-29",29,29,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:49.540+00:00",NA,FALSE,"4963a2aa-d75b-4373-9f6e-894e1df47413","none","none",TRUE,"seeds-22-sep-2023","W. J. Eyerdam",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","4963a2aa-d75b-4373-9f6e-894e1df47413",NA,NA,NA,"Botany","1228217626","4963a2aa-d75b-4373-9f6e-894e1df47413",NA,"V0107234F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"10526",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381525","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/669/V0107234F.jpg","all rights reserved"
"1228588594","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:12.979+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1958,2,10,"1958-02-10",41,41,"2023-07-20T21:20:00.000+00:00","2024-01-25T11:00:12.979+00:00",NA,FALSE,"e3f3f633-c2d8-4dab-9e6e-100ee32f2af5","none","none",TRUE,"seeds-22-sep-2023","W. J. Eyerdam",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","e3f3f633-c2d8-4dab-9e6e-100ee32f2af5",NA,NA,NA,"Botany","1228588594","e3f3f633-c2d8-4dab-9e6e-100ee32f2af5",NA,"V0107235F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"10648",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381524","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/670/V0107235F.jpg","all rights reserved"
"1228447700","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:46.096+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1953,9,NA,"1953-09",NA,NA,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:46.096+00:00",NA,FALSE,"14c9f17f-f78d-4087-a298-bb4cace853d8","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","14c9f17f-f78d-4087-a298-bb4cace853d8",NA,NA,NA,"Botany","1228447700","14c9f17f-f78d-4087-a298-bb4cace853d8",NA,"V0107236F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"37",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381522","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/671/V0107236F.jpg","all rights reserved"
"1228462497","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:54.213+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1949,2,7,"1949-02-07",38,38,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:54.213+00:00",NA,FALSE,"a49563dd-40b7-4c47-bf59-dd2b68b4db63","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","a49563dd-40b7-4c47-bf59-dd2b68b4db63",NA,NA,NA,"Botany","1228462497","a49563dd-40b7-4c47-bf59-dd2b68b4db63",NA,"V0107243F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"2727",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381540","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/678/V0107243F.jpg","all rights reserved"
"1228499814","Amomyrtus luma (Molina) D.Legrand & Kausel",-35.8156,-70.8906,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:51.499+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3186044,6,7707728,220,690,5014,3186043,3186044,3186044,"Amomyrtus luma (Molina) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus luma","Amomyrtus","luma","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1944,3,6,"1944-03-06",66,66,"2023-07-20T21:20:00.000+00:00","2024-01-25T10:59:51.499+00:00",NA,FALSE,"7a7cf2c0-de5a-43d9-a407-f622af956c18","none","none",FALSE,"seeds-22-sep-2023","E. M. L. Kausel",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA","The Field Museum of Natural History","7a7cf2c0-de5a-43d9-a407-f622af956c18",NA,NA,NA,"Botany","1228499814","7a7cf2c0-de5a-43d9-a407-f622af956c18",NA,"V0107241F","F",NA,NA,NA,"Amomyrtus luma (Molina) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,"South America, Chile. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58",NA,"1328",NA,"F","ICBN","Chile",NA,NA,NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"TGN - Country Centroid","Generalised COUNTRY centroid","2381542","284bdf46-51b8-4340-a10c-05da276a14bc","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/676/V0107241F.jpg","all rights reserved"
