"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","continent","elevation","institutionKey","collectionKey","recordNumber","locality","networkKeys","otherCatalogNumbers","nomenclaturalCode","institutionID","higherClassification","individualCount","higherGeography","collectionID","eventID","footprintSRS","bibliographicCitation","verbatimIdentification","preparations","islandGroup","media_url"
"1830987793","Myrceugenia schulzei Johow",-33.75961,-80.77197,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.812+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,4,"2011-02-04",35,35,NA,"2024-07-30T04:51:23.812+00:00","https://wu.jacq.org/WU0069294","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069294","none","none",FALSE,NA,"Stuessy,T. & Baeza,C.|Stuessy,T. & Baeza,C. 19424","Stuessy,T. & Baeza,C.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069294",NA,NA,NA,NA,"Herbarium WU","1830987793","https://wu.jacq.org/WU0069294",NA,"0069294","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",550,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","19424","Juan Fernandez Archipelago. Masafuera Island. Quebradade La Cruz-Quebrada Choza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/369581.jpg"
"1830987864","Myrceugenia schulzei Johow",-33.78014,-80.76683,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.815+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,10,"2011-02-10",41,41,NA,"2024-07-30T04:51:23.815+00:00","https://wu.jacq.org/WU0069298","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069298","none","none",FALSE,NA,"Greimler,J. et al. 19651|Greimler,J., Ruiz,E., Novoa,P., Gatica,A., López,B. & Paredes,E.","Greimler,J., Ruiz,E., Novoa,P., Gatica,A., López,B. & Paredes,E.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069298",NA,NA,NA,NA,"Herbarium WU","1830987864","https://wu.jacq.org/WU0069298",NA,"0069298","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",510,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","19651","Juan Fernandez Archipelago. Masafuera Island. Cordon S. Quebrada Vacas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359702.jpg"
"1830987906","Myrceugenia schulzei Johow",-33.79239,-80.76517,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.970+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,10,"2011-02-10",41,41,NA,"2024-07-30T04:51:23.970+00:00","https://wu.jacq.org/WU0069302","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069302","none","none",FALSE,NA,"López-Sepúlveda,P., Peñailillo,P. & Arredondo,D.|López-Sepúlveda,P. et al. 20033","López-Sepúlveda,P., Peñailillo,P. & Arredondo,D.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069302",NA,NA,NA,NA,"Herbarium WU","1830987906","https://wu.jacq.org/WU0069302",NA,"0069302","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",100,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","20033","Juan Fernandez Archipelago. Masafuera Island. Quebrada Varadero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359706.jpg"
"1830987876","Myrceugenia schulzei Johow",-33.73953,-80.80983,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.971+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,14,"2011-02-14",45,45,NA,"2024-07-30T04:51:23.971+00:00","https://wu.jacq.org/WU0069304","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069304","none","none",FALSE,NA,"López-Sepúlveda,P. et al. 20042|López-Sepúlveda,P., Peñailillo,P., Baeza,C. & López,B.","López-Sepúlveda,P., Peñailillo,P., Baeza,C. & López,B.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069304",NA,NA,NA,NA,"Herbarium WU","1830987876","https://wu.jacq.org/WU0069304",NA,"0069304","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",874,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","20042","Juan Fernandez Archipelago. Masafuera Island. Quebrada Tolten.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359708.jpg"
"1830987867","Myrceugenia schulzei Johow",-33.74122,-80.81275,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.974+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,14,"2011-02-14",45,45,NA,"2024-07-30T04:51:23.974+00:00","https://wu.jacq.org/WU0069307","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069307","none","none",FALSE,NA,"López-Sepúlveda,P., Peñailillo,P., Baeza,C. & López,B.|López-Sepúlveda,P. et al. 20039","López-Sepúlveda,P., Peñailillo,P., Baeza,C. & López,B.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069307",NA,NA,NA,NA,"Herbarium WU","1830987867","https://wu.jacq.org/WU0069307",NA,"0069307","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",1000,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","20039","Juan Fernandez Archipelago. Masafuera Island. Cordon del Iman.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359707.jpg"
"1830987786","Myrceugenia schulzei Johow",-33.77556,-80.77061,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.893+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,14,"2011-02-14",45,45,NA,"2024-07-30T04:51:23.893+00:00","https://wu.jacq.org/WU0069316","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069316","none","none",FALSE,NA,"Greimler,J. & Novoa,P.|Greimler,J. & Novoa,P. 19665","Greimler,J. & Novoa,P.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069316",NA,NA,NA,NA,"Herbarium WU","1830987786","https://wu.jacq.org/WU0069316",NA,"0069316","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",130,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","19665","Juan Fernandez Archipelago. Masafuera Island. Quebrada Vacas Norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359698.jpg"
"1830987918","Myrceugenia schulzei Johow",-33.79553,-80.79642,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.954+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,14,"2011-02-14",45,45,NA,"2024-07-30T04:51:23.954+00:00","https://wu.jacq.org/WU0069317","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069317","none","none",FALSE,NA,"Ruiz,E. et al. 19847|Ruiz,E., Gatica,A., Paredes,E. & Bacho,D.","Ruiz,E., Gatica,A., Paredes,E. & Bacho,D.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069317",NA,NA,NA,NA,"Herbarium WU","1830987918","https://wu.jacq.org/WU0069317",NA,"0069317","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",280,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","19847","Juan Fernandez Archipelago. Masafuera Island. Quebrada El Tongo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359651.jpg"
"1830987765","Myrceugenia schulzei Johow",-33.73836,-80.788,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.865+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,5,"2011-02-05",36,36,NA,"2024-07-30T04:51:23.865+00:00","https://wu.jacq.org/WU0069339","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069339","none","none",FALSE,NA,"Peñailillo,P. et al. 19820|Peñailillo,P., Gatica,A. & Paredes,E.","Ruiz,E., Gatica,A., Paredes,E. & Bacho,D.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069339",NA,NA,NA,NA,"Herbarium WU","1830987765","https://wu.jacq.org/WU0069339",NA,"0069339","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",412,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","19820","Juan Fernandez Archipelago. Masafuera Island. Quebrada Plan Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359650.jpg"
"1830987850","Myrceugenia schulzei Johow",-33.73717,-80.77569,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.856+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,8,"2011-02-08",39,39,NA,"2024-07-30T04:51:23.856+00:00","https://wu.jacq.org/WU0069342","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069342","none","none",FALSE,NA,"Peñailillo,P., Baeza,C. & Arredondo,D.|Peñailillo,P. et al. 20029","Peñailillo,P., Baeza,C. & Arredondo,D.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069342",NA,NA,NA,NA,"Herbarium WU","1830987850","https://wu.jacq.org/WU0069342",NA,"0069342","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",130,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","20029","Juan Fernandez Archipelago. Masafuera Island. Quebrada Ovalo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359649.jpg"
"1830987782","Myrceugenia schulzei Johow",-33.78453,-80.76525,"cdc,txmatfuz,colmafu,inmafu","0afba960-be3b-4202-a7de-736ae05aec9e","58520c30-bafb-11d9-8e53-b8a03c50a862","602f7766-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-30T04:49:44.170+00:00","2024-07-30T04:51:23.857+00:00",310,"PRESERVED_SPECIMEN","PRESENT",5793063,6,7707728,220,690,5014,3185514,5793063,5793063,"Myrceugenia schulzei Johow","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia schulzei","Myrceugenia","schulzei","SPECIES","ACCEPTED","VU",NA,NA,NA,NA,2011,2,8,"2011-02-08",39,39,NA,"2024-07-30T04:51:23.857+00:00","https://wu.jacq.org/WU0069344","Usage Conditions Apply",FALSE,"https://wu.jacq.org/WU0069344","none","none",FALSE,NA,"Greimler,J. et al. 19649|Greimler,J., Ruiz,E., Novoa,P. & Arredondo Jr.,D.","Greimler,J., Ruiz,E., Novoa,P. & Arredondo Jr.,D.","WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://wu.jacq.org/WU0069344",NA,NA,NA,NA,"Herbarium WU","1830987782","https://wu.jacq.org/WU0069344",NA,"0069344","WU",NA,NA,NA,"Myrceugenia schulzei Johow",NA,"SOUTH_AMERICA",390,"0b7d2b05-71f6-4654-8682-afaa0a3bcfd1","92f12d36-0d03-4a0c-9716-0f04c9dc359e","19649","Juan Fernandez Archipelago. Masafuera Island. Quebrada Playa Ancha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://object.jacq.org/europeana/WU/359701.jpg"
