"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","typeStatus","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","preparations","class","recordedByIDs","identifiedByIDs","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","dynamicProperties","locality","fieldNumber","verbatimLocality","collectionCode","gbifID","language","occurrenceID","type","disposition","catalogNumber","institutionCode","occurrenceRemarks","accessRights","collectionID","reproductiveCondition","name","identifiedBy","countryCode","gbifRegion","country","nomenclaturalCode","verbatimEventDate","verbatimElevation","decimalLatitude","decimalLongitude","networkKeys","distanceFromCentroidInMeters","geodeticDatum","higherClassification","media_url"
"2517439562","Eugenia walkerae Flickinger","colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:11.132+00:00",270,"PRESERVED_SPECIMEN","PRESENT",10843240,6,7707728,220,690,5014,3177662,10843240,10843240,"Eugenia walkerae Flickinger","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia walkerae","Eugenia","walkerae","SPECIES","ACCEPTED","NE","2018-12-01T00:00:00","NORTH_AMERICA",NA,NA,1955,9,5,"1955-09-05",248,248,"PARATYPE",NA,"2024-07-18T23:55:11.132+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"WAG.1115168@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,NA,"Le Gallo CJM",NA,"Magnoliopsida","none","none","EUROPE","Naturalis Biodiversity Center","Le Gallo, CJM 2482","WAG.1115168@BRAHMS","Naturalis Biodiversity Center",NA,"The Valley, à l'ouest de la chapelle catholique.",NA,NA,"Botany","2517439562",NA,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115168",NA,NA,"WAG.1115168",NA,NA,NA,NA,NA,"Eugenia walkerae Flickinger","Flickinger JA","AI","LATIN_AMERICA","Anguilla","ICN",NA,"15.0 - 20.0 m",18.21019,-63.05575,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",940.139855909058,"WGS84","Plantae|Myrtales|Myrtaceae","https://medialib.naturalis.nl/file/id/WAG.1115168/format/large"
