"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","coordinateUncertaintyInMeters","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","catalogNumber","institutionCode","fieldNotes","locality","gbifID","collectionCode","occurrenceID","georeferenceSources","name","media_url"
"47812245","Psidium acidum Mart. ex O.Berg",0,-76.166,"gass84,colmafu,inmafu","833db434-f762-11e1-a439-00145eb45e9a","8e1a97a0-3ca8-11d9-8439-b8a03c50a862","6aca019f-ee9d-4088-859b-5a601d4b093f","299958e0-4c06-11d8-b290-b8a03c50a862","DK","EML","2023-07-06T09:43:15.550+00:00","2024-01-25T09:56:44.222+00:00",256,"PRESERVED_SPECIMEN","PRESENT",5420629,6,7707728,220,690,5014,3187232,5420626,5420626,"Psidium acutangulum Mart. ex DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium acutangulum","Psidium","acidum","SPECIES","SYNONYM","NE",2000,265,0,"SOUTH_AMERICA","Sucumbios",1990,4,12,"1990-04-12",102,102,"2024-01-25T09:56:44.222+00:00",FALSE,"AAU-Herbarium-H.Balslev97404","none","none","44e7a331-0270-4c39-ad64-91c0d8416480","c73c84ef-bf6a-40ed-9ba5-5b48bb46b5c3",FALSE,"H. Balslev","L.R. Landrum","WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","EUROPE","AAU-Herbarium-H.Balslev97404","H.Balslev97404","AU","Tree, 10 m tall. Río Cuyabeno above Laguna Grande. (Fruits separate).","Reserva Faunistica Cuyabeno. Laguna Grande and surroundings, including Río Cuyabeno from Pto. Bolívar to above Laguna Cañangueno.","47812245","AAU","AAU-Herbarium-H.Balslev97404","MAP","Psidium acidum Mart. ex O.Berg","http://www.aubot.dk/specimenimages/AAU_4_2016/AAU_4_2016.JPG"
