"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","collectionCode","occurrenceID","name","dynamicProperties","occurrenceRemarks","gadm","verbatimEventDate","fieldNotes","bibliographicCitation","references","preparations","habitat","nomenclaturalCode","county","language","type","identificationRemarks","verbatimElevation","collectionID","georeferenceSources","identificationQualifier","elevation","elevationAccuracy","higherGeography","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","higherClassification","eventRemarks","georeferencedBy","georeferencedDate","georeferenceVerificationStatus","georeferenceRemarks","typeStatus","verbatimLocality","media_url","license"
"2234687396","Eugenia zuccarinii O.Berg",-22.927222,-42.456944,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:54.380+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC","2019-08-01T00:00:00","SOUTH_AMERICA","Rio de Janeiro",2019,3,22,"2019-03-22",81,81,"2019-09-20T20:49:32.000+00:00","2024-08-01T12:21:54.380+00:00",FALSE,"urn:catalog:JBRJ:RB:1407265","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 783645","J. Külkamp; C. Farney & B.P.Agapito","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","776","urn:catalog:JBRJ:RB:1407265","RB01407265","04.936.616/0001-20","JBRJ","Saquarema","Interior da reserva.","2234687396","RB","urn:catalog:JBRJ:RB:1407265","Eugenia zuccarinii O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/40/72/65/01407265.jpg","http://creativecommons.org/licenses/by/4.0/"
"3313944347","Eugenia zuccarinii O.Berg",-22.721944,-42.117222,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:52.692+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Rio de Janeiro",2019,11,23,"2019-11-23",327,327,"2022-02-07T22:11:28.000+00:00","2024-08-01T12:21:52.692+00:00",FALSE,"urn:catalog:JBRJ:RB:1440589","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 812790","F.M. Bastos",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","F1","urn:catalog:JBRJ:RB:1440589","RB01440589","04.936.616/0001-20","JBRJ","São Pedro da Aldeia","Ilha dos Macacos, na vegetação ao norte do Assentamento Ademar Moreira (Incra) e ao sul do médio rio Una (margem direita), bairro São Mateus. Florística. Arbusto com frutos maduros vináceos (e vermelhos). Monospérmico. Na estrada para IM, na trilha à direita depois da clareira sentido saída.","3313944347","RB","urn:catalog:JBRJ:RB:1440589","Eugenia zuccarinii O.Berg","{""project"" : ""Estrutura e florística da Ilha dos Macacos (FES-TB) em São Pedro da Aldeia, RJ.""}","Vegetação de FES de terras baixas com altitude variando de 7 m (borda) até 35 m.s.m. (centro do fragmento da Ilha dos Macacos). Fragmento de formato elipsoide, com cerca de 840 m sentido N-S e 500 m sentido E-O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/44/5/89/01440589.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900532273","Eugenia zuccarinii O.Berg",0,0,"cucdmis,gass84,rdativ,zerocd,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:18:02.574+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC","2019-05-17T00:00:00",NA,"Bahia",2012,1,12,"2012-01-12",12,12,NA,"2024-07-01T12:18:02.574+00:00",FALSE,"6262809","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,NA,NA,"Stadnik, A;Moura, L,Vieira, TL","Giaretta, A","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","60","6262809","ALCB00044713",NA,"ALCB","Jacobina","Estancia dos Bandeirantes.","4900532273","ALCB","6262809","Eugenia zuccarinii O.Berg",NA,"ca. 5m alt. Folhas discolores. Frutos verdes imaturos, roxos maduros.","none","12/01/2012","ca. 5m alt. Folhas discolores. Frutos verdes imaturos, roxos maduros.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6262809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/4/47/13/alcb00044713.dzi","http://creativecommons.org/licenses/by/4.0/"
"1930956738","Eugenia zuccarinii O.Berg",-13.8908,-39.4592,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:40.695+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Bahia",2003,3,19,"2003-03-19",78,78,NA,"2024-07-21T05:14:40.695+00:00",FALSE,"e189b308-ec72-4004-ae84-d687bafe3447","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"W. W. Thomas","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","13450","e189b308-ec72-4004-ae84-d687bafe3447","01873542","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,"23 km N of Itamarati on BR 101, then 6.8 km E on road to Embratel Tower. Reserva Municipal Cachoeira do Pau","1930956738","NY","e189b308-ec72-4004-ae84-d687bafe3447","Eugenia zuccarinii O.Berg",NA,NA,NA,"19 Mar 2003",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622938","sheet","Southern Bahian wet forest","ICN","Ibirapitanga Mun.","en","PhysicalObject","[Determination from SpeciesLink (CEPLAC), Jun. 2015]","2264 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1980/364/01873542.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424158303","Eugenia zuccarinii O.Berg",-14.706944,-39.189722,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:35.464+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC","2017-08-01T00:00:00","SOUTH_AMERICA","Bahia",2001,3,26,"2001-03-26",85,85,"2017-08-23T18:01:57.000+00:00","2024-08-01T12:21:35.464+00:00",FALSE,"urn:catalog:JBRJ:RB:425829","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 434563","Regina Sambuichi","A.GIARETTA","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","109","urn:catalog:JBRJ:RB:425829","RB00425829","04.936.616/0001-20","JBRJ","Ilhéus","Fazenda Santa Maria.","1424158303","RB","urn:catalog:JBRJ:RB:425829","Eugenia zuccarinii O.Berg",NA,"Árvore. Casca rugosa. DAP 17,4 cm.",NA,NA,"Floresta higrófila sobre plantação de cacau abandonada. Solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/42/58/29/00425829.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900498781","Eugenia zuccarinii O.Berg",-11.151389,-40.485278,"cdc,cdround,gass84,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:33.233+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC","2019-05-17T00:00:00","SOUTH_AMERICA","Bahia",2001,4,8,"2001-04-08",98,98,NA,"2024-07-01T12:17:33.233+00:00",FALSE,"6268505","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,NA,NA,"Jesus, NG de;Tourinho, R,Bautista, HP,Ribeiro, T","Giaretta, A","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","1345","6268505","ALCB00058192",NA,"ALCB","Jacobina",NA,"4900498781","ALCB","6268505","Eugenia zuccarinii O.Berg",NA,"Árvore com ca. de 8 m de altura, caule vermelho. Folhas coriáceas. Cálice verde. Frutos jovens longo-pedunculados.",NA,"08/04/2001","Árvore com ca. de 8 m de altura, caule vermelho. Folhas coriáceas. Cálice verde. Frutos jovens longo-pedunculados.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/92/alcb00058192.dzi","http://creativecommons.org/licenses/by/4.0/"
"1228269753","Eugenia zuccarinii O.Berg",-22,-42.5,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:46.832+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Rio de Janeiro",2001,9,12,"2001-09-12",255,255,"2023-03-02T20:06:00.000+00:00","2024-01-25T10:59:46.832+00:00",FALSE,"183c38b0-d98a-4e6b-a22e-66f66b23ecc8","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,FALSE,"seeds-22-sep-2023",NA,"H. C. de Lima",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","5869","183c38b0-d98a-4e6b-a22e-66f66b23ecc8","V0109821F","F","F",NA,"Rio de Janeiro","1228269753","Botany","183c38b0-d98a-4e6b-a22e-66f66b23ecc8","Eugenia zuccarinii O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICBN",NA,NA,NA,NA,NA,"Botany","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,"South America, Brazil, Rio de Janeiro. [LL]","TGN - Centroid","2419397","a584b527-737d-4839-a23f-faf5f9adeb7c","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/516/763/V0109821F.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424069788","Eugenia zuccarinii O.Berg",-22.570833,-43.468889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:35.642+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Rio de Janeiro",2001,11,14,"2001-11-14",318,318,"2017-10-19T07:30:19.000+00:00","2024-08-01T12:21:35.642+00:00",FALSE,"urn:catalog:JBRJ:RB:308573","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 360196","H.C. de Lima; S.J. Silva Neto, L. Sylvestre & W. da Silva","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","5940","urn:catalog:JBRJ:RB:308573","RB00308573","04.936.616/0001-20","JBRJ","Nova Iguaçu","Rebio. Tinguá, Estrada do Ouro, trilha p/ o rancho dos bobos. Vale entre as Serras do Tinguá e do Côto. Tinguá","1424069788","RB","urn:catalog:JBRJ:RB:308573","Eugenia zuccarinii O.Berg","{""project"" : ""Rebio_Tinguá""}","Arvoreta c/ 3m de altura. Frutos imaturos esverdeados e maduros vinosos. Ocasional.",NA,NA,"Mato Escuro. No sub-bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/30/85/73/00308573.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900498785","Eugenia zuccarinii O.Berg",-12,-41,"cdc,gass84,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:33.236+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC","2019-05-17T00:00:00","SOUTH_AMERICA","Bahia",1996,7,8,"1996-07-08",190,190,NA,"2024-07-01T12:17:33.236+00:00",FALSE,"6268503","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,NA,NA,"Bautista, HP;Giulietti, AM,Harley, RM,Smith, S,Hind, DJN","Giaretta, A","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD3482","6268503","ALCB00058190",NA,"ALCB","Lençóis","Chapada Diamantina, Serra da Chapadinha","4900498785","ALCB","6268503","Eugenia zuccarinii O.Berg",NA,"até 5,00 m. folhas coriáceas, discolores, faces adaxial verde-escura e abaxial verde-clara. Fruto deiscente com exocarpo passando de vermelho a negro, mesocarpo carnoso vermelho; geralmente 1-2 sementes brancas. Frequente.",NA,"08/07/1996","até 5,00 m. folhas coriáceas, discolores, faces adaxial verde-escura e abaxial verde-clara. Fruto deiscente com exocarpo passando de vermelho a negro, mesocarpo carnoso vermelho; geralmente 1-2 sementes brancas. Frequente.; Floresta úmida.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/90/alcb00058190_1.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900498783","Eugenia zuccarinii O.Berg",-12.433333,-41.45,"cdc,cdround,elmms,gass84,rdativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:33.234+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417029,6,7707728,220,690,5014,3177662,5417029,5417029,"Eugenia zuccarinii O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia zuccarinii","Eugenia","zuccarinii","SPECIES","ACCEPTED","LC","2019-05-17T00:00:00","SOUTH_AMERICA","Bahia",1995,2,5,"1995-02-05",36,36,NA,"2024-07-01T12:17:33.234+00:00",FALSE,"6268506","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,NA,NA,"Giulietti, AM;Funch, L","Giaretta, A","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD1572","6268506","ALCB00058193",NA,"ALCB","Lençóis","Chapada Diamantina, Serra da Chapadinha","4900498783","ALCB","6268506","Eugenia zuccarinii O.Berg",NA,"7,00 m.",NA,"05/02/1995","7,00 m.; Mata de grotão em local muito úmido, com açaí de até 30 m de altura, imbés e ciclantera. Afloramentos rochosos de arenito.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/93/alcb00058193.dzi","http://creativecommons.org/licenses/by/4.0/"
