"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","name","gadm","typeStatus","references","preparations","nomenclaturalCode","verbatimEventDate","county","language","type","identificationRemarks","collectionID","higherGeography","habitat","eventRemarks","higherClassification","elevation","elevationAccuracy","georeferenceProtocol","media_url"
"1424505786","Myrcia subterminalis M.F.Santos",-15.148889,-39.3175,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:44.520+00:00",520,"PRESERVED_SPECIMEN","PRESENT",8856382,6,7707728,220,690,5014,3173889,8856382,8856382,"Myrcia subterminalis M.F.Santos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia subterminalis","Myrcia","subterminalis","SPECIES","ACCEPTED","VU","2016-05-20T00:00:00","SOUTH_AMERICA","Bahia",2013,6,17,"2013-06-17",168,168,"2017-10-20T02:18:55.000+00:00","2024-08-01T12:21:44.520+00:00",FALSE,"urn:catalog:JBRJ:RB:936380","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 620213","A.M. Amorim; et al","M.F.SANTOS","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","8354","urn:catalog:JBRJ:RB:936380","04.936.616/0001-20","São José da Vitória","PARNA Serra das Lontras. Trilha de acesso ao Javi com entrada pela Vila Família Unida. Coletas efetuadas pelo acesso ao pico indo pela cachoeira.","RB","1424505786","urn:catalog:JBRJ:RB:936380","RB00936380","JBRJ","Floresta ombrófila densa. Bordo e interior da Floresta Madura","Arvoreta ca. 4m alt. Folhas marcadamente discolores, face superior verde e inferior verde pálido","Myrcia subterminalis M.F.Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/93/63/80/00936380.jpg"
"4519392813","Myrcia subterminalis M.F.Santos",-19.970722,-40.537028,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:47.125+00:00",407,"PRESERVED_SPECIMEN","PRESENT",8856382,6,7707728,220,690,5014,3173889,8856382,8856382,"Myrcia subterminalis M.F.Santos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia subterminalis","Myrcia","subterminalis","SPECIES","ACCEPTED","VU","2017-01-01T00:00:00","SOUTH_AMERICA",NA,2011,11,13,"2011-11-13T00:00",317,317,NA,"2024-08-02T01:14:47.125+00:00",FALSE,"K000752516","none","none",NA,NA,TRUE,NA,NA,"Santos, M.F.; J. C. Lopes, L. P. Ribeiro & T. F. Ansante","Santos, M.F.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"733","K000752516",NA,"Santa Teresa","Trilha do Sagui.","Herbarium","4519392813","http://specimens.kew.org/herbarium/K000752516","K000752516",NA,NA,NA,"Myrcia subterminalis M.F.Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Teresa","No sub-bosque da mata.","Arvoreta, 4 m alt. Ramo imaturo verde. Folha imatura com escamas alvas. Estéril. Material armazenado em sílica-gel.","Myrtaceae",769,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/c3e28acf6761b3aca19fc53cf89f5879.jpg"
"4519385933","Myrcia subterminalis M.F.Santos",-13.083333,-39.65,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:39.459+00:00",407,"PRESERVED_SPECIMEN","PRESENT",8856382,6,7707728,220,690,5014,3173889,8856382,8856382,"Myrcia subterminalis M.F.Santos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia subterminalis","Myrcia","subterminalis","SPECIES","ACCEPTED","VU","2017-01-01T00:00:00","SOUTH_AMERICA",NA,2007,1,27,"2007-01-27T00:00",27,27,NA,"2024-08-02T01:15:39.459+00:00",FALSE,"K000812290","none","none",NA,NA,FALSE,NA,NA,"Cardoso, D.; Paixao, J.L., Manoel 'Cheira-cheira'","Santos, M.F.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"1663","K000812290",NA,"Amargosa","Serra do Timbo.","Herbarium","4519385933","http://specimens.kew.org/herbarium/K000812290","K000812290",NA,NA,NA,"Myrcia subterminalis M.F.Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amargosa","Fragmento de floresta ombrofila densa do Dominio da Floresta Atlantica.","Arvoreta com ca. 4m alt. Folhas cartaceas. Frutos vinaceos.","Myrtaceae",825,75,"Label","https://d2seqvvyy3b8p2.cloudfront.net/c90fba40efc5daa74a67389cb776fa95.jpg"
"1423907116","Myrcia subterminalis M.F.Santos",-23.641944,-45.675556,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:46.311+00:00",520,"PRESERVED_SPECIMEN","PRESENT",8856382,6,7707728,220,690,5014,3173889,8856382,8856382,"Myrcia subterminalis M.F.Santos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia subterminalis","Myrcia","subterminalis","SPECIES","ACCEPTED","VU","2017-06-01T00:00:00","SOUTH_AMERICA","São Paulo",2003,11,6,"2003-11-06",310,310,"2020-09-10T20:17:41.000+00:00","2024-08-01T12:21:46.311+00:00",FALSE,"urn:catalog:JBRJ:RB:1112781","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 646525","J.Paula-Souza.; V.C. Souza; R. Mello-Silva","M.SOBRAL","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3626","urn:catalog:JBRJ:RB:1112781","04.936.616/0001-20","Caraguatatuba","Estrada da Petrobrás (descendo em direção a Caraguatatuba). Km 42. Subida para o morro a esquerda da estrada.","RB","1423907116","urn:catalog:JBRJ:RB:1112781","RB01112781","JBRJ",NA,"Arvore ca. 3 m alt. Flores creme.","Myrcia subterminalis M.F.Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/11/27/81/01112781.jpg"
