"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","institutionKey","preparations","recordNumber","informationWithheld","institutionID","nomenclaturalCode","county","disposition","ownerInstitutionCode","reproductiveCondition","identificationRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","networkKeys","elevation","gadm.level0.gid","gadm.level0.name","distanceFromCentroidInMeters","collectionKey","fieldNumber","gadm","locationRemarks","previousIdentifications","otherCatalogNumbers","habitat","http...unknown.org.recordID","locality","language","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","individualCount","higherGeography","islandGroup","island","georeferencedDate","type","verbatimElevation","georeferenceSources","dynamicProperties","elevationAccuracy","identificationQualifier","lifeStage","associatedTaxa","eventRemarks","associatedOccurrences","georeferencedBy","georeferenceVerificationStatus","projectId","datasetID","samplingProtocol","acceptedNameUsage","georeferenceRemarks","materialSampleID","parentNameUsageID","acceptedNameUsageID","bibliographicCitation","accessRights","parentNameUsage","organismID","georeferenceProtocol","verbatimIdentification","eventID","footprintSRS","typeStatus","typifiedName","media_url","license"
"2270675786","Eugenia confusa DC.",19.079,-69.483,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.673+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Hato Mayor",2001,8,11,"2001-08-11",223,223,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.673+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762854",FALSE,"762854","none","none",FALSE,NA,"Andrew Salywon; Neil Snow, M. de la Cruz.",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762854",NA,NA,NA,"Plants","2270675786","f17f022d-ec07-4dfa-8b80-39beb720a997","47796","ASU0010496","ASU",NA,NA,NA,"Eugenia confusa DC.",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"242450","Mogotes near the ocean.","f17f022d-ec07-4dfa-8b80-39beb720a997","Municipio Sabana de la Mar, Boca del Infierno, en un cayo a 200 m de Boca del Infierno.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0010/ASU0010496_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270679659","Eugenia confusa DC.",19.8667,-70.8,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.914+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Puerto Plata",1999,5,22,"1999-05-22",142,142,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.914+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768516",FALSE,"768516","none","none",FALSE,NA,"T. Clase et al.",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"768516",NA,NA,NA,"Plants","2270679659","bd73930a-185c-472e-ae9d-2a90afc31417","47796","ASU0009936","ASU",NA,NA,NA,"Eugenia confusa DC.","Arbusto de 4m; con frutos pequenos.","530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"1348",NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"none",NA,NA,"255544","Zona costera, vegetacion xerofitica, suelo serpentino.","bd73930a-185c-472e-ae9d-2a90afc31417","Cordillera Septentrional. Seccion El Toro, Paraje Indio, en la Finca del Sr. Nicolas Dominguez.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009936_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"122944562","Eugenia confusa DC.",25.609,-80.4987,"cdc,gass84,incomis","832cb04e-f762-11e1-a439-00145eb45e9a","bd561840-efdc-11d9-a329-b8a03c50a862","40dee7df-00ee-4965-bcaf-5291dbab4b08","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","US","EML","2023-06-07T04:10:35.143+00:00","2024-01-24T21:05:04.329+00:00",275,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,72324,"NORTH_AMERICA","Florida",1997,10,12,"1997-10-12",285,285,NA,"2024-01-24T21:05:04.329+00:00",NA,FALSE,"828218F8-7448-4E25-9FFE-A213E465034A","none","none",FALSE,NA,"K. A. Bradley",NA,"WGS84","Magnoliopsida","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA",NA,"828218F8-7448-4E25-9FFE-A213E465034A",NA,NA,NA,"Herbarium","122944562","828218F8-7448-4E25-9FFE-A213E465034A",NA,"80969","FTG",NA,NA,"214511","Eugenia confusa DC.",NA,"62338caa-c755-4560-b50e-438f5ec4820a",NA,"946",NA,"urn:lsid:biocol.org:col:15568","ICN","Miami-Dade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Plantae | Magnoliophyta | Myrtaceae",NA,NA,"United States of America|Florida|Miami-Dade",NA,NA,NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.plantatlas.org/img/specimens/FTG/80969.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270674471","Eugenia confusa DC.",19.25,-69.2483,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.771+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Samana",1996,4,27,"1996-04-27",118,118,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.771+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762847",FALSE,"762847","none","none",FALSE,NA,"B. Peguero; A. Veloz",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762847",NA,NA,NA,"Plants","2270674471","319dd1a7-7e2a-4a03-8461-d3bcd0aba757","47796","ASU0009944","ASU",NA,NA,NA,"Eugenia confusa DC.","Arbolito de 3-4m; fruto drupa sobre pedunculo de 1.5-2.5cm, axilar; creciendo sobre sustrato arcilloso al oeste franco de Laguna Salada.","530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"226",NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"255245","Area de potreto al oeste de la laguna, sustrato arcilloso sobre roca caliza.","319dd1a7-7e2a-4a03-8461-d3bcd0aba757","Seccion Las Galeras, paraje Rincon, Laguna Salada.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009944_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270674438","Eugenia confusa DC.",19.1917,-69.33,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.745+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Samana",1996,6,23,"1996-06-23",175,175,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.745+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762855",FALSE,"762855","none","none",FALSE,NA,"B. Peguero; A. Veloz",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762855",NA,NA,NA,"Plants","2270674438","ebea67eb-6cc4-4842-99f6-20a6e193d980","47796","ASU0009943","ASU",NA,NA,NA,"Eugenia confusa DC.","Arbolito de 5m; flores verde-amarillentas; frutos amarillos cambiando a rojos al madurar; hojas aromaticas; creciendo en la ladera este, casi en la cima.","530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"515",NA,NA,NA,NA,NA,NA,"flowers and fruits",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"none",NA,NA,"255266","Bosque alterado por corte y construccion de infraestructura de recreacion; suelo arcilloso sobre rocas calizas.","ebea67eb-6cc4-4842-99f6-20a6e193d980","Cayo Vigia, frente a la subida de Santa Barbara, en la Bahia de Samana.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009943_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1320405081","Eugenia confusa DC.",18.1697,-66.9861,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:27.551+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Maricao",1995,10,13,"1995-10-13",286,286,"2019-01-10T00:11:00.000+00:00","2024-08-02T12:41:27.551+00:00",NA,FALSE,"http://n2t.net/ark:/65665/38daaee2d-a8e4-4397-8c85-1ba161be4a3a","none","none",FALSE,"NMNH Extant Biology","P. Acevedo-Rodriguez, G. J. Breckon, J. A. Cedeño M. & R. Oviedo",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/38daaee2d-a8e4-4397-8c85-1ba161be4a3a",NA,"13 Oct 1995",NA,"US","1320405081","http://n2t.net/ark:/65665/38daaee2d-a8e4-4397-8c85-1ba161be4a3a",NA,"US 3326840","US",NA,NA,NA,"Eugenia confusa DC.",NA,"be5b9c72-e499-42b8-a5dc-c27505cf232e",NA,"7701",NA,"urn:lsid:biocol.org:col:15463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",515,NA,NA,NA,"151c91ba-a521-4735-8c11-5abf8db7fb67",NA,NA,NA,NA,NA,"Along river bank.",NA,"Maricao: Bosque Estatal de Maricao, Bo. Maricao Afuera, E of fish hatchery along Maricao River.",NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",1,"West Indies - Neotropics, Puerto Rico, Maricao, Greater Antilles, Puerto Rico","Greater Antilles","Puerto Rico",NA,NA,NA,NA,NA,30,NA,"Flowering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m36c07355c-9ea2-4fc3-9512-7b6644a2942b","http://creativecommons.org/licenses/by/4.0/"
"4455459324","Eugenia confusa DC.",18.116667,-68.716667,"cdc,cdround,gass84,colmano,inmafu","b89d52a2-861d-4388-adad-c0da3d55fc78","8483a1f0-1032-11db-ae00-b8a03c50a862","12fadca0-d638-416d-8cee-6f29ef37a249","8483a1f0-1032-11db-ae00-b8a03c50a862","US","EML","2024-08-05T04:01:24.363+00:00","2024-08-05T04:07:02.866+00:00",2274,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","La Altagracia",1994,3,24,"1994-03-24",83,83,NA,"2024-08-05T04:07:02.866+00:00","http://specifyportal.flmnh.ufl.edu/herbarium/?filter=catalogNumber:283830",FALSE,"6e6af678-8c50-4961-8e48-f4db1a3a0343","none","none",FALSE,NA,"C. Cano;R. García",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","University of Florida","6e6af678-8c50-4961-8e48-f4db1a3a0343",NA,NA,"Isla Saona, Parque Nacional del Este, Aprox. 2 Km al Norte de Mano Juan.",NA,"4455459324","6e6af678-8c50-4961-8e48-f4db1a3a0343",NA,"283830","FLAS",NA,NA,NA,"Eugenia confusa DC.",NA,"2bfdf57f-35bd-450a-b830-a5189c2d836d","Preserved herbarium specimen","5493","location information not given for endangered species","University of Florida Herbarium","ICN",NA,"FLASCAT","FLAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.floridamuseum.ufl.edu/Herbarium/af8d565b-523a-4f09-af11-f41d69a2d8c5","http://creativecommons.org/licenses/by/4.0/"
"2270676420","Eugenia confusa DC.",18.2917,-71.5333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.746+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Independencia",1994,5,26,"1994-05-26",146,146,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.746+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762849",FALSE,"762849","none","none",FALSE,NA,"R. Garcia; G. Caminero, D. Hoener.","L.R. Landrum, 2005.","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762849",NA,NA,NA,"Plants","2270676420","f6fb920c-6163-468e-871a-0bf18376d6ce","47796","ASU0009935","ASU",NA,NA,NA,"Eugenia confusa DC.","Arbusto, 3m de alto, fruto verde.","530c45d0-e0f7-401d-b3f6-34f58482c485",NA,"4513",NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,"255261","En un bosque latifoliado, no muy humedo, con algunas areas alteradas para agricultura y ganaderia.","f6fb920c-6163-468e-871a-0bf18376d6ce","Sierra de Bahoruco: Loma La Canela, SE de Duverge, S de Monte Palma.",NA,"http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Antirhea|ecologicallyOccursWith: Ilex|ecologicallyOccursWith: Picramnia|ecologicallyOccursWith: Chrysophyllum y Tabebuia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009935_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1931271333","Eugenia confusa DC.",18.133333,-66.983333,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:43.566+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Maricao",1994,5,7,"1994-05-07",127,127,NA,"2024-07-21T05:14:43.566+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=900084",FALSE,"f7eb3c09-1905-4b4e-8dee-fb20eb51b7e4","none","none",FALSE,"Vascular plants","J. A. Cedeño",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","f7eb3c09-1905-4b4e-8dee-fb20eb51b7e4",NA,"7 May 1994",NA,"NY","1931271333","f7eb3c09-1905-4b4e-8dee-fb20eb51b7e4",NA,"843449","NY",NA,NA,NA,"Eugenia confusa DC.",NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","326",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","Maricao Afuera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,"On disturbed roadside.",NA,"Maricao Forest Reserve. Río Maricao drainage, Km 14.8-14.9.","en",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"PhysicalObject","2822 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/135/740/v-247-00843449.jpg","http://creativecommons.org/licenses/by/4.0/"
"1931142557","Eugenia confusa DC.",18.13,-67,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:28.900+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC","1997-01-01T00:00:00",NA,"NORTH_AMERICA","Maricao",1992,1,18,"1992-01-18",18,18,NA,"2024-07-21T05:16:28.900+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1012541",FALSE,"eeae7c6e-e5f6-4f0f-b5f4-08c20419f5b9","none","none",FALSE,"Vascular plants","J. W. Grimes","B. K. Holst","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","eeae7c6e-e5f6-4f0f-b5f4-08c20419f5b9",NA,"18 Jan 1992",NA,"NY","1931142557","eeae7c6e-e5f6-4f0f-b5f4-08c20419f5b9",NA,"946191","NY",NA,NA,NA,"Eugenia confusa DC.",NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","3250",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,"Semi-moist forest on serpentine.",NA,"Cordillera Central. South of Maricao on Rte 120 along the trail at km 16.8.","en",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"PhysicalObject","2297 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/440/v-247-00946191.jpg","http://creativecommons.org/licenses/by/4.0/"
"1930824750","Eugenia confusa DC.",15.23,-61.27,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:46.479+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417010,6,7707728,220,690,5014,3177662,5417010,5417010,"Eugenia confusa DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia confusa","Eugenia","confusa","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","St. Patrick",1992,6,10,"1992-06-10",162,162,"2017-02-01T15:34:00.000+00:00","2024-07-21T05:14:46.479+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1679352",FALSE,"d84315aa-81e6-401e-b861-29d9a9c257fe","none","none",TRUE,"Vascular plants","E. Stijfhoorn",NA,"WGS84","Magnoliopsida","DM","none","none","LATIN_AMERICA","Dominica","NORTH_AMERICA","The New York Botanical Garden","d84315aa-81e6-401e-b861-29d9a9c257fe",NA,"10 Jun 1992",NA,"NY","1930824750","d84315aa-81e6-401e-b861-29d9a9c257fe",NA,"00041259","NY",NA,NA,NA,"Eugenia confusa DC.",NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","sheet","831",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"none",NA,NA,NA,NA,NA,"100m west of road (Vasla) to Logiste","en",NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"PhysicalObject","492 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/472/369/v-247-00041259.jpg","http://creativecommons.org/licenses/by/4.0/"
