"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","occurrenceRemarks","verbatimElevation","collectionID","name","networkKeys","individualCount","elevation","higherGeography","modified","islandGroup","island","higherClassification","otherCatalogNumbers","gadm","typeStatus","organismID","ownerInstitutionCode","accessRights","locationRemarks","media_url","license"
"1930898733","Eugenia yumana Alain",18.37,-68.62,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:21.843+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417232,6,7707728,220,690,5014,3186060,10321965,10321965,"Pimenta yumana (Alain) T.N.C.Vasconc.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta yumana","Eugenia","yumana","SPECIES","SYNONYM","NE","1993-01-01T00:00:00","NORTH_AMERICA","La Altagracia",1992,3,27,"1992-03-27",87,87,"2024-07-21T05:16:21.843+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148599",FALSE,"dd7acf3e-35a3-4306-8b9d-e07b7adc59f3","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants","F. Jiménez Rodríguez","R. J. F. Garcia","sheet","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","232","dd7acf3e-35a3-4306-8b9d-e07b7adc59f3","Abundancia de Bursera simarouba, Guajacum officinale y Guajacum sanctum","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","27 Mar 1992","Parque Nacional del Este: Sector Boca de Yuma","NY","1930898733","en","dd7acf3e-35a3-4306-8b9d-e07b7adc59f3","PhysicalObject","88860","NY","Jardin Botanico Nacional ""Dr. Rafael M. Moscoso"", Santo Domingo, Republica Dominicana; map on label","66 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Eugenia yumana Alain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/834/092/00088860.jpg","http://creativecommons.org/licenses/by/4.0/"
"2517477773","Eugenia yumana Alain",18.36667,-68.61667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:24.603+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417232,6,7707728,220,690,5014,3186060,10321965,10321965,"Pimenta yumana (Alain) T.N.C.Vasconc.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pimenta","Pimenta yumana","Eugenia","yumana","SPECIES","SYNONYM","NE",NA,"NORTH_AMERICA","La Altagracia",1992,3,8,"1992-03-08",68,68,"2024-07-18T23:56:24.603+00:00",NA,FALSE,"U.1442963@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,NA,"García R; Jiménez F; Ramirez N",NA,NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","Naturalis Biodiversity Center","García, R; Jiménez, F; Ramirez, N 3656","U.1442963@BRAHMS",NA,"Naturalis Biodiversity Center","ICN",NA,NA,"Botany","2517477773",NA,"https://data.biodiversitydata.nl/naturalis/specimen/U.1442963",NA,"U.1442963",NA,NA,"0.0 m",NA,"Eugenia yumana Alain","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae","U  0081921",NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1442963/format/large","http://creativecommons.org/licenses/by/4.0/"
