"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","informationWithheld","occurrenceRemarks","distanceFromCentroidInMeters","gadm","elevation","otherCatalogNumbers","preparations","http...unknown.org.recordID","associatedTaxa","locality","county","taxonRemarks","locationID","rights","ownerInstitutionCode","higherClassification","collectionID","projectId","individualCount","elevationAccuracy","institutionKey","nomenclaturalStatus","recordNumber","nomenclaturalCode","type","bibliographicCitation","institutionID","disposition","previousIdentifications","reproductiveCondition","fieldNumber","networkKeys","lifeStage","higherGeography","collectionKey","habitat","island","islandGroup","associatedSequences","verbatimIdentification","eventRemarks","http...unknown.org.recordEnteredBy","language","georeferenceProtocol","georeferencedDate","verbatimElevation","georeferenceSources","locationRemarks","organismID","accessRights","dynamicProperties","municipality","datasetID","samplingProtocol","acceptedNameUsage","georeferenceRemarks","materialSampleID","parentNameUsageID","acceptedNameUsageID","parentNameUsage","identificationRemarks","fieldNotes","infraspecificEpithet","programmeAcronym","identificationQualifier","media_url","license"
"1927780939","Eugenia monticola (Sw.) DC.",18.32588,-65.74362,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:11.479+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1981,8,11,"1981-08-11",223,223,NA,"2024-07-21T05:13:11.479+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013949",FALSE,"00e6adff-eaac-435c-a8fa-c1c62ec9b7b1","none","none",FALSE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","00e6adff-eaac-435c-a8fa-c1c62ec9b7b1",NA,"11 Aug 1981",NA,"NY","1927780939","00e6adff-eaac-435c-a8fa-c1c62ec9b7b1",NA,"946361","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"W of Fajardo.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"32121","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","In thickets on a hill.",NA,NA,NA,NA,NA,NA,"en",NA,"2008","164-328 ft","""Fajardo, P.R."" 7.5 Minute Series U.S. Geological Survey, 1948, 1:30,000.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/608/v-247-00946361.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1503262876","Eugenia monticola (Sw.) DC.",15.9696,-61.2313,"cdc,gass84,incomis","af1b4db0-c8ce-4a95-b700-8a6a02bed9d6","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","40dee7df-00ee-4965-bcaf-5291dbab4b08","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","US","EML","2024-01-26T19:01:55.931+00:00","2024-01-29T12:47:08.868+00:00",398,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1981,10,3,"1981-10-03",276,276,NA,"2024-01-29T12:47:08.868+00:00",NA,FALSE,"27909E62-0B33-4D20-B28B-631FF33E2BFA","none","none",TRUE,NA,"S. Barrier",NA,"WGS84","Magnoliopsida","GP","none","none","LATIN_AMERICA","Guadeloupe","NORTH_AMERICA",NA,"27909E62-0B33-4D20-B28B-631FF33E2BFA",NA,NA,"Marie Galante - Saragot.","Herb","1503262876","27909E62-0B33-4D20-B28B-631FF33E2BFA",NA,"257423","USF",NA,NA,"217173","Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marie Galante - Saragot.",NA,NA,NA,NA,NA,"Plantae | Dicots | Myrtaceae",NA,NA,NA,NA,"efc9e42f-509d-47fe-a30a-1bbd7ac8ba31",NA,"3180","ICN","PhysicalObject",NA,"urn:lsid:biocol.org:col:15638",NA,NA,NA,NA,NA,NA,"Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,"{""habit"":""Arbre; height 0.3 m; diameter 0.4 cm; fruit vert parasité.""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://cdn.plantatlas.org/img/specimens/USF/257423.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1927883842","Eugenia monticola (Sw.) DC.",18.07929,-66.90641,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:06.628+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1980,7,31,"1980-07-31",213,213,NA,"2024-07-21T05:13:06.628+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=901480",FALSE,"0835a782-dc7b-4f4d-9c4f-2b80df20e7b9","none","none",FALSE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","0835a782-dc7b-4f4d-9c4f-2b80df20e7b9",NA,"31 July 1980",NA,"NY","1927883842","0835a782-dc7b-4f4d-9c4f-2b80df20e7b9",NA,"843483","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Susúa Forest Reserve.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"30793","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,NA,NA,"en",NA,"2008-06-25",NA,"U.S. Geological Survey. Sabana Grande, P.R. [map]. 1:20,000. N1800–W6652.5. 7.5 Minute Series. U.S. Department of the Interior, USGS, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/135/774/v-247-00843483.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1928072266","Eugenia monticola (Sw.) DC.",18.62,-70.55,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:14.775+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Peravia",1980,8,8,"1980-08-08",221,221,NA,"2024-07-21T05:13:14.775+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681660",FALSE,"157f18a7-9ac6-48a6-af2e-d3178afe16e7","none","none",TRUE,"Vascular plants","M. M. Mejía Pimentel",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","157f18a7-9ac6-48a6-af2e-d3178afe16e7",NA,"08 Aug 1980",NA,"NY","1928072266","157f18a7-9ac6-48a6-af2e-d3178afe16e7",NA,"1436524","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"1 Km. S of El Pinar on road to La Toronja and San José de Ocoa.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"7818","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,NA,NA,"en",NA,"2014-03-21","1804 ft","Field book",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/795/v-247-01436524.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1252640088","Eugenia monticola (Sw.) DC.",4,-57.5,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.750+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA",NA,1980,9,25,"1980-09-25T00:00",269,269,NA,"2024-08-02T01:14:50.750+00:00",NA,FALSE,"K001019142","none","none",FALSE,NA,"Lindeman, J.C.; Görts-van Rijn, A.R.A.; Jansen-Jacobs, M.J.; Hetterscheid-Hollants, A.M.C.",NA,"WGS84","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE",NA,"K001019142",NA,NA,NA,"Herbarium","1252640088","http://specimens.kew.org/herbarium/K001019142",NA,"K001019142","K",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,"Flora of Suriname",NA,NA,80,NA,NA,NA,NA,"Area of Kabalebo Dam project, distr. Nickerie. Road km 117.",NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,NA,50,"fa252605-26f6-426c-9892-94d071c2c77f",NA,"610",NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,"Data not transcribed.",NA,NA,NA,NA,"Data not transcribed.",NA,NA,"Label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/9736dd233597ceb40b6bbe9f56f8e16a.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1928417841","Eugenia monticola (Sw.) DC.",18.14,-66.266111,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:38.927+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC","1981-01-01T00:00:00",NA,"NORTH_AMERICA",NA,1980,12,18,"1980-12-18",353,353,NA,"2024-07-21T05:13:38.927+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013497",FALSE,"2dd441cb-548b-4691-9e3b-5bd5875012cf","none","none",FALSE,"Vascular plants","A. H. Liogier","A. H. Liogier","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","2dd441cb-548b-4691-9e3b-5bd5875012cf",NA,"18 Dec 1980",NA,"NY","1928417841","2dd441cb-548b-4691-9e3b-5bd5875012cf",NA,"946267","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Near Aibonito.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"31467","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,NA,NA,"en","online gazetteer","2008-11-07","1640 ft","USGS Geographic Names Information System (GNIS), Google Earth (map data 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/514/v-247-00946267.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"47768068","Eugenia monticola (Sw.) DC.",0.733,-78.233,"gass84,colmafu,inmafu","833db434-f762-11e1-a439-00145eb45e9a","8e1a97a0-3ca8-11d9-8439-b8a03c50a862","6aca019f-ee9d-4088-859b-5a601d4b093f","299958e0-4c06-11d8-b290-b8a03c50a862","DK","EML","2023-07-06T09:43:15.550+00:00","2024-01-25T09:56:57.523+00:00",256,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,2000,"SOUTH_AMERICA","Imbabura",1980,12,6,"1980-12-06",341,341,NA,"2024-01-25T09:56:57.523+00:00",NA,FALSE,"AAU-Herbarium-L.B.Holm-Nielsen28946","none","none",FALSE,NA,"L.B. Holm-Nielsen","M.L. Kawasaki","WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","EUROPE",NA,"AAU-Herbarium-L.B.Holm-Nielsen28946",NA,NA,NA,"AAU","47768068","AAU-Herbarium-L.B.Holm-Nielsen28946",NA,"L.B.Holm-Nielsen28946","AU",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,1050,NA,NA,NA,NA,"Between Guayupe and Peñas Negras. Deciduous montane forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"44e7a331-0270-4c39-ad64-91c0d8416480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c73c84ef-bf6a-40ed-9ba5-5b48bb46b5c3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowers white.",NA,NA,NA,"http://www.aubot.dk/specimenimages/AA20190905_Myrtaceae/IMG_0028.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1928754944","Eugenia maleolens Pers.",18.031496,-66.168919,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:40.705+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418052,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","maleolens","SPECIES","SYNONYM","NE",NA,NA,"NORTH_AMERICA",NA,1979,2,21,"1979-02-21",52,52,NA,"2024-07-21T05:13:40.705+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013979",FALSE,"45ccea9c-2c6d-46dd-b1c5-6b40157b78a8","none","none",FALSE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","45ccea9c-2c6d-46dd-b1c5-6b40157b78a8",NA,"21 Feb 1979",NA,"NY","1928754944","45ccea9c-2c6d-46dd-b1c5-6b40157b78a8",NA,"946352","NY",NA,NA,NA,"Eugenia maleolens Pers.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Near Carmen, rd. 712.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"28334","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","On hillside in thickets.",NA,NA,NA,NA,NA,NA,"en",NA,"2010-02-17","1312 ft","Google Earth, Rand McNally 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/599/v-247-00946352.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1927933003","Eugenia monticola (Sw.) DC.",17.96659,-66.89875,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:10.052+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Guánica",1979,9,26,"1979-09-26",269,269,NA,"2024-07-21T05:13:10.052+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013946",FALSE,"0bb2ead8-1212-4cff-a8ce-6d14aebc37e5","none","none",TRUE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","0bb2ead8-1212-4cff-a8ce-6d14aebc37e5",NA,"26 Sep 1979",NA,"NY","1927933003","0bb2ead8-1212-4cff-a8ce-6d14aebc37e5",NA,"946362","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Guánica Forest.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"29491","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","In thickets on limestone.",NA,NA,NA,NA,NA,NA,"en",NA,"2008-06-18","164 ft","Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/609/v-247-00946362.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1931159375","Eugenia monticola (Sw.) DC.",18.07929,-66.90641,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:08.236+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA",NA,1979,10,3,"1979-10-03",276,276,NA,"2024-07-21T05:15:08.236+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=901482",FALSE,"efc3d2b0-b614-4d02-b065-d2b4672de47d","none","none",FALSE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","efc3d2b0-b614-4d02-b065-d2b4672de47d",NA,"3 October 1979",NA,"NY","1931159375","efc3d2b0-b614-4d02-b065-d2b4672de47d",NA,"843480","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Susúa Forest Reserve.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"29588","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","In thickets.",NA,NA,NA,NA,NA,NA,"en",NA,"2008-06-25","328-492 ft","U.S. Geological Survey. Sabana Grande, P.R. [map]. 1:20,000. N1800–W6652.5. 7.5 Minute Series. U.S. Department of the Interior, USGS, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/135/771/v-247-00843480.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1927921436","Eugenia maleolens Pers.",17.9785,-66.91563,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:06.240+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418052,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","maleolens","SPECIES","SYNONYM","NE",NA,NA,"NORTH_AMERICA","Guánica",1978,12,19,"1978-12-19",353,353,NA,"2024-07-21T05:13:06.240+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013985",FALSE,"0ae39b48-8cda-428d-8c7f-92df5bfedc9f","none","none",FALSE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","0ae39b48-8cda-428d-8c7f-92df5bfedc9f",NA,"19 Dec 1978",NA,"NY","1927921436","0ae39b48-8cda-428d-8c7f-92df5bfedc9f",NA,"946350","NY",NA,NA,NA,"Eugenia maleolens Pers.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"27917","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72","On thickets on hill.",NA,NA,NA,NA,NA,NA,"en",NA,"2008-06-18","656 ft","Google Earth, www.TopoZone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/597/v-247-00946350.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1927820987","Eugenia monticola (Sw.) DC.",18.71814,-70.450746,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:12:57.028+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5418047,6,7707728,220,690,5014,3177662,5418047,5418047,"Eugenia monticola (Sw.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia monticola","Eugenia","monticola","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","San José de Ocoa",1976,10,NA,"1976-10-09/1976-10-10",283,284,NA,"2024-07-21T05:12:57.028+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681554",FALSE,"03c15bb0-5fd5-4e5f-8a38-1f886647e277","none","none",FALSE,"Vascular plants","A. H. Liogier",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","03c15bb0-5fd5-4e5f-8a38-1f886647e277",NA,"09 Oct 1976 - 10 Oct 1976",NA,"NY","1927820987","03c15bb0-5fd5-4e5f-8a38-1f886647e277",NA,"1436418","NY",NA,NA,NA,"Eugenia monticola (Sw.) DC.",NA,NA,NA,NA,NA,NA,"sheet",NA,NA,"Valle de Rancho Arriba, San Jose de Ocoa.",NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377",NA,"25501","ICN","PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"b2190553-4505-4fdd-8fff-065c8ca26f72",NA,NA,NA,NA,NA,NA,NA,"en","Georeferencing Quick Reference Guide, Version 2012","2020-10-22","2297 ft","Google Maps (map data 2020); MaNIS Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/689/v-247-01436418.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
