"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","county","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","verbatimElevation","collectionID","name","media_url"
"1929711682","Myrcia serrana B.S.Amorim",-15.38,-39.55,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:08.764+00:00",415,"PRESERVED_SPECIMEN","PRESENT",9036775,6,7707728,220,690,5014,3173889,9036775,9036775,"Myrcia serrana B.S.Amorim","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia serrana","Myrcia","serrana","SPECIES","ACCEPTED","NE","2015-01-01T00:00:00","SOUTH_AMERICA","Bahia",2006,6,6,"2006-06-06",157,157,"2024-07-21T05:14:08.764+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982599","http://creativecommons.org/licenses/by/4.0/",FALSE,"89a479e6-9a71-4ac0-8d52-61f1ef9157fe","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants","M. M. M. Lopes","B. S. Amorim","sheet","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","830","89a479e6-9a71-4ac0-8d52-61f1ef9157fe","Floresta Ombrófila Densa Montana","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","06 Jun 2006","RPPN Serra Bonita, 9,7 km W de Camacá na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel. Trilha do mirante, até a Torre","Camacan Mun.","NY","1929711682","en","89a479e6-9a71-4ac0-8d52-61f1ef9157fe","PhysicalObject","00906756","NY","2789 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia serrana B.S.Amorim","http://sweetgum.nybg.org/images3/2154/928/00906756.jpg"
