"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","http...unknown.org.taxonRankID","dynamicProperties","identificationVerificationStatus","gbifID","occurrenceID","taxonRemarks","vernacularName","taxonConceptID","http...unknown.org.species","occurrenceRemarks","name","coordinateUncertaintyInMeters","higherGeography","modified","institutionKey","collectionKey","preparations","habitat","nomenclaturalCode","georeferenceProtocol","locality","county","collectionCode","type","catalogNumber","institutionCode","higherClassification","reproductiveCondition","dateIdentified","elevation","eventRemarks","establishmentMeans","otherCatalogNumbers","verbatimCoordinateSystem","disposition","verbatimElevation","verbatimTaxonRank","networkKeys","rightsHolder","institutionID","identificationRemarks","gadm","typeStatus","verbatimEventDate","media_url","license"
"2418588643","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.256798,145.842771,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:45.853+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1972,11,30,"1972-11-30",335,335,"2024-06-19T04:58:45.853+00:00",FALSE,"51c0b6f4-48a2-4d19-9b9b-f8e9fe96861c","none","none",TRUE,"Hyland, B.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","6575","51c0b6f4-48a2-4d19-9b9b-f8e9fe96861c","7000",NA,NA,"2418588643","51c0b6f4-48a2-4d19-9b9b-f8e9fe96861c",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2021-09-13T08:41:57.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Bellenden ker.","Cook","Herbrecs","PhysicalObject","BRI AQ0093476","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus",NA,NA,1550,"Montane rainforest. Small crooked tree 6m tall. Bark flaky flowers predominantly white but the outermost petals generally have a red or pink spot. Flowers in F.A.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=0a87183f-3296-45c9-aecd-0aa3bf938402","http://creativecommons.org/licenses/by/4.0/"
"2418637750","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-16.156804,145.376106,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:49.725+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1972,12,9,"1972-12-09",344,344,"2024-06-19T04:58:49.725+00:00",FALSE,"65a7fdf3-3d51-45dc-bd5a-06d83ed63496","none","none",FALSE,"Webb, L.J.|Tracey, J.G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","12160","65a7fdf3-3d51-45dc-bd5a-06d83ed63496","7000",NA,NA,"2418637750","65a7fdf3-3d51-45dc-bd5a-06d83ed63496",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2022-08-17T09:09:14.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Thornton Peak.","Cook","Herbrecs","PhysicalObject","BRI AQ0323599","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus","Flowers","1987-01-01T00:00:00",1500,"Very common much branched tree 1-3m. Simple microphyll vine-fern thicket on windswept summit. Much granite rock outcropping.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=decd2c17-3486-459f-9b21-4fd6779cccb8","http://creativecommons.org/licenses/by/4.0/"
"2418623263","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.256798,145.842771,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:49.693+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1971,8,2,"1971-08-02",214,214,"2024-06-19T04:58:49.693+00:00",FALSE,"605c871b-ea94-4359-a445-c78c76201bf5","none","none",TRUE,"Hyland, B.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","5289","605c871b-ea94-4359-a445-c78c76201bf5","7000",NA,NA,"2418623263","605c871b-ea94-4359-a445-c78c76201bf5",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2021-09-13T08:41:57.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Summit of Mt.Bellenden Ker.","Cook","Herbrecs","PhysicalObject","BRI AQ0093477","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus",NA,NA,1500,"Montane rainforest. Tree 10-13m high, d.b.h. 30cm. Bark flaky; outer bark reddish brown, stem slightly fluted towards the butt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=16b16aac-f656-4596-acac-1740cb941ed9","http://creativecommons.org/licenses/by/4.0/"
"2516415967","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.33333,145.83333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.675+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA",NA,1971,8,2,"1971-08-02",214,214,"2024-07-18T23:54:19.675+00:00",FALSE,"L.2532288@BRAHMS","none","none",FALSE,"Hyland B",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Hyland, B 5289","L.2532288@BRAHMS",NA,NA,NA,"2516415967","https://data.biodiversitydata.nl/naturalis/specimen/L.2532288",NA,NA,NA,NA,NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,"ICN",NA,"summit of Mt. Bellensen Ker, Montane Rain forest.",NA,"Botany",NA,"L.2532288",NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center","Naturalis Biodiversity Center",NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2532288/format/large","http://creativecommons.org/licenses/by/4.0/"
"2418685579","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.273465,145.859437,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:53.429+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1969,6,11,"1969-06-11",162,162,"2024-06-19T04:58:53.429+00:00",FALSE,"7b352d68-0783-479f-a7e5-639c958d2b30","none","none",FALSE,"Smith, L.S.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","14661","7b352d68-0783-479f-a7e5-639c958d2b30","7000",NA,NA,"2418685579","7b352d68-0783-479f-a7e5-639c958d2b30",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros","A small tree 5-6m high.","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2021-09-13T08:41:57.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Mt.Bellenden Ker, at summit of centre peak.","Cook","Herbrecs","PhysicalObject","BRI AQ0093480","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus",NA,NA,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=d1c5ce78-a83e-4338-99f5-ed540cd27601","http://creativecommons.org/licenses/by/4.0/"
"2418873021","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.248465,145.917771,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:09.832+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1969,6,10,"1969-06-10",161,161,"2024-06-19T04:59:09.832+00:00",FALSE,"ca262c9d-602a-4553-8cfd-e30729b3070b","none","none",FALSE,"Smith, L.S.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","14636","ca262c9d-602a-4553-8cfd-e30729b3070b","7000",NA,NA,"2418873021","ca262c9d-602a-4553-8cfd-e30729b3070b",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros","Crown leaves and sucker shoots from the stump of a tree 12m high, with trunk 30cm diam. Young leaves reddish.","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",25000,"Australia, Queensland, Cook","2021-09-13T08:41:57.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Mt.Bellenden Ker, ca0.5m SW of centre peak, in low rain-forest.","Cook","Herbrecs","PhysicalObject","BRI AQ0093481","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus",NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=34be138d-3fb7-41b4-8278-68e4223af1a5","http://creativecommons.org/licenses/by/4.0/"
"2418837420","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.273465,145.859437,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:07.060+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1949,6,12,"1949-06-12",163,163,"2024-06-19T04:59:07.060+00:00",FALSE,"bb8c0a99-bab7-4fa4-a735-0dbebc281685","none","none",TRUE,"Smith, L.S.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","4262","bb8c0a99-bab7-4fa4-a735-0dbebc281685","7000",NA,NA,"2418837420","bb8c0a99-bab7-4fa4-a735-0dbebc281685",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2021-09-13T08:42:12.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Summit of Bellenden Ker.","Cook","Herbrecs","PhysicalObject","BRI AQ0323700","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=efee0546-1bc5-4ba7-9f31-6ab114f1c362","http://creativecommons.org/licenses/by/4.0/"
"2418799590","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-17.273465,145.876104,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:03.456+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1948,4,6,"1948-04-06",97,97,"2024-06-19T04:59:03.456+00:00",FALSE,"ab68387b-5a12-42f7-8b9d-c0396378ddfd","none","none",FALSE,"Brass, L.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","18303","ab68387b-5a12-42f7-8b9d-c0396378ddfd","7000",NA,NA,"2418799590","ab68387b-5a12-42f7-8b9d-c0396378ddfd",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2021-09-13T08:41:52.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","In mossy low forest.","ICN","Hrb Convert","Mt Bellenden Ker, summit of south peak.","Cook","Herbrecs","PhysicalObject","BRI AQ0002445","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus","Fruit",NA,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=fefb0192-e81f-4a32-825e-61b43cc6eeee","http://creativecommons.org/licenses/by/4.0/"
"2418956654","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-15.823472,145.29277,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:17.406+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1948,9,7,"1948-09-07",251,251,"2024-06-19T04:59:17.406+00:00",FALSE,"ee255db1-e043-4efb-9ebb-2069af47c65b","none","none",FALSE,"Brass, L.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","20131","ee255db1-e043-4efb-9ebb-2069af47c65b","7000",NA,NA,"2418956654","ee255db1-e043-4efb-9ebb-2069af47c65b",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2022-08-17T09:22:47.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Mt.Finnigan.","Cook","Herbrecs","PhysicalObject","BRI AQ0002433","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus",NA,"1987-01-01T00:00:00",1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=69bcc6cb-f700-4679-bc33-fd8520d7f03e","http://creativecommons.org/licenses/by/4.0/"
"2418968280","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-16.156804,145.376106,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:16.599+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1940,12,15,"1940-12-15",350,350,"2024-06-19T04:59:16.599+00:00",FALSE,"f355778d-f828-411b-ab7c-df9a05bc1e1d","none","none",FALSE,"Flecker, H.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","7097","f355778d-f828-411b-ab7c-df9a05bc1e1d","7000",NA,NA,"2418968280","f355778d-f828-411b-ab7c-df9a05bc1e1d",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2022-08-17T08:55:48.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Thornton Peak.","Cook","Herbrecs","PhysicalObject","BRI AQ0093483","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus","Flowers and buds","1987-01-01T00:00:00",1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=b5741889-e742-43d8-8841-9b6906e08188","http://creativecommons.org/licenses/by/4.0/"
"2418521800","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-16.173471,145.376106,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:39.241+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1937,9,19,"1937-09-19",262,262,"2024-06-19T04:58:39.241+00:00",FALSE,"35544cd7-c7de-4df4-8dfe-1b93ac6ba1f8","none","none",FALSE,NA,NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","210","35544cd7-c7de-4df4-8dfe-1b93ac6ba1f8","7000",NA,NA,"2418521800","35544cd7-c7de-4df4-8dfe-1b93ac6ba1f8",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros","Small tree.","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2022-08-17T09:36:09.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Thornton Peak.","Cook","Herbrecs","PhysicalObject","BRI AQ0172072","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus","Fruit","1987-01-01T00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=78af557a-372d-4719-8e41-088f8f41c818","http://creativecommons.org/licenses/by/4.0/"
"2418467310","Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",-16.440137,145.209439,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:29.495+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3180410,6,7707728,220,690,5014,3180375,3180410,3180410,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus metrosideros","Uromyrtus","metrosideros","SPECIES","ACCEPTED","NE","OCEANIA","Queensland",1936,9,1,"1936-09-01",245,245,"2024-06-19T04:58:29.495+00:00",FALSE,"1eb33d0f-8de1-495c-b834-dabec9e53801","none","none",FALSE,"White, C.T.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA","10628","1eb33d0f-8de1-495c-b834-dabec9e53801","7000",NA,NA,"2418467310","1eb33d0f-8de1-495c-b834-dabec9e53801",NA,"Mountain Malletwood","https://id.biodiversity.org.au/node/apni/8499616","Uromyrtus metrosideros",NA,"Uromyrtus metrosideros (F.M.Bailey) A.J.Scott",2000,"Australia, Queensland, Cook","2022-08-17T09:05:51.000+00:00","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet",NA,"ICN","Hrb Convert","Mt.Spurgeon.","Cook","Herbrecs","PhysicalObject","BRI AQ0093482","BRI","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Uromyrtus",NA,"2022-08-16T00:00:00",NA,"Medium sized tree in rain forest. Tree only  known from sterile material.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f0e800bd-2c61-4bab-974c-a85dea4e9fe4","http://creativecommons.org/licenses/by/4.0/"
