"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","typeStatus","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","dynamicProperties","locality","fieldNumber","verbatimLocality","collectionCode","gbifID","language","occurrenceID","type","disposition","catalogNumber","institutionCode","accessRights","collectionID","reproductiveCondition","name","decimalLatitude","decimalLongitude","networkKeys","coordinateUncertaintyInMeters","otherCatalogNumbers","identifiedBy","geodeticDatum","georeferenceProtocol","higherClassification","nomenclaturalCode","verbatimEventDate","occurrenceRemarks","islandGroup","organismID","ownerInstitutionCode","individualCount","stateProvince","eventRemarks","nomenclaturalStatus","taxonID","bibliographicCitation","media_url"
"1057418153","Eugenia laeteviridis Urb.","gass84,mdativ,muldativ,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:10:48.672+00:00",392,"PRESERVED_SPECIMEN","PRESENT",5416935,6,7707728,220,690,5014,3177662,5416935,5416935,"Eugenia laeteviridis Urb.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia laeteviridis","Eugenia","laeteviridis","SPECIES","ACCEPTED","NE","NORTH_AMERICA",NA,"North America; Cuba",1918,7,25,"1918-07-25",206,206,"TYPE",NA,"2024-07-30T10:10:48.672+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"2979653","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e","8bb3763f-955c-4791-8777-44de1996b378",TRUE,NA,"Erik Leonard Ekman",NA,"Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","EUROPE",NA,"9434","2979653",NA,"{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1393256180000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": ""Yes"", ""determinationNames"": ""Eugenia laeteviridis Urb."", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057418153"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""GPI Georeferencing"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}",NA,"9434",NA,"BOT","1057418153",NA,"e4144b57-3a7d-459c-a471-b2aa4f708b2a",NA,NA,"BM001125473","NHMUK",NA,NA,NA,"Eugenia laeteviridis Urb.",21.62117,-79.03635,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",1134,"NHMUK:ecatalogue:2979653","Ignatz Urban","WGS84","Google Earth","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://data.nhm.ac.uk/media/c5311551-9ee6-49db-ae18-3f62fb7d9069"
