"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","typeStatus","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","county","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","identificationRemarks","collectionID","name","networkKeys","modified","otherCatalogNumbers","municipality","fieldNotes","occurrenceRemarks","gadm","verbatimElevation","elevation","locationRemarks","media_url","license"
"1929799974","Myrcia rupestris M.F.Santos",-16.92,-43,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:14.811+00:00",415,"PRESERVED_SPECIMEN","PRESENT",9031791,6,7707728,220,690,5014,3173889,9031791,9031791,"Myrcia rupestris M.F.Santos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia rupestris","Myrcia","rupestris","SPECIES","ACCEPTED","EN","2015-01-01T00:00:00","SOUTH_AMERICA","Minas Gerais",2011,2,10,"2011-02-10",41,41,"ISOTYPE","2024-07-21T05:14:14.811+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3384007",FALSE,"8ff07a28-6431-48d4-9926-991e2fd26267","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants","M. F. Santos","M. F. Santos","sheet","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","642","8ff07a28-6431-48d4-9926-991e2fd26267","Entre afloramentos rochosos.","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","10 Feb 2011","Estrada Botumirim - Rio do Peixe. Afloramento rochoso no lado esquerdo da estrada (sentido Botumirim).","Botumirim Mun.","NY","1929799974","en","8ff07a28-6431-48d4-9926-991e2fd26267","PhysicalObject","03090990","NY","Basionym","http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia rupestris M.F.Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/3093/732/03090990.jpg","http://creativecommons.org/licenses/by/4.0/"
"1931384815","Myrcia rupestris M.F.Santos",-16.5417,-42.92,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:14.404+00:00",415,"PRESERVED_SPECIMEN","PRESENT",9031791,6,7707728,220,690,5014,3173889,9031791,9031791,"Myrcia rupestris M.F.Santos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia rupestris","Myrcia","rupestris","SPECIES","ACCEPTED","EN","2015-01-01T00:00:00","SOUTH_AMERICA","Minas Gerais",1987,12,3,"1987-12-03",337,337,NA,"2024-07-21T05:15:14.404+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993148",FALSE,"ffbd0755-43a8-413e-912a-f8d98ba8e46e","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants","R. de Mello-Silva","M. F. Santos","sheet","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","CFCR11463","ffbd0755-43a8-413e-912a-f8d98ba8e46e","Campo rupestre","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","03 Dec 1987","Montanha à esquerda do riacho Ribeirao. Trilha da Tropa.","Grão Mogol Mun.","NY","1931384815","en","ffbd0755-43a8-413e-912a-f8d98ba8e46e","PhysicalObject","00908429","NY","Duplicate specimen at herb. SPF--64594   identified as such. Paratype of Myrcia rupestris M. F. Santos","http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia rupestris M.F.Santos",NA,NA,NA,NA,NA,NA,NA,"3609-3773 ft",NA,NA,"http://sweetgum.nybg.org/images3/2155/445/00908429.jpg","http://creativecommons.org/licenses/by/4.0/"
