"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","name","networkKeys","dateIdentified","gadm","datasetName","rightsHolder","institutionID","municipality","fieldNotes","elevationAccuracy","preparations","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","county","language","type","georeferenceSources","identificationQualifier","identificationRemarks","coordinateUncertaintyInMeters","verbatimElevation","higherGeography","organismID","locationID","ownerInstitutionCode","accessRights","fieldNumber","verbatimLocality","typeStatus","typifiedName","media_url"
"2270517660","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-15.9083,-47.9111,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:13.688+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",1012,"SOUTH_AMERICA","Distrito Federal",2006,9,13,"2006-09-13",256,256,"2023-08-10T10:33:20.000+00:00","2024-08-01T20:02:13.688+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1917546","http://creativecommons.org/licenses/by/4.0/",FALSE,"1917546","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"277390","S. C. Miranda; C. Proença","Miranda S. C.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","1006","1917546","Cerrado perturbado","b1d6e351-cc26-4070-be6a-92c923e037a4","Brasília, Campus da Universidade de Brasília, Centro Olímpico.","Plants","2270517660","b1d6e351-cc26-4070-be6a-92c923e037a4","215018","ASU0052946","ASU","http://creativecommons.org/licenses/by-nc/3.0/","UB 23247; Erva 0.25m. Flor branca, botões brancos com as bordas das sépalas róseas.","Kim 2011_04_05","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia","a2e32c87-d320-4a01-bafd-a9182ae2e191","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0052/ASU0052946_lg.jpg"
"1927845967","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-16.2565305,-47.9507752,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:09.176+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Goiás",1980,10,2,"1980-10-02",276,276,NA,"2024-07-21T05:15:09.176+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989527","http://creativecommons.org/licenses/by/4.0/",FALSE,"058044fc-c789-4353-a653-9ad32a3aaf9c","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"E. P. Heringer","E. P. Heringer","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","17874","058044fc-c789-4353-a653-9ad32a3aaf9c","Cerrado arborizado sujeito a incendios periódicos",NA,"(15 km ao Sul do Rio Vermelho)","NY","1927845967","058044fc-c789-4353-a653-9ad32a3aaf9c",NA,"00907892","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,"1980-01-01T00:00:00",NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","02 Oct 1980","Other source","Luziânia Mun.","en","PhysicalObject","CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/696/00907892.jpg"
"1928524006","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-15.7834208,-47.9298727,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:33.536+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Distrito Federal",1979,9,20,"1979-09-20",263,263,NA,"2024-07-21T05:13:33.536+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989523","http://creativecommons.org/licenses/by/4.0/",FALSE,"3571b023-5e3d-4734-819c-b8b69a231658","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"E. P. Heringer","R. C. de Mendonça","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","2054","3571b023-5e3d-4734-819c-b8b69a231658","Cerrado perturbado",NA,"Brasília. Chácara Santa Rita","NY","1928524006","3571b023-5e3d-4734-819c-b8b69a231658",NA,"00907875","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,"1981-01-01T00:00:00",NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","20 Sep 1979","Other source",NA,"en","PhysicalObject","CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/692/00907875.jpg"
"1927827131","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-16.2565305,-47.9507752,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:12:57.353+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Goiás",1978,9,10,"1978-09-10",253,253,NA,"2024-07-21T05:12:57.353+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989521","http://creativecommons.org/licenses/by/4.0/",FALSE,"0431ff9e-6661-42b4-a616-48075824b33f","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"E. P. Heringer","R. C. de Mendonça","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","16141","0431ff9e-6661-42b4-a616-48075824b33f","Em cerrado sujeito a incêndios periódicos",NA,NA,"NY","1927827131","0431ff9e-6661-42b4-a616-48075824b33f",NA,"00907874","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,"1984-01-01T00:00:00",NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","10 Sep 1978","Other source","Luziânia Mun.","en","PhysicalObject","CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/691/00907874.jpg"
"1930402807","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-15.952,-47.93495,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:11.356+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Distrito Federal",1978,11,3,"1978-11-03",307,307,NA,"2024-07-21T05:16:11.356+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983122","http://creativecommons.org/licenses/by/4.0/",FALSE,"ba614014-8395-417b-9740-f859275b2ee6","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"J. A. Ratter",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","R4265","ba614014-8395-417b-9740-f859275b2ee6","Growing on a murumdum hummock in wet campo",NA,"Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","NY","1930402807","ba614014-8395-417b-9740-f859275b2ee6",NA,"00906903","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,NA,NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","03 Nov 1978",NA,NA,"en","PhysicalObject","""Indice de Topônimos do Distrito Federal, Brasil"". Joseph H. Kirkbride, Jr. and Tarciso S. Filgueiras, 1993; Google Earth",NA,"Duplicate specimen at herb.  UB  identified as such.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2155/015/00906903.jpg"
"1928664579","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-15.952,-47.93495,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:41.700+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Distrito Federal",1978,12,4,"1978-12-04",338,338,NA,"2024-07-21T05:13:41.700+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983187","http://creativecommons.org/licenses/by/4.0/",FALSE,"3f67627f-ae79-4dce-b11d-03067cd68813","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"J. A. Ratter",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","R4346","3f67627f-ae79-4dce-b11d-03067cd68813","In cerrado",NA,"Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","NY","1928664579","3f67627f-ae79-4dce-b11d-03067cd68813",NA,"00906979","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,NA,NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","04 Dec 1978",NA,NA,"en","PhysicalObject","""Indice de Topônimos do Distrito Federal, Brasil"". Joseph H. Kirkbride, Jr. and Tarciso S. Filgueiras, 1993; Google Earth",NA,"Duplicate specimen at herb. UB   identified as such.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2155/066/00906979.jpg"
"1930047995","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-15.952,-47.93495,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:59.411+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Distrito Federal",1976,7,6,"1976-07-06",188,188,NA,"2024-07-21T05:15:59.411+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989540","http://creativecommons.org/licenses/by/4.0/",FALSE,"a186ecc1-3fe7-44cb-bd9a-611f98a916a9","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"J. A. Ratter",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","R3250","a186ecc1-3fe7-44cb-bd9a-611f98a916a9","In cerrado (reserve area)",NA,"Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","NY","1930047995","a186ecc1-3fe7-44cb-bd9a-611f98a916a9",NA,"00907896","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,NA,NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","06 Jul 1976",NA,NA,"en","PhysicalObject","""Indice de Topônimos do Distrito Federal, Brasil"". Joseph H. Kirkbride, Jr. and Tarciso S. Filgueiras, 1993; Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/700/00907896.jpg"
"1930202982","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-15.7834208,-47.9298727,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:04.095+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Distrito Federal",1973,10,2,"1973-10-02",275,275,NA,"2024-07-21T05:16:04.095+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989524","http://creativecommons.org/licenses/by/4.0/",FALSE,"ac423cc0-b122-43cc-81bf-13a0b0214f94","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"E. P. Heringer","G. M. Barroso","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","12898","ac423cc0-b122-43cc-81bf-13a0b0214f94","Do cerrado seco, ensolarado, visitado pelo fogo anualmente",NA,"Brasília. Reserva Ecológica do IBGE.","NY","1930202982","ac423cc0-b122-43cc-81bf-13a0b0214f94",NA,"00907891","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,"1978-01-01T00:00:00",NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","02 Oct 1973","Other source",NA,"en","PhysicalObject","CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/695/00907891.jpg"
"1931263738","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-13.75517,-47.5167,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:29.552+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",1250,"SOUTH_AMERICA","Goiás",1971,3,24,"1971-03-24",83,83,NA,"2024-07-21T05:16:29.552+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981570","http://creativecommons.org/licenses/by/4.0/",FALSE,"f761259d-e592-4e8d-b900-e7be387d5e9c","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"H. S. Irwin","P. O. Rosa","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","33128","f761259d-e592-4e8d-b900-e7be387d5e9c","Campo. Cerrado on outcrops with adjacent wet campo (brejo)",NA,"Chapada dos Veadeiros, ca. 40 km N of Alto Paraíso","NY","1931263738","f761259d-e592-4e8d-b900-e7be387d5e9c",NA,"00906470","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,"2014-01-01T00:00:00",NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,0,"sheet","ICN","24 Mar 1971","online gazetteer","Cavalcante Mun.","en","PhysicalObject","speciesLink (http://splink.cria.org.br/)",NA,"Duplicate specimen at herb. UB--132348    identified as such.",1000,"ca. 4101 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2154/779/00906470.jpg"
"1927788618","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",-16.56928,-47.6,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:12:59.608+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174509,6,7707728,220,690,5014,3173889,3174923,3174923,"Myrcia guianensis (Aubl.) DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia guianensis","Myrcia","dictyophylla","SPECIES","SYNONYM","LC",1100,"SOUTH_AMERICA","Goiás",1966,3,7,"1966-03-07",66,66,NA,"2024-07-21T05:12:59.608+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989478","http://creativecommons.org/licenses/by/4.0/",FALSE,"0171c1e9-79a4-4f15-be17-035d31ab1afb","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"H. S. Irwin","C. M. D. E. Legrand","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","13678","0171c1e9-79a4-4f15-be17-035d31ab1afb","Cerrado",NA,"Serra dos Cristais, ca. 20 km N. of Cristalina","NY","1927788618","0171c1e9-79a4-4f15-be17-035d31ab1afb",NA,"00907872","NY",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia dictyophylla (O.Berg) Mattos & D.Legrand",NA,NA,NA,"Vascular plants","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,0,"sheet","ICN","07 Mar 1966","online gazetteer","Cristalina Mun.","en","PhysicalObject","speciesLink (http://splink.cria.org.br/)",NA,NA,5000,"3609 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2107/689/00907872.jpg"
