"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","locality","gbifID","collectionCode","occurrenceID","higherClassification","collectionID","name","gadm","typeStatus","references","preparations","rightsHolder","nomenclaturalCode","verbatimEventDate","language","type","media_url"
"2236038688","Plinia clausa McVaugh",-12.83,-69.33,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:49.289+00:00",403,"PRESERVED_SPECIMEN",1,"PRESENT",5415627,6,7707728,220,690,5014,3173680,5415627,5415627,"Plinia clausa McVaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia clausa","Plinia","clausa","SPECIES","DOUBTFUL","NE","SOUTH_AMERICA","Madre de Dios","South America - Neotropics, Peru, Madre de Dios",1989,1,18,"1989-01-18",18,18,"2019-01-10T13:43:00.000+00:00","2024-08-02T12:39:49.289+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/3a9a8ac36-b637-4aed-809e-600dedc1e937","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology","S. F. Smith, D. A. Bell, J. McClammer, F. Smith & M. E. Timaná","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","1378","http://n2t.net/ark:/65665/3a9a8ac36-b637-4aed-809e-600dedc1e937","US 3170026","urn:lsid:biocol.org:col:15463","US","Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km. SW. of Puerto Moldonado.","2236038688","US","http://n2t.net/ark:/65665/3a9a8ac36-b637-4aed-809e-600dedc1e937","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","Plinia clausa McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m38e0e0c80-cee5-4e8c-b31e-5331c5f2a6ff"
