"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","informationWithheld","identificationRemarks","higherGeography","institutionKey","collectionKey","preparations","recordNumber","habitat","nomenclaturalCode","georeferenceProtocol","http...unknown.org.taxonRankID","locality","county","eventRemarks","type","vernacularName","taxonConceptID","http...unknown.org.species","higherClassification","elevation","associatedTaxa","reproductiveCondition","networkKeys","individualCount","lifeStage","institutionID","collectionID","establishmentMeans","otherCatalogNumbers","verbatimSRS","verbatimCoordinateSystem","disposition","verbatimTaxonRank","georeferenceSources","verbatimElevation","gadm","fieldNotes","fieldNumber","datasetID","eventID","language","verbatimIdentification","ownerInstitutionCode","accessRights","coordinatePrecision","georeferencedBy","typeStatus","recordedByIDs.type","recordedByIDs.value","http...unknown.org.typifiedName","locationID","media_url"
"2418645723","Gossia hillii (Benth.) N.Snow & Guymer",-25.648969,152.033563,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:49.783+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2018-08-01T00:00:00",100,"OCEANIA","Queensland",2007,11,24,"2007-11-24",328,328,"2022-01-20T08:11:27.000+00:00","2024-06-19T04:58:49.783+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"6a03b4b6-2750-4041-bedc-aa2547995bb5","none","none",TRUE,NA,"Forster, P.I.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"6a03b4b6-2750-4041-bedc-aa2547995bb5",NA,NA,NA,"Herbrecs","2418645723","6a03b4b6-2750-4041-bedc-aa2547995bb5",NA,"BRI AQ0744664","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Shrub to 3m tall; bark flaky, grey tan; foliage glossy, dark green above, paler below; fruit young (not long finished flowering).",NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","PIF33165","Araucarian microphyll vineforest, chocolate soil.","ICN","GPS","7000","Mt Walsh National Park, Palm Valley, 15km S of Biggenden, Coast Range.","Wide Bay","Occasional at locality.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",NA,NA,"Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f3244afb-3bfc-4aa3-923b-e0e358dd1768"
"2418672058","Gossia hillii (Benth.) N.Snow & Guymer",-24.518973,151.479125,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:53.927+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2018-08-01T00:00:00",100,"OCEANIA","Queensland",2003,4,25,"2003-04-25",115,115,"2022-01-20T08:11:27.000+00:00","2024-06-19T04:58:53.927+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"75087e8f-20b1-42dd-8408-45e9dbdd24d2","none","none",FALSE,NA,"Nicholson, N.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"75087e8f-20b1-42dd-8408-45e9dbdd24d2",NA,NA,NA,"Herbrecs","2418672058","75087e8f-20b1-42dd-8408-45e9dbdd24d2",NA,"BRI AQ0792707","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Tree 4m, pushed over; rough bark; pink new growth.",NA,NA,"Australia, Queensland, Port Curtis","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","NJN664","Ridge; complex notophyll vineforest; basalt.","ICN","Map","7000","Bulburin, Granite Creek State Forest opposite old nursery site.","Port Curtis","Photos by Hugh Nicholson.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=56ff208d-880d-49c7-9ee4-67832cf79d27"
"2418895387","Gossia hillii (Benth.) N.Snow & Guymer",-26.683959,153.067724,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:10.490+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2018-08-01T00:00:00",100,"OCEANIA","Queensland",2003,7,27,"2003-07-27",208,208,"2022-01-28T15:31:56.000+00:00","2024-06-19T04:59:10.490+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"d40596ee-fb96-42b2-8b44-1c483d4533aa","none","none",TRUE,NA,"Bean, A.R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"d40596ee-fb96-42b2-8b44-1c483d4533aa",NA,NA,NA,"Herbrecs","2418895387","d40596ee-fb96-42b2-8b44-1c483d4533aa",NA,"BRI AQ0779412","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Shrub 3m high. Bark rough, grey, slightly flaky to fibrous. Leaves glossy.",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","20623","Notophyll rainforest on basalt with Grevillea hilliana, Cryptocarya macdonaldii, Mallotus philippensis, Freycinatia. Steep southerly slope.","ICN","GPS","7000","Dawson Parade, Buderim.","Moreton","Common at site.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=7c9b4bc7-f2f1-4f70-a724-a40cfa8f26db"
"2418590190","Gossia hillii (Benth.) N.Snow & Guymer",-18.886964,146.081563,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:45.131+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2003-07-01T00:00:00",100,"OCEANIA","Queensland",2002,12,9,"2002-12-09",343,343,"2022-01-20T08:11:26.000+00:00","2024-06-19T04:58:45.131+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"5297d991-277e-472d-86dc-7f69e1478d7a","none","none",FALSE,NA,"Ford, A.|Holmes, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"5297d991-277e-472d-86dc-7f69e1478d7a",NA,NA,NA,"Herbrecs","2418590190","5297d991-277e-472d-86dc-7f69e1478d7a",NA,"BRI AQ0733231","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Sapling 3m high. Bark rough. Leaves slightly shiny above.",NA,NA,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","AF3744","Notophyll rainforest on soil derived from rhyolite. Canopy of: Argyrodendron polyandrum, Canarium muelleri, Litsea fawcettiana, Castanospermum, Syzygium luehmannii and Elaeocarpus largiflorens. Small trees and shrubs: Rubiaceae (Shute Harbour), Macaranga, Diospyros spp, Croton triacros, Psychotria dallachiana and Mallotus polyadenos. Coveniella common in places.","ICN","Map","7000","State Forest Reserve 268, Seaview Range, Jacobsons Track, site 79.","North Kennedy","Rare in area.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=c1f9f0bf-3231-413c-809c-c279159b3634"
"2418756419","Gossia hillii (Benth.) N.Snow & Guymer",-26.606741,152.792731,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:02.554+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2016-03-01T00:00:00",2000,"OCEANIA","Queensland",2002,12,17,"2002-12-17",351,351,"2022-01-20T08:11:26.000+00:00","2024-06-19T04:59:02.554+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"98c73e84-bda0-42bb-a918-3c0e965bb142","none","none",FALSE,NA,"Grimshaw, P.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"98c73e84-bda0-42bb-a918-3c0e965bb142",NA,NA,NA,"Herbrecs","2418756419","98c73e84-bda0-42bb-a918-3c0e965bb142",NA,"BRI AQ0762934","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Tall shrub to small tree to 5m high.",NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","PG3008","Steep gully in remnant closed forest rainforest.","ICN","GPS","7000","Blackall Range, Mapleton.","Wide Bay","Uncommon.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",NA,NA,"Buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=d478aea5-c278-477c-8b64-276cc994fad3"
"2418717526","Gossia hillii (Benth.) N.Snow & Guymer",-19.090122,146.142778,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:56.442+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2003-09-01T00:00:00",2000,"OCEANIA","Queensland",2001,11,7,"2001-11-07",311,311,"2022-01-20T08:11:26.000+00:00","2024-06-19T04:58:56.442+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"88cf526a-adab-4704-a007-558e4bd18bb9","none","none",FALSE,NA,"Ford, A.|Holmes, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"88cf526a-adab-4704-a007-558e4bd18bb9",NA,NA,NA,"Herbrecs","2418717526","88cf526a-adab-4704-a007-558e4bd18bb9",NA,"BRI AQ0557315","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Small tree 10m high. Bark rough, not pythonesque. Leaves stiff, slightly axomatic.",NA,NA,"Australia, Queensland, North Kennedy","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","AF3097","Microphyll-notophyll rainforest on steep slope, rhyolite rocks. Araucaria absent, Ficus absent. Emergent - Argyrodendron polyandrum and Ailanthus. Dense low canopy of - Austromyrtus bidwillii, Diospyros pentamera, Baloghia, Austromyrtus hillii, Elaeodendron and Arytera divaricata. Common shrubs - Croton acronychioides, Rubiaceae Gen. Nov, and Psychotria lonicer. Much Lantana on margins, but no Calamus!!!","ICN","Map","7000","Taravale, Coane Range, E of the Paluma - Taravale Road, Site 39.","North Kennedy","Common in area.    First record for North Kennedy.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=60ebb9fa-b3e7-45fe-a4d6-136f5345d20b"
"2418946520","Gossia hillii (Benth.) N.Snow & Guymer",-27.523405,152.876073,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:17.534+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2003-06-01T00:00:00",2000,"OCEANIA","Queensland",1999,4,13,"1999-04-13",103,103,"2022-01-28T15:31:55.000+00:00","2024-06-19T04:59:17.534+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"e9eb74d7-072b-4b64-8cf4-1a4448b454a6","none","none",FALSE,NA,"Snow, N.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"e9eb74d7-072b-4b64-8cf4-1a4448b454a6",NA,NA,NA,"Herbrecs","2418946520","e9eb74d7-072b-4b64-8cf4-1a4448b454a6",NA,"BRI AQ0664204","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Tree, c. 2m tall. Bark rough, brownish. Leaves glossy above. Sterile.",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","7747",NA,"ICN","Hrb Convert","7000","609 Grandview Road, property of G. Nosworthy, Pullenvale, ca. 3.5km from turnoff on Moggill Road.","Moreton",NA,"PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=5da21404-e70b-4c5e-9835-bd547d73f5b6"
"2418961799","Gossia hillii (Benth.) N.Snow & Guymer",-27.523405,152.859407,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:18.106+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2003-06-01T00:00:00",2000,"OCEANIA","Queensland",1999,4,11,"1999-04-11",101,101,"2022-01-28T15:31:55.000+00:00","2024-06-19T04:59:18.106+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"f0159f9c-a80d-4643-9f46-a5bcf839ec0e","none","none",FALSE,NA,"Snow, N.|Snow, S.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"f0159f9c-a80d-4643-9f46-a5bcf839ec0e",NA,NA,NA,"Herbrecs","2418961799","f0159f9c-a80d-4643-9f46-a5bcf839ec0e",NA,"BRI AQ0664198","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","c.3 m tall, bark rough, brownish. Sterile.",NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Photograph|Sheet","7742","Lower slopes above Pullen Creek.","ICN","Hrb Convert","7000","Moggill State Forest, NE corner, 0.1 km along first turnoff into State Forest from Mill Road, 0.8 km from intersection with Grandview Road.","Moreton","3 trees in close proximity.","PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=7fe288e3-0f0d-414c-9433-43de193d4299"
"2418789424","Gossia hillii (Benth.) N.Snow & Guymer",-17.240134,145.426111,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:03.267+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2003-06-01T00:00:00",2000,"OCEANIA","Queensland",1997,12,7,"1997-12-07",341,341,"2022-01-20T08:11:25.000+00:00","2024-06-19T04:59:03.267+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"a7261460-a0ea-46b0-b652-1f9de959a4e6","none","none",TRUE,NA,"Ford, A.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"a7261460-a0ea-46b0-b652-1f9de959a4e6",NA,NA,NA,"Herbrecs","2418789424","a7261460-a0ea-46b0-b652-1f9de959a4e6",NA,"BRI AQ0537965","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer","Tree 20m x 35cm dbh. Bark rough somewhat flaky. Fruit green with purplish tinge, immature. Seed cream, 2 or 3 per fruit. Leaves hard and shiny.",NA,NA,"Australia, Queensland, Cook","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","2029","Dry rainforest.","ICN","Hrb Convert","7000","Mount Misch, tributary of Oakey Creek, Herberton Range.","Cook",NA,"PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",1120,NA,"Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=65c6573b-8cc5-4308-b39b-3e6a6f50d51b"
"2418608130","Gossia hillii (Benth.) N.Snow & Guymer",-25.405355,152.533273,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:47.110+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5416227,6,7707728,220,690,5014,3177469,5416227,5416227,"Gossia hillii (Benth.) N.Snow & Guymer","Plantae","Tracheophyta","Myrtales","Myrtaceae","Gossia","Gossia hillii","Gossia","hillii","SPECIES","ACCEPTED","NE","2003-05-01T00:00:00",100,"OCEANIA","Queensland",1996,8,7,"1996-08-07",220,220,"2022-01-20T08:11:25.000+00:00","2024-06-19T04:58:47.110+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"5a190b89-80a3-4b9d-a443-c7c7c290b5bd","none","none",FALSE,NA,"Sparshott, K.M.|Turpin, G.P.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"5a190b89-80a3-4b9d-a443-c7c7c290b5bd",NA,NA,NA,"Herbrecs","2418608130","5a190b89-80a3-4b9d-a443-c7c7c290b5bd",NA,"BRI AQ0641913","BRI",NA,NA,NA,"Gossia hillii (Benth.) N.Snow & Guymer",NA,NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","KMS888","Closed forest of Premna lignum-vitae, Harpullia hillii, Polyscias elegans, Mischocarpus pyriformis, Drypetes deplanchei with emergents of Araucaria cunninghamii and Agathis robusta. Brown loam.","ICN","GPS","7000","Lenthalls Dam, Wongi State Forest, about 22km NW of Maryborough, Site No. PIAL357 (GPS 25 24 25 152 31 56).","Wide Bay",NA,"PhysicalObject","Scaly Myrtle","https://id.biodiversity.org.au/node/apni/2913707","Gossia hillii","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Gossia",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=8f42631c-111c-483a-accf-163a3bb62946"
