"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","gadm","higherGeography","year","month","eventDate","startDayOfYear","endDayOfYear","typeStatus","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","language","collectionCode","gbifID","occurrenceID","type","catalogNumber","institutionCode","occurrenceRemarks","higherClassification","collectionID","name","decimalLatitude","decimalLongitude","individualCount","day","datasetName","geodeticDatum","rightsHolder","nomenclaturalStatus","county","fieldNumber","taxonID","ownerInstitutionCode","bibliographicCitation","references","preparations","dynamicProperties","verbatimLocality","disposition","accessRights","reproductiveCondition","organismID","media_url"
"4031570281","Eugenia cocosensis Barrie","gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:15:30.716+00:00",340,"PRESERVED_SPECIMEN","PRESENT",5418064,6,7707728,220,690,5014,3177662,5418064,5418064,"Eugenia cocosensis Barrie","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cocosensis","Eugenia","cocosensis","SPECIES","ACCEPTED","NE","2005-01-01T00:00:00","NORTH_AMERICA","Puntarenas","none",NA,1979,4,"1979-04-09",99,99,"ISOTYPE","2022-12-03T22:18:00.000+00:00","2024-08-02T20:15:30.716+00:00","(c) Field Museum of Natural History - CC BY-NC 4.0",FALSE,"urn:catalog:MO:Tropicos:102222496","none","none","1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,TRUE,NA,"Robin B. Foster","F.R. Barrie","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA","Foster 4129","urn:catalog:MO:Tropicos:102222496",NA,NA,"ICNafp",NA,"Cocos Island, high plateau southeast of Chatham Bay",NA,"Tropicos","4031570281","urn:catalog:MO:Tropicos:102222496","PhysicalObject","102222496","MO",NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859","Eugenia cocosensis Barrie",5.55,-87.03,1,9,"Tropicos","WGS84","Missouri Botanical Garden","No opinion","Puntarenas","218","50214524","MOBOT","http://www.tropicos.org/Specimen/102222496",NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImages2/100152000/E1BA010A-6CBC-4770-ABFA-67B47B91E05E.jpg"
