"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","identificationRemarks","informationWithheld","gadm","recordedByIDs.type","recordedByIDs.value","projectId","individualCount","elevation","elevationAccuracy","http...unknown.org.taxonRankID","dynamicProperties","locality","taxonRemarks","vernacularName","taxonConceptID","http...unknown.org.species","verbatimElevation","datasetID","recordNumber","eventID","institutionID","locationRemarks","locationID","higherGeography","institutionKey","collectionKey","preparations","habitat","nomenclaturalCode","georeferenceProtocol","county","eventRemarks","type","higherClassification","reproductiveCondition","identificationVerificationStatus","establishmentMeans","verbatimSRS","verbatimCoordinateSystem","disposition","verbatimTaxonRank","georeferenceSources","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","collectionID","networkKeys","otherCatalogNumbers","typeStatus","language","fieldNumber","accessRights","http...unknown.org.typifiedName","http...unknown.org.license","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","nomenclaturalStatus","bibliographicCitation","media_url","license"
"3386349652","Austromyrtus dulcis (C.T.White) L.S.Sm.",-26.190861,152.952,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:14.784+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2020-01-01T00:00:00",50,"OCEANIA","Queensland",2020,1,26,"2020-01-26",26,26,"2021-09-27T09:14:39.000+00:00","2024-06-19T04:59:14.784+00:00",NA,FALSE,"e00cee6f-3e85-4dd1-bddf-ac5040862d5b","none","none",FALSE,NA,"Halford, J.J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"e00cee6f-3e85-4dd1-bddf-ac5040862d5b",NA,NA,NA,"Herbrecs","3386349652","e00cee6f-3e85-4dd1-bddf-ac5040862d5b",NA,"BRI AQ1017824","BRI",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Spreading shrub with arching branches.",NA,NA,NA,NA,NA,NA,NA,86,NA,"7000",NA,"Como (Toolara SF) down forestry track ca 500m from Cooloola Way and Harrys Hut Rd intersection.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"JJH748",NA,NA,NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Tall eucalypt forest on hillside of yellow sandy clay, dominated by Corymbia intermedia with Syncarpia glomulifera and Lophostemon confertus also present. Midlayer relatively thin.","ICN","GPS","Wide Bay","Occasional to common in herb layer.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Austromyrtus","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=0dbf826c-b780-44fd-82f7-15526ac38adb","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2825410754","Austromyrtus dulcis (C.T.White) L.S.Sm.",-28.137556,153.49175,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:07.971+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2018-05-21T00:00:00",100,"OCEANIA","Queensland",2018,4,23,"2018-04-23",113,113,"2021-09-29T07:52:07.000+00:00","2024-06-19T04:59:07.971+00:00",NA,FALSE,"b5cc4d7b-a42b-4dcb-ba54-e3ffad9fdc16","none","none",FALSE,NA,"White, J.L.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"b5cc4d7b-a42b-4dcb-ba54-e3ffad9fdc16",NA,NA,NA,"Herbrecs","2825410754","b5cc4d7b-a42b-4dcb-ba54-e3ffad9fdc16",NA,"BRI AQ1009235","BRI",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Shrub to ca. 90cm tall; white fruit with purple spots.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7000",NA,"29C Teemangum Street, Tungun. (Kropp Park).",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"s.n.",NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Hilltop; dry heath; canopy consist of Lophostemon confertus and Melaleuca quinquenervia. Midstorey consist of Banksia oblongifolia and Acacia dulcis. Groundcover consist of Themeda triandra and Lomandra sp.","ICN","Label","Moreton","Common on hill.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Austromyrtus","Fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=dc9b16db-5b62-41eb-88e4-3aa22895f94b","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2828439217","Austromyrtus dulcis (C.T.White) L.S.Sm.",-28.45869,153.54247,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:34.651+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2015-09-01T00:00:00",3,"OCEANIA","New South Wales",2015,4,25,"2015-04-25",115,115,"2021-07-23T17:52:07.000+00:00","2024-07-02T07:40:34.651+00:00",NA,FALSE,"465ed50d-f407-4de0-89bd-f10c6057db5f","none","none",TRUE,NA,"Johnstone, R.L.|Errington, G.|Benwell, A.S.","Coveny, R.G.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"465ed50d-f407-4de0-89bd-f10c6057db5f",NA,NA,NA,"NSW","2828439217","465ed50d-f407-4de0-89bd-f10c6057db5f",NA,"NSW907834","NSW",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Locally frequent shrub 1.2 m x 1.2 m. Fruits pale grey. Seeds collected from c. 20 plants.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7000",NA,"300 metres south of Wooyung Road on Jones Road, Wooyung.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis","10 m",NA,"3611",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","Flat coastal sands (Pleistocene sands). Open forest with some rainforest elements in understorey. With Acacia disparrima, Flindersia bennettiana, Alphitonia excelsa, Banksia integrifolia, Syzygium oleosum, Persoonia stradbrokensis, Cupaniopsis anacardioides, Monotoca elliptica, Austromyrtus dulcis. Deep pale grey sand.","ICN",NA,"North Coast",NA,"PhysicalObject","(C.T.White) L.S.Sm.","fruits",NA,"native","EPSG:4283","Degrees Minutes Decimal Seconds","in collection","species","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=c7f4eeff-07b3-4e2b-b606-48ff60c6df1b","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2418459645","Austromyrtus dulcis (C.T.White) L.S.Sm.",-27.534167,153.480833,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:27.522+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2015-11-01T00:00:00",100,"OCEANIA","Queensland",2015,11,3,"2015-11-03",307,307,"2021-09-29T07:52:07.000+00:00","2024-06-19T04:58:27.522+00:00",NA,FALSE,"1a15a89d-5ff7-416b-be39-c1145c917bb5","none","none",FALSE,NA,"Booth, R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"1a15a89d-5ff7-416b-be39-c1145c917bb5",NA,NA,NA,"Herbrecs","2418459645","1a15a89d-5ff7-416b-be39-c1145c917bb5",NA,"BRI AQ0858529","BRI",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Shrub to 1.5m tall with masses of white flowers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7000",NA,"Out flow from Blue Lake into 18 mile swamp, Stradbroke Island.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"5729",NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Heath on deep white sand just above shore line of lake.","ICN","GPS","Moreton",NA,"PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Austromyrtus","Flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=e87fc68a-8d5f-46f9-b30b-962f1e39fb00","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2830081991","Austromyrtus dulcis (C.T.White) L.S.Sm.",-28.77,153.6,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:53.720+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2011-01-17T00:00:00",25000,"OCEANIA","New South Wales",2011,1,17,"2011-01-17",17,17,"2021-07-23T17:52:04.000+00:00","2024-07-02T07:40:53.720+00:00",NA,FALSE,"ca000059-b9a5-493f-8a2e-81d43c8cc31c","none","none",FALSE,NA,"Jobson, R.W.","Jobson, R.W.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"ca000059-b9a5-493f-8a2e-81d43c8cc31c",NA,NA,NA,"NSW","2830081991","ca000059-b9a5-493f-8a2e-81d43c8cc31c",NA,"NSW872569","NSW",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Small spreading shrub to c. 70 cm tall, flowers white.",NA,NA,"none",NA,NA,NA,NA,NA,NA,"7000",NA,"Lake Ainsworth, c. 4 km N of Ballina.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis","7 m",NA,"1175",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","In undergrowth of lakeside vegetation with Melaleuca quinquenervia, Banksia integrifolia, Lomandra sp., Pteridium esculentum.","ICN",NA,"North Coast",NA,"PhysicalObject","(C.T.White) L.S.Sm.","flowers",NA,"native",NA,"Degrees Minutes","in collection","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=84a6f3ba-3f50-4231-91e2-f9f02d92ee58","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2418632627","Austromyrtus dulcis (C.T.White) L.S.Sm.",-27.778326,153.350354,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:48.620+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2011-12-01T00:00:00",100,"OCEANIA","Queensland",2011,12,19,"2011-12-19",353,353,"2021-09-29T07:52:07.000+00:00","2024-06-19T04:58:48.620+00:00",NA,FALSE,"64a17ed4-339d-432c-9d87-467c847511f9","none","none",FALSE,NA,"Forster, P.I.|Leiper, G.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"64a17ed4-339d-432c-9d87-467c847511f9",NA,NA,NA,"Herbrecs","2418632627","64a17ed4-339d-432c-9d87-467c847511f9",NA,"BRI AQ0818387","BRI",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Low subshrub to 1m tall; flowers white; fruit.",NA,NA,NA,NA,NA,NA,NA,5,NA,"7000",NA,"Jacobs Well, A.Brumm farm.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"PIF38473",NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet","Edges of woodland of Melaleuca quinquenervia, Livistona australis, Eucalyptus tereticornis, Corymbia intermedia and Casuarina glauca, seasonal swamp.","ICN","GPS","Moreton","Very common at locality.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Austromyrtus","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=21f63852-e56b-4f1c-96ef-22d60794dcc9","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2829775030","Austromyrtus dulcis (C.T.White) L.S.Sm.",-29.4794,153.3625,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:51.657+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2009-04-01T00:00:00",NA,"OCEANIA","New South Wales",2009,3,2,"2009-03-02",61,61,"2021-07-23T17:52:10.000+00:00","2024-07-02T07:40:51.657+00:00",NA,FALSE,"d1eeee6b-a143-4388-9535-91297fe698f2","none","none",FALSE,NA,"Gaikwad, J.","Wiecek, B.M.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"d1eeee6b-a143-4388-9535-91297fe698f2",NA,NA,NA,"NSW","2829775030","d1eeee6b-a143-4388-9535-91297fe698f2",NA,"NSW792377","NSW",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Used as a bush food by Yaegi Aboriginal community.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7000",NA,"Spooky Beach Lookout, ca. 6 km from Yamba.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"MQ-YAEGL-1",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","Verge of littoral vine forest.","ICN",NA,"North Coast",NA,"PhysicalObject","(C.T.White) L.S.Sm.","sterile",NA,"native",NA,"Degrees Minutes Seconds","in collection","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=7d54cd63-26c8-45a7-8043-b43cec2c7fe3","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2418515026","Austromyrtus dulcis (C.T.White) L.S.Sm.",-27.416831,153.516769,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:37.600+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2006-11-01T00:00:00",100,"OCEANIA","Queensland",2006,10,23,"2006-10-23",296,296,"2021-09-29T07:52:05.000+00:00","2024-06-19T04:58:37.600+00:00",NA,FALSE,"32314ee3-3aa3-4d93-827e-2ea3370c2fc8","none","none",FALSE,NA,"Stephens, K.M.|Sharp, D.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"32314ee3-3aa3-4d93-827e-2ea3370c2fc8",NA,NA,NA,"Herbrecs","2418515026","32314ee3-3aa3-4d93-827e-2ea3370c2fc8",NA,"BRI AQ0783087","BRI",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Low shrub to 1m, flowers white to pale pink.",NA,NA,"none",NA,NA,NA,NA,NA,NA,"7000",NA,"North Stradbroke Island, beach entry track opposite Bowls Club, East Coast Road, Point Lookout.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"23100614",NA,NA,NA,NA,"Australia, Queensland, Moreton","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Photograph|Sheet","Melaleuca quinquenervia open forest in swale. On landward side of swamp.","ICN","GPS","Moreton",NA,"PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Austromyrtus","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=03b57c6a-35fb-43e0-a38c-a1ad63b051a8","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2828139719","Austromyrtus dulcis (C.T.White) L.S.Sm.",-28.3378,153.5739,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:36.269+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE","2005-11-04T00:00:00",50,"OCEANIA","New South Wales",2005,11,4,"2005-11-04",308,308,"2021-07-23T17:52:18.000+00:00","2024-07-02T07:40:36.269+00:00",NA,FALSE,"2af51ea0-9552-4d82-923a-4db3b8235d83","none","none",TRUE,NA,"Wilson, G. Peter","Wilson, Peter G.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"2af51ea0-9552-4d82-923a-4db3b8235d83",NA,NA,NA,"NSW","2828139719","2af51ea0-9552-4d82-923a-4db3b8235d83",NA,"NSW706264","NSW",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Occasional low, spreading shrub to 0,75 m high. Voucher for wood sample sent to Peter Gasson (Jodrell Laboratory, Kew).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7000",NA,"Cabarita Beach, just south of council carpark.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"1707",NA,NA,NA,NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet","Open woodland behind beach, on sandy soil.","ICN",NA,"North Coast",NA,"PhysicalObject","(C.T.White) L.S.Sm.","buds",NA,"native","EPSG:4203","Degrees Minutes Seconds","in collection","species","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=6622a6dd-6972-427c-b8b2-5109ab42cb1a","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2418486961","Austromyrtus dulcis (C.T.White) L.S.Sm.",-24.993683,153.268542,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:33.197+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3177374,6,7707728,220,690,5014,3177337,3177374,3177374,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Austromyrtus","Austromyrtus dulcis","Austromyrtus","dulcis","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2002,11,3,"2002-11-03",307,307,"2021-09-29T07:52:05.000+00:00","2024-06-19T04:58:33.197+00:00",NA,FALSE,"2637c357-ad16-457a-85ef-a126eb9c9861","none","none",TRUE,NA,"Forster, P.I.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"2637c357-ad16-457a-85ef-a126eb9c9861",NA,NA,NA,"Herbrecs","2418486961","2637c357-ad16-457a-85ef-a126eb9c9861",NA,"BRI AQ0770181","BRI",NA,NA,NA,"Austromyrtus dulcis (C.T.White) L.S.Sm.","Low spreading bush to 50cm high, flowers white.",NA,NA,NA,NA,NA,NA,NA,20,NA,"7000",NA,"Great Sandy National Park, Fraser Island, Wathumba Swamp, 5km SW of Orchid Beach.",NA,"Midgen Berry","https://id.biodiversity.org.au/node/apni/2903031","Austromyrtus dulcis",NA,NA,"PIF29014",NA,NA,NA,NA,"Australia, Queensland, Wide Bay","a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028","Sheet|Spirit","Woodland of Angophora leiocarpa, Banksia aemula, Eucalyptus racemosa on rise, stabilised sand.","ICN","GPS","Wide Bay","Very common in area.","PhysicalObject","Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Austromyrtus","Flowers and buds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=3d8f9029-e677-4bcf-9f87-0a59b08572e6","http://creativecommons.org/licenses/by-nc-sa/3.0/"
