"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","locality","county","collectionCode","gbifID","occurrenceID","catalogNumber","organismID","institutionCode","locationID","ownerInstitutionCode","accessRights","higherClassification","collectionID","name","networkKeys","elevation","gadm","collectionKey","otherCatalogNumbers","municipality","fieldNotes","occurrenceRemarks","individualCount","elevationAccuracy","typeStatus","typifiedName","references","preparations","language","type","locationRemarks","media_url"
"1228306663","Myrcia egensis (O.Berg) McVaugh",-6.17,-77.32,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:55.028+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3174400,6,7707728,220,690,5014,3173889,9867202,9867202,"Myrcia egensis (O.Berg) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia egensis","Myrcia","egensis","SPECIES","SYNONYM","LC","2001-01-01T00:00:00","SOUTH_AMERICA","Amazonas","South America, Perú, Amazonas, Amazonas, 0-1390m: Distrito Vista Alegre, al SE de Vista Alegre. [LL]",1998,7,1,"1998-07-01",182,182,"2021-01-11T21:51:00.000+00:00","2024-01-25T10:59:55.028+00:00","(c) Field Museum of Natural History - CC BY-NC 4.0",FALSE,"9283f041-55ec-4a24-86da-09b5eaa9d200","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",FALSE,"seeds-22-sep-2023","I. Sánchez Vega et al.","M. L. Kawasaki : Field Museum of Natural History - Botany Department","WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","The Field Museum of Natural History","9585","9283f041-55ec-4a24-86da-09b5eaa9d200","Bosque perennifolio","F","ICBN","Distrito Vista Alegre, al SE de Vista Alegre","Amazonas","Botany","1228306663","9283f041-55ec-4a24-86da-09b5eaa9d200","V0437638F","158147","F","d48bc502-e982-4e18-9c94-b8faee3802a2","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Myrcia egensis (O.Berg) McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1647/456/V0437638F.jpg"
"1230946648","Myrcia egensis (O.Berg) McVaugh",-4.52222,-65.60444,"cdc,colmafu,inmafu","7f5260c2-f762-11e1-a439-00145eb45e9a","4e11d750-bafb-11d9-8e53-b8a03c50a862","602f1096-f762-11e1-a439-00145eb45e9a","58520c30-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-07-26T11:15:12.104+00:00","2024-07-26T11:25:21.330+00:00",275,"PRESERVED_SPECIMEN","PRESENT",3174400,6,7707728,220,690,5014,3173889,9867202,9867202,"Myrcia egensis (O.Berg) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia egensis","Myrcia","egensis","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA",NA,NA,1831,9,NA,"1831-09",NA,NA,NA,"2024-07-26T11:25:21.330+00:00","(c) Field Museum of Natural History - CC BY-NC 4.0",FALSE,"https://w.jacq.org/W0033253","none","none","37a95137-fb12-4e75-b35c-ffc6e5af94f9",TRUE,NA,"Poeppig,E.F.|Poeppig,E.F. 2551","E. Lucas (K) & C. Wilson 2012","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"2551","https://w.jacq.org/W0033253",NA,NA,NA,"Fl. Amazon. Ad Ega (=Tefé) in sylvis.",NA,"Herbarium W","1230946648","https://w.jacq.org/W0033253","0033253",NA,"W",NA,NA,NA,NA,NA,"Myrcia egensis (O.Berg) McVaugh","17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,"7dae0702-991d-47bb-95bd-1ed2738673be",NA,NA,NA,NA,NA,NA,"LECTOTYPE","Aulomyrcia egensis O. Berg","https://w.jacq.org/W0033253",NA,NA,NA,NA,"https://object.jacq.org/europeana/W/293614.jpg"
