"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","recordedByIDs.type","recordedByIDs.value","identificationRemarks","identifiedByIDs.type","identifiedByIDs.value","occurrenceRemarks","informationWithheld","networkKeys","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","nomenclaturalCode","locality","county","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","collectionID","elevation","elevationAccuracy","verbatimElevation","otherCatalogNumbers","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","higherClassification","associatedTaxa","reproductiveCondition","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","gadm","individualCount","preparations","locationRemarks","georeferenceProtocol","georeferenceRemarks","organismID","locationID","accessRights","typeStatus","typifiedName","eventID","footprintSRS","bibliographicCitation","verbatimIdentification","media_url"
"4420551961","Myrceugenia chrysocarpa (O.Berg) Kausel",-42.511503,-72.37248,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:14.814+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",2022,2,20,"2022-02-20",51,51,NA,"2024-07-30T17:32:14.814+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E01081000","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E01081000",NA,"20th February 2022",NA,"E","4420551961","https://data.rbge.org.uk/herb/E01081000",NA,"E01081000","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","430","Bosque adulto siempreverde.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","CHILE. Región de Los Lagos. Provincia de Palena. Comuna de Hualaihué. Vodudahue.  Parte alta del sendero Tejueleros; al E de la laguna de la cascada. Acceso cruzando la parte baja de la laguna.","Palena","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","1288191","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E01081000/manifest"
"1571262549","Myrceugenia chrysocarpa (O.Berg) Kausel",-37.81,-73.056389,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:11.148+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Bío-Bío",2017,2,23,"2017-02-23",54,54,NA,"2024-07-30T17:32:11.148+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00840455","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00840455",NA,"23rd February 2017",NA,"E","1571262549","https://data.rbge.org.uk/herb/E00840455",NA,"E00840455","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","328","Surviving temperate rainforest subject to encroachment from surrounding Eucalyptus anf Pinus plantations. Components include: Azara microphylla, Dasyphyllum tricanthoides, Gevuina avellana, Gaultheria phyllreifolia, Nothofagus dombeyi (dominant),  Lomatia ferruginea, L. dentata, Luma apiculata, Myrceugenia chrysocarpa, Persea lingue, Podocarpus salignus, Rhaphithamnus spinosus,  Saxegothaea conspicua and Weinmannia trichosperma","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región VIII [Biobío]:Provincia de Arauco:Cañete:Road leading from Parque Nacional Nahuelbuta west towards Cañete","Arauco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","834736","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",976,0,"976m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00840455/manifest"
"814302647","Myrceugenia chrysocarpa (O.Berg) Kausel",-39.886111,-71.959167,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:32:07.553+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Ríos",2013,1,21,"2013-01-21",21,21,NA,"2024-07-30T17:32:07.553+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00647136","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00647136",NA,"21st January 2013",NA,"E","814302647","https://data.rbge.org.uk/herb/E00647136",NA,"E00647136","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","283","Forest dominated by Saxegothaea conspicua, Nothofagus dombeyi and Eucryphia cordifolia","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región XIV [Los Ríos]:Provincia de Valdivia:Reserva Biológica Huilo Huilo.  Road to Reserva Nacional Mocho-Choshuenco","Valdivia","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","644134","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",882,0,"882m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00647136/full/300,/0/default.jpg"
"574674983","Myrceugenia chrysocarpa (O.Berg) Kausel",-38.625278,-71.605,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:59.011+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,26,"2004-01-26",26,26,NA,"2024-07-30T17:31:59.011+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00182254","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00182254",NA,"26th January 2004",NA,"E","574674983","https://data.rbge.org.uk/herb/E00182254",NA,"E00182254","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","974","Undershrub layer in Araucaria araucana and Nothofagus dombeyi forest.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Curacautín:Parque Nacional Conguillío, Path to Sierra Nevada.","Malleco","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","180313","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",1643,0,"1643m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00182254/full/300,/0/default.jpg"
"575250516","Myrceugenia chrysocarpa (O.Berg) Kausel",-39.010556,-71.686944,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.916+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2004,1,3,"2004-01-03",3,3,NA,"2024-07-30T17:31:58.916+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00182457","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00182457",NA,"3rd January 2004",NA,"E","575250516","https://data.rbge.org.uk/herb/E00182457",NA,"E00182457","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6960","Secondary rainforest dominated by Nothofagus dombeyi","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucanía]:Provincia de Malleco:Cunco:Reserva Nasampulli","Cautín","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","181274","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",1123,0,"1123m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00182457/manifest"
"575331081","Myrceugenia chrysocarpa (O.Berg) Kausel",-39.0125,-71.700278,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:58.723+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Araucanía",2002,9,15,"2002-09-15",258,258,NA,"2024-07-30T17:31:58.723+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00166168","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00166168",NA,"15th September 2002",NA,"E","575331081","https://data.rbge.org.uk/herb/E00166168",NA,"E00166168","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6419","Valdivian rainforest dominated by Saxegothaea conspicu., Nothofagus dombey., Laureliopsis philippiana and in places with dense undergrowth of Chusquea.  Other vegetation includes Azara lanceolat., Myrceugenia ovata ssp. nannophyll., M. chrysocarp., Desfontainia spinosa and Maytenus disticha","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región IX [Araucania]:Prov. de Cautín:Melipeuco:'Carburgua property' at Trafampulli - Ten km upstream of the Río Trafampulli","Cautín","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","158625","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",1062,0,"1062m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00166168/full/300,/0/default.jpg"
"574734292","Myrceugenia chrysocarpa (O.Berg) Kausel",-41.032778,-71.825833,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.530+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA",NA,1999,12,3,"1999-12-03",337,337,NA,"2024-07-30T17:31:57.530+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00096178","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","AR","none","none","LATIN_AMERICA","Argentina","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096178",NA,"3rd December 1999",NA,"E","574734292","https://data.rbge.org.uk/herb/E00096178",NA,"E00096178","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","6157","Valdivian Rainforest with Fitzroya cupressoides and Pilgerodendron uviferu..","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Argentina:Prov. de Río Negro:Puerto Blest. Forest on northern slopes above Lago Nahuel Huapi",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","98164","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",760,0,"760m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096178/full/300,/0/default.jpg"
"575157950","Myrceugenia chrysocarpa (O.Berg) Kausel",-40.446111,-73.661667,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.452+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,12,"1998-02-12",43,43,NA,"2024-07-30T17:31:57.452+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00096205","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096205",NA,"12th February 1998",NA,"E","575157950","https://data.rbge.org.uk/herb/E00096205",NA,"E00096205","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","219","Exposed ridge in open temperate rainforest.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Osorno:Trafunco, hills above village on track to Tres Esteros",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67613","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",740,0,"740m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096205/manifest"
"575102257","Myrceugenia chrysocarpa (O.Berg) Kausel",-40.435278,-73.646944,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.455+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,10,"1998-02-10",41,41,NA,"2024-07-30T17:31:57.455+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00096212","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096212",NA,"10th February 1998",NA,"E","575102257","https://data.rbge.org.uk/herb/E00096212",NA,"E00096212","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","196","Logged Fitzroya cupressoides forest with some regeneration.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Osorno:Tres Esteros, east of Don Jose's house",NA,"CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67243","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",670,0,"670m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096212/full/300,/0/default.jpg"
"574853619","Myrceugenia chrysocarpa (O.Berg) Kausel",-42.293333,-72.625556,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:57.570+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3185871,6,7707728,220,690,5014,3185514,3185871,3185871,"Myrceugenia chrysocarpa (O.Berg) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa","SPECIES","ACCEPTED","NE",NA,NA,"SOUTH_AMERICA","Los Lagos",1998,2,25,"1998-02-25",56,56,NA,"2024-07-30T17:31:57.570+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"https://data.rbge.org.uk/herb/E00096235","none","none",FALSE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00096235",NA,"25th February 1998",NA,"E","574853619","https://data.rbge.org.uk/herb/E00096235",NA,"E00096235","RBGE",NA,NA,NA,"Myrceugenia chrysocarpa (O.Berg) Kausel",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc","345","Nothofagus betuloides forest with a well developed understory of shrubs and ferns.","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","Chile:Región X [Los Lagos]:Prov. de Palena:Chaitén:Ayacara Peninsula, margin of second lake above Laguna Marés","Palena","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","67608","https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",750,0,"750m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00096235/full/300,/0/default.jpg"
