"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","gadm","year","month","eventDate","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","catalogNumber","institutionID","institutionCode","fieldNumber","gbifID","verbatimLocality","collectionCode","occurrenceID","name","typeStatus","decimalLatitude","decimalLongitude","distanceFromCentroidInMeters","higherGeography","datasetName","geodeticDatum","rightsHolder","recordNumber","nomenclaturalCode","georeferenceProtocol","georeferenceRemarks","locality","organismID","locationID","ownerInstitutionCode","accessRights","higherClassification","collectionID","georeferenceSources","dateIdentified","references","verbatimEventDate","language","type","media_url"
"1228151241","Psidium minutiflorum Amshoff","gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:49.659+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5420338,6,7707728,220,690,5014,3187232,5420338,5420338,"Psidium minutiflorum Amshoff","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium minutiflorum","Psidium","minutiflorum","SPECIES","ACCEPTED","NE","SOUTH_AMERICA",NA,NA,NA,NA,"2023-08-18T21:21:00.000+00:00","2024-01-25T10:59:49.659+00:00","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"425491dd-b4a7-4d04-a035-7ea28f84005a","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,"Schomburgk",NA,NA,"Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA","425491dd-b4a7-4d04-a035-7ea28f84005a",NA,"F","F",NA,"1228151241",NA,"Botany","425491dd-b4a7-4d04-a035-7ea28f84005a","Psidium minutiflorum Amshoff","ISOLECTOTYPE",5,-59,0,"South America, British Guiana [Guyana]. [LL]","seeds-22-sep-2023","WGS84","The Field Museum of Natural History","952","ICBN","TGN - Country Centroid","Generalised COUNTRY centroid","British Guiana [Guyana]","231482","0e2251af-7367-4fcd-8150-46840442752e","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/423/051/23491.jpg"
