"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","isInCluster","recordedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","habitat","locality","eventRemarks","gbifID","collectionCode","occurrenceID","higherClassification","name","decimalLatitude","decimalLongitude","individualCount","dateIdentified","elevation","stateProvince","typeStatus","institutionKey","datasetName","identifiedBy","geodeticDatum","rightsHolder","nomenclaturalStatus","nomenclaturalCode","fieldNumber","type","taxonID","institutionCode","ownerInstitutionCode","bibliographicCitation","collectionID","media_url"
"4031780020","Calyptranthes longicalyptrata B.Holst & M.L.Kawas.","cdround,gass84,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,"c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:17:14.954+00:00",340,"PRESERVED_SPECIMEN","PRESENT",3181503,6,7707728,220,690,5014,3173889,10745871,10745871,"Myrcia longicalyptrata (B.Holst & M.L.Kawas.) A.R.Lourenço & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia longicalyptrata","Calyptranthes","longicalyptrata","SPECIES","SYNONYM","NE","NORTH_AMERICA",NA,1985,4,7,"1985-04-07",97,97,"2022-12-03T20:46:00.000+00:00","2024-08-02T20:17:14.954+00:00","http://creativecommons.org/licenses/by-nc-sa/3.0/",FALSE,"urn:catalog:MO:Tropicos:101494758","none","none",TRUE,"Greg C. de Nevers|George E. Schatz|Heraclio Herrera|Susan Charnley","Magnoliopsida","PA","none","none","LATIN_AMERICA","Panama","NORTH_AMERICA","de Nevers 5233","urn:catalog:MO:Tropicos:101494758","101494758",NA,"El Llano-Cartí Road. Km. 26.5, trail to Río Cartí Chico and up ridge on E side. [Coordinates on original label: 9º19'N, 78º55'W]",NA,"4031780020","Tropicos","urn:catalog:MO:Tropicos:101494758",NA,"Calyptranthes longicalyptrata B.Holst & M.L.Kawas.",9.366667,-78.966667,2,"2006-01-01T00:00:00",200,"San Blas","HOLOTYPE","1be3aa67-8f90-4309-92f4-bd55426a8c09","Tropicos","B.K. Holst & M.K. Kawasaki","WGS84","Missouri Botanical Garden","No opinion","ICNafp","85-49","PhysicalObject","50270208","MO","MOBOT","http://www.tropicos.org/Specimen/101494758","http://biocol.org/urn:lsid:biocol.org:col:15859","http://images.mobot.org/tropicosimages3/detailimages/Tropicos/221/32709BBE-C6AA-4416-8AAD-397FED73A578.jpg"
