"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","elevation","elevationAccuracy","dateIdentified","modified","datasetName","otherCatalogNumbers","institutionID","habitat","eventRemarks","higherClassification","gadm","higherGeography","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceVerificationStatus","georeferenceRemarks","references","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","collectionID","reproductiveCondition","coordinateUncertaintyInMeters","georeferenceSources","preparations","nomenclaturalCode","county","language","type","identificationRemarks","verbatimElevation","organismID","locationID","ownerInstitutionCode","accessRights","fieldNumber","verbatimLocality","associatedOccurrences","individualCount","typeStatus","locationRemarks","eventID","disposition","media_url","license"
"1928748000","Myrcia mischophylla Kiaersk.",-14.23,-42.58,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:30.096+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,4,10,"1980-04-10",101,101,"2024-07-21T05:15:30.096+00:00",FALSE,"45549d2f-75b6-421e-9d98-c476fcee5ca1","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"R. M. Harley",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","21194","45549d2f-75b6-421e-9d98-c476fcee5ca1","10 Apr 1980",NA,"Serra Geral de Caitié ca. 12 km SW of Caitité, by the road to Morrinhos, and ca. 9 km W along this road from the junction with Caitité - Brejinhos das Ametistas road. G5","NY","1928748000","45549d2f-75b6-421e-9d98-c476fcee5ca1","2422748","NY",NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673200",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","Caetité Mun.","en","PhysicalObject",NA,"ca 3117 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1653/819/02422748.jpg","http://creativecommons.org/licenses/by/4.0/"
"1265113374","Myrcia mischophylla Kiaersk.",-14.23333,-42.58333,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:58.581+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,4,10,"1980-04-10",101,101,"2024-07-31T15:50:58.581+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036328","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",TRUE,"Harley, R.M.|Hage, J.L.|Carvalho, A.M.|Brito, H.S.|Bromley, G.L.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036328",NA,NA,NA,"P","1265113374","http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036328","P01036328","MNHN",NA,NA,NA,"Myrcia mischophylla Kiaersk.",950,NA,NA,"2022-11-17T16:54:32.000+00:00",NA,NA,"http://grbio.org/institution/museum-national-dhistoire-naturelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21194","Serra Geral de Caititpe, ca. 12 km SW of Caitité, by the road to Morrinhos, and on 9 km W along this road from the junction with the Caitité - Brejinhos das Ametistas road",NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453125764168deHHMDmyUJzTkcfX","http://creativecommons.org/licenses/by/4.0/"
"1265113329","Myrcia mischophylla Kiaersk.",-14.23333,-42.58333,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:56.228+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,4,10,"1980-04-10",101,101,"2024-07-31T15:50:56.228+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036329","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",TRUE,"Harley, R.M.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036329",NA,NA,NA,"P","1265113329","http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036329","P01036329","MNHN",NA,NA,NA,"Myrcia mischophylla Kiaersk.",950,NA,NA,"2016-03-09T17:11:55.000+00:00",NA,NA,"http://grbio.org/institution/museum-national-dhistoire-naturelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21194","Serra Geral de Caitité; ca. 9 km W along this road junction with the Caitité - Brejinhos das Ametistas",NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453125767080DEwVnM4BKYwGcUbB","http://creativecommons.org/licenses/by/4.0/"
"3400981377","Myrcia mischophylla Kiaersk.",-14.23333,-42.58333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:51.819+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,4,10,"1980-04-10",101,101,"2024-07-18T23:54:51.819+00:00",FALSE,"L.4404988@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,"Harley RM; et al.","Jennings L","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE","Naturalis Biodiversity Center","Harley, RM; et al. 21194","L.4404988@BRAHMS",NA,NA,"Ca. 12km. SW. of Caitite, by the road to Morrinhos, and ca. 9km W. along this road from the junction with the Caitite - Brejinhos das Ametistas road.","Botany","3400981377","https://data.biodiversitydata.nl/naturalis/specimen/L.4404988","L.4404988",NA,NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,"2008-03-01T00:00:00",NA,NA,NA,"Naturalis Biodiversity Center","Cerrado.",NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,"950.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4404988/format/large","http://creativecommons.org/licenses/by/4.0/"
"1929893734","Myrcia mischophylla Kiaersk.",-12.45,-41.47,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:15.758+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,5,21,"1980-05-21",142,142,"2024-07-21T05:14:15.758+00:00",FALSE,"968bb7b1-98a5-4969-a239-0f74ba8b0371","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"R. M. Harley",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","22299","968bb7b1-98a5-4969-a239-0f74ba8b0371","21 May 1980",NA,"Serras dos Lençois.  Lower slopes of Morro do Pai Inácio, ca. 14.5 km NW of Lençois just N of the main Seabra-Itaberaba road.","NY","1929893734","968bb7b1-98a5-4969-a239-0f74ba8b0371","2422747","NY",NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673198",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN","Palmeiras Mun.","en","PhysicalObject",NA,"2297-3281 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1653/818/02422747.jpg","http://creativecommons.org/licenses/by/4.0/"
"1265113396","Myrcia mischophylla Kiaersk.",-12.45,-41.46667,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:58.992+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,5,21,"1980-05-21",142,142,"2024-07-31T15:50:58.992+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036327","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",TRUE,"Harley, R.M.|Hage, J.L.|Carvalho, A.M.|Santos, E.B.|Nunes, J.M.S.|Bromley, G.L.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036327",NA,NA,NA,"P","1265113396","http://coldb.mnhn.fr/catalognumber/mnhn/p/p01036327","P01036327","MNHN",NA,NA,NA,"Myrcia mischophylla Kiaersk.",850,150,NA,"2016-03-09T17:11:54.000+00:00",NA,NA,"http://grbio.org/institution/museum-national-dhistoire-naturelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,"22299","Lower slopes of Morre do Pai inácio, ca. 14,5km N.W. of Lençois just N of the main Seabra-Itaberaba road",NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1453125759082qT0Tbm5cka6brrB4","http://creativecommons.org/licenses/by/4.0/"
"3400977368","Myrcia mischophylla Kiaersk.",-12.45,-41.46667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:52.358+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1980,5,21,"1980-05-21",142,142,"2024-07-18T23:54:52.358+00:00",FALSE,"L.4404989@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,"Harley RM; et al.","Jennings L","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE","Naturalis Biodiversity Center","Harley, RM; et al. 22299","L.4404989@BRAHMS",NA,NA,"Lower slopes of Morro do Pai Inacion, ca. 14.5 km N.W. of Lencois just N. of the main Seabra-Itaberaba road. Municipio de Palmeiras.","Botany","3400977368","https://data.biodiversitydata.nl/naturalis/specimen/L.4404989","L.4404989",NA,NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,"2008-03-01T00:00:00",NA,NA,NA,"Naturalis Biodiversity Center","Open grassy slopes with marshy ground; low shrubs and low evergreen woodland in valleys by small stream and in shelter of sandstone rocks.",NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,"700.0 - 1000.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4404989/format/large","http://creativecommons.org/licenses/by/4.0/"
"912286972","Myrcia mischophylla Kiaersk.",-11.5,-41.25,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:34.611+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA",NA,1980,11,28,"1980-11-28T00:00",333,333,"2024-08-02T01:14:34.611+00:00",FALSE,"K000331575","none","none","fa252605-26f6-426c-9892-94d071c2c77f",NA,TRUE,"Furlan, A.; I.Cordeiro, J.R.Pirani,, N.L.de Menezes.","Lucas, E.; Murray-Smith, C.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"CFCR265","K000331575",NA,"Morro do Chapéu","Estrada do Feijao.","Herbarium","912286972","http://specimens.kew.org/herbarium/K000331575","K000331575","K",NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,"Tree 2m., white flowers.","Myrtaceae",NA,"Morro do Chapéu",NA,NA,"Gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/73d34a1b3c150ab20e39681545ce9342.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270676807","Myrcia mischophylla Kiaersk.",-12.9,-41.3167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.445+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1977,2,14,"1977-02-14",45,45,"2024-08-01T20:02:06.445+00:00",FALSE,"765081","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"R. Harley","M.L. Kawasaki, 1991.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"18670","765081",NA,NA,"South of Andarai, along road to Mucuge near small town of Xique-Xique.","Plants","2270676807","a9f3a979-5c35-4e7e-9aea-dc340909242c","ASU0055187","ASU",NA,"Shrub to 3m; leaves coriaceous, dark green above, rusty beneath. Flower buds rusty.",NA,"Myrcia mischophylla Kiaersk.",800,100,NA,"2023-07-16T07:02:03.000+00:00",NA,"146386",NA,"Sandstone rocks, ntersected by small streams, with some disturbed areas by roadside.",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia",NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=765081","a9f3a979-5c35-4e7e-9aea-dc340909242c","48122","http://creativecommons.org/licenses/by-nc/3.0/","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=7d4e6351-e723-4e6c-b0e5-b79d25998342",NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0055/ASU0055187_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"730757686","Myrcia mischophylla Kiaersk.",-12.9,-41.31667,"cdc,gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","17abcf75-2f1e-46dd-bf75-a5b21dd02655","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:36.875+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1977,2,14,"1977-02-14",45,45,"2024-07-31T15:50:36.875+00:00",FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827968","none","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2",TRUE,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827968",NA,NA,NA,"P","730757686","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827968","P04827968","MNHN",NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,NA,"2015-09-05T07:37:20.000+00:00",NA,NA,"http://grbio.org/institution/museum-national-dhistoire-naturelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18670","South of Andaraí, along road to Mucugê near small town of Xique-Xique.",NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/14414351059837YlJHmgn3xpWzUme","http://creativecommons.org/licenses/by/4.0/"
"2270677433","Myrcia mischophylla Kiaersk.",-13.5833,-41.95,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.356+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1977,3,19,"1977-03-19",78,78,"2024-08-01T20:02:06.356+00:00",FALSE,"765080","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"R. Harley","M.L. Kawasaki, 1991.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"19714","765080",NA,NA,"Middle and upper slopes of the Pico das Almas, ca. 25km WNW of the Vila do Rio de Contas.","Plants","2270677433","1956f1c3-31d5-4889-9bc8-7f1d8fe55fef","ASU0055188","ASU",NA,"Tree to 3m. Leaves coriaceous dark glossy green above, bright rusty brown beneath. Inflorescence axis and calyces bright rusty brown to grey. Buds only.",NA,"Myrcia mischophylla Kiaersk.",1725,125,NA,"2023-07-16T07:02:03.000+00:00",NA,"164006",NA,"Sandstone conglomerate metamorphic and quartzite rock outcrop with associated and scrubby vegetation with damp flushes, grassland and marsh in some areas. This plant is growing in 'Campo do Queroz' in mata de cigo woodland.",NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrcia",NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=765080","1956f1c3-31d5-4889-9bc8-7f1d8fe55fef","48122","http://creativecommons.org/licenses/by-nc/3.0/","marisin","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=5cd3c85d-7946-47e8-b180-0a9901b5ba5a",NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0055/ASU0055188_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1927896584","Myrcia mischophylla Kiaersk.",-13.55,-41.78,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:16.931+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3173945,6,7707728,220,690,5014,3173889,3173945,3173945,"Myrcia mischophylla Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mischophylla","Myrcia","mischophylla","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1972,1,18,"1972-01-18",18,18,"2024-07-21T05:15:16.931+00:00",FALSE,"0913a35e-26e9-4fa7-aa70-6dad42b5c17a","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"R. M. Harley",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","15258","0913a35e-26e9-4fa7-aa70-6dad42b5c17a","18 Jan 1972",NA,"On road to Abaira ca. 8km to N of the town of Rio de Contas.","NY","1927896584","0913a35e-26e9-4fa7-aa70-6dad42b5c17a","2422738","NY",NA,NA,NA,"Myrcia mischophylla Kiaersk.",NA,NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673179",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,"3281 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1653/809/02422738.jpg","http://creativecommons.org/licenses/by/4.0/"
