"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","collectionCode","occurrenceID","name","dynamicProperties","elevation","fieldNotes","coordinateUncertaintyInMeters","georeferencedBy","references","associatedOccurrences","georeferenceVerificationStatus","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","higherClassification","verbatimTaxonRank","collectionID","reproductiveCondition","georeferenceSources","county","occurrenceRemarks","habitat","elevationAccuracy","gadm","iucnRedListCategory","verbatimEventDate","bibliographicCitation","preparations","nomenclaturalCode","language","type","individualCount","higherGeography","georeferenceProtocol","verbatimElevation","fieldNumber","verbatimLocality","recordedByIDs.type","recordedByIDs.value","locationRemarks","typeStatus","organismID","ownerInstitutionCode","accessRights","eventID","footprintSRS","verbatimIdentification","typifiedName","media_url","license"
"4428558352","Psidium australe var. argenteum (O.Berg) Landrum",-15.748333,-47.905556,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:55.064+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED","2022-02-11T00:00:00","SOUTH_AMERICA","Distrito Federal",2022,1,30,"2022-01-30",30,30,"2023-10-10T13:37:39.000+00:00","2024-08-01T12:21:55.064+00:00",FALSE,"urn:catalog:JBRJ:RB:1501405","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 856169","B. Schindler; M. Figueira","L. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","342","urn:catalog:JBRJ:RB:1501405","RB01501405","04.936.616/0001-20","JBRJ","Brasília","Parque Ecológico Burle Marx. WGS84","4428558352","RB","urn:catalog:JBRJ:RB:1501405","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/50/14/5/01501405.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"4428565341","Psidium australe var. argenteum (O.Berg) Landrum",-15.754167,-47.9075,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:58.549+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED","2022-02-11T00:00:00","SOUTH_AMERICA","Distrito Federal",2020,10,25,"2020-10-25",299,299,"2023-10-09T16:33:04.000+00:00","2024-08-01T12:21:58.549+00:00",FALSE,"urn:catalog:JBRJ:RB:1501143","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 856087","M. Figueira; B. Schindler","L. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1480","urn:catalog:JBRJ:RB:1501143","RB01501143","04.936.616/0001-20","JBRJ","Brasília","Parque Ecológico Burle Marx. WGS84","4428565341","RB","urn:catalog:JBRJ:RB:1501143","Psidium australe var. argenteum (O.Berg) Landrum","{""project"" : ""Flora do Brasil DF""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/50/11/43/01501143.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1423913345","Psidium australe var. argenteum (O.Berg) Landrum",-22.238611,-47.895833,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:46.913+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED","2015-12-01T00:00:00","SOUTH_AMERICA","São Paulo",2001,10,20,"2001-10-20",293,293,"2017-10-15T16:26:19.000+00:00","2024-08-01T12:21:46.913+00:00",FALSE,"urn:catalog:JBRJ:RB:1133396","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 651782","M.R. Fantinati","A. Giaretta","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","22","urn:catalog:JBRJ:RB:1133396","RB01133396","04.936.616/0001-20","JBRJ","Itirapina","Estação ecológica de Itirapina. Caminho, estrada de ferro-ponte do Ribeirão do Lobo, distante 1500 m da referida ponte.","1423913345","RB","urn:catalog:JBRJ:RB:1133396","Psidium australe var. argenteum (O.Berg) Landrum",NA,799,"Cerrado. Campo limpo, lagoa temporária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/13/33/96/01133396.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482210","Psidium australe var. argenteum (O.Berg) Landrum",-22.88119,-49.239062,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.751+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1995,12,19,"1995-12-19",353,353,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.751+00:00",FALSE,"1124620","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"207746","Souza & Souza",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"9634","1124620","ASU0005395",NA,"ASU",NA,"Aguas de Santa Barbara, ca. 11 km da cidade em direca~o a Lencois","2270482210","Plants","529bf623-01ab-4782-b9c6-f1db76dcb132","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,11000,"alorozco","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124620","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=df11967e-6d60-46d6-8fd0-82f980fe5cc1","reviewed - high confidence","529bf623-01ab-4782-b9c6-f1db76dcb132","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl","GoogleEarth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005395_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482978","Psidium australe var. argenteum (O.Berg) Landrum",-22.25,-47.8167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.749+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1994,2,2,"1994-02-02",33,33,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.749+00:00",FALSE,"1124594","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"205102","Tamashiro",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"369","1124594","ASU0005388",NA,"ASU",NA,"Itirapina, Cerrado do Estrela","2270482978","Plants","ee8add72-4238-4b3b-887a-d83676fae622","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124594",NA,NA,"ee8add72-4238-4b3b-887a-d83676fae622","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,"Itirapina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005388_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482726","Psidium australe var. argenteum (O.Berg) Landrum",-22.25,-47.8308,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.622+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1994,10,19,"1994-10-19",292,292,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.622+00:00",FALSE,"1124628","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"204990","Kinoshita",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"32196","1124628","ASU0005197",NA,"ASU",NA,"Itirapina, Cerrado do Valerio","2270482726","Plants","a07977bd-abc9-445a-85b1-1341a336f3d9","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124628",NA,NA,"a07977bd-abc9-445a-85b1-1341a336f3d9","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,"Arbusto ca. 1 m; flores blancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005197_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270484124","Psidium australe var. argenteum (O.Berg) Landrum",-22.25,-47.8167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.683+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1994,10,19,"1994-10-19",292,292,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.683+00:00",FALSE,"1124629","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"204974","Kinoshita",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"32201","1124629","ASU0005384",NA,"ASU",NA,"Itirapina, Cerrado do Valerio","2270484124","Plants","fff8eacc-fc13-49f3-a0eb-2902762152c6","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124629",NA,NA,"fff8eacc-fc13-49f3-a0eb-2902762152c6","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Itirapina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005384_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270483854","Psidium australe var. argenteum (O.Berg) Landrum",-25.0833,-50.15,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.825+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Parana",1989,11,24,"1989-11-24",328,328,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.825+00:00",FALSE,"1124596","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"171310","Silva & Cordeiro","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"736","1124596","ASU0005198",NA,"ASU",NA,"Buraco do Padre. Mun. Ponta Grossa","2270483854","Plants","1c83c9ec-812e-41c3-9b7b-a7c64a6f0f2b","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124596","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=A3225018-0F7E-4659-883A-9531D8211608",NA,"1c83c9ec-812e-41c3-9b7b-a7c64a6f0f2b","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Ponta Grossa","arbusto 1 m;","campo limpo, seco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005198_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482119","Psidium australe var. argenteum (O.Berg) Landrum",-21.1167,-44.1833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.605+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Minas Gerais",1987,10,3,"1987-10-03",276,276,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.605+00:00",FALSE,"1124592","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"208063","Peron",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"320","1124592","ASU0005398",NA,"ASU",NA,"Serra de Sao Jose","2270482119","Plants","ee444085-3dd1-4630-85b0-10a6bd714efd","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124592",NA,NA,"ee444085-3dd1-4630-85b0-10a6bd714efd","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Tiradentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005398_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2996597089","Psidium cuneatum Cambess.",0,0,"cucdmis,gass84,iddativ,rdativ,zerocd,colmafu,inmafu","5c9a924c-8d45-4452-8604-415a118578aa","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:08:27.274+00:00","2024-07-01T12:24:36.965+00:00",202,"PRESERVED_SPECIMEN","PRESENT",5420452,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","cuneatum",NA,"SPECIES","SYNONYM",NA,NA,NA,1987,12,9,"1987-12-09",343,343,NA,"2024-07-01T12:24:36.965+00:00",FALSE,"5038882","none","none","b745abcd-45b2-4a84-a327-9298e795dbfb","d3b42067-b567-4d47-a136-bb5d52ed32fc",TRUE,NA,"MBM 128094","Landrum, LR;et al.",NA,"WGS84","Magnoliopsida","AR","none","none","LATIN_AMERICA","Argentina","LATIN_AMERICA","MBM","5706","5038882","MBM128094",NA,"MBM",NA,NA,"2996597089","MBM","5038882","Psidium cuneatum Cambess.",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"none","NE","1987-12-9","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5038882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://imagens2.jbrj.gov.br/fsi/server?type=image&source=mbm/MBM/0/12/80/94/MBM128094.JPG","http://creativecommons.org/publicdomain/zero/1.0/"
