"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","collectionCode","occurrenceID","name","dynamicProperties","elevation","fieldNotes","coordinateUncertaintyInMeters","georeferencedBy","references","associatedOccurrences","georeferenceVerificationStatus","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","higherClassification","verbatimTaxonRank","collectionID","reproductiveCondition","georeferenceSources","county","occurrenceRemarks","habitat","elevationAccuracy","gadm","iucnRedListCategory","verbatimEventDate","bibliographicCitation","preparations","nomenclaturalCode","language","type","individualCount","higherGeography","georeferenceProtocol","verbatimElevation","fieldNumber","verbatimLocality","recordedByIDs.type","recordedByIDs.value","locationRemarks","typeStatus","organismID","ownerInstitutionCode","accessRights","eventID","footprintSRS","verbatimIdentification","typifiedName","media_url","license"
"2270482893","Psidium australe var. argenteum (O.Berg) Landrum",-22.25,-47.8167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.785+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1983,11,19,"1983-11-19",323,323,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.785+00:00",FALSE,"1124571","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"204755","Cesar",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"0","1124571","ASU0005390",NA,"ASU",NA,"Itirapina","2270482893","Plants","46e99564-5d14-4b63-b453-9d34c8d89485","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124571",NA,NA,"46e99564-5d14-4b63-b453-9d34c8d89485","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Itirapina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005390_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1929527839","Psidium australe var. argenteum (O.Berg) Landrum",-23.45,-48.42,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:13.182+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED","2007-01-01T00:00:00","SOUTH_AMERICA","São Paulo",1983,11,15,"1983-11-15",319,319,NA,"2024-07-21T05:14:13.182+00:00",FALSE,"7c97451a-e2bd-49ce-99ec-c3771825b135","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants",NA,"J. A. Ratter","C. E. B. Proença","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","R4864","7c97451a-e2bd-49ce-99ec-c3771825b135","617033","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,"Floresta de Angatuba; Instituto Florestal de SP","1929527839","NY","7c97451a-e2bd-49ce-99ec-c3771825b135","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=46530",NA,NA,NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,"In low, sparse cerrado",NA,NA,NA,"15 Nov 1983",NA,"sheet","ICN","en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2153/965/00617033.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270481983","Psidium australe var. argenteum (O.Berg) Landrum",-23.855956,-49.135801,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.750+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1982,2,17,"1982-02-17",48,48,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.750+00:00",FALSE,"1124602","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"160203","Kummrow",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1786","1124602","ASU0005393",NA,"ASU",NA,"Rio Verde (mun. Itaberaba).","2270481983","Plants","14c419d8-b7c2-42d0-9826-bf33d8fe39e7","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,4500,"alorozco","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124602",NA,"reviewed - high confidence","14c419d8-b7c2-42d0-9826-bf33d8fe39e7","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr","GoogleEarth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005393_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270481670","Psidium australe var. argenteum (O.Berg) Landrum",-18.6167,-43.5333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.828+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Minas Gerais",1982,3,13,"1982-03-13",72,72,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.828+00:00",FALSE,"1124631","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"160204","Hatschbach",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"44706","1124631","ASU0005385",NA,"ASU",NA,"Pedro Less","2270481670","Plants","f60af117-601f-48df-9da9-d4c947f097fc","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124631",NA,NA,"f60af117-601f-48df-9da9-d4c947f097fc","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,"Tijucal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005385_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270483023","Psidium australe var. argenteum (O.Berg) Landrum",-22.3667,-46.95,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.684+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1981,1,26,"1981-01-26",26,26,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.684+00:00",FALSE,"1124647","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"205115","Mantovani",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1605","1124647","ASU0005428",NA,"ASU",NA,"Moji-Guacu, Martinho Prado, Reserva Biologica da Fazenda Campininha","2270483023","Plants","d66a7d2e-9335-49f9-86de-895c33bc403a","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124647",NA,NA,"d66a7d2e-9335-49f9-86de-895c33bc403a","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Mogi-Guacu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005428_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482854","Psidium australe var. argenteum (O.Berg) Landrum",-22.3667,-46.95,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.622+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1980,10,15,"1980-10-15",289,289,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.622+00:00",FALSE,"1124600","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"204999","Mantovani",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1163","1124600","ASU0005391",NA,"ASU",NA,"Moji-Guacu, Martinho Prado, Reserva Biologica da Fazenda Campininha","2270482854","Plants","c34ea166-326d-4c07-871a-2a1e7ba55129","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124600",NA,NA,"c34ea166-326d-4c07-871a-2a1e7ba55129","33972","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Mogi-Guacu","RB 298754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005391_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270484908","Psidium australe var. argenteum (O.Berg) Landrum",-22.8667,-48.4333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.853+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1974,10,17,"1974-10-17",290,290,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.853+00:00",FALSE,"1125138","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"228620","Gottsberger","L.R. Landrum, 2004.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"17-171074","1125138","ASU0005389",NA,"ASU",NA,"13km ao Sul da cidade, ao longo da estrada Botucatu-Pardinho, antes  da entrada para a fazenda '4 Meninas'.","2270484908","Plants","1e36ef07-bd03-4900-857e-7e6cf40e02f7","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125138",NA,NA,"1e36ef07-bd03-4900-857e-7e6cf40e02f7","33972","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,"Botucatu","Arbusto c. 0.5m de altura; flores brancas, cheias ","Cerrado com uma area de aproximadamente 3km, cobri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005389_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270480377","Psidium australe var. argenteum (O.Berg) Landrum",-22.75,-48.4167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.751+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1972,9,29,"1972-09-29",273,273,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.751+00:00",FALSE,"1125136","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"228609","Gottsberger","L.R. Landrum, 2004.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"196R-28972","1125136","ASU0005383",NA,"ASU",NA,"18km north, 14km East of Sao Manuel. Along the Sao Manuel-Piracicaba. Near ex-railway station. 'Treze de Maio'","2270480377","Plants","25117201-a5e5-4d9e-a2fb-441c47b3db10","Psidium australe var. argenteum (O.Berg) Landrum",NA,550,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125136",NA,NA,"25117201-a5e5-4d9e-a2fb-441c47b3db10","33972","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,"Botucatu","Shrub 0.5m to 0.8m tall; ripe fruits green covered","Cerrado vegetation, xeromorphic tree and scrub woo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005383_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"2270482844","Psidium australe var. argenteum (O.Berg) Landrum",-22.75,-48.4167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.719+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",1971,10,8,"1971-10-08",281,281,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.719+00:00",FALSE,"1125137","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,NA,"228610","Gottsberger","L.R. Landrum, 2004.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"22R-81071","1125137","ASU0005394",NA,"ASU",NA,"18km north, 14km East of Sao Manuel. Along the Sao Manuel-Piracicaba. Near ex-railway station 'Treze de Maio'","2270482844","Plants","453038a6-2001-40dd-a4f0-7be2d7cd8a64","Psidium australe var. argenteum (O.Berg) Landrum",NA,550,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125137",NA,NA,"453038a6-2001-40dd-a4f0-7be2d7cd8a64","33972","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium australe","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,"cerrado vegetation; xeromorphic tree and scrub woo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005394_lg.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1424077612","Psidium australe var. argenteum (O.Berg) Landrum",-15.08333,-60.13333,"cdc,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:34.065+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED","2015-09-17T00:00:00","SOUTH_AMERICA","Mato Grosso",1971,11,29,"1971-11-29",333,333,"2021-08-23T18:18:22.000+00:00","2024-08-01T12:21:34.065+00:00",FALSE,"urn:catalog:JBRJ:RB:316624","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 181509","João da Silva Costa","TULER.A.C.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1300","urn:catalog:JBRJ:RB:316624","RB00316624","04.936.616/0001-20","JBRJ","Mato Grosso",NA,"1424077612","RB","urn:catalog:JBRJ:RB:316624","Psidium australe var. argenteum (O.Berg) Landrum",NA,NA,NA,NA,NA,NA,NA,"inferred coordinates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta, com 1 m de altura, com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/31/66/24/00316624.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"1929810778","Psidium australe var. argenteum (O.Berg) Landrum",-17.99421,-47.76956,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:20.633+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5420450,6,7707728,220,690,5014,3187232,5420449,5420450,"Psidium australe var. argenteum (O.Berg) Landrum","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium australe","Psidium","australe","argenteum","VARIETY","ACCEPTED","2004-01-01T00:00:00","SOUTH_AMERICA","Goiás",1970,1,23,"1970-01-23",23,23,NA,"2024-07-21T05:14:20.633+00:00",FALSE,"90b9998d-08e1-4b8a-abc7-6ef9c1b858af","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants",NA,"H. S. Irwin","L. R. Landrum","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","25247a","90b9998d-08e1-4b8a-abc7-6ef9c1b858af","1182374","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,"Contraforte Central, ca. 27 km N.E. of Catalão","1929810778","NY","90b9998d-08e1-4b8a-abc7-6ef9c1b858af","Psidium australe var. argenteum (O.Berg) Landrum",NA,875,NA,1000,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401166",NA,NA,NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"speciesLink (http://splink.cria.org.br/)","Catalão Mun.","Label probably wrong. Plant description does not match specimen. Other collection of Irwin 25247 is Tibouchina.","Cerrado. Cerrado and gallery woods.",0,NA,NA,"23 Jan 1970",NA,"sheet","ICN","en","PhysicalObject",NA,NA,"online gazetteer","2871 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/835/482/01182374.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
