"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","locality","collectionCode","gbifID","occurrenceID","catalogNumber","verbatimElevation","higherClassification","name","gadm","modified","institutionCode","individualCount","elevation","stateProvince","higherGeography","datasetName","collectionID","identifiedBy","preparations","fieldNotes","fieldNumber","verbatimLocality","elevationAccuracy","references","verbatimEventDate","language","type","occurrenceRemarks","otherCatalogNumbers","coordinateUncertaintyInMeters","island","http...unknown.org.recordID","georeferenceRemarks","taxonID","rights","identificationRemarks","dateIdentified","datasetID","eventID","verbatimIdentification","ownerInstitutionCode","accessRights","identificationID","recordedByIDs.type","recordedByIDs.value","waterBody","county","islandGroup","dynamicProperties","disposition","distanceFromCentroidInMeters","locationRemarks","typeStatus","municipality","georeferencedBy","associatedTaxa","http...unknown.org.recordEnteredBy","georeferenceSources","lifeStage","georeferenceProtocol","identifiedByIDs.type","identifiedByIDs.value","materialSampleID","media_url"
"2516450535","Decaspermum fruticosum J.R.Forst. & G.Forst.",-2.13333,115.43333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:19.261+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1996,11,14,"1996-11-14",319,319,"2024-07-18T23:54:19.261+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2505090@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Kessler PJA; et al.","WGS84","Magnoliopsida","ID","none","none","ASIA","Indonesia","EUROPE","Naturalis Biodiversity Center","Kessler, PJA; et al. 1912","L.2505090@BRAHMS","Secondary forest along road.","Naturalis Biodiversity Center","ICN","South Kalimantan, along road from Tanjung to Balikpapan.","Botany","2516450535","https://data.biodiversitydata.nl/naturalis/specimen/L.2505090","L.2505090","10.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Borneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L  0371139|00juli9700040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2505090/format/large"
"2516423548","Decaspermum fruticosum J.R.Forst. & G.Forst.",0.83333,117.66667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:57.634+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1995,4,14,"1995-04-14",104,104,"2024-07-18T23:55:57.634+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.2505092@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Kessler PJA; et al.","WGS84","Magnoliopsida","ID","none","none","ASIA","Indonesia","EUROPE","Naturalis Biodiversity Center","Kessler, PJA; et al. 1179","L.2505092@BRAHMS","Tanjung Bara area, road from Sangatta Baru to Tanjung Bara camp. Secondary forest.","Naturalis Biodiversity Center","ICN","East Kalimantan, KPC area Sangatta, 19400 N; 102000 E.","Botany","2516423548","https://data.biodiversitydata.nl/naturalis/specimen/L.2505092","L.2505092","20.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Borneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L  0371137|995173219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.2505092/format/large"
"4513496911","Decaspermum fruticosum J.R.Forst. & G.Forst.",10.411667,123.033333,"cdc,cdround,gass84,inmafu","defb9a47-c1a7-4fb2-9a0b-2da7c5260cad","c4cbb860-e9c7-11da-8113-b8a03c50a862",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T17:34:53.768+00:00","2024-08-01T17:51:01.283+00:00",120,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1994,5,21,"1994-05-21",141,141,"2024-08-01T17:51:01.283+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"32035497","none","none","a68aaf8c-9bfe-4bec-bab9-70cf5d6cde4a","5a7702f8-a46a-40a0-9eef-26d97ea45b5c",FALSE,"Philippine Plant Inventory; Reynoso, Garcia, Sagcal","WGS84","Magnoliopsida","PH","none","none","ASIA","Philippines","NORTH_AMERICA","Botanical Research Institute of Texas","PPI 14277","32035497","Remnant dipterocarp forest; Near the trail.; Brownish clay",NA,NA,"Visayas Isl., Negros Occidental Prov., La Carlota City, Brgy Ara-al, Mt. Canlaon National Park, Sitio Guintubdan.","BRIT","4513496911","42142141-d460-48b7-933d-07b2fc91d0c6","BRIT34415","900m","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Decaspermum","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,"2024-06-07T12:22:28.000+00:00","BRIT",NA,900,"Negros Occidental",NA,NA,"fea81a47-2365-45cc-bef9-b6bbff7457e6",NA,NA,NA,NA,NA,NA,"https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=32035497","21/05/94",NA,NA,"DUP.: #10. [PHILIPPINE PLANT INVENTORY PPI; Flora of the Philippines Joint Project of the Philippine Nat'l Museum, Manila and B.R.I.T; Supported By: NSF/USAID]; Tree 14mx15cm; Lvs gl It gr, below dl gr, young purplish, mdb sl yl Fl bud yellowish green",NA,NA,"Visayas","42142141-d460-48b7-933d-07b2fc91d0c6","[Coordinates present on label]","110145","http://creativecommons.org/publicdomain/zero/1.0/","[Original determination: Myrtaceae Decaspermum fruticosum.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://web.corral.tacc.utexas.edu/brit/BRIT/BRIT0034000/BRIT34415.jpg"
"2515171328","Decaspermum fruticosum J.R.Forst. & G.Forst.",8.91667,117.91667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:17.559+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1994,6,23,"1994-06-23",174,174,"2024-07-18T23:56:17.559+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3919380@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Soejarto DD; Gaerlan FJM; Sagcal E; Fernando O","WGS84","Magnoliopsida","PH","none","none","ASIA","Philippines","EUROPE","Naturalis Biodiversity Center","Soejarto, DD; Gaerlan, FJM; Sagcal, E; Fernando, O 8544","L.3919380@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","Plants of Philippines. Palawan: Brooke Point Municip., Pulot, Malalung river bridge between Caramay and Bulho, northern reaches of Mantalingajan Range. Depauperate (logged) lowland mixed Dipterocarp forest.","Botany","2515171328","https://data.biodiversitydata.nl/naturalis/specimen/L.3919380","L.3919380",NA,"Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3919380/format/large"
"2517093730","Decaspermum fruticosum J.R.Forst. & G.Forst.",9.28333,117.96667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:13.393+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1994,6,21,"1994-06-21",172,172,"2024-07-18T23:56:13.393+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3926053@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Soejarto DD; Gaerlan FJM; Sagcal E; Fernando O","WGS84","Magnoliopsida","PH","none","none","ASIA","Philippines","EUROPE","Naturalis Biodiversity Center","Soejarto, DD; Gaerlan, FJM; Sagcal, E; Fernando, O 8491","L.3926053@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","Palawan: Quezon Municip., Tabon Island, west facing slope of the helipad-topped limestone hill. Albion Head Peak.","Botany","2517093730","https://data.biodiversitydata.nl/naturalis/specimen/L.3926053","L.3926053",NA,"Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3926053/format/large"
"2515102306","Decaspermum fruticosum J.R.Forst. & G.Forst.",8.8,117.75,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:12.983+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1994,6,14,"1994-06-14",165,165,"2024-07-18T23:56:12.983+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3927748@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Soejarto DD; Gaerlan FJM; Sagcal E; Fernando O","WGS84","Magnoliopsida","PH","none","none","ASIA","Philippines","EUROPE","Naturalis Biodiversity Center","Soejarto, DD; Gaerlan, FJM; Sagcal, E; Fernando, O 8305","L.3927748@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","Palawan: Munic, Brooke's Point, Barangay Malis, Mangugurang slopes above Magagong Palaweno settlement at southern reaches of Mantalingajan Range.","Botany","2515102306","https://data.biodiversitydata.nl/naturalis/specimen/L.3927748","L.3927748",NA,"Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3927748/format/large"
"2515164353","Decaspermum fruticosum J.R.Forst. & G.Forst.",18.83333,98.83333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:43.357+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1992,4,28,"1992-04-28",119,119,"2024-07-18T23:54:43.357+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3925723@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Palee P","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Palee, P 18","L.3925723@BRAHMS","Partly open disturbed area in primary evergreen hardwood forest; granite bedrock.","Naturalis Biodiversity Center","ICN","Thailand, Province: Chiang Mai, District: Muang, Doi Sutep-Pui National Park, east side, southern boundary of Puping Palace.","Botany","2515164353","https://data.biodiversitydata.nl/naturalis/specimen/L.3925723","L.3925723","1250.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3925723/format/large"
"2517123759","Decaspermum fruticosum J.R.Forst. & G.Forst.",16.83333,122.43333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:43.149+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1992,4,8,"1992-04-08",99,99,"2024-07-18T23:54:43.149+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3927336@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Ridsdale CE; et al.","WGS84","Magnoliopsida","PH","none","none","ASIA","Philippines","EUROPE","Naturalis Biodiversity Center","Ridsdale, CE; et al. ISU 417","L.3927336@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","The Philippines Palanan Area, N.E. Luzon, Digallorin, Divinisa camp site.","Botany","2517123759","https://data.biodiversitydata.nl/naturalis/specimen/L.3927336","L.3927336",NA,"Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3927336/format/large"
"2235862763","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.73,-151.02,"cdc,conti,gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:06.400+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1992,10,29,"1992-10-29",303,303,"2024-08-02T12:39:06.400+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/3482a0e6e-6f62-4fa3-b57a-78ab6da11736","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"-. Florence & -. Tahuaitu","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","NORTH_AMERICA",NA,"11548","http://n2t.net/ark:/65665/3482a0e6e-6f62-4fa3-b57a-78ab6da11736",NA,"urn:lsid:biocol.org:col:15463",NA,"Polynésie Française. Société. Huahine. Fare - Vallée Haamene. Flanc droit.","US","2235862763","http://n2t.net/ark:/65665/3482a0e6e-6f62-4fa3-b57a-78ab6da11736","US 3319486",NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,"2022-11-03T08:48:00.000+00:00","US",1,130,NA,"Pacific Islands, French Polynesia","NMNH Extant Biology","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3ef4128c8-d718-48a8-b643-0d6d1f7a2aac"
"2517077596","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.73333,-151.01667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:12.846+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1992,10,29,"1992-10-29",303,303,"2024-07-18T23:56:12.846+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3919445@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",TRUE,"Florence J; Tahuaitu","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","EUROPE","Naturalis Biodiversity Center","Florence, J; Tahuaitu 11548","L.3919445@BRAHMS",NA,"Naturalis Biodiversity Center","ICN","Polynesie Francaise. Societe Huahine. Fare - Vallee Haamene. Flanc droit.","Botany","2517077596","https://data.biodiversitydata.nl/naturalis/specimen/L.3919445","L.3919445",NA,"Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3919445/format/large"
"4520743763","Decaspermum fruticosum J.R.Forst. & G.Forst.",-16.73,-151.02,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140",NA,"8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.106+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","OCEANIA",1992,10,29,"1992-10-29",303,303,"2024-07-30T01:23:27.106+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"tepapa:collection/object/1928502","none","none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",TRUE,"Florence|Tahuaitu","WGS84","Magnoliopsida","PF","none","none","OCEANIA","French Polynesia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","F 11548","tepapa:collection/object/1928502","Lande a Dicranopteris-Metrosideros. Rare en station ouverte, sur forte pente.","https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","ICBN","Huahine: Fare, Valee Haamen. Flanc droit.","WELT","4520743763","tepapa:collection/object/1928502","SP110332",NA,"Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Decaspermum | fruticosum","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,"2021-04-16T04:13:30.000+00:00","NMNZ",NA,130,NA,NA,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550","Florence",NA,NA,NA,NA,NA,"https://collections.tepapa.govt.nz/object/1928502","29 Oct 1992","en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-01-01T00:00:00","tepapa:collection/dataset/plants","tepapa:collection/fieldcollection/319628","Decaspermum fruticosum J.R.Forst. & G.Forst.","NMNZ","https://data.tepapa.govt.nz/docs/","tepapa:collection/identification/1928502/73701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632297/preview"
"2515111064","Decaspermum fruticosum J.R.Forst. & G.Forst.",19.26667,99.51667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:13.296+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3180140,6,7707728,220,690,5014,3031146,3180140,3180140,"Decaspermum fruticosum J.R.Forst. & G.Forst.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Decaspermum","Decaspermum fruticosum","Decaspermum","fruticosum","SPECIES","ACCEPTED","NE","ASIA",1991,2,14,"1991-02-14",45,45,"2024-07-18T23:56:13.296+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3919103@BRAHMS","none","none","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",FALSE,"Maxwell JF","WGS84","Magnoliopsida","TH","none","none","ASIA","Thailand","EUROPE","Naturalis Biodiversity Center","Maxwell, JF 91- 177","L.3919103@BRAHMS","Shaded understorey of the disturbed primary evergreen forest; granite bedrock.","Naturalis Biodiversity Center","ICN","Thailand, Province: Chiang Rai, District: Mae Chan, near Ban Saen Jai (Akha village), Bah Sahng Subdistrict.","Botany","2515111064","https://data.biodiversitydata.nl/naturalis/specimen/L.3919103","L.3919103","650.0 m","Plantae|Myrtales|Myrtaceae","Decaspermum fruticosum J.R.Forst. & G.Forst.",NA,NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3919103/format/large"
