"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","dynamicProperties","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","occurrenceRemarks","name","individualCount","dateIdentified","identifiedBy","nomenclaturalStatus","nomenclaturalCode","county","fieldNumber","type","taxonID","ownerInstitutionCode","bibliographicCitation","collectionID","references","habitat","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","higherClassification","gadm","verbatimEventDate","higherGeography","fieldNotes","lifeStage","georeferenceProtocol","organismID","locationID","identificationQualifier","accessRights","georeferenceSources","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","reproductiveCondition","elevationAccuracy","associatedTaxa","distanceFromCentroidInMeters","typeStatus","typifiedName","http...unknown.org.license","http...unknown.org.rightsHolder","http...unknown.org.CatalogNumberNumeric","preparations","verbatimLocality","language","locationRemarks","media_url","license"
"2270678246","Myrcianthes osteomeloides (Rusby) McVaugh",-16.9167,-67.1,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.620+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","La Paz",1989,1,14,"1989-01-14",14,14,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.620+00:00",FALSE,"766085","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"191946","M. Lewis","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"35111","766085",NA,NA,NA,"Following the slopes E of Comunidad Micayani to the Rio Khokhoni more or les to the junction with a fork flowing down from Comunidad Yamora, and following the Rio Khokhoni upstream 1km from this point, ca. 4km SE from Inquisivi.","Plants","2270678246","ac2d8092-b286-49c5-8f7b-b50b8f4dc369","ASU0056271","ASU","In 5 anthers seen, each had 0-1gland.; Small tree ca. 3m high, abundant in woodland slopes. Berries red.","Myrcianthes osteomeloides (Rusby) McVaugh",NA,NA,"F. Grifo, 1990.",NA,NA,"Inquisivi",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766085","Semi-arid shrublands and cultivates areas.","ac2d8092-b286-49c5-8f7b-b50b8f4dc369","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056271_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1228440696","Myrcianthes osteomeloides (Rusby) McVaugh",-17.5,-61.5,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:53.587+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Santa Cruz",1989,2,8,"1989-02-08",39,39,"2018-04-24T19:16:00.000+00:00","2024-01-25T10:59:53.587+00:00",FALSE,"9262423c-abd8-4c9d-ad35-1e273692c8d7","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,FALSE,"seeds-22-sep-2023",NA,"I. G. Vargas C.","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA","The Field Museum of Natural History","105","9262423c-abd8-4c9d-ad35-1e273692c8d7","F",NA,NA,"Santa Cruz","Botany","1228440696","9262423c-abd8-4c9d-ad35-1e273692c8d7","V0349119F","F",NA,"Myrcianthes osteomeloides (Rusby) McVaugh",NA,"1990-01-01T00:00:00","RRC ID Flag",NA,"ICBN",NA,"105",NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,"South America, Bolivia, Santa Cruz. [LL]",NA,NA,"TGN - Centroid","303335","265b2ee7-68d8-433a-a892-4d1c4c840ee4",NA,"http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1213/559/V0349119F.jpg","http://creativecommons.org/licenses/by/4.0/"
"1228585658","Myrcianthes osteomeloides (Rusby) McVaugh",-17.5,-61.5,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:52.288+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Santa Cruz",1989,4,30,"1989-04-30",120,120,"2023-08-31T17:33:00.000+00:00","2024-01-25T10:59:52.288+00:00",FALSE,"8fb779d3-7808-45b0-8251-156c1a0c1348","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,FALSE,"seeds-22-sep-2023",NA,"I. G. Vargas C.","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA","The Field Museum of Natural History","163","8fb779d3-7808-45b0-8251-156c1a0c1348","F",NA,NA,"Santa Cruz","Botany","1228585658","8fb779d3-7808-45b0-8251-156c1a0c1348","V0349120F","F",NA,"Myrcianthes osteomeloides (Rusby) McVaugh",NA,"1990-01-01T00:00:00","M. L. Kawasaki : Field Museum of Natural History - Botany Department",NA,"ICBN",NA,"163",NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,"South America, Bolivia, Santa Cruz. [LL]",NA,"Flowering","TGN - Centroid","303336","265b2ee7-68d8-433a-a892-4d1c4c840ee4",NA,"http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1213/560/V0349120F.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270678667","Myrcianthes osteomeloides (Rusby) McVaugh",-18.2167,-64.2,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.447+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Santa Cruz",1989,12,24,"1989-12-24",358,358,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.447+00:00",FALSE,"766082","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"177029","M. Nee; I. Vargas","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"38310","766082",NA,NA,NA,"1km S of highest point on Mataral to Trigal road, 10km S of Mataral and 10km NNW of El Trigal.","Plants","2270678667","9ca37762-daa5-4d94-9b36-e51444deb81a","ASU0056273","ASU","'Arrayan' Shurb 4.5m tall; bark smooth, rusty tan, coming off in papery plates. Fruit green.","Myrcianthes osteomeloides (Rusby) McVaugh",NA,NA,"M.L. Kawasaki, 1990.",NA,NA,"Vallegrande",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766082","Subtropical deciduous dry forest on slopes.","9ca37762-daa5-4d94-9b36-e51444deb81a","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056273_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270677601","Myrcianthes osteomeloides (Rusby) McVaugh",-16.8,-67.1833,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.507+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",2150,"SOUTH_AMERICA","La Paz",1988,3,12,"1988-03-12",72,72,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.507+00:00",FALSE,"766083","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"191950","J.C. Solomon; M. Nee","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"18141","766083",NA,NA,NA,"10km al N de Inquisivi por el camino a Suri. Larededores del puente sobre el RioKato.","Plants","2270677601","a69a01e5-03cc-43c6-b1dd-0cb1d99805b7","ASU0056272","ASU","Arbusto, 2m. Petalos amarillentos.","Myrcianthes osteomeloides (Rusby) McVaugh",NA,NA,"F. Grifo, 1990.",NA,NA,"Inquisivi",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766083","Bosque seco.","a69a01e5-03cc-43c6-b1dd-0cb1d99805b7","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"flowers",50,"ecologicallyOccursWith: Prosopis|ecologicallyOccursWith: Acaci|ecologicallyOccursWith: Schinopsis|ecologicallyOccursWith: Pereskia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056272_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270677884","Myrcianthes osteomeloides (Rusby) McVaugh",-16.9,-67.1333,"cdc,gass84,txmatfuz,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.439+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","La Paz",1988,12,16,"1988-12-16",351,351,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.439+00:00",FALSE,"766084","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,NA,"191953","M. Lewis","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"882083","766084",NA,NA,NA,"Hike from the Rio Khatu Bridge, 3km N of Inquisivi uo the old mule trail to the upper edge of semi-arid forest, ca 1km N from Inquisvi.","Plants","2270677884","9a32977f-4d67-4a72-a2db-75cc3d9aed84","ASU0056270","ASU","Small tree on lip of river cut bamk. Flowers non-descript, green, berries red.","Myrcianthes osteomeloides (Rusby) McVaugh",NA,NA,"B.K. Holst, 1992.",NA,NA,"Inquisivi",NA,NA,NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=766084","Dense forest with abundant leguminous trees. Sesonally humid to semi-deciduous arid with some areas chaparral-like.","9a32977f-4d67-4a72-a2db-75cc3d9aed84","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"flowers and fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0056/ASU0056270_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2235964643","Myrcianthes osteomeloides (Rusby) McVaugh",-15.78,-68.67,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:19.188+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","La Páz",1901,9,1,"1901-09-01",244,244,"2019-01-10T00:25:00.000+00:00","2024-08-02T12:41:19.188+00:00",FALSE,"http://n2t.net/ark:/65665/380a5fa9f-55c6-46a7-95fd-60866a6d7583","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",TRUE,"NMNH Extant Biology",NA,"R. S. Williams","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"2423","http://n2t.net/ark:/65665/380a5fa9f-55c6-46a7-95fd-60866a6d7583","urn:lsid:biocol.org:col:15463",NA,NA,"Sorata","US","2235964643","http://n2t.net/ark:/65665/380a5fa9f-55c6-46a7-95fd-60866a6d7583","US 1157243","US",NA,"Myrcianthes osteomeloides (Rusby) McVaugh",1,NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,"Sep. 1, '01","South America - Neotropics, Bolivia, La Páz, Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3c51a0035-bd44-4494-aad7-f4fe829b6488","http://creativecommons.org/licenses/by/4.0/"
"1057443451","Myrcianthes osteomeloides (Rusby) McVaugh",-16.714611,-64.670931,"gass84,mdativ,muldativ,colmafu,inmafu","7e380070-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","60277b56-f762-11e1-a439-00145eb45e9a","19456090-b49a-11d8-abeb-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T06:57:04.427+00:00","2024-07-30T10:11:51.152+00:00",392,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA",NA,1892,11,NA,"1892-11",NA,NA,NA,"2024-07-30T10:11:51.152+00:00",FALSE,"471622","none","none","1d808a7c-1f9e-4379-9616-edb749ecf10e","8bb3763f-955c-4791-8777-44de1996b378",TRUE,NA,"NHMUK:ecatalogue:471622","Miguel Bang","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","EUROPE",NA,"1623","471622",NA,"{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": null, ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": ""Sheet"", ""collectionName"": null, ""commodity"": null, ""created"": 1234458212000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": [""Yes"", ""No""], ""determinationNames"": [""Myrcianthes osteomeloides (Rusby) McVaugh"", ""Eugenia osteomeloides (Rusby) McVaugh""], ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": ""1057443451"", ""gbifIssue"": [""GEODETIC_DATUM_ASSUMED_WGS84""], ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": ""GPI Georeferencing"", ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Gen Herb"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}",NA,NA,"BOT","1057443451","9ecebd8c-9029-43e6-9a6c-ce309a880348","BM000953825","NHMUK",NA,"Myrcianthes osteomeloides (Rusby) McVaugh",NA,NA,"Francesca. T. Grifo",NA,NA,NA,"1623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae",NA,NA,"South America; Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,1378,NA,NA,NA,NA,NA,43.673529062008,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,"https://data.nhm.ac.uk/media/5d3bac96-7031-46e3-a52a-4bbcdc245cd3","http://creativecommons.org/licenses/by/4.0/"
"2981283599","Myrcianthes osteomeloides (Rusby) McVaugh",-15.773169,-68.648155,"cdc,cdround,refuriiv,colmano,inmafu","7b9a08ea-f762-11e1-a439-00145eb45e9a","0674aea0-a7e1-11d8-9534-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655,3aee7756-565e-4dc5-b22c-f997fbd7105c","6038e54e-f762-11e1-a439-00145eb45e9a","0674aea0-a7e1-11d8-9534-b8a03c50a862","DE","BIOCASE","2024-06-07T15:56:51.271+00:00","2024-06-07T15:58:11.811+00:00",343,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA",NA,1892,11,NA,"1892-11",NA,NA,NA,"2024-06-07T15:58:11.811+00:00",FALSE,"http://id.snsb.info/snsb/collection/437727/537070/220489","none","none","ae9df492-2b53-4dc3-8925-7360be85c19c",NA,TRUE,NA,NA,"Bang, M. (no. 1623)","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","EUROPE",NA,NA,"http://id.snsb.info/snsb/collection/437727/537070/220489","http://grbio.org/institution/botanische-staatssammlung-münchen",NA,NA,"Vic. Sorata","BSMvplantscoll","2981283599","http://id.snsb.info/snsb/collection/437727/537070/220489","M-0171261 / 537070 / 220489","M-VascularPlants",NA,"Myrcianthes osteomeloides (Rusby) McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE","Myrtus osteomeloides Rusby",NA,NA,NA,NA,NA,NA,NA,"http://pictures.snsb.info/BSMvplantscoll/web/M-0171/M-0171261_20111108_160300.jpg","http://creativecommons.org/licenses/by/4.0/"
"1228615609","Myrcianthes osteomeloides (Rusby) McVaugh",-17.3833,-66.15,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:16.538+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3188197,6,7707728,220,690,5014,3188150,10172337,10172337,"Myrcianthes osteomeloides (Rusby) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes osteomeloides","Myrcianthes","osteomeloides","SPECIES","SYNONYM","LC",NA,"SOUTH_AMERICA","Cochabamba",NA,NA,NA,NA,NA,NA,"2023-08-31T17:24:00.000+00:00","2024-01-25T11:00:16.538+00:00",FALSE,"b1441957-e492-439e-a39a-39350c60562b","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,FALSE,"seeds-22-sep-2023",NA,"M. Cárdenas","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA","The Field Museum of Natural History","3992","b1441957-e492-439e-a39a-39350c60562b","F",NA,NA,"Cochabamba","Botany","1228615609","b1441957-e492-439e-a39a-39350c60562b","V0349118F","F",NA,"Myrcianthes osteomeloides (Rusby) McVaugh",NA,"1990-01-01T00:00:00","F. T. Grifo",NA,"ICBN",NA,"3992",NA,NA,"F",NA,"Botany",NA,NA,NA,NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae",NA,NA,"South America, Bolivia, Cochabamba. [LL]",NA,NA,"TGN - Centroid","397300","65f45620-6d57-433d-9da0-9194e93fb803",NA,"http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1213/558/V0349118F.jpg","http://creativecommons.org/licenses/by/4.0/"
