"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","coordinateUncertaintyInMeters","elevation","continent","stateProvince","georeferencedBy","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","georeferenceVerificationStatus","http...unknown.org.recordID","locality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","georeferenceSources","name","gadm","datasetName","preparations","rightsHolder","institutionID","nomenclaturalCode","verbatimEventDate","language","type","occurrenceRemarks","locationRemarks","higherGeography","typeStatus","islandGroup","organismID","ownerInstitutionCode","accessRights","networkKeys","fieldNumber","typifiedName","media_url"
"2270556781","Mitranthes ottonis O.Berg",22.4076,-83.8473,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.129+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185463,6,7707728,220,690,5014,3173889,10882302,10882302,"Myrcia ottonis (O.Berg) Flickinger","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia ottonis","Mitranthes","ottonis","SPECIES","SYNONYM","NE",50000,120,"NORTH_AMERICA","Pinar del Rio","jssharpe",1996,2,5,"1996-02-05",36,36,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.129+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3099037","http://creativecommons.org/licenses/by-sa/3.0/",FALSE,"3099037","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"225897","A. Urquiola; R. Oviedo, C. Panfet, L. E. Tacoronte, C. A. Morales","R. Oviedo","WGS84","Magnoliopsida","CU","none","none","LATIN_AMERICA","Cuba","NORTH_AMERICA","7940","3099037","reviewed - high confidence","b7773026-7527-4729-ae76-6869401047db","Rio Sagua, Mil Cumbres; aguas arriba del puente, Bahia Honda.","Plants","2270556781","b7773026-7527-4729-ae76-6869401047db","187137","ASU0033108","ASU","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Mitranthes","a2e32c87-d320-4a01-bafd-a9182ae2e191","georef batch tool 2012-07-09","Mitranthes ottonis O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0033/ASU0033108_lg.jpg"
