"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","gadm","verbatimLocality","identificationRemarks","institutionKey","collectionKey","preparations","recordNumber","institutionID","nomenclaturalCode","locality","language","type","verbatimElevation","collectionID","habitat","typeStatus","georeferencedDate","occurrenceRemarks","georeferenceSources","media_url"
"1930009426","Eugenia haematocarpa Alain",18.41886,-66.97472,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:26.052+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416301,6,7707728,220,690,5014,3177662,5416301,5416301,"Eugenia haematocarpa Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia haematocarpa","Eugenia","haematocarpa","SPECIES","ACCEPTED","EN","2020-07-25T00:00:00",NA,"NORTH_AMERICA","Isabela",2005,1,22,"2005-01-22",22,22,NA,"2024-07-21T05:14:26.052+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1681156","http://creativecommons.org/licenses/by/4.0/",FALSE,"9ebf015a-8575-4c3d-9240-12d1b8d14d08","none","none",FALSE,"Vascular plants","J. C. Trejo-Torres","J. A. Flickinger","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","9ebf015a-8575-4c3d-9240-12d1b8d14d08",NA,NA,"22 Jan 2005","NY","1930009426","9ebf015a-8575-4c3d-9240-12d1b8d14d08",NA,"01436139","NY",NA,NA,NA,"Eugenia haematocarpa Alain",NA,NA,"Systematic Study of of the Lathberry Clade","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72","sheet","2830","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","Bo. Planas. Guajataca State Forest. North of trail  2, between trails 1 and 17 [Lat/Long coordinates corrected]","en","PhysicalObject","719 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/412/v-247-01436139.jpg"
"1930285097","Eugenia haematocarpa Alain",18.234705,-65.76056,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:05.616+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416301,6,7707728,220,690,5014,3177662,5416301,5416301,"Eugenia haematocarpa Alain","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia haematocarpa","Eugenia","haematocarpa","SPECIES","ACCEPTED","EN",NA,NA,"NORTH_AMERICA",NA,1939,5,9,"1939-05-09",129,129,NA,"2024-07-21T05:16:05.616+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=307024","http://creativecommons.org/licenses/by/4.0/",FALSE,"b20fe71c-bf30-4180-81b5-2ac78d808f3a","none","none",FALSE,"Vascular plants","L. R. Holdridge",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","b20fe71c-bf30-4180-81b5-2ac78d808f3a",NA,NA,"09 May 1939","NY","1930285097","b20fe71c-bf30-4180-81b5-2ac78d808f3a",NA,"00084537","NY",NA,NA,NA,"Eugenia haematocarpa Alain",NA,NA,"Basionym","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72","sheet","37","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","Barrio Maizales on the Del Valle Tract on the southern side of the Luquillo Mountains","en","PhysicalObject","1000 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"ISOLECTOTYPE","2010-09-03","Alain just says the type is at NY, and NY does have two sheets of Holdridge 37, making them syntypes. However, NY 00084538 is annotated ""typus"" [holotype] while NY 00084537 is annotated ""isotypus"".","Google Earth","http://sweetgum.nybg.org/images3/672/040/00084537-01.jpg"
