"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","bibliographicCitation","name","identifiedBy","dateIdentified","modified","datasetName","otherCatalogNumbers","institutionID","gadm","georeferenceProtocol","eventRemarks","higherClassification","georeferencedBy","georeferencedDate","georeferenceVerificationStatus","georeferenceRemarks","references","preparations","nomenclaturalCode","county","language","type","verbatimElevation","collectionID","higherGeography","habitat","coordinateUncertaintyInMeters","georeferenceSources","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","reproductiveCondition","dynamicProperties","fieldNumber","verbatimLocality","recordedByIDs.type","recordedByIDs.value","locationRemarks","identificationRemarks","typeStatus","typifiedName","media_url","license"
"4900498495","Eugenia pistaciifolia DC.",-13.006667,-41.374444,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:32.931+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",485,485,"SOUTH_AMERICA","Bahia",1997,2,13,"1997-02-13",44,44,"2024-07-01T12:17:32.931+00:00",FALSE,"6268433","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Passos Júnior, LA;Guedes, ML,Harley, RM,Saar, E,Atkins, S,Stannard, B","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD5546","6268433","13/02/1997","Mucugê","Chapada Diamantina, Caminho para Abaíra","ALCB","4900498495","6268433","ALCB00058120","ALCB","1,0 m. Folhas semi-crassas, levemente discolores. Frutos imaturos verdes, maduros vermelhos. Frequente.","1,0 m. Folhas semi-crassas, levemente discolores. Frutos imaturos verdes, maduros vermelhos. Frequente.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268433","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/20/alcb00058120_1.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900498519","Eugenia pistaciifolia DC.",-13.006667,-41.374444,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:32.935+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",485,485,"SOUTH_AMERICA","Bahia",1997,2,13,"1997-02-13",44,44,"2024-07-01T12:17:32.935+00:00",FALSE,"6268435","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Atkins, S;Guedes, ML,Harley, RM,Saar, E,Passos Júnior, LA,Stannard, B","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD5586","6268435","13/02/1997","Mucugê","Chapada Diamantina, Caminho para Abaíra","ALCB","4900498519","6268435","ALCB00058122","ALCB","0,50 m. Folhas coriáceas, discolores. Fruto devez amarelo, maduros vermelhos. Ocasional.","0,50 m. Folhas coriáceas, discolores. Fruto devez amarelo, maduros vermelhos. Ocasional.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268435","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/22/alcb00058122.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900498479","Eugenia pistaciifolia DC.",-13.006667,-41.374444,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:32.912+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",485,485,"SOUTH_AMERICA","Bahia",1997,2,13,"1997-02-13",44,44,"2024-07-01T12:17:32.912+00:00",FALSE,"6268441","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Atkins, S;Guedes, ML,Harley, RM,Saar, E,Passos Júnior, LA,Stannard, B","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD5574","6268441","13/02/1997","Mucugê","Chapada Diamantina, Caminho para Abaíra","ALCB","4900498479","6268441","ALCB00058130","ALCB","1,50 m. Folhas semi-crassas, levemente discolores. Frutos imaturos verdes. Frequente.","1,50 m. Folhas semi-crassas, levemente discolores. Frutos imaturos verdes. Frequente.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268441","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/81/30/alcb00058130.dzi","http://creativecommons.org/licenses/by/4.0/"
"4519377836","Eugenia pistaciifolia DC.",-13.006667,-41.374444,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:31.601+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",970,NA,"SOUTH_AMERICA",NA,1997,2,13,"1997-02-13T00:00",44,44,"2024-08-02T01:14:31.601+00:00",FALSE,"K000277335","none","none",NA,NA,TRUE,"Passos, L.; Harley, R., Atkins, S., Saar, E., Guedes, M.L., Stannard, B.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"PCD 5546","K000277335",NA,"Mucugê","Caminho para Abaira","Herbarium","4519377836","http://specimens.kew.org/herbarium/K000277335","K000277335",NA,NA,NA,NA,"Eugenia pistaciifolia DC.","Faria, J.E.Q.","2013-07-01T00:00:00",NA,NA,NA,NA,NA,"Label","Arbusto de ca. 1m.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mucugê","Campo gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/91cf22855c9402509bd8dd31bb29ab63.jpg","http://creativecommons.org/licenses/by/4.0/"
"1931367954","Eugenia pistaciifolia DC.",-15.4009198,-42.8665386,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:30.837+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",1000,0,"SOUTH_AMERICA","Minas Gerais",1997,9,25,"1997-09-25",268,268,"2024-07-21T05:16:30.837+00:00",FALSE,"fed5a1f3-ec44-4ad0-afc4-843ebf6989c0","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"M. L. Kawasaki","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","1012","fed5a1f3-ec44-4ad0-afc4-843ebf6989c0","25 Sep 1997",NA,"Estrada para Montezuma, afloramentos rochosos ao lado da estrada nos altos da Cadeia do Espinhaço","NY","1931367954","fed5a1f3-ec44-4ad0-afc4-843ebf6989c0","00981184","NY",NA,NA,NA,"Eugenia pistaciifolia DC.",NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"Other source",NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097390","sheet","ICN","Mato Verde Mun.","en","PhysicalObject","3281 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,24219,"CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/151/094/v-247-00981184.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900579835","Eugenia pistaciifolia DC.",-11.336111,-42.141389,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.141+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",300,300,"SOUTH_AMERICA","Bahia",1996,3,17,"1996-03-17",77,77,"2024-07-01T12:17:56.141+00:00",FALSE,"6268342","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Atkins, S;Giulietti, AM,Conceição, AA,Woodgyer, EM,Stannard, B","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD2487","6268342","17/03/1996","Uibaí","Irecê, Serra Azul","ALCB","4900579835","6268342","ALCB00058034","ALCB","1,80 m. Frutos imaturos verdes, maduros amarelos e laranjas.; Caatinga com muita jurema e outras plantas espinhosas. Solo pedregoso com blocos de até 60cm de comprimento.","1,80 m. Frutos imaturos verdes, maduros amarelos e laranjas.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268342","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/34/alcb00058034.dzi","http://creativecommons.org/licenses/by/4.0/"
"4900579842","Eugenia pistaciifolia DC.",-11.105833,-42.722778,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.139+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",291,291,"SOUTH_AMERICA","Bahia",1996,3,18,"1996-03-18",78,78,"2024-07-01T12:17:56.139+00:00",FALSE,"6268347","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Conceição, AA;Atkins, S,Woodgyer, EM,Stannard, B","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD2521","6268347","18/03/1996","Xique-Xique","Arredores da cidade Santo Inácio","ALCB","4900579842","6268347","ALCB00058038","ALCB","3,0 m. Frutos imaturos amarelos, maduros vermelhos. Ocasional.; Solo arenoso.","3,0 m. Frutos imaturos amarelos, maduros vermelhos. Ocasional.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268347","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/38/alcb00058038.dzi","http://creativecommons.org/licenses/by/4.0/"
"4519381810","Eugenia pistaciifolia DC.",-11.336111,-42.141389,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:31.600+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",600,NA,"SOUTH_AMERICA",NA,1996,3,17,"1996-03-17T00:00",77,77,"2024-08-02T01:14:31.600+00:00",FALSE,"K000277313","none","none",NA,NA,TRUE,"Atkinson, R.; Stannard, B., Woodgyer, E., Conceiçao, A.A., Giulietti, A.M.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"PCD 2487","K000277313",NA,"Uibaí","Serra Azul.","Herbarium","4519381810","http://specimens.kew.org/herbarium/K000277313","K000277313",NA,NA,NA,NA,"Eugenia pistaciifolia DC.","Sobral, M.","2003-01-01T00:00:00",NA,NA,NA,NA,NA,"Label","Arbusto com ca. de 1.8 m de altura","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uibaí","Caatinga com muita jurema e outras plantas espinhosas. Solo pedregoso com blocos de ate 60 cm de comprimento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/e2472b1e449feacd297e87af5c1b7a86.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519382835","Eugenia pistaciifolia DC.",-11.105833,-42.722778,"cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:31.578+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",582,NA,"SOUTH_AMERICA",NA,1996,3,17,"1996-03-17T00:00",77,77,"2024-08-02T01:14:31.578+00:00",FALSE,"K000277315","none","none",NA,NA,FALSE,"Conceiçao, A.A.; Atkinson, R., Woodgyer, Stannard, B.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"PCD 2521","K000277315",NA,"Xique-Xique","Arredores da cidade Santo Inácio.","Herbarium","4519382835","http://specimens.kew.org/herbarium/K000277315","K000277315",NA,NA,NA,NA,"Eugenia pistaciifolia DC.","Sobral, M.","2003-01-01T00:00:00",NA,NA,NA,NA,NA,"Label","Arvore de ate 3 m de altura","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xique-Xique","Cerrado. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/1f326cf1fbd973ad048542362a540093.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270675268","Eugenia pistaciifolia DC.",-15.15,-42.8833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf",NA,"ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.063+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Minas Gerais",1996,4,18,"1996-04-18",109,109,"2024-08-01T20:02:06.063+00:00",FALSE,"763603","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"G. Hatschbach; A. Schinini, J. M. Silva","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"64975","763603",NA,NA,"Serra do Espinhaco, subida via Montividiu.","Plants","2270675268","a1c1aede-3820-42a5-adc1-769bf818ee8e","ASU0034623","ASU",NA,"Coor from www.fallingrain.com/world; Arbusto, 1.50m.",NA,"Eugenia pistaciifolia DC.","M. Sobral, 1996.",NA,"2023-07-16T07:02:03.000+00:00",NA,"213914",NA,NA,NA,NA,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia",NA,NA,NA,NA,"https://swbiodiversity.org/seinet/collections/individual/index.php?occid=763603",NA,NA,"Monte Azul",NA,NA,NA,"a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Caatinga.",NA,NA,"a1c1aede-3820-42a5-adc1-769bf818ee8e","167961","http://creativecommons.org/licenses/by-nc/3.0/","marisin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0034/ASU0034623_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2248068602","Eugenia pistaciifolia DC.",-13.06,-41.48194,"cdc,gass84,gdativ,colmafu,inmafu","98d7a49c-5776-41eb-a928-b6f5174eadd1","838537fc-4aeb-4980-8b58-97fbdcd1d91a",NA,"da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T11:59:27.239+00:00","2024-08-01T11:59:41.236+00:00",318,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Bahia",1996,4,24,"1996-04-24",115,115,"2024-08-01T11:59:41.236+00:00",FALSE,"urn:catalog:JBRJ:RB:316644","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"M.Clara Ferreira","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1089","urn:catalog:JBRJ:RB:316644",NA,"Mucugê","BA para Cascavel.","RB","2248068602","urn:catalog:JBRJ:RB:316644","RB00316644","JBRJ","savana gramíneo-lenhosa","subarbusto, de folhas coriáceas, glabras, discolores, opostas, frutos jovens verde amarelados e maduros vermelhos",NA,"Eugenia pistaciifolia DC.","J.E.Q.Faria Júnior","2011-03-01T00:00:00","2014-07-22T15:55:41.000+00:00","Caatinga Biome - RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 356694",NA,NA,"Magdalena et al. (2018) https://doi.org/10.1016/j.apgeog.2018.05.002",NA,NA,"Ulises Rodrigo Magdalena","2016","Coordenada aferida","Coordenada aferida a partir da informação da ficha de coleta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://rb.jbrj.gov.br/v2/templaterb2.php?colbot=RB&codtestemunho=316644&arquivo=00316644.jpg","http://creativecommons.org/licenses/by/4.0/"
"4900579829","Eugenia pistaciifolia DC.",-13.25,-41.716667,"cdc,cdround,elmms,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:56.138+00:00",203,"PRESERVED_SPECIMEN","PRESENT",5417324,6,7707728,220,690,5014,3177662,5417324,5417324,"Eugenia pistaciifolia DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pistaciifolia","Eugenia","pistaciifolia","SPECIES","ACCEPTED","LC",388,388,"SOUTH_AMERICA","Bahia",1996,10,31,"1996-10-31",305,305,"2024-07-01T12:17:56.138+00:00",FALSE,"6268345","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Queiroz, LP de;M.M. da Silva","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","PCD3839","6268345","31/10/1996","Abaíra","Chapada Diamantina","ALCB","4900579829","6268345","ALCB00058036","ALCB","3,0 m. Folhas coriáceas. Botões com pedicelo verde, pétalas rosas. Ocasional.","3,0 m. Folhas coriáceas. Botões com pedicelo verde, pétalas rosas. Ocasional.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6268345","Eugenia pistaciifolia DC.","Faria Júnior, JEQ de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/80/36/alcb00058036.dzi","http://creativecommons.org/licenses/by/4.0/"
