"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","networkKeys","elevation","institutionKey","collectionKey","preparations","institutionID","fieldNotes","county","fieldNumber","higherGeography","recordNumber","municipality","locality","higherClassification","identificationRemarks","individualCount","collectionID","projectId","elevationAccuracy","gadm","georeferenceProtocol","nomenclaturalStatus","nomenclaturalCode","type","ownerInstitutionCode","bibliographicCitation","datasetID","otherCatalogNumbers","eventID","habitat","language","verbatimIdentification","accessRights","establishmentMeans","http...unknown.org.taxonRankID","disposition","taxonConceptID","http...unknown.org.species","occurrenceRemarks","verbatimElevation","verbatimTaxonRank","reproductiveCondition","eventRemarks","recordedByIDs.type","recordedByIDs.value","georeferenceSources","dynamicProperties","locationRemarks","identifiedByIDs.type","identifiedByIDs.value","materialSampleID","typeStatus","typifiedName","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","coordinatePrecision","georeferencedBy","http...unknown.org.typifiedName","georeferencedDate","verbatimSRS","verbatimCoordinateSystem","previousIdentifications","locationID","footprintSRS","media_url","license"
"3923911311","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-21.47223,165.59167,"cdc,gass84","cb9beff3-a185-486f-975a-732251444158","2853c0e7-c758-4c9c-83a2-7c2d18967fb9","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T12:53:56.310+00:00","2024-07-31T13:15:07.919+00:00",534,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA","Province Sud",2022,1,13,"2022-01-13",13,13,"2023-03-28T15:23:50.000+00:00","2024-07-31T13:15:07.919+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1379598","none","none",TRUE,NA,"Donnat, M.|Bruy, D.|Jan, C.|Metzdorf, M.S.","Donnat","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1379598",NA,NA,"Bord de sentier à Mé Cibwêrê, Haute Téné","MPU","3923911311","http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1379598",NA,"MPU1379598","UM",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","17abcf75-2f1e-46dd-bf75-a5b21dd02655",781,"17ff2e84-80c7-4904-81c7-26183b3ce46e","1fddc155-2d5b-4b1d-92cb-1268e22cc2bb","hb","http://grscicoll.org/institution/université-montpellier-2","Arbrisseau de 50 cm environ entièrement recouvert de boutons floraux et de fleurs blanches. Feuille très caractéristique de ce taxon par les nombreux points noirs sur la face inférieure. Arbrisseau poussant sur un tas de pierre avec des herbaceae autour. Très présent dans le maquis et sur la partie haute du parcours, à formes diverses allant d'arbuste de 1,50 mètre à l'arbrisseau de 50 cm sur les crêtes","Bourail","NC 110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/1680009831091nhE7WjJDbfIrwMT1","http://creativecommons.org/publicdomain/zero/1.0/"
"4519454125","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-21.472233,165.591667,"cdc,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:55.502+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA",NA,2022,1,13,"2022-01-13T00:00",13,13,"2024-05-07T12:04:26.997+00:00","2024-08-02T01:14:55.502+00:00",NA,FALSE,"K001611692","none","none",TRUE,NA,"Donnat, M.; Bruy, D.; Jan, C.; Metzdrof, M.S.",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"K001611692",NA,NA,NA,"Herbarium","4519454125","http://specimens.kew.org/herbarium/K001611692",NA,"K001611692","K",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","17abcf75-2f1e-46dd-bf75-a5b21dd02655",781,"fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,NA,NA,NA,NA,"Bourail","NC-110","Bourail","Bord de sentier à Mé Cibwêrê, Haute Téné","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/831fa130e27d4427e79f54e475dadf34.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"3923915309","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-22.19889,166.62528,"cdc,gass84","cb9beff3-a185-486f-975a-732251444158","2853c0e7-c758-4c9c-83a2-7c2d18967fb9","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T12:53:56.310+00:00","2024-07-31T13:15:07.594+00:00",534,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA","Province Sud",2021,1,7,"2021-01-07",7,7,"2023-03-28T15:23:47.000+00:00","2024-07-31T13:15:07.594+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1379584","none","none",TRUE,NA,"Donnat, M.|Jourdan, H.|Deuss, M.","Donnat","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1379584",NA,NA,"Forêt Demazures","MPU","3923915309","http://coldb.mnhn.fr/catalognumber/um/mpu/mpu1379584",NA,"MPU1379584","UM",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","17abcf75-2f1e-46dd-bf75-a5b21dd02655",355,"17ff2e84-80c7-4904-81c7-26183b3ce46e","1fddc155-2d5b-4b1d-92cb-1268e22cc2bb","hb","http://grscicoll.org/institution/université-montpellier-2","Arbrisseau de 1,50 mètre à port évasé et assez large. En pleine floraison blanche (pétales & étamines), petit point noir sous les feuilles très caractéristiques. Morphologie variable de très compacte en situation de crête, à port large dans les creux à l’abri des vents par les autres végétaux","Mont-Dore (Le)","NC 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://mediaphoto.mnhn.fr/media/16800098273881AQBnDrfcuxb6F47","http://creativecommons.org/publicdomain/zero/1.0/"
"4511651362","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-22.1989,166.625,"cdc,conti,gass84,preneglat,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:10.031+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA",NA,2021,1,7,"2021-01-07",7,7,"2024-01-11T11:50:00.000+00:00","2024-08-02T12:39:10.031+00:00",NA,FALSE,"http://n2t.net/ark:/65665/35207e247-c2c2-4cdb-afb0-fef6abe3d589","none","none",TRUE,"NMNH Extant Biology","M. Donnat, H. Jourdan & M. Deuss",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/35207e247-c2c2-4cdb-afb0-fef6abe3d589",NA,NA,NA,"US","4511651362","http://n2t.net/ark:/65665/35207e247-c2c2-4cdb-afb0-fef6abe3d589",NA,"US 3762178","US",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",355,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"urn:lsid:biocol.org:col:15463",NA,NA,NA,"Pacific Islands, New Caledonia","NC-2",NA,"Province Sud, Mont-Dore (Le). Forêt Demazures.","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae",NA,1,"urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m333881645-8c58-460f-aabd-ebd7d3a7b6ca","http://creativecommons.org/publicdomain/zero/1.0/"
"730764978","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-21.75417,166,"cdc,gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:51:14.768+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA",NA,2010,1,20,"2010-01-20",20,20,"2017-10-18T16:13:04.000+00:00","2024-07-31T15:51:14.768+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04903134","none","none",TRUE,NA,"Callmander, M.W.|Buerki, S.|Le-Corre, M.|Letocart, I.& D.|Davidson, S.&C.|Lowry II, P.P.","Munzinger","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04903134",NA,NA,"Province du Sud, Sommet du Mont Do","P","730764978","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04903134",NA,"P04903134","MNHN",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","17abcf75-2f1e-46dd-bf75-a5b21dd02655",1000,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Buisson à fleur solitaire axilliaire; pétale blanc à extérieur rougeâtre",NA,"796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441437687240GY9Gjrloqd0fNw92","http://creativecommons.org/publicdomain/zero/1.0/"
"1257596578","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-21.75425,165.999917,"cdround,gass84,osiic,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:58:01.406+00:00",102,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC","2010-01-01T00:00:00",NA,"OCEANIA","Province du Sud",2010,1,20,"2010-01-20",20,20,"2016-01-09T05:48:00.000+00:00","2024-08-02T19:58:01.406+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:100244898","none","none",TRUE,"Tropicos","Martin W. Callmander|et al.","J. Munzinger (NOU)","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:100244898",NA,NA,NA,"Tropicos","1257596578","urn:catalog:MO:Tropicos:100244898","50198472","100244898","K",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",NA,1000,"fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,NA,NA,NA,NA,NA,"Callmander 796",NA,"Sommet du Mont Do.",NA,NA,4,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,"No opinion","ICNafp","PhysicalObject","MOBOT","http://www.tropicos.org/Specimen/100244898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImages2/100152000/E9E22015-EEA9-443B-B701-22D5A9B2C340.jpg","http://creativecommons.org/publicdomain/zero/1.0/"
"730764980","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-22.08306,166.445,"cdc,gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:51:12.544+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA",NA,2004,1,8,"2004-01-08",8,8,"2017-10-18T14:54:17.000+00:00","2024-07-31T15:51:12.544+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04903132","none","none",TRUE,NA,"Lowry II, P.P.|Munzinger, J.|Schlessman, M.|Vary, L.|Mouly, A.|Le Borgne, T.","Munzinger","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04903132",NA,NA,"Province du Sud. Roas to Mt. Dzumac, North of Dumbéa","P","730764980","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04903132",NA,"P04903132","MNHN",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","17abcf75-2f1e-46dd-bf75-a5b21dd02655",690,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Well branched shrub ca. 1 m tall. Leaves medium green above, pale green below. Calyx dark brown, corolla and stamens white",NA,"6298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441437687147If4VrB2Yl7w9MzOZ","http://creativecommons.org/publicdomain/zero/1.0/"
"4520727874","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-23.7764,166.2703,"","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:26.739+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC","2001-03-29T00:00:00",NA,NA,"Grand Terre, Province Sud",2004,10,31,"2004-10-31",305,305,"2021-04-16T04:13:13.000+00:00","2024-07-30T01:23:26.739+00:00","https://collections.tepapa.govt.nz/object/1888765",FALSE,"tepapa:collection/object/1888765","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","Jérôme Munzinger|Gordon McPherson|D Letocart|I Letocart|B Letocart|S Letocart","J-P Butin","WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1888765",NA,"31 Oct 2004",NA,"WELT","4520727874","tepapa:collection/object/1888765",NA,"SP109177","NMNZ",NA,NA,"tepapa:collection/identification/1888765/87286","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","[Any additional information, including coordinates, not recorded on label is gathered from NOU collection website]",NA,NA,NA,"JM 519",NA,"Païta, Vallée de la Tontouta","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Myrtastrum | rufopunctatum",NA,NA,"https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,"none",NA,NA,"ICBN","PhysicalObject","NMNZ",NA,"tepapa:collection/dataset/plants","NOU073228","tepapa:collection/fieldcollection/313232","Forêt de bord de rivière","en","Myrtastrum rufopunctatum (Brongn. & Gris) Burret","https://data.tepapa.govt.nz/docs/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/606002/preview","http://creativecommons.org/publicdomain/zero/1.0/"
"2827821667","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-22.1,166.55,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:33.192+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,"OCEANIA",NA,2003,8,5,"2003-08-05",217,217,"2021-07-23T19:12:42.000+00:00","2024-07-02T07:40:33.192+00:00",NA,FALSE,"552d42f9-a93a-4c11-82b2-0d38a742a08d","none","none",TRUE,NA,"Snow, N.W.|Dawson, J.W.|Williamson, B.","Snow, N.W.","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","OCEANIA",NA,"552d42f9-a93a-4c11-82b2-0d38a742a08d",NA,NA,NA,"NSW","2827821667","552d42f9-a93a-4c11-82b2-0d38a742a08d",NA,"NSW536533","NSW",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",NA,NA,"bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","sheet",NA,NA,NA,NA,NA,"9188",NA,"Southern Province. Track to Sunshine Mine via S fork of Dumbea River.","(Brongn. & Gris) Burret",NA,NA,NA,NA,NA,NA,NA,NA,"ICN","PhysicalObject",NA,NA,NA,NA,NA,"Steep rocky slope.",NA,NA,NA,"native","7000","in collection","https://id.biodiversity.org.au/name/apni/207385","Myrtastrum rufopunctatum","Multistemmed shrub c. 0.5 m tall, densely branching. Fruits dark purple-black. Occasional. Leaf sample taken for anatomical study by H.A.Retamales (QUT), Aug 2014.","300 m","species","fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=e4492ae9-cc07-4381-bad9-0b13722950c7","http://creativecommons.org/publicdomain/zero/1.0/"
"436973726","Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret",-22.08333,165.45,"gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:13.182+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3186686,6,7707728,220,690,5014,3186685,3186686,3186686,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrtastrum","Myrtastrum rufopunctatum","Myrtastrum","rufopunctatum","SPECIES","ACCEPTED","LC",NA,NA,NA,NA,2003,8,16,"2003-08-16",228,228,"2015-09-04T15:29:54.000+00:00","2024-07-31T15:50:13.182+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459475","none","none",FALSE,NA,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459475",NA,NA,"Southern province: Road to Mt Dzumac from Dumbéa","P","436973726","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459475",NA,"P00459475","MNHN",NA,NA,NA,"Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret","17abcf75-2f1e-46dd-bf75-a5b21dd02655",580,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","1 m shrub. Hypanthium light green. Petals and filaments white. Anthers yellow. Sepal lobes remaining green in mature fruit, which is otherwise purplish-black. Yellowish throughout",NA,"9267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441402761554jSZ5wyQDC3DfCoCD","http://creativecommons.org/publicdomain/zero/1.0/"
