"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","projectId","individualCount","elevation","elevationAccuracy","occurrenceRemarks","networkKeys","gadm","institutionKey","collectionKey","preparations","institutionID","fieldNotes","fieldNumber","datasetID","otherCatalogNumbers","recordedByIDs.type","recordedByIDs.value","recordNumber","eventID","nomenclaturalCode","locality","language","type","verbatimIdentification","ownerInstitutionCode","accessRights","higherClassification","collectionID","nomenclaturalStatus","bibliographicCitation","eventRemarks","habitat","georeferenceSources","locationRemarks","dynamicProperties","municipality","higherGeography","verbatimElevation","georeferencedBy","samplingProtocol","georeferencedDate","acceptedNameUsage","georeferenceVerificationStatus","georeferenceRemarks","materialSampleID","parentNameUsageID","disposition","acceptedNameUsageID","parentNameUsage","typeStatus","georeferenceProtocol","media_url","license"
"438986402","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.13333,166.16667,"cdc,gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:53.377+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2003,8,15,"2003-08-15",227,227,"2015-09-04T12:21:10.000+00:00","2024-07-31T15:50:53.377+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459463","none","none",TRUE,NA,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459463",NA,NA,"Rivière Bleue park, roadside in vicinity (both directions) of ""Grand Kaori"" site","P","438986402","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459463",NA,"P00459463","MNHN",NA,NA,NA,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,215,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Slender tree, 2,5 m tall. Bark brown, finely fissured. Fruit dark purple-black, up to 16 x 13 mm. Leaves dark green above, almost glossy","9259 a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441380940789Rm6i4Qta5zTvmo6G","http://creativecommons.org/licenses/by/4.0/"
"437322089","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.13333,166.16667,"cdc,gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:53.772+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2003,8,15,"2003-08-15",227,227,"2015-09-04T16:02:09.000+00:00","2024-07-31T15:50:53.772+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459464","none","none",TRUE,NA,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459464",NA,NA,"Rivière Bleue Park, roadside in vicinity (both directsion) of ""Grand Kaori"" site","P","437322089","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459464",NA,"P00459464","MNHN",NA,NA,NA,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,215,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","none","6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle",NA,"9259 b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441380940807BWxh6lJvRHj7KPK0","http://creativecommons.org/licenses/by/4.0/"
"437987005","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.16667,166.75,"cdc,gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:57.908+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2003,8,15,"2003-08-15",227,227,"2015-09-04T16:02:09.000+00:00","2024-07-31T15:50:57.908+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459465","none","none",TRUE,NA,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459465",NA,NA,"Southern Province : Road to Rivière bleue park, ca. 3 km from Hwy RP3 between Nouméa and Yaté, just east of road overlooking Lac de Yaté","P","437987005","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459465",NA,"P00459465","MNHN",NA,NA,NA,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Shrub 0,7 m tall. Bark gray, lightly striated. Upper leaf surface somewhat glossy. New growth reddish. One old fruit only","9258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441380940826oBXwtfz7FTMJfwDf","http://creativecommons.org/licenses/by/4.0/"
"438986401","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.16667,166.75,"cdc,gass84,txmatfuz","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","86c2834b-fcd6-418d-9b32-aca45110a0fe","2cd829bb-b713-433d-99cf-64bef11e5b3e","FR","EML","2024-07-31T14:46:57.413+00:00","2024-07-31T15:50:53.727+00:00",549,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2003,8,15,"2003-08-15",227,227,"2017-05-12T17:09:03.000+00:00","2024-07-31T15:50:53.727+00:00",NA,FALSE,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459470","none","none",TRUE,NA,"Snow, N.|Dawson, J.|Williamson, B.|Sneddon, B.","Snow","WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","EUROPE",NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459470",NA,NA,"Southern Province : Road to Rivière Bleue Park, ca. 3 km from Hwy RP3 between Nouméa and Yaté, just east of road overlooking Lac de Yaté","P","438986401","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00459470",NA,"P00459470","MNHN",NA,NA,NA,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,"6a6ac6c5-1b8a-48db-91a2-f8661274ff80","bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2","hb","http://grbio.org/institution/museum-national-dhistoire-naturelle","Spreading shrub 0,4 m tall. Young fruit green maturing to purple-black. Leaves small. One mature fruit 9 mm long, globose, sepal lobes erect","9257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mediaphoto.mnhn.fr/media/1441380940845IaGmNSwKqCqJNIwx","http://creativecommons.org/licenses/by/4.0/"
"4520736903","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.17,166.75,"txmatfuz","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.151+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2003,8,15,"2003-08-15",227,227,"2021-04-16T04:13:28.000+00:00","2024-07-30T01:23:27.151+00:00","https://collections.tepapa.govt.nz/object/1928294",FALSE,"tepapa:collection/object/1928294","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow","WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928294",NA,"15 Aug 2003",NA,"WELT","4520736903","tepapa:collection/object/1928294",NA,"SP110216","NMNZ",NA,NA,"tepapa:collection/identification/1928294/87970","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,NA,NA,NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","Southern Province permit: 6024-3303/DNR/ENV",NA,"tepapa:collection/dataset/plants","NOU000625","WIKIDATA","https://www.wikidata.org/wiki/Q5405699","NS 9257","tepapa:collection/fieldcollection/318241","ICBN","Riviere Bleue, Road to Riviere Bleue Park, ca. 3 km from Hwy [Highway] RP3 between Noumea and Yate, just east of road overlooking Lac de Yate.","en","PhysicalObject","Uromyrtus emarginata Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Uromyrtus | emarginata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632527/preview","http://creativecommons.org/licenses/by/4.0/"
"4520743711","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.13,166.17,"txmatfuz","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.083+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2003,8,15,"2003-08-15",227,227,"2021-04-16T04:13:28.000+00:00","2024-07-30T01:23:27.083+00:00","https://collections.tepapa.govt.nz/object/1928296",FALSE,"tepapa:collection/object/1928296","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow","WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928296",NA,"15 Aug 2003",NA,"WELT","4520743711","tepapa:collection/object/1928296",NA,"SP110218","NMNZ",NA,NA,"tepapa:collection/identification/1928296/87970","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,215,NA,NA,NA,"none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","Southern Province permit: 6024-3303/DNR/ENV | [Original alt.] ca. 215 m (705 ft.)",NA,"tepapa:collection/dataset/plants","NOU000623","WIKIDATA","https://www.wikidata.org/wiki/Q5405699","NS 9259-a","tepapa:collection/fieldcollection/318256","ICBN","Riviere Bleue Park. Roadside in vicinity (both directsion [direction]) of ""Grand Kaori"" site.","en","PhysicalObject","Uromyrtus emarginata Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Uromyrtus | emarginata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632529/preview","http://creativecommons.org/licenses/by/4.0/"
"4520736092","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.13,166.17,"txmatfuz","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.084+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2003,8,15,"2003-08-15",227,227,"2021-04-16T04:13:28.000+00:00","2024-07-30T01:23:27.084+00:00","https://collections.tepapa.govt.nz/object/1928297",FALSE,"tepapa:collection/object/1928297","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow","WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928297",NA,"15 Aug 2003",NA,"WELT","4520736092","tepapa:collection/object/1928297",NA,"SP110219","NMNZ",NA,NA,"tepapa:collection/identification/1928297/87970","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,215,NA,NA,NA,"none","2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","Southern Province permit: 6024-3303/DNR/ENV | [Original alt.] ca. 215 m (705 ft.)",NA,"tepapa:collection/dataset/plants","NOU000624","WIKIDATA","https://www.wikidata.org/wiki/Q5405699","NS 9259-b","tepapa:collection/fieldcollection/318256","ICBN","Riviere Bleue Park. Roadside in vicinity (both directsion [direction]) of ""Grand Kaori"" site.","en","PhysicalObject","Uromyrtus emarginata Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Uromyrtus | emarginata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632530/preview","http://creativecommons.org/licenses/by/4.0/"
"4520736093","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.17,166.75,"txmatfuz","cafff6a5-1fa4-4a90-a2b3-f3db78b93d02","afae4f45-b85e-4a0e-9d93-f30f044e8140","8d424e71-f6b9-4468-9a08-15c45e605a22","afae4f45-b85e-4a0e-9d93-f30f044e8140","NZ","EML","2024-07-30T01:17:10.337+00:00","2024-07-30T01:23:27.135+00:00",29,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Grand Terre, Province Sud",2003,8,15,"2003-08-15",227,227,"2021-04-16T04:13:28.000+00:00","2024-07-30T01:23:27.135+00:00","https://collections.tepapa.govt.nz/object/1928301",FALSE,"tepapa:collection/object/1928301","none","none",FALSE,"WELT Herbarium at Museum of New Zealand Te Papa Tongarewa","N Snow|Dawson, J.W.|B Williamson|Dr Barry Sneddon","N Snow","WGS84","Magnoliopsida","NC",NA,"none","OCEANIA","New Caledonia","OCEANIA","Museum of New Zealand Te Papa Tongarewa","tepapa:collection/object/1928301",NA,"15 Aug 2003",NA,"WELT","4520736093","tepapa:collection/object/1928301",NA,"SP110223","NMNZ",NA,NA,"tepapa:collection/identification/1928301/87970","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,NA,NA,NA,NA,NA,NA,"2749cf1e-60d9-4b03-9c71-3763632b8f78","6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,"https://scientific-collections.gbif.org/institution/2749cf1e-60d9-4b03-9c71-3763632b8f78","Southern Province permit: 6024-3303/DNR/ENV",NA,"tepapa:collection/dataset/plants","NOU000681","WIKIDATA","https://www.wikidata.org/wiki/Q5405699","NS 9258","tepapa:collection/fieldcollection/318241","ICBN","Riviere Bleue, Road to Riviere Bleue Park, ca. 3 km from Hwy [Highway] RP3 between Noumea and Yate, just east of road overlooking Lac de Yate.","en","PhysicalObject","Uromyrtus emarginata Burret","NMNZ","https://data.tepapa.govt.nz/docs/","Plantae | Embryophyta | Angiosperms | Myrtales | Myrtaceae | Uromyrtus | emarginata","https://scientific-collections.gbif.org/collection/6b5044bb-5fff-49ef-89c1-f52ae9e81550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://media.tepapa.govt.nz/collection/632534/preview","http://creativecommons.org/licenses/by/4.0/"
"4406752382","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.166667,166.75,"cdround,gass84,txmatfuz,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:15:43.310+00:00",340,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Yate",2003,8,15,"2003-08-15",227,227,"2023-09-11T14:41:00.000+00:00","2024-08-02T20:15:43.310+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103369765","none","none",TRUE,"Tropicos","Neil W. Snow|J. Dawson|B. Williamson|B. Sneddon",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:103369765",NA,NA,NA,"Tropicos","4406752382","urn:catalog:MO:Tropicos:103369765","100272609","103369765","MO",NA,NA,NA,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,1,NA,NA,NA,NA,NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Snow 9258",NA,"ICNafp","New Caledonia: Southern Province: Road to Rivière Bleue Par, ca. 3 km from HWY RP3 between Nouméa and Yaté, just east of road overlooking Lac de Yaté.",NA,"PhysicalObject",NA,"MOBOT",NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859","No opinion","http://www.tropicos.org/Specimen/103369765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101756000/4F0ADFCD-A813-4C42-BC17-CDC6D23C6400.jpg","http://creativecommons.org/licenses/by/4.0/"
"4406751387","Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",-22.133333,166.166667,"cdround,gass84,txmatfuz,osiic,colmano,inmafu","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:16:10.271+00:00","2024-08-02T20:15:43.973+00:00",340,"PRESERVED_SPECIMEN","PRESENT",3180380,6,7707728,220,690,5014,3180375,3180380,3180380,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Uromyrtus","Uromyrtus emarginatus","Uromyrtus","emarginatus","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Yate",2003,8,15,"2003-08-15",227,227,"2023-09-11T14:49:00.000+00:00","2024-08-02T20:15:43.973+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:103369777","none","none",TRUE,"Tropicos","Neil W. Snow|J. Dawson|B. Williamson|B. Sneddon",NA,"WGS84","Magnoliopsida","NC","none","none","OCEANIA","New Caledonia","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:103369777",NA,NA,NA,"Tropicos","4406751387","urn:catalog:MO:Tropicos:103369777","100272609","103369777","MO",NA,NA,NA,"Uromyrtus emarginatus (Pancher ex Brongn. & Gris) Burret",NA,1,215,NA,NA,NA,"none","1be3aa67-8f90-4309-92f4-bd55426a8c09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Snow 9259-a",NA,"ICNafp","New Caledonia: Southern Province: Rivière Bleue Park. Roadside in vicinity (both directions) of ""Grand Kaori"" site.",NA,"PhysicalObject",NA,"MOBOT",NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859","No opinion","http://www.tropicos.org/Specimen/103369777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/101756000/48A50EDB-4535-420E-829B-D4D6796AAA0E.jpg","http://creativecommons.org/licenses/by/4.0/"
