"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","elevation","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","habitat","http...unknown.org.recordID","locality","rights","http...unknown.org.recordEnteredBy","higherClassification","verbatimTaxonRank","collectionID","reproductiveCondition","coordinateUncertaintyInMeters","georeferencedBy","associatedOccurrences","georeferenceVerificationStatus","georeferenceSources","verbatimElevation","networkKeys","nomenclaturalCode","institutionID","gadm","higherGeography","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","preparations","county","language","type","individualCount","nomenclaturalStatus","bibliographicCitation","fieldNumber","island","elevationAccuracy","typeStatus","typifiedName","locationRemarks","media_url","license"
"2270569652","Psidium salutare var. salutare",16.839,-98.635917,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.840+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"NORTH_AMERICA","Guerrero",2013,7,10,"2013-07-10",191,191,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.840+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4182703",FALSE,"4182703","none","none",TRUE,NA,"J. D. Amith",NA,"WGS84","Magnoliopsida","MX","none","none","LATIN_AMERICA","Mexico","NORTH_AMERICA",NA,"4182703",NA,NA,NA,"Plants","2270569652","185b51f3-0f13-468c-81cf-82bc6f60ab4c","33978","ASU0077443","ASU",NA,"Nahuatl (Puebla or central Guerrero) or Mixtec (Yoloxóchitl) nomenclature Esteban Guadalupe Sierra Yoloxóchitl ti1kwa1a4 i14ni3 Esteban Castillo García Yoloxóchitl ti1kwa1a4 i14ni3 Constantino Teodoro Bautista Yoloxóchitl ti1kwa1a4 i14ni3; Flower and fruit: white 1.5 cm diameter, petiole about 2.5-3 cm. ; many stamens,",NA,NA,"Psidium salutare var. salutare",758,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","278575","F0025","Secundaria","185b51f3-0f13-468c-81cf-82bc6f60ab4c","Mpio. and location: San Luis Acatlán, Between: Yoloxóchitl y Cumiapa.","http://creativecommons.org/licenses/by-nc/3.0/","Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/201404/mF0025_IMG_4228-editado_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482629","Psidium salutare var. salutare",-24.105142,-49.34305,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.782+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Sao Paulo",2003,11,13,"2003-11-13",317,317,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.782+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1125406",FALSE,"1125406","none","none",TRUE,NA,"Mazine","L.R. Landrum, 2005.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1125406",NA,NA,NA,"Plants","2270482629","f349d489-3968-4f31-9428-180370cb1e6a","33978","ASU0015541","ASU",NA,"Subarbusto 30cm; flores brancas; botoes verdes.",NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","254966","1041","Beira da estrada.","f349d489-3968-4f31-9428-180370cb1e6a","21km de Itarare para Bom Suceso de Itarare.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",21000,"alorozco","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=239c632c-60dd-45ad-b4b4-595483a87108","reviewed - high confidence","GoogleEarth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015541_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270480456","Psidium salutare var. salutare",-18.1,-43.3333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.827+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Minas Gerais",2002,2,20,"2002-02-20",51,51,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.827+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124891",FALSE,"1124891","none","none",FALSE,NA,"Lombardi",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1124891",NA,NA,NA,"Plants","2270480456","fdf7d4d5-39b8-4951-aa52-89d3fca85913","33978","ASU0015568","ASU",NA,"cerrado fechado",NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","242100","4583",NA,"fdf7d4d5-39b8-4951-aa52-89d3fca85913","Sao Goncalo do Rio Preto, P. E. do Rio Preto","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015568_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270557058","Psidium salutare var. salutare",-14.55778,-60.93083,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.179+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED","2007-01-01T00:00:00","SOUTH_AMERICA","Santa Cruz",1997,3,15,"1997-03-15",74,74,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.179+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3076073",FALSE,"3076073","none","none",TRUE,NA,"L. Sanchez; E. Gutierrez, J. Surubi","L. R. Landrum","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"3076073",NA,NA,NA,"Plants","2270557058","72a19c1b-7656-451b-8f55-97140ed65e95","33978","ASU0018599","ASU",NA,"Arbustito de 1 m; hojas lisas. Fruto en maduracion.",NA,NA,"Psidium salutare var. salutare",200,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","274367","305","Bosque de cerrado.","72a19c1b-7656-451b-8f55-97140ed65e95","Prov. Velasco. Parque Nacional Noel Kempff Mercado. Campamento Los Fierros.","http://creativecommons.org/licenses/by-nc/3.0/","Jordan 2012_03_01","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0018/ASU0018599_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270484242","Psidium salutare var. salutare",8.28333,-62.9167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.935+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Bolivar",1997,11,20,"1997-11-20",324,324,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.935+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124861",FALSE,"1124861","none","none",FALSE,NA,"Diaz; Martin",NA,"WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"1124861",NA,NA,NA,"Plants","2270484242","7949d729-ad5f-407c-b5fc-da5535faf459","33978","ASU0015571","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","222009","3384",NA,"7949d729-ad5f-407c-b5fc-da5535faf459","Caroni, Puerto Ordaz (8*17'N, 62*55'W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015571_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270541679","Psidium salutare var. salutare",-25.433333,-56.910556,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:22.062+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Cordillera",1997,11,26,"1997-11-26",330,330,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:22.062+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21227029",FALSE,"21227029","none","none",FALSE,NA,"Elsa Matilde Zardini; Leongino Guerrero",NA,"WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"21227029",NA,"26 November 1997",NA,"Plants","2270541679","30ebefbc-bec4-45b2-95e0-2198ef953ccf","33978","ASU0304784","ASU",NA,"Collecting area around 30 square meters.; Shrub 1.5 m. Fruit green",NA,NA,"Psidium salutare var. salutare",8,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",NA,"47698","Cerrado scrub","30ebefbc-bec4-45b2-95e0-2198ef953ccf","Cordi1lera Cabana Maria Auxiliadora, between Eusebio Ayala and Itacurubi de la Cordillera, Km 80.","http://creativecommons.org/licenses/by-nc/3.0/","Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,"26'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/storage/portals/seinet/arizona/ASU_Plants/ASU0304/ASU0303784_1554489784.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270559274","Psidium salutare var. salutare",-23.809444,-56.112778,"cdc,gass84,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.096+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED","2007-01-01T00:00:00","SOUTH_AMERICA",NA,1996,10,30,"1996-10-30",304,304,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.096+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101352",FALSE,"3101352","none","none",TRUE,NA,"Elsa Matilde Zardini; Shirley Zavala","L. R. Landrum","WGS84","Magnoliopsida","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA",NA,"3101352",NA,NA,NA,"Plants","2270559274","d6211019-8011-4f7e-aae0-164050441732","33978","ASU0060391","ASU",NA,"Shrub 1 m. Fruit green.",NA,NA,"Psidium salutare var. salutare",180,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","282945","45687","Cerrado scrub on red sandy soil.","d6211019-8011-4f7e-aae0-164050441732","San Pedro. Yaguarete Forest (Sustainable Forest Systems site).","http://creativecommons.org/licenses/by-nc/3.0/","karrivas","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0060/ASU0060391_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270484814","Psidium salutare var. salutare",-3.91667,-79.5,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.788+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Loja",1995,3,18,"1995-03-18",77,77,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.788+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124855",FALSE,"1124855","none","none",TRUE,NA,"Eynden & Cueva",NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA",NA,"1124855",NA,NA,NA,"Plants","2270484814","f9cbee30-6fe4-43f9-83e7-2786509c7e08","33978","ASU0005038","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","207585","294",NA,"f9cbee30-6fe4-43f9-83e7-2786509c7e08","Zambi, camino a Tablaso (3*55'S, 79*30'30''W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005038_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482754","Psidium salutare var. salutare",4.7,-59.8333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.702+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA",NA,1995,5,31,"1995-05-31",151,151,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.702+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124868",FALSE,"1124868","none","none",TRUE,NA,"Mutchnick",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"1124868",NA,NA,NA,"Plants","2270482754","9a64b0e3-bcb5-424f-998f-e0868a8a8abf","33978","ASU0015576","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213065","1420",NA,"9a64b0e3-bcb5-424f-998f-e0868a8a8abf","N Pakaraimas, Ciong Valley, 9 km N of Kato Village (4*42'N, 59*50'W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015576_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483234","Psidium salutare var. salutare",-13.8947,-60.8128,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.736+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Santa Cruz",1995,10,28,"1995-10-28",301,301,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.736+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124881",FALSE,"1124881","none","none",TRUE,NA,"Rodriguez & Surub¡",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"1124881",NA,NA,NA,"Plants","2270483234","01088ed6-cc2e-43c5-bb9d-1ef5118c70a7","33978","ASU0005032","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213068","549",NA,"01088ed6-cc2e-43c5-bb9d-1ef5118c70a7","P. N. Noel Kempff Mercado, 6 km NE del campamento Las Gamas (13*53'41''S, 60*48'46''W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005032_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
