"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","occurrenceRemarks","http...unknown.org.captive","identificationID","name","elevation","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","habitat","http...unknown.org.recordID","locality","rights","http...unknown.org.recordEnteredBy","higherClassification","verbatimTaxonRank","collectionID","reproductiveCondition","coordinateUncertaintyInMeters","georeferencedBy","associatedOccurrences","georeferenceVerificationStatus","georeferenceSources","verbatimElevation","networkKeys","nomenclaturalCode","institutionID","gadm","higherGeography","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","preparations","county","language","type","individualCount","nomenclaturalStatus","bibliographicCitation","fieldNumber","island","elevationAccuracy","typeStatus","typifiedName","locationRemarks","media_url","license"
"2270481966","Psidium salutare var. salutare",13.8639,-86.9786,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.692+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"NORTH_AMERICA","El Paraiso",1994,6,16,"1994-06-16",167,167,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.692+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124859",FALSE,"1124859","none","none",TRUE,NA,"Davidse et al.",NA,"WGS84","Magnoliopsida","HN","none","none","LATIN_AMERICA","Honduras","NORTH_AMERICA",NA,"1124859",NA,NA,NA,"Plants","2270481966","7787a420-b4d6-432d-b7dc-ada5598c2a81","33978","ASU0005031","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","226395","35004",NA,"7787a420-b4d6-432d-b7dc-ada5598c2a81","Guinope, 2.5 mi S of the intersection of El Zamorano-Morolica and Guinope rd (13*51'50""N,86*58'43""W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005031_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482408","Psidium salutare var. salutare",4.8,-60.2,"cdc,cucdmis,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.735+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA",NA,1994,7,9,"1994-07-09",190,190,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.735+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124863",FALSE,"1124863","none","none",TRUE,NA,"Henkel",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"1124863",NA,NA,NA,"Plants","2270482408","3d9cb8dc-aa0c-4da1-bb47-0ec73dc098f2","33978","ASU0015578","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213066","5501",NA,"3d9cb8dc-aa0c-4da1-bb47-0ec73dc098f2","Potaro-Siparuni, Pakaraima Mountains, near base of Malakwalai-Tipu (4*48'N, 60*12'W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015578_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2517054368","Psidium salutare var. salutare",4.8,-60.2,"cucdmis,colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:24.698+00:00",270,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Potaro-Siparuni",1994,7,9,"1994-07-09",190,190,NA,"2024-07-18T23:56:24.698+00:00",NA,FALSE,"U.1451618@BRAHMS","none","none",TRUE,NA,"Henkel TW; Chin M",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE","Naturalis Biodiversity Center","U.1451618@BRAHMS",NA,NA,NA,"Botany","2517054368","https://data.biodiversitydata.nl/naturalis/specimen/U.1451618",NA,"U.1451618",NA,NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0097515","Henkel, TW; Chin, M 5501",NA,NA,"Potario-Siparuni.  Pakaraima Mountains; Upper Ireng R watershed; Kaatnang R, near base of Malakwalai-Tipu.",NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"700.0 m","17abcf75-2f1e-46dd-bf75-a5b21dd02655","ICN","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1451618/format/large","http://creativecommons.org/licenses/by/4.0/"
"2270484109","Psidium salutare var. salutare",4.83333,-59.9667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.855+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA",NA,1993,1,19,"1993-01-19",19,19,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.855+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124866",FALSE,"1124866","none","none",TRUE,NA,"Henkel",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"1124866",NA,NA,NA,"Plants","2270484109","ded3aa84-7fb1-4e49-8d75-5e8373d714d9","33978","ASU0015574","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213071","880",NA,"ded3aa84-7fb1-4e49-8d75-5e8373d714d9","Potaro-Siparuni, Pakaraima Mts., Tay-klay-o Creek, upper Ireng River (4*50'N, 59*58'W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","yfr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015574_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270483519","Psidium salutare var. salutare",4.8,-60.0333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.747+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA",NA,1993,2,4,"1993-02-04",35,35,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.747+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124865",FALSE,"1124865","none","none",TRUE,NA,"Henkel",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"1124865",NA,NA,NA,"Plants","2270483519","437de4b3-2c90-498b-82e4-7dfc550186be","33978","ASU0015575","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213072","1171",NA,"437de4b3-2c90-498b-82e4-7dfc550186be","Potaro-Siparuni, Pakaraima Mts., upper Ireng River (4*48'N, 60*2'W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015575_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2517427997","Psidium salutare var. salutare",4.8,-60.03333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:24.484+00:00",270,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Potaro-Siparuni",1993,2,4,"1993-02-04",35,35,NA,"2024-07-18T23:56:24.484+00:00",NA,FALSE,"U.1451622@BRAHMS","none","none",TRUE,NA,"Henkel TW; Chin M; Ryan W",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE","Naturalis Biodiversity Center","U.1451622@BRAHMS",NA,NA,NA,"Botany","2517427997","https://data.biodiversitydata.nl/naturalis/specimen/U.1451622",NA,"U.1451622",NA,NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0158952","Henkel, TW; Chin, M; Ryan, W 1171",NA,NA,"Potaro-Siparuni. Pakaraima  Mts, Upper Ireng River, 1.2km E of Cipo Settlement on N end of adjacent ridge.",NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"560.0 m","17abcf75-2f1e-46dd-bf75-a5b21dd02655","ICN","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1451622/format/large","http://creativecommons.org/licenses/by/4.0/"
"2270486507","Psidium salutare var. salutare",-17.8,-48.35,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.704+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Goias",1993,9,21,"1993-09-21",264,264,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.704+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124862",FALSE,"1124862","none","none",FALSE,NA,"Da Silva et al.",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA",NA,"1124862",NA,NA,NA,"Plants","2270486507","f595158e-456a-4106-ba40-cd9f6ffb0f1f","33978","ASU0015567","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","220611","1880",NA,"f595158e-456a-4106-ba40-cd9f6ffb0f1f","Rio Corumba, proximo a Foz do Corrego","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015567_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270481504","Psidium salutare var. salutare",-14.6056,-60.8583,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.748+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Santa Cruz",1993,10,26,"1993-10-26",299,299,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.748+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124883",FALSE,"1124883","none","none",TRUE,NA,"Killeen",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"1124883",NA,NA,NA,"Plants","2270481504","c280fbfc-ece6-4569-abea-fd6a8f724d6a","33978","ASU0005043","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","197352","5943",NA,"c280fbfc-ece6-4569-abea-fd6a8f724d6a","P. N. Noel Kempff Mercado, Los Fierros (14*36'20''S, 60*51'30''W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005043_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482850","Psidium salutare var. salutare",2.41667,-59.3333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.723+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA",NA,1993,11,18,"1993-11-18",322,322,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.723+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124867",FALSE,"1124867","none","none",TRUE,NA,"Henkel",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","NORTH_AMERICA",NA,"1124867",NA,NA,NA,"Plants","2270482850","89ce64d2-c5ba-4aaa-bbfc-853f949b9ac1","33978","ASU0015573","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213067","3479",NA,"89ce64d2-c5ba-4aaa-bbfc-853f949b9ac1","7 km SW of Aishalton, Boidkorodai Mt., S Rupununi Savana (2*25'N, 59*20'W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015573_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2270482774","Psidium salutare var. salutare",-13.55,-60.8236,"cdc,cucdmis,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:11.791+00:00",276,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Santa Cruz",1993,11,6,"1993-11-06",310,310,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:11.791+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1124882",FALSE,"1124882","none","none",FALSE,NA,"Mostacedo & Menacho",NA,"WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA",NA,"1124882",NA,NA,NA,"Plants","2270482774","d015c2f9-7a63-46c9-b878-9d875db4dc32","33978","ASU0005044","ASU",NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","213070","1207",NA,"d015c2f9-7a63-46c9-b878-9d875db4dc32","P. N. Noel Kempff Mercado, Los Fierros, pampa La Toledo (13*33'00''S, 60*49'25''W)","http://creativecommons.org/licenses/by-nc/3.0/","L. Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Psidium|Psidium salutare","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0005/ASU0005044_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"2515466886","Psidium salutare var. salutare",2.41667,-59.33333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:24.484+00:00",270,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Upper Takutu - Upper Essequibo",1993,11,18,"1993-11-18",322,322,NA,"2024-07-18T23:56:24.484+00:00",NA,FALSE,"U.1451620@BRAHMS","none","none",TRUE,NA,"Henkel TW; James R","Landrum LR","WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE","Naturalis Biodiversity Center","U.1451620@BRAHMS",NA,NA,NA,"Botany","2515466886","https://data.biodiversitydata.nl/naturalis/specimen/U.1451620",NA,"U.1451620",NA,NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0158953","Henkel, TW; James, R 3479",NA,NA,"U. Takutu-U.Essequibo region, South Rupununi savanna; Boidkorodai Mts. 7 km of Aishalton.",NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"220.0 m","17abcf75-2f1e-46dd-bf75-a5b21dd02655","ICN","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1451620/format/large","http://creativecommons.org/licenses/by/4.0/"
"2515578915","Psidium salutare var. salutare",4.15,-59.63333,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:55:01.296+00:00",270,"PRESERVED_SPECIMEN","PRESENT",7223917,6,7707728,220,690,5014,3187232,5420400,7223917,"Psidium salutare var. salutare","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium salutare","Psidium","salutare","salutare","VARIETY","ACCEPTED",NA,"SOUTH_AMERICA","Upper Takutu-Upper Essequibo",1992,2,25,"1992-02-25",56,56,NA,"2024-07-18T23:55:01.296+00:00",NA,FALSE,"U.1451619@BRAHMS","none","none",TRUE,NA,"Hoffman B; Jacobs H",NA,"WGS84","Magnoliopsida","GY","none","none","LATIN_AMERICA","Guyana","EUROPE","Naturalis Biodiversity Center","U.1451619@BRAHMS",NA,NA,NA,"Botany","2515578915","https://data.biodiversitydata.nl/naturalis/specimen/U.1451619",NA,"U.1451619",NA,NA,NA,NA,NA,"Psidium salutare var. salutare",NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0097516","Hoffman, B; Jacobs, H 1029",NA,NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,"0.0 m","17abcf75-2f1e-46dd-bf75-a5b21dd02655","ICN","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1451619/format/large","http://creativecommons.org/licenses/by/4.0/"
