"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","projectId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","elevationAccuracy","continent","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","identifier.1","gbifID","occurrenceID","name","networkKeys","dateIdentified","stateProvince","modified","institutionKey","collectionKey","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","rightsHolder","recordNumber","institutionID","dynamicProperties","municipality","locality","collectionCode","catalogNumber","institutionCode","occurrenceRemarks","preparations","nomenclaturalCode","verbatimEventDate","county","language","type","verbatimElevation","collectionID","gadm","informationWithheld","verbatimLocality","disposition","locationRemarks","previousIdentifications","ownerInstitutionCode","reproductiveCondition","nomenclaturalStatus","taxonID","bibliographicCitation","higherGeography","higherClassification","identificationID","typeStatus","media_url"
"1424400257","Myrciaria vexator McVaugh",-7.788055,-72.58,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:43.029+00:00",520,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3186486,6,7707728,220,690,5014,3186407,3186486,3186486,"Myrciaria vexator McVaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrciaria","Myrciaria vexator","Myrciaria","vexator","SPECIES","DOUBTFUL","LC",NA,NA,"SOUTH_AMERICA",2011,3,26,"2011-03-26",85,85,"2024-08-01T12:21:43.029+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"urn:catalog:JBRJ:RB:696039","none","none",FALSE,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","urn:catalog:JBRJ:RB:696039","1424400257","urn:catalog:JBRJ:RB:696039","Myrciaria vexator McVaugh","4b0d8edb-7504-42c4-9349-63e86c01bf97","2014-03-12T00:00:00","Acre","2014-07-08T04:50:53.000+00:00","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 538786","M.G.Bovini; A.Quinet et L.E.Barros","M.C. Souza","Rio de Janeiro Botanical Garden","3477","04.936.616/0001-20","{""project"" : ""CNCFlora""}","Cruzeiro do Sul","margem do rio Croa.","RB","RB00696039","JBRJ","Árvore ca. 4m, heliófila. Folhas coriáceas, levemente discolores. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/69/60/39/00696039.jpg"
"1931068614","Myrciaria vexator McVaugh",21.9028,-159.5078,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:55.541+00:00",415,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3186486,6,7707728,220,690,5014,3186407,3186486,3186486,"Myrciaria vexator McVaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrciaria","Myrciaria vexator","Myrciaria","vexator","SPECIES","DOUBTFUL","LC",NA,NA,"OCEANIA",2009,5,4,"2009-05-04",124,124,"2024-07-21T05:14:55.541+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3678954","http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"e980052b-1ff2-4098-8062-a0138aeaf52a","none","none",TRUE,"WGS84","Magnoliopsida","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","e980052b-1ff2-4098-8062-a0138aeaf52a","1931068614","e980052b-1ff2-4098-8062-a0138aeaf52a","Myrciaria vexator McVaugh",NA,NA,"Hawaii",NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72","Vascular plants",NA,"D. H. Lorence",NA,"The New York Botanical Garden","10083","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"Koloa District; National Tropical Botanical Garden, McBryde Garden in Lawai Valley, tropical fruit orchard by Bamboo Bridge shed on west side of Lawai Stream.","NY","03361595","NY",NA,"sheet","ICN","4 May 2009","Kauai Co.","en","PhysicalObject","98 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2829/963/03361595.jpg"
"1260487347","Myrciaria vexator McVaugh",-1.483333,-76.65,"cdround,gass84,osiic,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:59:03.628+00:00",102,NA,"PRESERVED_SPECIMEN",10,"PRESENT",3186486,6,7707728,220,690,5014,3186407,3186486,3186486,"Myrciaria vexator McVaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrciaria","Myrciaria vexator","Myrciaria","vexator","SPECIES","DOUBTFUL","LC",250,NA,"SOUTH_AMERICA",1985,8,20,"1985-08-20",232,232,"2024-08-02T19:59:03.628+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"urn:catalog:MO:Tropicos:310496","none","none",TRUE,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","urn:catalog:MO:Tropicos:310496","1260487347","urn:catalog:MO:Tropicos:310496","Myrciaria vexator McVaugh",NA,"2018-01-01T00:00:00","Pastaza","2021-03-31T18:59:00.000+00:00","814866d5-4a47-4a7a-8bab-3fcce9e98d60",NA,"Tropicos",NA,"Walter A. Palacios|David A. Neill","M. L. Kawasaki (F)","Missouri Botanical Garden","Palacios Cuenca 670",NA,NA,NA,"Río Curaray, costado sur, alrededores de Laguna Garzayacu. Bosque húmedo tropical. Bosque primario, Suelo aluvial de mal drenaje.","Tropicos","310496","QCNE",NA,NA,"ICNafp",NA,NA,NA,"PhysicalObject",NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,NA,NA,NA,NA,NA,"MOBOT",NA,"No opinion","22102817","http://www.tropicos.org/Specimen/310496",NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100877000/C8723997-0677-45D9-BA63-5C6DD87B30DE.jpg"
"1503316289","Myrciaria vexator McVaugh",25.7743,-80.1937,"cdc,gass84,incomis","af1b4db0-c8ce-4a95-b700-8a6a02bed9d6","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","40dee7df-00ee-4965-bcaf-5291dbab4b08","253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9","US","EML","2024-01-26T19:01:55.931+00:00","2024-01-29T12:47:12.304+00:00",398,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",3186486,6,7707728,220,690,5014,3186407,3186486,3186486,"Myrciaria vexator McVaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrciaria","Myrciaria vexator","Myrciaria","vexator","SPECIES","DOUBTFUL","LC",NA,NA,"NORTH_AMERICA",1970,1,21,"1970-01-21",21,21,"2024-01-29T12:47:12.304+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"958A3C88-8C18-46FF-B9C3-2E337C5F0E60","none","none",FALSE,"WGS84","Magnoliopsida","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","958A3C88-8C18-46FF-B9C3-2E337C5F0E60","1503316289","958A3C88-8C18-46FF-B9C3-2E337C5F0E60","Myrciaria vexator McVaugh",NA,NA,"Florida",NA,"efc9e42f-509d-47fe-a30a-1bbd7ac8ba31",NA,NA,NA,"W. T. Gillis",NA,NA,"8877","urn:lsid:biocol.org:col:15638","{""habit"":""Fruits purple, tasty, cauliglorous.""}","USDA Plant Introduction Station","USDA Plant Introduction Station, Miami.","Herb","97977","USF","CULTIVATED. P.I. 81691, introduced as M. floribunda from St. Croix, US Virgin Islands; Source of seed for planting at Fairchild Tropical Garden.",NA,"ICN",NA,"Miami-Dade Co.","en","PhysicalObject",NA,NA,NA,NA,"Miami.",NA,NA,NA,NA,NA,NA,NA,NA,"USA|Florida|Miami-Dade Co.","Plantae | Dicots | Myrtaceae","195854",NA,"https://cdn.plantatlas.org/img/specimens/USF/97977.jpg"
