"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","projectId","individualCount","elevation","elevationAccuracy","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","identificationRemarks","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","habitat","http...unknown.org.recordID","locality","rights","http...unknown.org.recordEnteredBy","higherClassification","collectionID","gadm","county","reproductiveCondition","georeferencedBy","georeferenceVerificationStatus","georeferenceSources","associatedOccurrences","dynamicProperties","associatedTaxa","verbatimElevation","networkKeys","higherGeography","institutionID","nomenclaturalCode","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","georeferenceProtocol","preparations","locationRemarks","municipality","fieldNotes","georeferenceRemarks","organismID","locationID","accessRights","typeStatus","typifiedName","eventID","disposition","footprintSRS","bibliographicCitation","verbatimIdentification","informationWithheld","vernacularName","verbatimTaxonRank","media_url"
"2270555653","Amomyrtus meli (Phil.) D.Legrand & Kausel",-42.62835,-74.12318,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:15.636+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,20,"SOUTH_AMERICA","Los Lagos",2011,11,11,"2011-11-11",315,315,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:15.636+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2470553",FALSE,"2470553","none","none",FALSE,NA,"L. R. Landrum; S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"2470553",NA,NA,NA,"Plants","2270555653","b9650dd6-6c17-4169-a08d-101e5c7c994e","33116","ASU0059810","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Small tree left after clearing",NA,NA,6,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","284366","11620","cleared area","b9650dd6-6c17-4169-a08d-101e5c7c994e","Chiloe, Cucao, near outlet of Lago Huillinco","http://creativecommons.org/licenses/by-nc/3.0/","Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0059/ASU0059810_lg.jpg"
"2270466668","Amomyrtus meli (Phil.) D.Legrand & Kausel",-39.9167,-73.1667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.559+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Lagos",1993,11,11,"1993-11-11",315,315,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.559+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110617",FALSE,"1110617","none","none",TRUE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110617",NA,NA,NA,"Plants","2270466668","ea3b7a10-2c07-4585-b0bb-24d437d2081d","33116","ASU0008562","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Anthers with 0 glands, scanned.; Tree ca. 8m high.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","191838","8098",NA,"ea3b7a10-2c07-4585-b0bb-24d437d2081d","Region X: Valdivia. Ca. 20km S of Valdivia on road to Osorno; ca. 1.5km N of road to Corral","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Valdivia","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008562_lg.jpg"
"2270466605","Amomyrtus meli (Phil.) D.Legrand & Kausel",-39.86735,-73.15653,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.672+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,1000,"SOUTH_AMERICA","Los Lagos",1991,10,18,"1991-10-18",291,291,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.672+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110621",FALSE,"1110621","none","none",TRUE,NA,"L. R. Landrum; C. Donoso",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110621",NA,NA,NA,"Plants","2270466605","14031427-da0a-48d3-b737-e7553061fd8a","33116","ASU0008566","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Small tree growing in sun.",NA,NA,35,15,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","185152","7590","Secondary growth Valdivian forest and open areas.","14031427-da0a-48d3-b737-e7553061fd8a","Parcela of Claudio Donoso Z. ca. 10km S of Valdivia on road to Paillaco.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Valdivia",NA,"Landrum","reviewed - high confidence","georef batch tool 2012-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008566_lg.jpg"
"2270466960","Amomyrtus meli (Phil.) D.Legrand & Kausel",-39.86735,-73.15653,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.788+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,1000,"SOUTH_AMERICA","Los Lagos",1991,10,18,"1991-10-18",291,291,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.788+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110622",FALSE,"1110622","none","none",FALSE,NA,"L. R. Landrum; C. Donoso",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110622",NA,NA,NA,"Plants","2270466960","ef5a5ccb-0264-47a3-8767-d82bf20d0b64","33116","ASU0008567","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Small tree growing in shade",NA,NA,35,15,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","185153","7589","Secondary growth Valdivian forest and open areas.","ef5a5ccb-0264-47a3-8767-d82bf20d0b64","Parcela of Claudio Donoso Z. ca. 10km S of Valdivia on road to Paillaco.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Valdivia",NA,"Landrum","reviewed - high confidence","georef batch tool 2012-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008567_lg.jpg"
"2270466521","Amomyrtus meli (Phil.) D.Legrand & Kausel",-39.86735,-73.15653,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.752+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,1000,"SOUTH_AMERICA","Los Lagos",1991,10,18,"1991-10-18",291,291,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.752+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110623",FALSE,"1110623","none","none",FALSE,NA,"L. R. Landrum; C. Donoso",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110623",NA,NA,NA,"Plants","2270466521","04331f49-3a80-409f-a28c-6e5b47c14f26","33116","ASU0008559","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Small tree in dense secondary growth",NA,NA,35,15,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","185156","7605","Secondary growth Valdivian forest and open areas.","04331f49-3a80-409f-a28c-6e5b47c14f26","Parcela of Caludio Donoso Z. ca. 10km S of Valdivia on road to Panillaco.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Valdivia",NA,"Landrum","reviewed - high confidence","georef batch tool 2012-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008559_lg.jpg"
"2270545881","Amomyrtus meli (Phil.) D.Legrand & Kausel",-41.155278,-73.065278,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:14.903+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Lagos",1990,12,11,"1990-12-11",345,345,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:14.903+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2142707",FALSE,"2142707","none","none",TRUE,NA,"Oscar F. Clarke",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"2142707",NA,"11 Dec 1990",NA,"Plants","2270545881","ec3c7e64-31bd-48fa-94ea-dfa44c103cf7","33116","ASU0018808","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Luma.",NA,NA,145,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","273019","47.5-03",NA,"ec3c7e64-31bd-48fa-94ea-dfa44c103cf7","National Forest Reserve near Frutillar.","http://creativecommons.org/licenses/by-nc/3.0/","Landrum","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,"Fruiting",NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=UCR-BPS-198837","?luma?","ecologicallyOccursWith: Nothofagus|ecologicallyOccursWith: Eucryphia cordifolia|ecologicallyOccursWith: Caldcluvia|ecologicallyOccursWith: Lomatia","476ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0018/ASU0018808_lg.jpg"
"2270467246","Amomyrtus meli (Phil.) D.Legrand & Kausel",-39.8622,-73.0375,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.725+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Lagos",1988,1,17,"1988-01-17",17,17,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.725+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110619",FALSE,"1110619","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110619",NA,NA,NA,"Plants","2270467246","a4ff25f7-4369-42fb-b09e-18584a8ba696","33116","ASU0008564","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Shrub ca. 2m high.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","153491","5904",NA,"a4ff25f7-4369-42fb-b09e-18584a8ba696","Niebla, along costal road to the N, ca. 0.5km N of la Mision. Mainly evergreen myrtaceous forest in low wet area.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008564_lg.jpg"
"2270467033","Amomyrtus meli (Phil.) D.Legrand & Kausel",-39.8622,-73.0375,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.696+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Lagos",1988,1,17,"1988-01-17",17,17,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.696+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110620",FALSE,"1110620","none","none",FALSE,NA,"L. R. Landrum; S.S. Landrum",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110620",NA,NA,NA,"Plants","2270467033","da27aed3-81b2-4bb4-8d9f-312066ec7d46","33116","ASU0008565","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","153480","5902",NA,"da27aed3-81b2-4bb4-8d9f-312066ec7d46","Niebla, along costal road to the N, ca. 0.5km N of la Mision. Mainly evergreen myrtaceous forest in low wet area.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Valdivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008565_lg.jpg"
"2270467780","Amomyrtus meli (Phil.) D.Legrand & Kausel",-41.4,-73.4667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.566+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Lagos",1988,1,18,"1988-01-18",18,18,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.566+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1110624",FALSE,"1110624","none","none",FALSE,NA,"L. R. Landrum; J. Bricker",NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","NORTH_AMERICA",NA,"1110624",NA,NA,NA,"Plants","2270467780","57c4ea68-d728-461a-8264-37c2c8e4f232","33116","ASU0008560","ASU",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Small tree ca. 4m high.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","153486","5913","Evergreen forest dominated by Nothofagus and Myrtaceae","57c4ea68-d728-461a-8264-37c2c8e4f232","Los Muermos, ca 0.3-1 km along road to Cumbre Alta off road to Quenuil.","http://creativecommons.org/licenses/by-nc/3.0/","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Amomyrtus","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0008/ASU0008560_lg.jpg"
"574742695","Amomyrtus meli (Phil.) D.Legrand & Kausel",-40.233333,-73.366667,"cdc","bf2a4bf0-5f31-11de-b67e-b8a03c50a862","98e934b0-5f31-11de-b67e-b8a03c50a862","f6fe707e-cced-4efc-b5dc-be4c91b8180a","98e934b0-5f31-11de-b67e-b8a03c50a862","GB","DWC_ARCHIVE","2024-07-30T17:04:47.051+00:00","2024-07-30T17:31:56.451+00:00",347,"PRESERVED_SPECIMEN","PRESENT",3186054,6,7707728,220,690,5014,3186043,3186054,3186054,"Amomyrtus meli (Phil.) D.Legrand & Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus meli","Amomyrtus","meli","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Los Ríos",1988,2,6,"1988-02-06",37,37,NA,"2024-07-30T17:31:56.451+00:00",NA,FALSE,"https://data.rbge.org.uk/herb/E00022889","none","none",TRUE,"Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)",NA,NA,"WGS84","Magnoliopsida","CL","none","none","LATIN_AMERICA","Chile","EUROPE",NA,"https://data.rbge.org.uk/herb/E00022889",NA,"6th February 1988",NA,"E","574742695","https://data.rbge.org.uk/herb/E00022889",NA,"E00022889","RBGE",NA,NA,NA,"Amomyrtus meli (Phil.) D.Legrand & Kausel",NA,NA,NA,600,0,NA,NA,NA,NA,NA,"0237598a-853a-492c-af74-a723fe251799","e2714a5f-7035-47ae-8dcd-f50e40067cdc",NA,"4090","Remnant of Valdiviano forest on margin of cultivated land.",NA,"Chile:Región X [Los Lagos]:Prov. de Valdivia:La Unión:Monumento Natural Alerce Costero. 220 km west of La Union.",NA,NA,NA,"https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e",NA,"Ranco",NA,NA,NA,NA,NA,NA,NA,"600m","17abcf75-2f1e-46dd-bf75-a5b21dd02655","Temperate South America","https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799","ICBN","CC0","PhysicalObject","Royal Botanic Garden Edinburgh","E","18998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://iiif.rbge.org.uk/herb/iiif/E00022889/manifest"
