"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","verbatimLocality","elevation","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","habitat","http...unknown.org.recordID","locality","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","networkKeys","institutionID","municipality","fieldNotes","individualCount","higherGeography","eventRemarks","nomenclaturalCode","associatedOccurrences","verbatimElevation","reproductiveCondition","dynamicProperties","gadm","preparations","disposition","ownerInstitutionCode","lifeStage","elevationAccuracy","language","type","island","georeferencedDate","georeferenceProtocol","georeferenceSources","associatedTaxa","county","islandGroup","distanceFromCentroidInMeters","typeStatus","fieldNumber","infraspecificEpithet","typifiedName","recordedByIDs.type","recordedByIDs.value","identificationRemarks","locationRemarks","datasetID","eventID","media_url"
"2270557944","Eugenia domingensis O.Berg",17.998611,-71.222222,"cdc,gass84,preneglat,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.052+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Barahona",2009,5,29,"2009-05-29",149,149,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.052+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101172","http://creativecommons.org/licenses/by/4.0/",FALSE,"3101172","none","none",TRUE,NA,"E. J. Lucas; A. C. Araujo, T. Ulian, T. Clase, J. Coronado, W. Agramonte",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"3101172",NA,NA,NA,"Plants","2270557944","f3655988-818c-4614-bd6f-007523da4800","47811","ASU0057285","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,920,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","278044","1127","Remnant of cloud forest, much disturbed.","f3655988-818c-4614-bd6f-007523da4800","Sierra de Baoruco, Mun. Paraiso, seccion o paroje La Vivora.","http://creativecommons.org/licenses/by-nc/3.0/","Material coletado en silica.; Tree to 10 m, buds green.","alorozco","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057285_lg.jpg"
"1322444960","Eugenia domingensis O.Berg",18.4506,-66.9044,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:40:14.233+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Quebradillas",2009,6,18,"2009-06-18",169,169,"2022-11-02T13:41:00.000+00:00","2024-08-02T12:40:14.233+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/3e7ea63d1-0ea1-469d-aba1-ad8b314a95cd","none","none",FALSE,"NMNH Extant Biology","F. S. Axelrod, M. Vives & W. Hernández",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3e7ea63d1-0ea1-469d-aba1-ad8b314a95cd",NA,NA,NA,"US","1322444960","http://n2t.net/ark:/65665/3e7ea63d1-0ea1-469d-aba1-ad8b314a95cd",NA,"US 3627651","US",NA,NA,NA,"Eugenia domingensis O.Berg",NA,125,"be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"14254","Strip in sidewalk.",NA,"Bo. Cocos, residential street off Camino Arca de Noé.",NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","urn:lsid:biocol.org:col:15463",NA,NA,1,"West Indies - Neotropics, Puerto Rico, Quebradillas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3de6e0886-ff8f-4200-aeb3-4c2e5e3fb5e9"
"1451071650","Eugenia domingensis O.Berg",18.450556,-66.904445,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:40.383+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,2003,7,12,"2003-07-12T00:00",193,193,NA,"2024-08-02T01:15:40.383+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"K001002497","none","none",TRUE,NA,"Trejo-Torres, J.C.; Vives, P.; Camacho, A.M.; Caraballo, M.",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","EUROPE",NA,"K001002497",NA,NA,NA,"Herbarium","1451071650","http://specimens.kew.org/herbarium/K001002497",NA,"K001002497","K",NA,NA,NA,"Eugenia domingensis O.Berg",NA,142,"fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,"2326","In front of a house",NA,"Bo. San Antonio, Road 482, km 1, one block from Arca de Noe Zoo.",NA,NA,NA,"Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",NA,NA,NA,NA,NA,"Large, old tree. 14 m, flowering.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/21b09b07f48d5463f4ddcbea6684c221.jpg"
"2514960670","Eugenia domingensis O.Berg",18.4507,-66.90447,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:42.864+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,2003,7,12,"2003-07-12",193,193,NA,"2024-07-18T23:54:42.864+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"L.3917698@BRAHMS","none","none",TRUE,NA,"Trejo-Torres JC; Vives P; Camacho AM;",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","EUROPE","Naturalis Biodiversity Center","L.3917698@BRAHMS",NA,NA,NA,"Botany","2514960670","https://data.biodiversitydata.nl/naturalis/specimen/L.3917698",NA,"L.3917698",NA,NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Trejo-Torres, JC; Vives, P; Camacho, AM; 2326",NA,NA,"Plants of the Northern Karst. ''Ciudadanos del Karso''. Puerto Rico, Isabela, Bo. San Antonio, Road 482, km 1, one block from Arca de Noe Zoo.",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.3917698/format/large"
"1846503387","Eugenia domingensis O.Berg",18.332333,-65.7745,"cdc,cudc,gass84,inmafu","3c59bd42-7bfd-421b-8da4-275780390e4c","e1f6195c-b21b-4601-809e-bdf0488ee9a4","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T23:08:49.360+00:00","2024-08-01T23:10:42.255+00:00",320,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Puerto Rico",2001,8,12,"2001-08-12",224,224,"2023-07-16T07:02:03.000+00:00","2024-08-01T23:10:42.255+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2055677","http://creativecommons.org/licenses/by/4.0/",FALSE,"2055677","none","none",TRUE,NA,"Andrew Salywon; Neil Snow and Frank Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"2055677",NA,NA,NA,NA,"1846503387","5e2913d7-754c-4db4-aa82-2343476fe112","47811","DES00058539","DES",NA,NA,NA,"Eugenia domingensis O.Berg",NA,440,"a8dfdf0d-ceae-466f-ab90-393a0d2319be","baebb418-b4fe-49a5-91d4-4c11d597937f",NA,"1252",NA,"5e2913d7-754c-4db4-aa82-2343476fe112","Puerto Rico, MPIO.  Rio Grande, Caribbean National Forest, Rt. 9966, 0.7 mi W of jct. With Rt. 191, along unmarked trail leading into forest N of road.","http://creativecommons.org/licenses/by-nc/3.0/","Fruits slightly compressed laterally","Joyce","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","edb9860c-c481-4d19-88cc-224a536ebcd4",NA,NA,NA,NA,NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=d9405bc0-b2ad-4a67-ae52-712962e766c3","1443ft.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00058/DES00058539_lg.jpg"
"1846503676","Eugenia domingensis O.Berg",18.298333,-65.79,"cdc,cudc,gass84,rdatm,inmafu","3c59bd42-7bfd-421b-8da4-275780390e4c","e1f6195c-b21b-4601-809e-bdf0488ee9a4","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T23:08:49.360+00:00","2024-08-01T23:10:26.749+00:00",320,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Puerto Rico",2001,8,NA,"2001-08",NA,NA,"2023-07-16T07:02:03.000+00:00","2024-08-01T23:10:26.749+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2055990","http://creativecommons.org/licenses/by/4.0/",FALSE,"2055990","none","none",FALSE,NA,"Andrew Salywon; Neil Snow & Frank Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"2055990",NA,NA,NA,NA,"1846503676","8d710371-6710-46d8-91ef-984b03862174","47811","DES00058909","DES",NA,NA,NA,"Eugenia domingensis O.Berg",NA,784,"a8dfdf0d-ceae-466f-ab90-393a0d2319be","baebb418-b4fe-49a5-91d4-4c11d597937f",NA,"1256",NA,"8d710371-6710-46d8-91ef-984b03862174","MPIO. Rio Grande, Caribbean National Forest, Mt. Britton, Vereda trail, vicinity of lookout tower and adjacent ridgelines.","http://creativecommons.org/licenses/by-nc/3.0/",NA,"lois","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","edb9860c-c481-4d19-88cc-224a536ebcd4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2575ft.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00058/DES00058909_lg.jpg"
"2270675159","Eugenia domingensis O.Berg",18.0525,-65.8797,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.748+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1999,7,5,"1999-07-05",186,186,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.748+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762559","http://creativecommons.org/licenses/by/4.0/",FALSE,"762559","none","none",FALSE,NA,"Andrew Salywon; F. Axelrod, D. Seigler",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"762559",NA,NA,NA,"Plants","2270675159","2628d4c6-8134-47aa-afd0-d6874c390a09","47811","ASU0009968","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","239965","800","Costal scrub forest.","2628d4c6-8134-47aa-afd0-d6874c390a09","Mpio. de Yabucoa. Barrio Playa. Punta Guayanes, west corner of Palmas Drive and Shell Castle.","http://creativecommons.org/licenses/by-nc/3.0/","Coor from www.fallingrain.com/world; Tree 3.5m tall.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree 3.5 m tall.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009968_lg.jpg"
"2270674123","Eugenia domingensis O.Berg",18.7533,-70.7083,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.632+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Puerto Plata",1997,10,14,"1997-10-14",287,287,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.632+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762567","http://creativecommons.org/licenses/by/4.0/",FALSE,"762567","none","none",FALSE,NA,"F. Jimenez; A. Veloz.",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762567",NA,NA,NA,"Plants","2270674123","ccf9c960-af32-4074-b2bb-7ec0b82129f9","47811","ASU0009978","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","255243","2427","Areas verdes.","ccf9c960-af32-4074-b2bb-7ec0b82129f9","Cordillera Septentrional: En la cima de la loma Isabel de Torres.","http://creativecommons.org/licenses/by-nc/3.0/","Arbolito de 5m, fruto rojo cuando maduro.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009978_lg.jpg"
"1928956621","Eugenia domingensis O.Berg",19.1,-70.62,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:47.967+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","La Vega",1992,5,30,"1992-05-30",151,151,NA,"2024-07-21T05:13:47.967+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1679622","http://creativecommons.org/licenses/by/4.0/",FALSE,"54140809-7382-499f-9169-ec3cf68bf231","none","none",FALSE,"Vascular plants","T. A. Zanoni",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","54140809-7382-499f-9169-ec3cf68bf231",NA,NA,"30 May 1992","NY","1928956621","54140809-7382-499f-9169-ec3cf68bf231",NA,"1435739","NY",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"46227",NA,NA,"Cordillera Central: 6 Km al S de Jaabacoa en la carretera a El Rio (de Constanza), en poblado rural ""El Salto de Jimenoa"", orilla de la carretera.",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"ICN",NA,"2133-2297 ft",NA,NA,NA,"sheet",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/013/v-247-01435739.jpg"
"1928280514","Eugenia domingensis O.Berg",18.254876,-65.793511,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:24.495+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Naguabo",1991,11,11,"1991-11-11",315,315,NA,"2024-07-21T05:13:24.495+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011895","http://creativecommons.org/licenses/by/4.0/",FALSE,"241f4dfa-bb39-4330-a5cb-4efd01df6751","none","none",FALSE,"Vascular plants","F. S. Axelrod",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","241f4dfa-bb39-4330-a5cb-4efd01df6751",NA,NA,"11 Nov 1991","NY","1928280514","241f4dfa-bb39-4330-a5cb-4efd01df6751",NA,"946188","NY",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"3219","River bank and stream bed in wet mountain forest.",NA,"Bo. Río Blanco, Caribbean National Forest, along 1 km stretch up Río Sabana S of closed portion of Rt 191.",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"ICN",NA,"1575-1804 ft",NA,NA,NA,"sheet",NA,NA,NA,NA,"en","PhysicalObject",NA,"2010-03-26","Online gazetteer","USGS Geographic Names Information System (GNIS), Google Earth (map data 2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/437/v-247-00946188.jpg"
