"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","verbatimLocality","elevation","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","habitat","http...unknown.org.recordID","locality","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","collectionID","networkKeys","institutionID","municipality","fieldNotes","individualCount","higherGeography","eventRemarks","nomenclaturalCode","associatedOccurrences","verbatimElevation","reproductiveCondition","dynamicProperties","gadm","preparations","disposition","ownerInstitutionCode","lifeStage","elevationAccuracy","language","type","island","georeferencedDate","georeferenceProtocol","georeferenceSources","associatedTaxa","county","islandGroup","distanceFromCentroidInMeters","typeStatus","fieldNumber","infraspecificEpithet","typifiedName","recordedByIDs.type","recordedByIDs.value","identificationRemarks","locationRemarks","datasetID","eventID","media_url"
"1931076915","Eugenia domingensis O.Berg",18.08,-71.13,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:22.471+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Barahona",1990,6,9,"1990-06-09",160,160,NA,"2024-07-21T05:16:22.471+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1679660","http://creativecommons.org/licenses/by/4.0/",FALSE,"ea0da65e-3c80-417a-b327-754130d7700c","none","none",FALSE,"Vascular plants","T. A. Zanoni",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","ea0da65e-3c80-417a-b327-754130d7700c",NA,NA,"09 Jun 1990","NY","1931076915","ea0da65e-3c80-417a-b327-754130d7700c",NA,"1435777","NY",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"44429",NA,NA,"Sierra de Baoruco: Rio Bahoruco (prox. poblado del mismo nombre), aprox 1.5-2 Km al interior (subiendo el rio) desde la carretera costera de Barahona-Paraiso.",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"ICN",NA,"49-66 ft",NA,NA,NA,"sheet",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/051/v-247-01435777.jpg"
"2270672842","Eugenia domingensis O.Berg",19.3,-71.15,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.681+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Santiago",1988,5,25,"1988-05-25",146,146,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.681+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762562","http://creativecommons.org/licenses/by/4.0/",FALSE,"762562","none","none",TRUE,NA,"T. Zanoni; R. Garcia, A. Cabral",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762562",NA,NA,NA,"Plants","2270672842","7733d5d5-ddba-4d21-895f-c01ab824f1dc","47811","ASU0009966","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","165648","41171","En un conuco dentro de una zona de pinares.","7733d5d5-ddba-4d21-895f-c01ab824f1dc","Cordillera Central: en Los Ramones (al S-Soeste de El Rubio): en la poblacion rural.","http://creativecommons.org/licenses/by-nc/3.0/","Arbol 6-7m; flores en boton.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009966a_lg.jpg"
"2515588575","Eugenia domingensis O.Berg",19.3,-71.15,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:58.678+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1988,5,25,"1988-05-25",146,146,NA,"2024-07-18T23:54:58.678+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"U.1439310@BRAHMS","none","none",TRUE,NA,"Zanoni TA; García R; Cabral A",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","Naturalis Biodiversity Center","U.1439310@BRAHMS",NA,NA,NA,"Botany","2515588575","https://data.biodiversitydata.nl/naturalis/specimen/U.1439310",NA,"U.1439310",NA,NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Zanoni, TA; García, R; Cabral, A 41171",NA,NA,"Cordillera Central: Prov. Santiago: en Los Ramones (al S-SOeste de El Rubio): en poblacion rural, en un conuco dentro de una zona de pinares.",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1439310/format/large"
"1931167378","Eugenia domingensis O.Berg",18.093467,-66.230561,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:43.294+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1988,8,4,"1988-08-04",217,217,NA,"2024-07-21T05:14:43.294+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1011896","http://creativecommons.org/licenses/by/4.0/",FALSE,"f089eb46-a48f-4b1d-8eb8-503e1449dd2a","none","none",FALSE,"Vascular plants","C. Taylor",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA","The New York Botanical Garden","f089eb46-a48f-4b1d-8eb8-503e1449dd2a",NA,NA,"04 Aug 1988","NY","1931167378","f089eb46-a48f-4b1d-8eb8-503e1449dd2a",NA,"946187","NY",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"8132","Wet thickets and roadsides.",NA,"Cayey/Salinas, Base of towers on Cerro Las Tetas.",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,NA,"sheet",NA,NA,NA,NA,"en","PhysicalObject",NA,"2009-03-18",NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/189/436/v-247-00946187.jpg"
"1928339755","Eugenia domingensis O.Berg",18.5,-70.47,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:26.712+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Peravia",1987,8,14,"1987-08-14",226,226,NA,"2024-07-21T05:13:26.712+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1679674","http://creativecommons.org/licenses/by/4.0/",FALSE,"2868f0eb-349f-4c50-b672-eee7240f11b4","none","none",TRUE,"Vascular plants","T. A. Zanoni",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","2868f0eb-349f-4c50-b672-eee7240f11b4",NA,NA,"14 Aug 1987","NY","1928339755","2868f0eb-349f-4c50-b672-eee7240f11b4",NA,"1435791","NY",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"40189",NA,NA,"En el seradero de ""Tumbaca"" (de San José de Ocoa) a Loma del Rancho.",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"ICN",NA,"1969-2297 ft",NA,NA,NA,"sheet",NA,NA,NA,NA,"en","PhysicalObject",NA,"2014-05-19",NA,"Field book",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/065/v-247-01435791.jpg"
"2270673912","Eugenia domingensis O.Berg",18.7167,-70.9167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.668+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Azua",1987,10,2,"1987-10-02",275,275,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.668+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762560","http://creativecommons.org/licenses/by/4.0/",FALSE,"762560","none","none",TRUE,NA,"R. Garcia; J. Pimentel",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762560",NA,NA,NA,"Plants","2270673912","66d9d431-974e-4b53-903e-f72ed1d12881","47811","ASU0009964","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","225727","2513","Bosque humedo a orillas de un arroyo.","66d9d431-974e-4b53-903e-f72ed1d12881","Cordillera Central, aproximadamente 6 km al SE de Padre Las Casas, en el lugar llamdo Palero.","http://creativecommons.org/licenses/by-nc/3.0/","Arbol de 10m de alto; fruto negro cuando maduro.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecologicallyOccursWith: Tetragastris|ecologicallyOccursWith: Ficus|ecologicallyOccursWith: Lysiloma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009964_lg.jpg"
"2270674286","Eugenia domingensis O.Berg",18.85,-70.6917,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.729+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","La Vega",1986,1,22,"1986-01-22",22,22,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.729+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762561","http://creativecommons.org/licenses/by/4.0/",FALSE,"762561","none","none",FALSE,NA,"R. Garcia; S. Pelaez",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762561",NA,NA,NA,"Plants","2270674286","5e2c079b-949b-4b20-9dc2-2b44b04c5464","47811","ASU0009965","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","225714","937",NA,"5e2c079b-949b-4b20-9dc2-2b44b04c5464","Cordillera Central: en el poblado El Café, al lado del camino que va a Canelilla.","http://creativecommons.org/licenses/by-nc/3.0/","Arbol, 8m de alto, fruto verde, negro cuando madura.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Constanza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009965_lg.jpg"
"1928830620","Eugenia domingensis O.Berg",18.9,-70.77,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:47.063+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","La Vega",1986,3,7,"1986-03-07",66,66,NA,"2024-07-21T05:13:47.063+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1679641","http://creativecommons.org/licenses/by/4.0/",FALSE,"4b213017-bd86-465b-9928-1f8775443bb4","none","none",TRUE,"Vascular plants","T. A. Zanoni",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","The New York Botanical Garden","4b213017-bd86-465b-9928-1f8775443bb4",NA,NA,"07 Mar 1986","NY","1928830620","4b213017-bd86-465b-9928-1f8775443bb4",NA,"1435758","NY",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"36315",NA,NA,"en el valle del Rio Grande, aprox. 2 km al suroeste de Constanza",NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,"ICN",NA,"4593 ft",NA,NA,NA,"sheet",NA,NA,NA,NA,"en","PhysicalObject",NA,NA,NA,"Field book",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/478/032/v-247-01435758.jpg"
"2270674715","Eugenia domingensis O.Berg",19.1,-70.6167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.682+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","La Vega",1986,3,20,"1986-03-20",79,79,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.682+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762571","http://creativecommons.org/licenses/by/4.0/",FALSE,"762571","none","none",TRUE,NA,"T. Zanoni; M. Mejia,  R. Garcia.",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762571",NA,NA,NA,"Plants","2270674715","761510f9-1688-48e8-93e8-a0881604a149","47811","ASU0009974","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","153642","36354","Arboles en la orilla de la carretera, campos baldios.","761510f9-1688-48e8-93e8-a0881604a149","Cordillera Cemtral: Aproximadamente 7m al 'sur' de Jarabacoa en la carretera a Paso Bajito y el Rio de Constanza.","http://creativecommons.org/licenses/by-nc/3.0/","Arbol 6m, negrusco o purpura muy oscuro al madurar.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009974_lg.jpg"
"2517506803","Eugenia domingensis O.Berg",18.9,-70.76667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:58.337+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1986,3,7,"1986-03-07",66,66,NA,"2024-07-18T23:54:58.337+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"U.1439307@BRAHMS","none","none",TRUE,NA,"Zanoni TA; García R",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","Naturalis Biodiversity Center","U.1439307@BRAHMS",NA,NA,NA,"Botany","2517506803","https://data.biodiversitydata.nl/naturalis/specimen/U.1439307",NA,"U.1439307",NA,NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Zanoni, TA; García, R 36315",NA,NA,"Cordillera Central: Prov. La Vega: en el valle del Rio Grande, aprox. 2 km al suroeste de Constanza.",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1439307/format/large"
"2517193797","Eugenia domingensis O.Berg",19.1,-70.61667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:58.302+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA",NA,1986,3,20,"1986-03-20",79,79,NA,"2024-07-18T23:54:58.302+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"U.1439309@BRAHMS","none","none",TRUE,NA,"Zanoni TA; Mejía MM; García R",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","EUROPE","Naturalis Biodiversity Center","U.1439309@BRAHMS",NA,NA,NA,"Botany","2517193797","https://data.biodiversitydata.nl/naturalis/specimen/U.1439309",NA,"U.1439309",NA,NA,NA,NA,"Eugenia domingensis O.Berg",NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,"Zanoni, TA; Mejía, MM; García, R 36354",NA,NA,"Cordillera Central: Prov. La Vega: aprox. 7 km al ""Sur de jarabacoa en la carretera a Paso Bajito y el Rio de Constanza: arboles en la orilla de la carretera, campos baldios.",NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,NA,NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1439309/format/large"
"2270675898","Eugenia domingensis O.Berg",19.2833,-69.1667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:05.730+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5417472,6,7707728,220,690,5014,3177662,5417472,5417472,"Eugenia domingensis O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia domingensis","Eugenia","domingensis","SPECIES","ACCEPTED","NE",NA,NA,"NORTH_AMERICA","Samana",1984,3,20,"1984-03-20",80,80,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:05.730+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=762570","http://creativecommons.org/licenses/by/4.0/",FALSE,"762570","none","none",FALSE,NA,"T. Zanoni; J. Pimentel, R. Garcia.",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"762570",NA,NA,NA,"Plants","2270675898","63480a0b-5c35-471d-876b-ff640880ce4b","47811","ASU0009975","ASU",NA,NA,NA,"Eugenia domingensis O.Berg",NA,178,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","188484","29335","Roca caliza, bosque latifoliado, y disturbado de vegetacion terciaria.","63480a0b-5c35-471d-876b-ff640880ce4b","Peninsula Samana: en la parte noreste de la peninsula: Loma El Fronton.","http://creativecommons.org/licenses/by-nc/3.0/","6m de alto; fruto rojo, pero no se el color del fruto maduro, en 'Madama'.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0009/ASU0009975_lg.jpg"
