"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","higherGeography","year","month","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","locality","gbifID","collectionCode","occurrenceID","higherClassification","collectionID","name","gadm","day","typeStatus","dateIdentified","references","preparations","rightsHolder","nomenclaturalCode","verbatimEventDate","county","language","type","identificationRemarks","verbatimElevation","media_url"
"2235847789","Myrcia barituensis (Legname) B.Holst",-22.2,-64.53,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:03.973+00:00",403,"PRESERVED_SPECIMEN",1,"PRESENT",9631310,6,7707728,220,690,5014,3173889,9631310,9631310,"Myrcia barituensis (Legname) B.Holst","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia barituensis","Myrcia","barituensis","SPECIES","ACCEPTED","NE",950,"SOUTH_AMERICA","Tarija","South America - Neotropics, Bolivia, Tarija",1983,10,"1983-10-09/1983-10-11",282,284,"2023-11-08T13:22:00.000+00:00","2024-08-02T12:39:03.973+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/33fd92475-6eac-46fb-872f-0aa8bfae9dab","none","none","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",FALSE,"NMNH Extant Biology","J. C. Solomon","WGS84","Magnoliopsida","BO","none","none","LATIN_AMERICA","Bolivia (Plurinational State of)","NORTH_AMERICA","11121","http://n2t.net/ark:/65665/33fd92475-6eac-46fb-872f-0aa8bfae9dab","US 3246859","urn:lsid:biocol.org:col:15463","US","Dpto. Tarija. Prov. Arce. Hillsdes, vicinity of Sidras, (5.5 km N of Emborozú).","2235847789","US","http://n2t.net/ark:/65665/33fd92475-6eac-46fb-872f-0aa8bfae9dab","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","Myrcia barituensis (Legname) B.Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m36a9da6fc-feee-4ea4-b0dc-31162f83c0c5"
