"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","recordedBy","identifiedBy","preparations","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","habitat","institutionID","nomenclaturalCode","verbatimEventDate","locality","collectionCode","gbifID","language","occurrenceID","type","catalogNumber","institutionCode","collectionID","name","decimalLatitude","decimalLongitude","geodeticDatum","county","verbatimElevation","networkKeys","elevation","higherGeography","georeferenceProtocol","municipality","eventRemarks","higherClassification","modified","otherCatalogNumbers","dynamicProperties","occurrenceRemarks","identificationRemarks","fieldNotes","elevationAccuracy","georeferencedDate","georeferenceSources","individualCount","fieldNumber","verbatimLocality","recordedByIDs.type","recordedByIDs.value","identificationQualifier","media_url","license"
"2251707862","Myrcia amplexicaulis (Vell.) Hook.fil.","gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:30.017+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE","2011-01-10T00:00:00","SOUTH_AMERICA","Bahia",NA,2010,6,10,"2010-06-10",161,161,"2024-07-21T05:14:30.017+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671181",FALSE,"c16a4848-e5ac-4fcb-a691-8ecdda6cb528","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"vascular plants","D. Piotto","D. Piotto","Sheet","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","2111","c16a4848-e5ac-4fcb-a691-8ecdda6cb528","Floresta Ombrófila Densa","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","10 Jun 2010","Parque Est. Serra do Conduru","NY","2251707862","en","c16a4848-e5ac-4fcb-a691-8ecdda6cb528","PhysicalObject","04073087","NY","http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia amplexicaulis (Vell.) Hook.fil.",-14.42,-39.08,"WGS84","Uruçuca Mun.","394-984 ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/3391/231/04073087.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519394161","Myrcia amplexicaulis (Vell.) Hook.fil.","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:49.641+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE","2010-01-01T00:00:00","SOUTH_AMERICA",NA,NA,2009,1,17,"2009-01-17T00:00",17,17,"2024-08-02T01:14:49.641+00:00",NA,FALSE,"K000904032","none","none",NA,NA,FALSE,NA,"Forzza, R.C.; Fraga, C.N., Goldenberg, R., Fontana, A.P., Schwartsburd, P.B., Labiak, P.H.","Sobral, M.",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"5397","K000904032","Arbusto ca. 2, alt. Floresta Ombrófila Densa Montana.",NA,NA,NA,"Arredores da Reserva Biológica de Duas Bocas. Estrada para Viana. Boqueirão do Santilho.","Herbarium","4519394161",NA,"http://specimens.kew.org/herbarium/K000904032",NA,"K000904032",NA,NA,"Myrcia amplexicaulis (Vell.) Hook.fil.",-20.242222,-40.522222,"WGS84",NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",340,"Santa Leopoldina","Label","Santa Leopoldina","com Ramos decumbentes. Folhas discolores; indumento ferrugíneo. Flores com cálice, corola e estames creme.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/98539017e2b9320339e0d55fd65f4cf4.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519388767","Myrcia amplexicaulis (Vell.) Hook.fil.","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:38.371+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE","2010-01-01T00:00:00","SOUTH_AMERICA",NA,NA,2009,4,11,"2009-04-11T00:00",101,101,"2024-08-02T01:15:38.371+00:00",NA,FALSE,"K000752401","none","none",NA,NA,FALSE,NA,"Amorim, A.M.A.; Goldenburg, R., Fraga, C.N., Fontana, A.P., Kollmann, L., Daneu, L.","Sobral, M.",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"7849","K000752401","Floresta Ombrofila Densa Montana.",NA,NA,NA,"Estrada do etorno da reserva em acesso a Alegre.","Herbarium","4519388767",NA,"http://specimens.kew.org/herbarium/K000752401",NA,"K000752401",NA,NA,"Myrcia amplexicaulis (Vell.) Hook.fil.",-20.3025,-40.481944,"WGS84",NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",500,"Cariacica","Label","Cariacica","Arvoreta ca 3m alt. Folhas brilhantes na face superior. Raque pendula, densamente ferruginea, frutos imaturos verdes com indumento ferrugineo.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/3d939eefb7965a45f849fba04f17137e.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424242431","Gomidesia crocea O.Berg","cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:37.118+00:00",520,"PRESERVED_SPECIMEN","PRESENT",7531592,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Gomidesia","crocea","SPECIES","SYNONYM","NE","2008-04-20T00:00:00","SOUTH_AMERICA","Rio de Janeiro",NA,2008,2,29,"2008-02-29",60,60,"2024-08-01T12:21:37.118+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:526031","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","A. G. Christo; A. Pintor, A. T. Oliveira","A. G. Christo",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","636","urn:catalog:JBRJ:RB:526031",NA,"04.936.616/0001-20",NA,NA,"Distrito de Peclas, Fazenda Santa Helena.","RB","1424242431",NA,"urn:catalog:JBRJ:RB:526031",NA,"RB00526031","JBRJ",NA,"Gomidesia crocea O.Berg",-22.532222,-42.346111,"WGS84",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",NA,NA,NA,"Silva Jardim",NA,NA,"2017-10-18T15:08:03.000+00:00","RB 466061","{""project"" : ""Fitossociologia na Fazenda Santa Helena, Silva Jardim, RJ""}","árvore, ca. de 5 m de altura, flores alvo-amareladas, coletada na borda da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/52/60/31/00526031.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519387148","Myrcia amplexicaulis (Vell.) Hook.fil.","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:39.747+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE","2010-01-01T00:00:00","SOUTH_AMERICA",NA,NA,2008,7,20,"2008-07-20T00:00",202,202,"2024-08-02T01:15:39.747+00:00",NA,FALSE,"K000904031","none","none",NA,NA,TRUE,NA,"Forzza, R.C.; Amorim, A.M., Paixão, J.L., Gomes, L.C.J.","Sobral, M.",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"5237","K000904031"," Floresta Ombrófila Densa Montana",NA,NA,NA,"Reserva Biológica Duas Bocas. Localidade de Alegre trilha do Pau-oco.","Herbarium","4519387148",NA,"http://specimens.kew.org/herbarium/K000904031",NA,"K000904031",NA,NA,"Myrcia amplexicaulis (Vell.) Hook.fil.",-20.267778,-40.525,"WGS84",NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",525,"Cariacica","Label","Cariacica","Árvore ca. 8m alt. Frutos verdes passando a vináceos.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/45e1f8a92f303aca4eee59ff687fc85a.jpg","http://creativecommons.org/licenses/by/4.0/"
"4519389138","Myrcia amplexicaulis (Vell.) Hook.fil.","cdc,cdround,gass84,inmano","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:49.592+00:00",407,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE","2013-01-01T00:00:00","SOUTH_AMERICA",NA,NA,2007,2,8,"2007-02-08T00:00",39,39,"2024-08-02T01:14:49.592+00:00",NA,FALSE,"K000904006","none","none",NA,NA,FALSE,NA,"Fontana, A.P.; Brahim, K.A.","Lucas,E.",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE",NA,"2836","K000904006","Floresta Obrófila Aberta, Mata de Encosta.",NA,NA,NA,"APA do Goiapaba-açú. Piabas, prop. De Albino Cassimiro.","Herbarium","4519389138",NA,"http://specimens.kew.org/herbarium/K000904006",NA,"K000904006",NA,NA,"Myrcia amplexicaulis (Vell.) Hook.fil.",-19.998611,-40.545,"WGS84",NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655",685,"Fundão","Label","Fundão","Escandente. Folhas verdes discolores com pelos marrons. Flores branchas com tricomas dourados.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://d2seqvvyy3b8p2.cloudfront.net/0712c08a4372c17b5929dedf21491568.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424265390","Gomidesia crocea O.Berg","cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:37.374+00:00",520,"PRESERVED_SPECIMEN","PRESENT",7531592,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Gomidesia","crocea","SPECIES","SYNONYM","NE",NA,"SOUTH_AMERICA","Rio de Janeiro",NA,2007,2,2,"2007-02-02",33,33,"2024-08-01T12:21:37.374+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:550291","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","C.N. Fraga; E.M. Saddi & M. Bocayuva","C.N. Fraga",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1712","urn:catalog:JBRJ:RB:550291",NA,"04.936.616/0001-20",NA,NA,"Mata do Caixão. Floresta de baixada.","RB","1424265390",NA,"urn:catalog:JBRJ:RB:550291",NA,"RB00550291","JBRJ",NA,"Gomidesia crocea O.Berg",-21.721667,-41.272778,"WGS84",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",26,NA,NA,"Campos dos Goytacazes",NA,NA,"2017-10-18T16:12:53.000+00:00","RB 477237","{""project"" : ""PROJETO CORES - Conservação das Orquídeas em Risco de Extinção (JBRJ / Cenpes-Petrobras)""}","Arvoreta, ca. 7m. Folhas verde brilhosas, nervuras aparentes. Flores com sépalas castanho claro, pétalas brancas, estames brancos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/55/2/91/00550291.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424275948","Myrcia amplexicaulis (Vell.) Hook.fil.","cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:37.758+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE",NA,"SOUTH_AMERICA","Espírito Santo",NA,2007,3,23,"2007-03-23",82,82,"2024-08-01T12:21:37.758+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:561963","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","A. P. Fontana; K.A. Brahim, R. R. dos Santos & L. Kollmann","M.Sobral",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3110","urn:catalog:JBRJ:RB:561963",NA,"04.936.616/0001-20",NA,NA,"Rio das Pedras, propr. De Emílio Feich. Floresta Ombrófila Aberta, Mata de Encosta.","RB","1424275948",NA,"urn:catalog:JBRJ:RB:561963",NA,"RB00561963","JBRJ",NA,"Myrcia amplexicaulis (Vell.) Hook.fil.",-20.098056,-40.828333,"WGS84",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",910,NA,NA,"Santa Maria de Jetibá",NA,NA,"2017-10-18T16:59:32.000+00:00","RB 481406","{""project"" : ""PROJETO CORES - Conservação das Orquídeas em Risco de Extinção (JBRJ/Cenpes-Petrobras)""}","Arvoreta, ca. 7m. Frutos vináceos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/56/19/63/00561963.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424242394","Gomidesia crocea O.Berg","cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:39.566+00:00",520,"PRESERVED_SPECIMEN","PRESENT",7531592,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Gomidesia","crocea","SPECIES","SYNONYM","NE","2006-05-15T00:00:00","SOUTH_AMERICA","Rio de Janeiro",NA,2006,1,12,"2006-01-12",12,12,"2024-08-01T12:21:39.566+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:526029","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","A. G. Christo; A. Pintor, A. T. Oliveira, J. B. B. Sansevero","M. C. Souza",NA,"Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","448","urn:catalog:JBRJ:RB:526029",NA,"04.936.616/0001-20",NA,NA,"Distrito de Peclas, Fazenda Santa Helena.","RB","1424242394",NA,"urn:catalog:JBRJ:RB:526029",NA,"RB00526029","JBRJ",NA,"Gomidesia crocea O.Berg",-22.532222,-42.346111,"WGS84",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97",NA,NA,NA,"Silva Jardim",NA,NA,"2017-10-18T00:25:39.000+00:00","RB 466059","{""project"" : ""Fitossociologia na Fazenda Santa Helena, Silva Jardim, RJ""}","árvore, ca. 7 m de altura, folhas concolores, ramos pilosos, com flores, coletada no interior da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/52/60/29/00526029.jpg","http://creativecommons.org/licenses/by/4.0/"
"1931180455","Myrcia amplexicaulis (Vell.) Hook.fil.","gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:29.435+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3174382,6,7707728,220,690,5014,3173889,3174382,3174382,"Myrcia amplexicaulis (Vell.) Hook.fil.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia amplexicaulis","Myrcia","amplexicaulis","SPECIES","ACCEPTED","NE","2017-01-01T00:00:00","SOUTH_AMERICA","Rio de Janeiro",NA,2005,4,27,"2005-04-27",117,117,"2024-07-21T05:16:29.435+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457546",FALSE,"f177b73c-536d-48f1-b681-8ab06b9ab05e","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants","S. de V. A. Pessôa",NA,"sheet","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","1107","f177b73c-536d-48f1-b681-8ab06b9ab05e","Floresta submontana.","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","27 Apr 2005","Fazenda Santa Helena Remanescente. Área I. Area FSH 321.","NY","1931180455","en","f177b73c-536d-48f1-b681-8ab06b9ab05e","PhysicalObject","1183863","NY","http://biocol.org/urn:lsid:biocol.org:col:15556","Myrcia amplexicaulis (Vell.) Hook.fil.",-22.5308,-42.3478,"WGS84","Silva Jardim Mun.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Synonmy of World Checklist Myrtaceae on line, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2147/353/01183863.jpg","http://creativecommons.org/licenses/by/4.0/"
