"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","verbatimEventDate","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","identificationQualifier","fieldNotes","occurrenceRemarks","bibliographicCitation","name","dateIdentified","elevation","modified","datasetName","otherCatalogNumbers","institutionID","references","preparations","habitat","nomenclaturalCode","county","language","type","identificationRemarks","verbatimElevation","collectionID","georeferenceSources","typeStatus","elevationAccuracy","gadm","georeferenceVerificationStatus","georeferencedDate","georeferenceProtocol","media_url"
"2996038161","Myrcia pseudospectabilis Sobral",-15.3,-39.066667,"cdc,cdround,gass84,iddativ,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:25.629+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2019,5,18,"2019-05-18",138,138,"2024-07-01T12:17:25.629+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"5540439","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",TRUE,"Guedes, ML;Alunos de Botânica Econômica","Guedes, ML","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","31658","5540439","18/05/2019","Ilhéus","Fazenda Aritagúa.","ALCB","2996038161","5540439","ALCB059454","ALCB","CF","Folhas cartáceas, discolores. Fruto imaturo.","Folhas cartáceas, discolores. Fruto imaturo.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=5540439","Myrcia pseudospectabilis Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/5/94/54/alcb00059454.dzi"
"1424442137","Myrcia pseudospectabilis Sobral",-15.171111,-39.351111,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:42.311+00:00",520,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2011,7,3,"2011-07-03",184,184,"2024-08-01T12:21:42.311+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"urn:catalog:JBRJ:RB:766614","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"R. de O. Perdiz; et al","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","781","urn:catalog:JBRJ:RB:766614",NA,"Arataca","PARNA da Serra das Lontras. Trilha do Talhão.","RB","1424442137","urn:catalog:JBRJ:RB:766614","RB00766614","JBRJ",NA,"Floresta Ombrófila Densa Montana","Árvore ca. 4m de altura. Frutos amarelo-avermelhados",NA,"Myrcia pseudospectabilis Sobral","2014-07-01T00:00:00",671,"2017-10-14T07:39:12.000+00:00","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 570138","04.936.616/0001-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/76/66/14/00766614.jpg"
"1927848857","Myrcia pseudospectabilis Sobral",-15.1736,-39.3417,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:12:59.726+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2007,1,20,"2007-01-20",20,20,"2024-07-21T05:12:59.726+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"05baf41e-e65e-443b-bd4b-263dbe038670","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"A. M. Amorim","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","6732","05baf41e-e65e-443b-bd4b-263dbe038670","20 Jan 2007",NA,"Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no Assentamento Santo Antônio. RPPN ""Caminho das Pedras"".","NY","1927848857","05baf41e-e65e-443b-bd4b-263dbe038670","01095502","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral",NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391440","sheet","Floresta Ombrofila Densa Montana","ICN","Arataca Mun.","en","PhysicalObject","Duplicate specimen at herb. CEPEC--115795    identified as such. Also at: herb. UB--167919, UB--146566, and BHCB--112711","3281 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Label",NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2156/337/01095502.jpg"
"1929872769","Myrcia pseudospectabilis Sobral",-15.2028,-39.4081,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:14.208+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2007,1,21,"2007-01-21",21,21,"2024-07-21T05:14:14.208+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"9517f58a-bd00-4710-9279-2363e29362e1","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"R. A. X. Borges","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","604","9517f58a-bd00-4710-9279-2363e29362e1","21 Jan 2007",NA,"Serra das Lontras, ca. 7 km no ramal que liga o distrito de Itatinguí à Serra, ramal de acesso à Fazenda Véu de Noiva, de propiedade de José Marques.","NY","1929872769","9517f58a-bd00-4710-9279-2363e29362e1","01198716","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral","2010-01-01T00:00:00",NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1447799","sheet","Floresta Ombrófila Densa Montana","ICN","Arataca Mun.","en","PhysicalObject","Identification from photos","3281 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Label",NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2156/685/01198716.jpg"
"1930498246","Myrcia pseudospectabilis Sobral",-14.586111,-39.117222,"cdround,gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:28.567+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2005,2,19,"2005-02-19",50,50,"2024-07-21T05:14:28.567+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"c123f99f-2e69-4af1-b424-31640926e5ad","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"P. Fiaschi","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","2714","c123f99f-2e69-4af1-b424-31640926e5ad","19 Feb 2005",NA,"Rodovia Ilhéus-Itacaré (BA 001), na altura do km 20, estrada à esquerda. Acesso ao Retiro. Ramal vicinal ca. 5,5 km à direita, para a Lagoa Encantada","NY","1930498246","c123f99f-2e69-4af1-b424-31640926e5ad","00749747","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral",NA,NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907966","sheet","Floresta Ombrófila antropizada","ICN","Ilhéus Mun.","en","PhysicalObject","Duplicate specimen at herb. CEPEC--104194 identified as such","558 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Label",NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2154/144/00749747.jpg"
"1930879791","Myrcia pseudospectabilis Sobral",-14.4997,-39.115,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:46.821+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2004,3,18,"2004-03-18",78,78,"2024-07-21T05:14:46.821+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"dc3f498c-eaf8-40d5-8a09-570aa396a84d","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"P. Fiaschi","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","2069","dc3f498c-eaf8-40d5-8a09-570aa396a84d","18 Mar 2004",NA,"Estrada de Serra Grande para Uruçuca. Area do inventário do plano de manejo","NY","1930879791","dc3f498c-eaf8-40d5-8a09-570aa396a84d","00749910","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral","2010-01-01T00:00:00",NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911105","sheet","Mata da torre do celular","ICN","Uruçuca Mun.","en","PhysicalObject","fide original publication","1247 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Label",NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2154/149/00749910.jpg"
"1928576792","Myrcia pseudospectabilis Sobral",-14.5861,-39.1172,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:39.592+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",2004,11,27,"2004-11-27",332,332,"2024-07-21T05:13:39.592+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"390b4927-521a-4195-b87b-dca9f70decca","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"P. Fiaschi","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","2656","390b4927-521a-4195-b87b-dca9f70decca","27 Nov 2004",NA,"Rodovia Ilhéus-Itacaré (BA 001), an altura do km 20, estrada à esquerda. Acesso ao Retiro. Ramal vivinal ca. 5.5 km à direita, para a Lagoa Encantada.","NY","1928576792","390b4927-521a-4195-b87b-dca9f70decca","01196023","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral","2010-01-01T00:00:00",NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105242","sheet","Floresta Ombrofila antropizada","ICN","Ilhéus Mun.","en","PhysicalObject","Basionym","558 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"ISOTYPE",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1016/115/01196023.jpg"
"4900548816","Myrcia pseudospectabilis Sobral",0,0,"cucdmis,gass84,iddativ,zerocd,colmafu,inmafu","67f33aea-2c4b-475b-b243-91ca1b9dd29a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","ecb15bdf-98de-4937-84f5-4f93ee9efc73","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-07-01T12:06:29.209+00:00","2024-07-01T12:17:43.047+00:00",203,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE",NA,"Bahia",1999,1,16,"1999-01-16",16,16,"2024-07-01T12:17:43.047+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"6270042","none","none","7b2eaa48-c6f9-48aa-b8d5-97700cc4487c","2b636271-4d24-49bf-9ed8-abbe2829b25e",FALSE,"Argôlo, AS;Guedes, ML,Carvalhal, G","Stadnik, A","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","ALCB","60","6270042","16/01/1999","Ilhéus",NA,"ALCB","4900548816","6270042","ALCB00060297","ALCB",NA,"Árvore 4,0 m. Folhas semi-crassas, discolores. Inflorescência terminal; flores cresmes. Ocasional.","Árvore 4,0 m. Folhas semi-crassas, discolores. Inflorescência terminal; flores cresmes. Ocasional.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=6270042","Myrcia pseudospectabilis Sobral",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"none",NA,NA,NA,"http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/alcb/alcb/0/6/2/97/alcb00060297.dzi"
"1929093710","Myrcia pseudospectabilis Sobral",-15.33,-39.5,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:50.749+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1996,11,21,"1996-11-21",326,326,"2024-07-21T05:13:50.749+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"5dc8f79a-41f4-4c26-93a3-c97b4fa87d6e","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"W. W. Thomas","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","11363","5dc8f79a-41f4-4c26-93a3-c97b4fa87d6e","21 Nov 1996",NA,"Serra da Onca, 10.8 km. NE of Santa Luzia (30 km. SW of Una) on Una-Santa Luzia Road, then 4.2 km. N on road to Serra da Onca.","NY","1929093710","5dc8f79a-41f4-4c26-93a3-c97b4fa87d6e","01198651","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral","2010-01-01T00:00:00",NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623623","sheet",NA,"ICN","Santa Luzia Mun.","en","PhysicalObject","fide original publication",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2156/679/01198651.jpg"
"1930380505","Myrcia pseudospectabilis Sobral",-14.4233,-39.0606,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:10.932+00:00",415,"PRESERVED_SPECIMEN","PRESENT",8156763,6,7707728,220,690,5014,3173889,8156763,8156763,"Myrcia pseudospectabilis Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia pseudospectabilis","Myrcia","pseudospectabilis","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Bahia",1995,4,24,"1995-04-24",114,114,"2024-07-21T05:16:10.932+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"b8cfdbef-bc25-4c05-8b79-674ff99129d3","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"W. W. Thomas","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","10928","b8cfdbef-bc25-4c05-8b79-674ff99129d3","24 Apr 1995",NA,"7.4 km north of Serra Grande on road to Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","NY","1930380505","b8cfdbef-bc25-4c05-8b79-674ff99129d3","00896121","NY",NA,NA,NA,NA,"Myrcia pseudospectabilis Sobral","2010-01-01T00:00:00",NA,NA,"Vascular plants",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623611","sheet",NA,"ICN","Uruçuca Mun.","en","PhysicalObject","fide original publication",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2154/521/00896121.jpg"
