"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","identificationRemarks","higherGeography","institutionKey","recordNumber","institutionID","nomenclaturalCode","georeferenceProtocol","locality","organismID","locationID","ownerInstitutionCode","accessRights","higherClassification","collectionID","georeferenceSources","individualCount","elevation","elevationAccuracy","nomenclaturalStatus","type","bibliographicCitation","networkKeys","lifeStage","collectionKey","habitat","county","occurrenceRemarks","gadm","georeferenceRemarks","verbatimCoordinateSystem","otherCatalogNumbers","verbatimElevation","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","reproductiveCondition","projectId","programmeAcronym","preparations","language","disposition","informationWithheld","previousIdentifications","municipality","eventRemarks","locationRemarks","typeStatus","typifiedName","dynamicProperties","eventID","footprintSRS","verbatimIdentification","recordedByIDs.type","recordedByIDs.value","media_url"
"1944832303","Calycolpus moritzianus (O.Berg) Burret",-2.5,-78,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:17.583+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Morona-Santiago",2015,1,21,"2015-01-21",21,21,"2023-03-01T19:18:00.000+00:00","2024-01-25T11:00:17.583+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"aa5a82ba-bd8c-4140-afa6-a9f080d4b99d","none","none",FALSE,"seeds-22-sep-2023","Á. J. Pérez & et al.",NA,"WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","The Field Museum of Natural History","aa5a82ba-bd8c-4140-afa6-a9f080d4b99d",NA,NA,NA,"Botany","1944832303","aa5a82ba-bd8c-4140-afa6-a9f080d4b99d",NA,"V0451741F","F",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America, Ecuador, Morona-Santiago. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58","8012","F","ICBN","TGN - Centroid","Morona-Santiago","3880147","086357f9-8c8d-472f-9395-f51fedc1ee8f","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1792/372/V0451741F.jpg"
"2984947316","Calycolpus moritzianus (O.Berg) Burret",-2.074167,-78.220278,"cdround,gass84,osiic,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:59:41.044+00:00",102,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC","2015-01-01T00:00:00","SOUTH_AMERICA","Morona-Santiago",2015,1,21,"2015-01-21",21,21,"2020-11-21T15:06:00.000+00:00","2024-08-02T19:59:41.044+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"urn:catalog:MO:Tropicos:101234999","none","none",FALSE,"Tropicos","Álvaro J. Pérez C.|et al.","L. Landrum (ASU)","WGS84","Magnoliopsida","EC","none","none","LATIN_AMERICA","Ecuador","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:101234999",NA,NA,NA,"Tropicos","2984947316","urn:catalog:MO:Tropicos:101234999","22102027","101234999","F",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58","Pérez Castañeda 8012",NA,"ICNafp",NA,"Parque Nacional Sangay, Lagunas de Sardinayacu.",NA,NA,"MOBOT",NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,1,1650,50,"No opinion","PhysicalObject","http://www.tropicos.org/Specimen/101234999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100817000/76DC82AC-94A4-4DD9-A5C7-6E37A7AA699B.jpg"
"1320052686","Calycolpus moritzianus (O.Berg) Burret",9.2061,-70.1936,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:33.102+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",2001,1,NA,"2001-01",NA,NA,"2022-11-02T18:22:00.000+00:00","2024-08-02T12:39:33.102+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/37e116f97-f20b-4f43-ae1b-b0fc1878ddf5","none","none",FALSE,"NMNH Extant Biology","B. G. Stergios & R. Caracas","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/37e116f97-f20b-4f43-ae1b-b0fc1878ddf5",NA,"-- Jan 2001",NA,"US","1320052686","http://n2t.net/ark:/65665/37e116f97-f20b-4f43-ae1b-b0fc1878ddf5",NA,"US 3409858","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Boconó","be5b9c72-e499-42b8-a5dc-c27505cf232e","19006","urn:lsid:biocol.org:col:15463",NA,"Google maps","Parque Nacional Guaramacal, sector quebrada Honda-Pele Ojo, El Santuario",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,2025,75,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","Flowering","151c91ba-a521-4735-8c11-5abf8db7fb67","Bosque muy húmedo montano-montano alto.","Boconó","Common name: Guayabo; PORT, SEL, US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3ef1d600f-2807-41d7-9133-fe9d78d722a4"
"1321098619","Calycolpus moritzianus (O.Berg) Burret",9.2061,-70.1936,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:52.137+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",2001,1,NA,"2001-01",NA,NA,"2022-11-02T18:21:00.000+00:00","2024-08-02T12:39:52.137+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/3ac505f7f-7b7b-42df-ad36-19cabd5d92c3","none","none",FALSE,"NMNH Extant Biology","B. G. Stergios & R. Caracas","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3ac505f7f-7b7b-42df-ad36-19cabd5d92c3",NA,"-- Jan 2001",NA,"US","1321098619","http://n2t.net/ark:/65665/3ac505f7f-7b7b-42df-ad36-19cabd5d92c3",NA,"US 3409859","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Boconó","be5b9c72-e499-42b8-a5dc-c27505cf232e","18940","urn:lsid:biocol.org:col:15463",NA,"Google maps","Parque Nacional Guaramacal, sector quebrada Honda-Pele Ojo, El Santuario",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,2025,75,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","Fruiting","151c91ba-a521-4735-8c11-5abf8db7fb67","Bosque muy húmedo montano-montano alto.","Boconó","Common name: Jumangue; CTES, PORT, US, VEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m350d616c8-d4c4-4f43-9f48-a745242b55b1"
"1322121809","Calycolpus moritzianus (O.Berg) Burret",9.15116,-70.283,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:40:10.016+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",2000,12,NA,"2000-12-28/2000-12-29",363,364,"2019-01-31T18:00:00.000+00:00","2024-08-02T12:40:10.016+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/3d9a17ee3-1a9a-4e47-be5f-3badf7c9efc8","none","none",FALSE,"NMNH Extant Biology","L. J. Dorr & B. G. Stergios",NA,"WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3d9a17ee3-1a9a-4e47-be5f-3badf7c9efc8",NA,"28 Dec 2000 to 29 Dec 2000",NA,"US","1322121809","http://n2t.net/ark:/65665/3d9a17ee3-1a9a-4e47-be5f-3badf7c9efc8",NA,"US 3397484","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Boconó","be5b9c72-e499-42b8-a5dc-c27505cf232e","8762","urn:lsid:biocol.org:col:15463",NA,NA,"Parque Nacional Guaramacal near Quebrada Honda",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,1950,50,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"Boconó","COL, MO, NY, PORT, US, VEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3999a3b85-da8d-417e-8372-5bd775f7bae6"
"1317417128","Calycolpus moritzianus (O.Berg) Burret",9.6833,-70.75,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:38:26.226+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",1998,7,NA,"1998-07-09/1998-07-16",190,197,"2022-11-03T08:39:00.000+00:00","2024-08-02T12:38:26.226+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/30980c30f-26de-4fb9-b24c-ec63fb0be72e","none","none",TRUE,"NMNH Extant Biology","B. G. Stergios","Licata, A., (PORT), Univ. Nac. Exp. de los Llanos Ezequiel Zamora","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/30980c30f-26de-4fb9-b24c-ec63fb0be72e",NA,"09 Jul 1998 to 16 Jul 1998",NA,"US","1317417128","http://n2t.net/ark:/65665/30980c30f-26de-4fb9-b24c-ec63fb0be72e",NA,"US 3388828","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Boconó","be5b9c72-e499-42b8-a5dc-c27505cf232e","17585","urn:lsid:biocol.org:col:15463",NA,"Google maps","Vertiente arriba de El Campamento 1940 m hasta la cumbre del cerro El Diablo",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,2145,205,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","Flowering","151c91ba-a521-4735-8c11-5abf8db7fb67","Bosque montano - montano alto","Boconó","Common name: Jumanque; K, PORT, US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m32cd600ba-e45d-40a4-9d57-270d484fc196"
"1228518143","Calycolpus moritzianus (O.Berg) Burret",7.0758,-65.9119,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:56.009+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,1995,7,NA,"1995-07",NA,NA,"2023-03-01T20:00:00.000+00:00","2024-01-25T10:59:56.009+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"a9f87dd0-e04a-4c1d-9737-48d68e9f3f9f","none","none",FALSE,"seeds-22-sep-2023","L. J. Dorr & L. C. Barnett",NA,"WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA","The Field Museum of Natural History","a9f87dd0-e04a-4c1d-9737-48d68e9f3f9f",NA,NA,NA,"Botany","1228518143","a9f87dd0-e04a-4c1d-9737-48d68e9f3f9f",NA,"V0107461F","F",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America, Venezuela. [LL]","689b4219-8256-4c6e-890b-2e81405d4c58","7996","F","ICBN","TGN - Country Centroid","Venezuela","2381783","7611eec5-8b61-4234-809b-7f0e6d1f5724","F","http://fieldmuseum.org/about/copyright-information","Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany","Getty Thesaurus of Geographic Names (TGN)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Generalised COUNTRY centroid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/495/895/V0107461F.jpg"
"2235848791","Calycolpus moritzianus (O.Berg) Burret",9.3781,-70.2692,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:04.492+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",1995,7,27,"1995-07-27",208,208,"2019-01-10T05:48:00.000+00:00","2024-08-02T12:41:04.492+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/3406483f8-d71b-4629-98f1-255ff4684ba3","none","none",FALSE,"NMNH Extant Biology","A. Licata & R. González",NA,"WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3406483f8-d71b-4629-98f1-255ff4684ba3",NA,NA,NA,"US","2235848791","http://n2t.net/ark:/65665/3406483f8-d71b-4629-98f1-255ff4684ba3",NA,"US 3401866","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Carache","be5b9c72-e499-42b8-a5dc-c27505cf232e","488","urn:lsid:biocol.org:col:15463",NA,NA,"Burbusay",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,2250,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"Carache",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3aa0b0c77-2ec4-4815-911c-46a1d11adda7"
"1319612749","Calycolpus moritzianus (O.Berg) Burret",9.15,-70.2833,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:25.126+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",1995,7,21,"1995-07-21",202,202,"2021-10-04T15:16:00.000+00:00","2024-08-02T12:39:25.126+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/36a9e1079-2f7b-452e-9460-9f1255eb16c5","none","none",FALSE,"NMNH Extant Biology","L. J. Dorr, L. C. Barnett & G. Briceño","Holst, Bruce K.","WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/36a9e1079-2f7b-452e-9460-9f1255eb16c5",NA,"21 Jul 1995",NA,"US","1319612749","http://n2t.net/ark:/65665/36a9e1079-2f7b-452e-9460-9f1255eb16c5",NA,"US 3317326","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Boconó","be5b9c72-e499-42b8-a5dc-c27505cf232e","8188","urn:lsid:biocol.org:col:15463",NA,"Label","Parque Nacional Guaramacal, ""El Campamento"" below Cerro El Diablo, ca. 10 km S of Boconó on road from Fundación La Salle to El Santuario",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,1910,0,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"Boconó","Common name: Cynaro; Common name language: Mérida; Common name: Jumanque; Common name language: Boconó; PORT, SEL, US, VEN",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3c153a131-1739-4781-a7be-3a6ae2b9acb6"
"1320142689","Calycolpus moritzianus (O.Berg) Burret",9.2439,-70.22,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:39:36.410+00:00",403,"PRESERVED_SPECIMEN","PRESENT",3177624,6,7707728,220,690,5014,3177606,3177624,3177624,"Calycolpus moritzianus (O.Berg) Burret","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calycolpus","Calycolpus moritzianus","Calycolpus","moritzianus","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Trujillo",1995,7,16,"1995-07-16",197,197,"2019-01-31T20:37:00.000+00:00","2024-08-02T12:39:36.410+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/",FALSE,"http://n2t.net/ark:/65665/38208bb51-121c-40f2-96c9-1a7bbad931a8","none","none",TRUE,"NMNH Extant Biology","A. Licata & S. M. Niño",NA,"WGS84","Magnoliopsida","VE","none","none","LATIN_AMERICA","Venezuela (Bolivarian Republic of)","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/38208bb51-121c-40f2-96c9-1a7bbad931a8",NA,"16 Jul 1995",NA,"US","1320142689","http://n2t.net/ark:/65665/38208bb51-121c-40f2-96c9-1a7bbad931a8",NA,"US 3320809","US",NA,NA,NA,"Calycolpus moritzianus (O.Berg) Burret",NA,NA,"South America - Neotropics, Venezuela, Trujillo, Boconó","be5b9c72-e499-42b8-a5dc-c27505cf232e","324","urn:lsid:biocol.org:col:15463",NA,"Label","Parque Nacional Guaramacal, potrero adyacente a la Laguna de Los Cedros",NA,NA,NA,NA,"Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,1,1850,0,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"151c91ba-a521-4735-8c11-5abf8db7fb67","Selva Nubladas","Boconó","PORT, SEL, US",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m314288c92-0d89-4aef-9aaf-3c08891d682b"
