"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","coordinateUncertaintyInMeters","gadm","informationWithheld","distanceFromCentroidInMeters","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","networkKeys","institutionKey","collectionKey","otherCatalogNumbers","recordNumber","institutionID","municipality","locality","dynamicProperties","identificationQualifier","identificationRemarks","individualCount","elevation","higherGeography","habitat","higherClassification","collectionID","preparations","nomenclaturalCode","county","language","type","georeferenceSources","georeferenceProtocol","organismID","locationID","ownerInstitutionCode","accessRights","fieldNotes","projectId","elevationAccuracy","verbatimElevation","eventRemarks","lifeStage","http...unknown.org.recordID","rights","http...unknown.org.recordEnteredBy","georeferenceRemarks","disposition","previousIdentifications","locationRemarks","fieldNumber","reproductiveCondition","islandGroup","island","associatedTaxa","associatedOccurrences","georeferencedBy","georeferenceVerificationStatus","georeferencedDate","typeStatus","typifiedName","identifiedByIDs.type","identifiedByIDs.value","materialSampleID","verbatimIdentification","infraspecificEpithet","nomenclaturalStatus","bibliographicCitation","media_url","license"
"3313943302","Eugenia pseudopsidium Jacq.",-9.114444,-68.948889,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:53.758+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Acre",2017,5,2,"2017-05-02",122,122,"2023-07-04T20:48:40.000+00:00","2024-08-01T12:21:53.758+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1439672","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","S. Bereta; D.S. Costa; A.S. Lima; L. Fernandes; J. Araújo; I.A. Silva; H.S. Moraes; K.P.M. Júnior; L.S. Souza; D.B. Pereira","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1439672",NA,NA,NA,"RB","3313943302","urn:catalog:JBRJ:RB:1439672",NA,"RB01439672","JBRJ",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,"Frutos imaturos verdes.",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","RB 811879","291","04.936.616/0001-20","Sena Madureira","RESEX Cazumbá-Iracema, Ramal do núcleo da Cazumbá para o rio Caeté, colocação do senhor Branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/43/96/72/01439672.jpg","http://creativecommons.org/licenses/by/4.0/"
"1844893188","Eugenia pseudopsidium Jacq.",-9.270278,-68.995833,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:51.624+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Acre",2017,10,20,"2017-10-20",293,293,"2023-06-30T17:29:42.000+00:00","2024-08-01T12:21:51.624+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1387724","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","H. Medeiros; Elinio M. Soares, Raimundo N. Soares, Daniel S. Costa & Adriano S. Lima","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1387724",NA,NA,NA,"RB","1844893188","urn:catalog:JBRJ:RB:1387724",NA,"RB01387724","JBRJ",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,"Árvore 10 m, estéril. Placa #327.",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","RB 765285","2731","04.936.616/0001-20","Sena Madureira","Reserva Extrativista do Cazumbá-Iracema, Programa de Monitoramente da Biodiversidade, Unidade Amostral 02 (Gamas), PÁ ""L"".","{""project"" : ""Programa de Monitoramento da Biodiversidade - ICMBio""}","cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/38/77/24/01387724.jpg","http://creativecommons.org/licenses/by/4.0/"
"1852375112","Eugenia pseudopsidium Jacq.",-5.628056,-50.387778,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:49.775+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Pará",2017,11,11,"2017-11-11",315,315,"2024-03-09T22:07:29.000+00:00","2024-08-01T12:21:49.775+00:00",NA,FALSE,"urn:catalog:JBRJ:RB:1392341","none","none",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","Castro, W.; Oliveira, E.C.; Cunha-Neto, J.P.; Guedes, R.F.;  Hering-Ribeiro, A.; Mesquita, C.F.; Silva, F.T.; Silva, L.S.","M. Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1392341",NA,NA,NA,"RB","1852375112","urn:catalog:JBRJ:RB:1392341",NA,"RB01392341","JBRJ",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,"Árvore 16 m, Placa:#449. Estéril",NA,NA,"4b0d8edb-7504-42c4-9349-63e86c01bf97","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa","RB 769773","3014","04.936.616/0001-20","Marabá","Reserva Biológica do Tapirapé, Unidade amostral UA-2 (Ponto amostral Norte). Reserva Biológica do Tapirapé","{""project"" : ""Programa de Monitoramento da Biodiversidade - ICMBio""}","cf.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/39/23/41/01392341.jpg","http://creativecommons.org/licenses/by/4.0/"
"2512744541","Eugenia pseudopsidium Jacq.",18.0391,-66.1687,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:38:23.978+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA",NA,2016,8,20,"2016-08-20",233,233,"2022-10-21T19:33:00.000+00:00","2024-08-02T12:38:23.978+00:00",NA,FALSE,"http://n2t.net/ark:/65665/30557cb92-967f-4819-b5d3-b95910ef913c","none","none",FALSE,"NMNH Extant Biology","E. Santiago, A. Cruz, M. Melendez, M. Picon, R. Reyes, E. Padrón, P. Agosto, S. Arocho, M. Calderon & J. D. Ackerman","Meléndez, E.","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/30557cb92-967f-4819-b5d3-b95910ef913c",NA,NA,NA,"US","2512744541","http://n2t.net/ark:/65665/30557cb92-967f-4819-b5d3-b95910ef913c",NA,"US 3734269","US",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"5338","urn:lsid:biocol.org:col:15463",NA,"Mun. Guayama, Guayama Experimental Forest, off Rd 7712",NA,NA,NA,1,310,"West Indies - Neotropics, Puerto Rico","Secondary moist forest.","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3f0d56cb6-a875-48b0-8a5d-35e5876b77dc","http://creativecommons.org/licenses/by/4.0/"
"1931033256","Eugenia pseudopsidium Jacq.",-9.564994,-67.770283,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:41.700+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC","2016-01-01T00:00:00","SOUTH_AMERICA","Acre",2014,6,9,"2014-06-09",160,160,NA,"2024-07-21T05:14:41.700+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679554",FALSE,"e7027011-06eb-4935-81a0-5f0d0f6bc4b0","none","none",TRUE,"Vascular plants","D. da Silva Costa","M. L. Kawasaki","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","e7027011-06eb-4935-81a0-5f0d0f6bc4b0",NA,"09 Jun 2014",NA,"NY","1931033256","e7027011-06eb-4935-81a0-5f0d0f6bc4b0",NA,"02852686","NY",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,"ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",NA,"604","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"Bacia do Rio Purus, Riozinho do Andirá(afluente do Rio Acre).  Percorrendo a Fazenda do Senhor Pedro Dultrar, ao longo do riozinho do andirá subindo o Riozinho do Andirá no percurso de subida do rio.",NA,NA,NA,NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","sheet","ICN","Porto Acre Mun.","en","PhysicalObject","label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2307/146/02852686.jpg","http://creativecommons.org/licenses/by/4.0/"
"2845809377","Eugenia pseudopsidium Jacq.",4.9185,-54.94667,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:26.052+00:00",270,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC","2011-09-01T00:00:00","SOUTH_AMERICA","Brokopondo",2011,2,21,"2011-02-21",52,52,NA,"2024-07-18T23:56:26.052+00:00",NA,FALSE,"U.1616137@BRAHMS","none","none",FALSE,NA,"Bhikhi CR; Troon F van; Marjanom G; Diran F; Landveld J","Lucas E","WGS84","Magnoliopsida","SR","none","none","LATIN_AMERICA","Suriname","EUROPE","Naturalis Biodiversity Center","U.1616137@BRAHMS",NA,NA,NA,"Botany","2845809377","https://data.biodiversitydata.nl/naturalis/specimen/U.1616137",NA,"U.1616137",NA,NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055","U  0289456","Bhikhi, CR; Troon, F van; Marjanom, G; Diran, F; Landveld, J 438","Naturalis Biodiversity Center",NA,"van Blommesteijn Lake, North-East, plot 2.",NA,NA,NA,NA,NA,NA,"In the forest. Primary terra firme forest on laterite soil.","Plantae|Myrtales|Myrtaceae",NA,NA,"ICN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.0 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medialib.naturalis.nl/file/id/U.1616137/format/large","http://creativecommons.org/licenses/by/4.0/"
"1252640316","Eugenia pseudopsidium Jacq.",3.021111,-53.084444,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:51.013+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA",NA,2010,3,24,"2010-03-24T00:00",83,83,NA,"2024-08-02T01:14:51.013+00:00",NA,FALSE,"K001019397","none","none",TRUE,NA,"Molino, J.F.; Sabatier, D.","Prévost, M.F.","WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","EUROPE",NA,"K001019397",NA,NA,NA,"Herbarium","1252640316","http://specimens.kew.org/herbarium/K001019397",NA,"K001019397","K",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,"Collecté pour étude Atlas Génétique des Arbres de Guyane (AGAG)",NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f",NA,NA,"2811",NA,NA,"Mont Itoupé - Sommet Tabulaire. Point-quadrat Itoupé 6.",NA,NA,NA,NA,800,NA,"Data not transcribed.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,"Label",NA,NA,NA,NA,NA,NA,NA,NA,"Data not transcribed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/f3c992d5096766ebcb06774536e3b9a9.jpg","http://creativecommons.org/licenses/by/4.0/"
"1321405560","Eugenia pseudopsidium Jacq.",18.0936,-66.2306,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:41:42.859+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Cayey",2009,1,2,"2009-01-02",2,2,"2019-01-10T00:08:00.000+00:00","2024-08-02T12:41:42.859+00:00",NA,FALSE,"http://n2t.net/ark:/65665/3b9e2a8ad-5c28-4330-9faa-0b23590f2579","none","none",FALSE,"NMNH Extant Biology","F. S. Axelrod, Y. Axelrod, G. Anderson & M. Anderson",NA,"WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3b9e2a8ad-5c28-4330-9faa-0b23590f2579",NA,NA,NA,"US","1321405560","http://n2t.net/ark:/65665/3b9e2a8ad-5c28-4330-9faa-0b23590f2579",NA,"US 3627855","US",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,NA,NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67",NA,"14082","urn:lsid:biocol.org:col:15463",NA,"Bo. Lapa, Las Tetas de Cayey, E peak.",NA,NA,NA,1,815,"West Indies - Neotropics, Puerto Rico, Cayey","Wet mountain forest.","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"Fruiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m3f5e98c4e-a747-4e10-8c67-e7c2d0f80c94","http://creativecommons.org/licenses/by/4.0/"
"2270557927","Eugenia pseudopsidium Jacq.",18.150278,-71.737222,"cdc,gass84,preneglat,rdativ,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:16.250+00:00",276,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"NORTH_AMERICA","Pedernales",2009,5,28,"2009-05-28",148,148,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:16.250+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3101171",FALSE,"3101171","none","none",TRUE,NA,"E. J. Lucas; A. C. Araujo, T. Ulian, T. Clase, J. Coronado, W. Agramonte",NA,"WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA",NA,"3101171",NA,NA,NA,"Plants","2270557927","58db404b-ca4f-4fc5-94bd-35a6993e916b","33099","ASU0057284","ASU",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,"Material coletado en silica.; Tree to 6 m, bark dark grey, fruits green maturing black, young leaves light green.",NA,NA,NA,"530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450","278053","1121",NA,NA,"International road along Haitian border.",NA,NA,NA,NA,305,NA,"Hanging over roadside.","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Eugenia","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,"58db404b-ca4f-4fc5-94bd-35a6993e916b","http://creativecommons.org/licenses/by-nc/3.0/","alorozco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0057/ASU0057284_lg.jpg","http://creativecommons.org/licenses/by/4.0/"
"1262189064","Eugenia pseudopsidium Jacq.",-9,-70,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:11.027+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5416958,6,7707728,220,690,5014,3177662,5416958,5416958,"Eugenia pseudopsidium Jacq.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia pseudopsidium","Eugenia","pseudopsidium","SPECIES","ACCEPTED","LC",NA,"SOUTH_AMERICA","Acre",2009,5,28,"2009-05-28",148,148,"2023-03-02T20:46:00.000+00:00","2024-01-25T11:00:11.027+00:00",NA,FALSE,"ddbb7cdb-15df-45c6-be7a-798532f28303","none","none",TRUE,"seeds-22-sep-2023","F. A. Obermüller & E. C. Oliveira",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","ddbb7cdb-15df-45c6-be7a-798532f28303",NA,NA,NA,"Botany","1262189064","ddbb7cdb-15df-45c6-be7a-798532f28303",NA,"V0385285F","F",NA,NA,NA,"Eugenia pseudopsidium Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58",NA,NA,"449","F",NA,"Acre",NA,NA,NA,NA,NA,"South America, Brazil, Acre. [LL]",NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,"ICBN",NA,NA,NA,"Getty Thesaurus of Geographic Names (TGN)","TGN - Centroid","3396984","88e801e5-f050-4cce-a6af-f79934741c50","F","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/1397/933/V0385285F.jpg","http://creativecommons.org/licenses/by/4.0/"
