"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","http...unknown.org.recordID","locality","county","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","higherClassification","verbatimTaxonRank","collectionID","reproductiveCondition","name","dateIdentified","coordinateUncertaintyInMeters","elevation","elevationAccuracy","datasetName","preparations","rightsHolder","georeferencedDate","institutionID","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","language","type","verbatimElevation","georeferenceSources","georeferencedBy","georeferenceVerificationStatus","networkKeys","individualCount","gadm","higherGeography","municipality","bibliographicCitation","fieldNotes","recordedByIDs.type","recordedByIDs.value","organismID","locationID","ownerInstitutionCode","accessRights","identificationRemarks","fieldNumber","locationRemarks","georeferenceRemarks","verbatimLocality","eventID","footprintSRS","verbatimIdentification","typeStatus","typifiedName","media_url"
"2270674104","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-22.7108,-45.9317,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.064+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Minas Gerais",2001,2,3,"2001-02-03",34,34,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.064+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764408",FALSE,"764408","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"242097","G.S. Franca; J.S. Stehmann","L.R. Landrum, 2002.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","248","764408","Mata do Altair","8a27b06d-6955-4e29-af1b-70e24f8bf11e","No specific.","Camanducaia","Plants","2270674104","8a27b06d-6955-4e29-af1b-70e24f8bf11e","51109","ASU0033020","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arboreo, flores brancas. P6 No. 718","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0033/ASU0033020_lg.jpg"
"2270677295","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-22.7108,-45.9317,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.127+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Minas Gerais",2001,2,2,"2001-02-02",33,33,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.127+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764409",FALSE,"764409","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"242085","G.S. Franca; J.R. Stehmann","L.R. Landrum, 2002.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","239","764409","Mata do Altair.","8593ff1f-b5c7-408a-a6ab-b1e8f8fb869b","No specific.","Camanducaia","Plants","2270677295","8593ff1f-b5c7-408a-a6ab-b1e8f8fb869b","51109","ASU0043350","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arboreo, flores brancas.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043350clg.jpg"
"1929273225","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-29.433343,-50.395632,"mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:01.757+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Rio Grande do Sul",1996,1,16,"1996-01-16",16,16,NA,"2024-07-21T05:14:01.757+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530388",FALSE,"6a8195c4-0ab1-4118-ac6e-112fc76a02ee","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"R. A. Wasum","S. F. Smith","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","12100","6a8195c4-0ab1-4118-ac6e-112fc76a02ee","Junto ao caminho",NA,"Sao Francisco de Paula - Floresta Nacional","São Francisco de Paula Mun.","NY","1929273225","6a8195c4-0ab1-4118-ac6e-112fc76a02ee",NA,"615813","NY",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand","1997-01-01T00:00:00",4716.57,800,0,"Vascular plants","sheet","The New York Botanical Garden","2016-01-12","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","16 Jan 1996","Georeferencing Quick Reference Guide, Version 2012","en","PhysicalObject","2625 ft","Google Maps (map data 2015), Manis Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2106/467/00615813.jpg"
"1930664846","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-25.4457835,-49.0636827,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:40.394+00:00",415,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Paraná",1996,4,9,"1996-04-09",100,100,NA,"2024-07-21T05:14:40.394+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530401",FALSE,"ccf46e2d-b578-4f98-ab62-e2cbe8113b44","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,NA,"J. M. Silva","G. G. Hatschbach","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","1656","ccf46e2d-b578-4f98-ab62-e2cbe8113b44","Mata pluvial",NA,"Serra Piramirim, Estrada Itupava","Piraquara Mun.","NY","1930664846","ccf46e2d-b578-4f98-ab62-e2cbe8113b44",NA,"615781","NY",NA,NA,NA,NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand","1996-01-01T00:00:00",NA,NA,NA,"Vascular plants","sheet","The New York Botanical Garden",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","09 Apr 1996","Other source","en","PhysicalObject",NA,"CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/2106/437/00615781.jpg"
"2270676947","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-24.4181,-48.5717,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.080+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Sao Paulo",1994,1,26,"1994-01-26",26,26,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.080+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764411",FALSE,"764411","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"242627","K.D. Barreto; G.D. Fernandes, F.X. Vitti","L.R. Landrum, 2002.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","1895","764411","Subosque, mata atlantica.","78eba48c-ff77-4fcc-bbcd-03999c5fc5b5","No specific.","Iporanga","Plants","2270676947","78eba48c-ff77-4fcc-bbcd-03999c5fc5b5","51109","ASU0043349","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Arbusto, 1m alto; botoes verdes.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","flowers","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043349_lg.jpg"
"2270675730","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-24.3833,-47.9167,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.327+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Sao Paulo",1993,5,11,"1993-05-11",131,131,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.327+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764404",FALSE,"764404","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"220101","S. Aragaki","M.L. Kawasaki, 1994.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","44","764404",NA,"e020f569-2916-4ee1-95d2-6fae821b6068","Fazenda Intervales. Base Saibadela, trilha para cachoeira de Saibadela.","Sete Barras","Plants","2270675730","e020f569-2916-4ee1-95d2-6fae821b6068","51109","ASU0033006","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Coor from www.fallingrain.com/world; Avroreta 5m; frutos verdes a amarelos.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0033/ASU0033006_lg.jpg"
"2270674941","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-24.7167,-47.55,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.290+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Sao Paulo",1992,8,28,"1992-08-28",241,241,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.290+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764395",FALSE,"764395","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"205156","S.A. Nicolau; L. Rossi, E.P. Chu, M.A. Yamamoto.","M.L. Kawasaki, 1993.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","384","764395",NA,"7fe6512a-ddba-4380-ac90-d4ab7e771ca1","Area ao redor do pocinho.","Iguape","Plants","2270674941","7fe6512a-ddba-4380-ac90-d4ab7e771ca1","51109","ASU0043351","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Coor from www.fallingrain.com/world; Arbusto ca. 3.0m alto; folhas discolores, face abaxial verde-ocraceas; frutos imaturos ocraceos.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0043/ASU0043351alg.jpg"
"2270675010","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-24.7167,-47.55,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.137+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Sao Paulo",1992,8,14,"1992-08-14",227,227,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.137+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764398",FALSE,"764398","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"205140","S. Ferreira; L. Rossi, D.F. Pereira, S.J.G. Silva, M. Sugiyama.","M.L. Kawasaki, 1993.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","571","764398",NA,"81092603-09b4-4125-9a76-5d2e664c379c","Caminho do Imperador.","Iguape","Plants","2270675010","81092603-09b4-4125-9a76-5d2e664c379c","51109","ASU0033011","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Coor from www.fallingrain.com/world; Arvoreta ca. 3.0m alto; DAP 2cm; frutos imaturos verdes.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0033/ASU0033011_lg.jpg"
"2270676324","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-24.7167,-47.55,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.267+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Sao Paulo",1992,8,15,"1992-08-15",228,228,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.267+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764399",FALSE,"764399","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",TRUE,"205141","S. Ferreira; L. Rossi, D.F. Pereira","M.L. Kawasaki, 1993.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","575","764399",NA,"540f2fe3-b6b4-4995-93bd-754449907ee7","Trilha para a Figueira.","Iguape","Plants","2270676324","540f2fe3-b6b4-4995-93bd-754449907ee7","51109","ASU0033010","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Coor from www.fallingrain.com/world; Arvoreta, 4.0m alto; frutos imaturos verdes.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0033/ASU0033010alg.jpg"
"2270677655","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",-24.7167,-47.55,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.047+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185718,6,7707728,220,690,5014,3185514,3185702,3185702,"Myrceugenia myrcioides (Cambessèdes) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia myrcioides","Myrceugenia","myrcioides","acrophylla","VARIETY","SYNONYM","SOUTH_AMERICA","Sao Paulo",1992,8,28,"1992-08-28",241,241,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.047+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=764401",FALSE,"764401","none","none","530c45d0-e0f7-401d-b3f6-34f58482c485","0bbd7d8f-706c-4e2a-9505-58b142356450",FALSE,"205134","S.A. Nicolau; L. Rossi, E.P. Chu, M.A. Yamamoto","M.L. Kawasaki, 1993.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","381","764401",NA,"41ca8241-9dc5-40a7-ae0d-3c44ab446856","Serra da Jureia, trilha da Figueira Grande em direcao ao Pocinho do Rio Verde.","Iguape","Plants","2270677655","41ca8241-9dc5-40a7-ae0d-3c44ab446856","51109","ASU0033008","ASU","http://creativecommons.org/licenses/by-nc/3.0/","Coor from www.fallingrain.com/world; Arbusto ca. 1.5m altura; folhas discolores, face adaxial verde-claro, nervura levemente castanhas. Frutos imaturos verdes.","marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Myrceugenia|Myrceugenia myrcioides","var.","a2e32c87-d320-4a01-bafd-a9182ae2e191","fruit","Myrceugenia myrcioides var. acrophylla (O.Berg) D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0033/ASU0033008alg.jpg"
