"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","name","elevationAccuracy","typeStatus","gadm","media_url","license"
"1424489756","Myrcia tetraloba D.F.Lima & E.Lucas",-22.283333,-44.766667,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:43.714+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9801464,6,7707728,220,690,5014,3173889,9801464,9801464,"Myrcia tetraloba D.F.Lima & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tetraloba","Myrcia","tetraloba","SPECIES","ACCEPTED","LC","2018-08-01T00:00:00",1419,"SOUTH_AMERICA","Minas Gerais",2012,11,23,"2012-11-23",328,328,"2018-08-10T22:30:38.000+00:00","2024-08-01T12:21:43.714+00:00",FALSE,"urn:catalog:JBRJ:RB:873103","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 604560","J.E.Q. Faria","D.F. Lima","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3057","urn:catalog:JBRJ:RB:873103","04.936.616/0001-20","Itamonte","Margem da estrada na saída do bairro rural da colina para subir a serra.","RB","1424489756","urn:catalog:JBRJ:RB:873103","RB00873103","JBRJ","Floresta Antropizada","Árvore ca 6m alt.; caule liso avermelhado; botões florais verdes e flores brancas; coletado material em sílica de gel","Myrcia tetraloba D.F.Lima & E.Lucas",NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/87/31/3/00873103.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424047598","Myrcia tetraloba D.F.Lima & E.Lucas",-11.203611,-40.5075,"cdc,cdround,gass84,muluriiv,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:33.462+00:00",520,"PRESERVED_SPECIMEN","PRESENT",9801464,6,7707728,220,690,5014,3173889,9801464,9801464,"Myrcia tetraloba D.F.Lima & E.Lucas","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia tetraloba","Myrcia","tetraloba","SPECIES","ACCEPTED","LC","2018-08-01T00:00:00",900,"SOUTH_AMERICA","Bahia",2004,12,30,"2004-12-30",365,365,"2018-08-30T16:42:15.000+00:00","2024-08-01T12:21:33.462+00:00",FALSE,"urn:catalog:JBRJ:RB:265720","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 414453","R.C. Forzza; R. Mela- Silva","D.F. Lima","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","3880","urn:catalog:JBRJ:RB:265720","04.936.616/0001-20","Jacobina","Morro da Torres, Próximo ao Cruzeiro","RB","1424047598","urn:catalog:JBRJ:RB:265720","RB00265720","JBRJ","Afloramentos rochosos com hyptis e vellozia, carrascos, matinhas ciliares e solo pedregoso com caliandral de 50cm alt.","Arbusto 1,5 metros de altura, folhas discolores verde brilhante na face adaxial. Flores com hipanto verdes, corola e estames creme","Myrcia tetraloba D.F.Lima & E.Lucas",100,"PARATYPE",NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/26/57/20/00265720.jpg","http://creativecommons.org/licenses/by/4.0/"
