"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","fieldNotes","municipality","locality","gbifID","collectionCode","occurrenceID","name","dynamicProperties","elevation","references","dateIdentified","occurrenceRemarks","individualCount","higherGeography","habitat","verbatimEventDate","higherClassification","collectionID","gadm","identificationQualifier","preparations","nomenclaturalCode","county","language","type","verbatimElevation","georeferencedDate","georeferenceProtocol","georeferenceSources","organismID","locationID","ownerInstitutionCode","accessRights","eventRemarks","locationRemarks","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","http...unknown.org.recordID","taxonID","rights","http...unknown.org.recordEnteredBy","reproductiveCondition","identificationRemarks","fieldNumber","verbatimLocality","typeStatus","distanceFromCentroidInMeters","typifiedName","media_url","license"
"1930824623","Eugenia spruceana O.Berg",-4.322019,-52.741628,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:20.422+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1987,1,31,"1987-01-31",31,31,NA,"2024-07-21T05:16:20.422+00:00",FALSE,"d83d3b11-5c36-47c3-8023-a80afa415975","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"S. A. da M. Souza","R. Reis","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","924","d83d3b11-5c36-47c3-8023-a80afa415975","01459610","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Rio Xingu, Largo do Passari.","1930824623","NY","d83d3b11-5c36-47c3-8023-a80afa415975","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1699355",NA,NA,NA,NA,NA,"31 Jan 1987",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN","Altamira Mun.","en","PhysicalObject",NA,"2013-10-15","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013); Manis Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/183/v-247-01459610.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1927833665","Eugenia spruceana O.Berg",-0.95,-49.8,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:02.951+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1987,11,1,"1987-11-01",305,305,NA,"2024-07-21T05:13:02.951+00:00",FALSE,"04abd491-3b5c-4c52-ae54-66b231e12e32","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"A. S. Tavares","B. K. Holst","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","302","04abd491-3b5c-4c52-ae54-66b231e12e32","01459603","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Ilha de Marajó, rio Anajás. Mata de beira de rio.","1927833665","NY","04abd491-3b5c-4c52-ae54-66b231e12e32","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334951","1996-01-01T00:00:00",NA,NA,NA,NA,"1 Nov 1987",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN","Anajás Mun.","en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/176/v-247-01459603.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1928923921","Eugenia spruceana O.Berg",-0.981984,-49.939889,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:51.342+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1987,11,1,"1987-11-01",305,305,NA,"2024-07-21T05:13:51.342+00:00",FALSE,"51b53e7a-d581-4a60-9fd9-877347fc6ed5","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"G. T. Prance","M. L. Kawasaki","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","30192","51b53e7a-d581-4a60-9fd9-877347fc6ed5","01459602","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Ilha de Marajó. Rio Anajás, logo acima de Anajas. Margem de clareira em mata de terra firme.","1928923921","NY","51b53e7a-d581-4a60-9fd9-877347fc6ed5","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334974","1992-01-01T00:00:00",NA,NA,NA,NA,"1 Nov 1987",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,"2013-11-07","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/175/v-247-01459602.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1228608153","Eugenia spruceana O.Berg",-4,-53,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862",NA,"3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T10:59:53.521+00:00",313,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1987,11,13,"1987-11-13",317,317,"2023-03-02T20:18:00.000+00:00","2024-01-25T10:59:53.521+00:00",FALSE,"8c058b09-eebc-4ea7-a254-c37be698e8bc","none","none","689b4219-8256-4c6e-890b-2e81405d4c58",NA,TRUE,"seeds-22-sep-2023",NA,"G. T. Prance",NA,"WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The Field Museum of Natural History","30449","8c058b09-eebc-4ea7-a254-c37be698e8bc","V0109586F","F","F",NA,NA,"Pará","1228608153","Botany","8c058b09-eebc-4ea7-a254-c37be698e8bc","Eugenia spruceana O.Berg",NA,NA,NA,NA,NA,NA,"South America, Brazil, Pará. [LL]",NA,NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,NA,NA,"ICBN",NA,NA,NA,NA,NA,"TGN - Centroid","Getty Thesaurus of Geographic Names (TGN)","2430810","0b1fd2cc-7cf9-438e-9d95-1f930578f5c3","F","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/516/528/V0109586F.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1931106409","Eugenia spruceana O.Berg",-0.95,-49.95,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:16:28.249+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1987,11,5,"1987-11-05",309,309,NA,"2024-07-21T05:16:28.249+00:00",FALSE,"ec357319-0f3e-4902-8b81-574c14f1ca59","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"A. S. Tavares","B. K. Holst","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","340","ec357319-0f3e-4902-8b81-574c14f1ca59","01451650","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Ilha de Marajó. Rio Mucuans, af. do Rio Anajás.","1931106409","NY","ec357319-0f3e-4902-8b81-574c14f1ca59","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334976","1997-01-01T00:00:00",NA,NA,NA,NA,"5 Nov 1987",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/173/v-247-01451650.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"4072883356","Eugenia spruceana O.Berg",3.583333,-53.3,"cdc,gass84","b740eaa0-0679-41dc-acb7-990d562dfa37","a344ee9f-f1b7-4761-be2c-58ee6d741395","17abcf75-2f1e-46dd-bf75-a5b21dd02655","4c5fccfd-c052-42ec-97ab-a4657ec27751","a344ee9f-f1b7-4761-be2c-58ee6d741395","BE","EML","2024-06-18T08:41:46.137+00:00","2024-06-18T09:35:21.479+00:00",308,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA",NA,1986,1,16,"1986-01-16",16,16,"2022-12-25T00:00:00.000+00:00","2024-06-18T09:35:21.479+00:00",FALSE,"http://www.botanicalcollections.be/specimen/BR0000009156289","none","none","3b896e03-901d-4cc7-ac2b-61e0469521b0","6416a67f-3c3e-495c-8998-568f64249178",TRUE,"Meise Botanic Garden Herbarium",NA,"J.J. de Granville, C. Feuillet, L. Hollenberg, O. Pancy et al.",NA,"WGS84","Magnoliopsida","GF","none","none","LATIN_AMERICA","French Guiana","EUROPE","Meise Botanic Garden","8765","http://www.botanicalcollections.be/specimen/BR0000009156289","BR0000009156289","http://biocol.org/urn:lsid:biocol.org:col:15605","MeiseBG",NA,NA,"Mont Galbao - Région de Saül; Région centrale, versant Ouest","4072883356","BR","http://www.botanicalcollections.be/specimen/BR0000009156289","Eugenia spruceana O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,"[16/1/1986]",NA,"gbif:ih:irn:124997",NA,NA,"HerbariumSheet","ICBN",NA,NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Country: Guyane française",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://oxalis.br.fgov.be/images/BR0/000/009/156/289/BR0000009156289.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1928700824","Eugenia spruceana O.Berg",0.245733,-63.236779,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:39.801+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Amazonas",1985,7,29,"1985-07-29",210,210,NA,"2024-07-21T05:13:39.801+00:00",FALSE,"41f756ff-41b2-46ed-927b-6d9c17ab5535","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"Vascular plants",NA,"I. Cordeiro","B. K. Holst","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","319","41f756ff-41b2-46ed-927b-6d9c17ab5535","02282453","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Margem do Rio Aracá.","1928700824","NY","41f756ff-41b2-46ed-927b-6d9c17ab5535","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2498097","2013-01-01T00:00:00",NA,NA,NA,NA,"29 Jul 1985",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN","Barcelos Mun.","en","PhysicalObject",NA,"2013-09-06","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013); MaNIS Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/1414/326/02282453.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1928977993","Eugenia spruceana O.Berg",-0.992499,-49.948193,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:49.053+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1984,10,26,"1984-10-26",300,300,NA,"2024-07-21T05:13:49.053+00:00",FALSE,"5587f56e-3dbc-419d-9cc1-13709daa6d1d","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"G. L. Sobel","B. K. Holst","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","4797","5587f56e-3dbc-419d-9cc1-13709daa6d1d","01459611","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Ilha do Marajó. Rio Anajás, ca 2 kms downstream from the city of Anajás.","1928977993","NY","5587f56e-3dbc-419d-9cc1-13709daa6d1d","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1699359","1993-01-01T00:00:00",NA,NA,NA,NA,"26 Oct 1984",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,"2013-11-07","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013); Manis Georef. Calculator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/184/v-247-01459611.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1928931078","Eugenia spruceana O.Berg",-2.414561,-48.155651,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:13:51.504+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1980,11,6,"1980-11-06",311,311,NA,"2024-07-21T05:13:51.504+00:00",FALSE,"52415758-7fe9-445a-86c6-139d9091e9a5","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"D. C. Daly","B. K. Holst","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","D860","52415758-7fe9-445a-86c6-139d9091e9a5","01459612","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Acará: Fazenda Borba Gato, near Rio Acará, 30 km W of Tomé-Açu-Paragominas road. Leave road approx. 30 km S of Tomé-Açu","1928931078","NY","52415758-7fe9-445a-86c6-139d9091e9a5","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335302","1993-01-01T00:00:00",NA,NA,NA,NA,"6 Nov 1980",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,"2013-10-15","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[same det. at INPA]",NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/185/v-247-01459612.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1929596593","Eugenia spruceana O.Berg",-2.4222587,-48.1526695,"cdrep,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:12.323+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1978,1,2,"1978-01-02",2,2,NA,"2024-07-21T05:14:12.323+00:00",FALSE,"8178574e-89e5-4be3-a1b3-f5978658383a","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"O. C. Nascimento","B. K. Holst","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","404","8178574e-89e5-4be3-a1b3-f5978658383a","01459615","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Margem do R. Acará.","1929596593","NY","8178574e-89e5-4be3-a1b3-f5978658383a","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1699378","1993-01-01T00:00:00",NA,NA,NA,NA,"02 Jan 1978",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN","Tomé-Açu Mun.","en","PhysicalObject",NA,NA,NA,"CRIA (Centro de Referência em Informação Ambiental)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/188/v-247-01459615.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1929492673","Eugenia spruceana O.Berg",-3.396906,-55.059354,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:02.638+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1978,11,28,"1978-11-28",332,332,NA,"2024-07-21T05:14:02.638+00:00",FALSE,"7a12f90f-e99d-43ee-ab15-32bf6af8b363","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"M. G. da Silva","M. G. da Silva","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","3991","7a12f90f-e99d-43ee-ab15-32bf6af8b363","01459606","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Parque Nacional do Tapajós, km 60 da estrada Itaituba-Jacarecanga; margem direita do rio Tapajós.","1929492673","NY","7a12f90f-e99d-43ee-ab15-32bf6af8b363","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1699330","1979-01-01T00:00:00",NA,NA,NA,NA,"28 Nov 1978",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,"2013-10-24","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/179/v-247-01459606.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
"1929526493","Eugenia spruceana O.Berg",-3.396906,-55.059354,"cdround,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:15:52.032+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416343,6,7707728,220,690,5014,3177662,5416343,5416343,"Eugenia spruceana O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia spruceana","Eugenia","spruceana","SPECIES","ACCEPTED","NE","SOUTH_AMERICA","Pará",1978,11,28,"1978-11-28",332,332,NA,"2024-07-21T05:15:52.032+00:00",FALSE,"7c81eeb8-ccf0-4d19-b016-8de40e1206fb","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"M. G. da Silva","M. G. da Silva","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","4010","7c81eeb8-ccf0-4d19-b016-8de40e1206fb","01459608","http://biocol.org/urn:lsid:biocol.org:col:15556","NY",NA,NA,"Parque Nacional do Tapajós, ilha Grande do Rio Tapajós.","1929526493","NY","7c81eeb8-ccf0-4d19-b016-8de40e1206fb","Eugenia spruceana O.Berg",NA,NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1699336","1978-01-01T00:00:00",NA,NA,NA,NA,"28 Nov 1978",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,NA,"sheet","ICN",NA,"en","PhysicalObject",NA,"2013-10-24","Georeferencing Quick Reference Guide, Version 2012","Google Maps (map data 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/470/181/v-247-01459608.jpg","http://creativecommons.org/licenses/by-nc-nd/4.0/"
