"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","gadm","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","recordedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","catalogNumber","institutionCode","georeferenceProtocol","municipality","locality","gbifID","collectionCode","occurrenceID","higherClassification","name","dateIdentified","stateProvince","modified","collectionKey","datasetName","otherCatalogNumbers","identifiedBy","rightsHolder","institutionID","fieldNotes","occurrenceRemarks","decimalLatitude","decimalLongitude","elevation","elevationAccuracy","typeStatus","geodeticDatum","dynamicProperties","habitat","eventRemarks","media_url"
"1424256832","Eugenia goiapabana Sobral & Mazine","cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:37.243+00:00",520,"PRESERVED_SPECIMEN","PRESENT",7913993,6,7707728,220,690,5014,3177662,7913993,7913993,"Eugenia goiapabana Sobral & Mazine","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia goiapabana","Eugenia","goiapabana","SPECIES","ACCEPTED","EN","SOUTH_AMERICA",NA,NA,2008,2,13,"2008-02-13",44,44,"2024-08-01T12:21:37.243+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"urn:catalog:JBRJ:RB:540948","none","none","48b29504-e1ac-432c-a0d6-f09f46023207",TRUE,"R.C. Forzza; C.N. Fraga, L. Kollmann, A.P. Fontana & P.H. Labiak","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","4999","urn:catalog:JBRJ:RB:540948","RB00540948","JBRJ",NA,"Castelo","Parque Estadual do Forno Grande. Localidade de Bateias. Floresta Ombrófila Densa Altomontana. Parque Estadual do Forno Grande","1424256832","RB","urn:catalog:JBRJ:RB:540948",NA,"Eugenia goiapabana Sobral & Mazine","2011-03-01T00:00:00","Espírito Santo","2017-10-18T15:30:30.000+00:00","e89ac5d6-77af-4d2a-adef-f54d512af4fa","RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 473359","J.E.Q. Faria","Rio de Janeiro Botanical Garden","04.936.616/0001-20",NA,"Árvore 5 m alt. Folhas discolores. Sépalas verdes.",-20.526944,-41.101667,1425,175,"PARATYPE","WGS84","{""project"" : ""Diversidade da flora vascular em áreas naturais do Espírito Santo                             Apoio: Fundação O Boticário de Proteção à Natureza""}",NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/54/9/48/00540948.jpg"
"912615941","Eugenia goiapabana Sobral & Mazine","cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:48.315+00:00",407,"PRESERVED_SPECIMEN","PRESENT",7913993,6,7707728,220,690,5014,3177662,7913993,7913993,"Eugenia goiapabana Sobral & Mazine","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia goiapabana","Eugenia","goiapabana","SPECIES","ACCEPTED","EN","SOUTH_AMERICA",NA,NA,2008,7,18,"2008-07-18T00:00",200,200,"2024-08-02T01:14:48.315+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"K000812553","none","none","fa252605-26f6-426c-9892-94d071c2c77f",TRUE,"Fontana, A.P.; Kollmann, L.; Fraga, C.N.; Labiak, P.; Goldenberg, R.; Vianna, P.; Saavedra, M.; Tedesco.","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE","5419","K000812553","K000812553","K","label",NA,"Castelo. Parque Estadual do Forno Grande. Balança.","912615941","Herbarium","http://specimens.kew.org/herbarium/K000812553","Myrtaceae","Eugenia goiapabana Sobral & Mazine",NA,NA,"2015-06-05T16:53:57.020+00:00",NA,NA,NA,"Faria, J.E.Q.",NA,NA,NA,NA,-20.526944,-41.101667,1425,175,"TYPE","WGS84",NA,"Floresta Ombrófila Densa Altomontana.","Arvore 12m. Folhas verdes com parte abaxial esbranquicada. Frutos verdes com calice persistente verde claro avermelhado.","http://d2seqvvyy3b8p2.cloudfront.net/14aef36210a4c310bf871f27c5aafaab.jpg"
