"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","year","month","eventDate","modified","lastInterpreted","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","catalogNumber","institutionID","institutionCode","municipality","locality","gbifID","collectionCode","occurrenceID","name","gadm","day","startDayOfYear","endDayOfYear","fieldNotes","occurrenceRemarks","elevation","dynamicProperties","typeStatus","preparations","fieldNumber","media_url","license"
"1827467224","Myrcia limae G.M.Barroso & Peixoto",-18.997778,-40.124722,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:51.243+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174646,6,7707728,220,690,5014,3173889,3174646,3174646,"Myrcia limae G.M.Barroso & Peixoto","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia limae","Myrcia","limae","SPECIES","ACCEPTED","VU","2023-08-01T00:00:00","SOUTH_AMERICA","Espírito Santo",2017,10,"2017-10","2024-01-19T21:12:56.000+00:00","2024-08-01T12:21:51.243+00:00",FALSE,"urn:catalog:JBRJ:RB:1381568","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 759497","Curso de campo UFES, UFRRJ, IBRJ","T. Fernandes","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","39","urn:catalog:JBRJ:RB:1381568","RB01381568","04.936.616/0001-20","JBRJ","Sooretama","Reserva Biológica de Sooretama, estrada do Quirino, coleta avulsa.","1827467224","RB","urn:catalog:JBRJ:RB:1381568","Myrcia limae G.M.Barroso & Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/38/15/68/01381568.jpg","http://creativecommons.org/licenses/by/4.0/"
"1424258635","Myrcia limae G.M.Barroso & Peixoto",-18.7825,-40.432778,"cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:39.349+00:00",520,"PRESERVED_SPECIMEN","PRESENT",3174646,6,7707728,220,690,5014,3173889,3174646,3174646,"Myrcia limae G.M.Barroso & Peixoto","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia limae","Myrcia","limae","SPECIES","ACCEPTED","VU",NA,"SOUTH_AMERICA","Espírito Santo",2008,7,"2008-07-16","2017-10-18T21:33:55.000+00:00","2024-08-01T12:21:39.349+00:00",FALSE,"urn:catalog:JBRJ:RB:542870","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",FALSE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 473479","R.C. Forzza; A. M. Amorim, J.L. Paixão & L.C.J. Gomes","M.Sobral","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","5138","urn:catalog:JBRJ:RB:542870","RB00542870","04.936.616/0001-20","JBRJ","Nova Venécia","Trilha principal na Mata da Fazenda Santa Rita. Floresta Estacional Semidecidual. Área de Proteção Ambiental da Pedra do Elefante.","1424258635","RB","urn:catalog:JBRJ:RB:542870","Myrcia limae G.M.Barroso & Peixoto",NA,16,198,198,NA,"Arvoreta, ca. 2 m alt. Botões verdes.",154,"{""project"" : ""Diversidade da flora vascular em áreas naturais do Espírito Santo                             Apoio: Fundação O Boticário de Proteção à Natureza""}",NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/54/28/70/00542870.jpg","http://creativecommons.org/licenses/by/4.0/"
