"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","gadm","identificationRemarks","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","networkKeys","institutionKey","recordNumber","habitat","locality","eventRemarks","higherClassification","typeStatus","typifiedName","institutionID","higherGeography","collectionKey","nomenclaturalCode","http...unknown.org.license","type","http...unknown.org.rightsHolder","ownerInstitutionCode","http...unknown.org.CatalogNumberNumeric","collectionID","nomenclaturalStatus","bibliographicCitation","media_url"
"1451070803","Eugenia erythrophylla Strey",-28.051111,31.445,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:15:35.053+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417967,6,7707728,220,690,5014,3177662,5417967,5417967,"Eugenia erythrophylla Strey","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia erythrophylla","Eugenia","erythrophylla","SPECIES","ACCEPTED","NT",NA,NA,"AFRICA",NA,1971,2,7,"1971-02-07T00:00",38,38,NA,"2024-08-02T01:15:35.053+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"K001001680","none","none",FALSE,NA,"Strey, H.G.; Nicholson",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001680",NA,NA,NA,NA,"Herbarium","1451070803","http://specimens.kew.org/herbarium/K001001680",NA,"K001001680","K",NA,NA,NA,"Eugenia erythrophylla Strey",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f","10348","riverbank. ex Herb. Natal, Durban.","Uvongo","Tree, 4 m., fruiting.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/838f502c5810e652a56456526661b155.jpg"
"1451070828","Eugenia erythrophylla Strey",-31.420833,29.852222,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.284+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417967,6,7707728,220,690,5014,3177662,5417967,5417967,"Eugenia erythrophylla Strey","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia erythrophylla","Eugenia","erythrophylla","SPECIES","ACCEPTED","NT",NA,NA,"AFRICA",NA,1970,11,13,"1970-11-13T00:00",317,317,NA,"2024-08-02T01:14:50.284+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"K001001681","none","none",FALSE,NA,"Strey, R.G.; Nicholson",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001681",NA,NA,NA,NA,"Herbarium","1451070828","http://specimens.kew.org/herbarium/K001001681",NA,"K001001681","K",NA,NA,NA,"Eugenia erythrophylla Strey",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f","10240","Riverine forest margin, T.M.S. cliffs.","Lupatana, near beacon.","Tree, 4 m.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/9edf9b1ee778b2e55394bf4d83054719.jpg"
"1451070941","Eugenia erythrophylla Strey",-30.783889,30.122778,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.179+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417967,6,7707728,220,690,5014,3177662,5417967,5417967,"Eugenia erythrophylla Strey","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia erythrophylla","Eugenia","erythrophylla","SPECIES","ACCEPTED","NT",NA,NA,"AFRICA",NA,1968,12,10,"1968-12-10T00:00",345,345,NA,"2024-08-02T01:14:50.179+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"K001001685","none","none",FALSE,NA,"Ross, J.H.",NA,"WGS84","Magnoliopsida","ZA","none","none","AFRICA","South Africa","EUROPE",NA,"K001001685",NA,NA,NA,NA,"Herbarium","1451070941","http://specimens.kew.org/herbarium/K001001685",NA,"K001001685","K",NA,NA,NA,"Eugenia erythrophylla Strey",NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","fa252605-26f6-426c-9892-94d071c2c77f","1860","Growing on upper margin of forest, in ravine overlooking Umtamvuna River,","Beacon Hill farm, on road to Izingolweni.","ll tree up to 12 ft. high. Fairly common. Bark pale yellowish-brown/white. Young leaves pinkish/red.","Myrtaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/d90fd72674750062f88089b8e6e22e67.jpg"
