"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","higherGeography","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","recordNumber","identifier.1","habitat","georeferenceProtocol","municipality","locality","eventRemarks","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","occurrenceRemarks","higherClassification","name","dateIdentified","stateProvince","modified","collectionKey","datasetName","otherCatalogNumbers","rightsHolder","institutionID","fieldNotes","gadm","typeStatus","preparations","fieldNumber","verbatimLocality","media_url"
"1252641131","Eugenia piresiana Cambess.",-22.011666,-43.888889,"cdc,cdround,gass84,incomis,inmafu","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","17abcf75-2f1e-46dd-bf75-a5b21dd02655","996e30f8-f762-11e1-a439-00145eb45e9a","061b4f20-f241-11da-a328-b8a03c50a862","GB","DWC_ARCHIVE","2024-08-02T00:36:44.166+00:00","2024-08-02T01:14:50.858+00:00",407,"PRESERVED_SPECIMEN","PRESENT",5417403,6,7707728,220,690,5014,3177662,5417403,5417403,"Eugenia piresiana Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia piresiana","Eugenia","piresiana","SPECIES","ACCEPTED","NE",962,"SOUTH_AMERICA","Rio Preto",2012,11,28,"2012-11-28T00:00",333,333,"2024-08-02T01:14:50.858+00:00","http://creativecommons.org/licenses/by/4.0/",FALSE,"K001021455","none","none","fa252605-26f6-426c-9892-94d071c2c77f",TRUE,"FAria, J.E.Q.","Faria, J.E.Q.","WGS84","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","EUROPE","3101","K001021455","Data not transcribed.","Label","Rio Preto","Povoado do Funil, próximo à gruta do Cruzeiro.","Data not transcribed.","Herbarium","1252641131","http://specimens.kew.org/herbarium/K001021455","K001021455","K","Coletado material em sílica gel","Myrtaceae","Eugenia piresiana Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://d2seqvvyy3b8p2.cloudfront.net/07659081871f79305a7dd280c766ec48.jpg"
