"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","http...unknown.org.nick","verbatimEventDate","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","verbatimLocality","occurrenceRemarks","networkKeys","individualCount","elevation","higherGeography","institutionKey","collectionKey","recordNumber","habitat","institutionID","islandGroup","georeferenceProtocol","island","locality","higherClassification","collectionID","gadm","typeStatus","otherCatalogNumbers","preparations","acceptedNameUsage","eventRemarks","media_url"
"1321532307","Eugenia fajardensis (Krug & Urb.) Urb.",18.3632,-65.6502,"gass84,osiic","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","bc092ff0-02e4-11dc-991f-b8a03c50a862","US","EML","2024-08-02T10:48:24.215+00:00","2024-08-02T12:40:04.184+00:00",403,"PRESERVED_SPECIMEN","PRESENT",5420797,6,7707728,220,690,5014,3188150,9920389,9920389,"Myrcianthes fragrans (Sw) Mc Vaugh","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcianthes","Myrcianthes fragrans","Eugenia","fajardensis","SPECIES","SYNONYM","NE",NA,NA,"NORTH_AMERICA","Fajardo",2013,5,20,"2013-05-20",140,140,"2023-11-07T16:18:00.000+00:00","2024-08-02T12:40:04.184+00:00",NA,"http://creativecommons.org/licenses/by/4.0/",FALSE,"http://n2t.net/ark:/65665/3bf78596a-e457-4998-85f1-b9ae14c91832","none","none",FALSE,"NMNH Extant Biology","P. Acevedo-Rodriguez & J. Knight","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","WGS84","Magnoliopsida","PR","none","none","LATIN_AMERICA","Puerto Rico","NORTH_AMERICA",NA,"http://n2t.net/ark:/65665/3bf78596a-e457-4998-85f1-b9ae14c91832",NA,NA,NA,"US","1321532307","http://n2t.net/ark:/65665/3bf78596a-e457-4998-85f1-b9ae14c91832",NA,"US 3673547","US",NA,NA,NA,"Eugenia fajardensis (Krug & Urb.) Urb.",NA,NA,"99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",1,30,"West Indies - Neotropics, Puerto Rico, Fajardo, Greater Antilles, Puerto Rico","be5b9c72-e499-42b8-a5dc-c27505cf232e","151c91ba-a521-4735-8c11-5abf8db7fb67","15599","Secondary moist forest.","urn:lsid:biocol.org:col:15463","Greater Antilles","GPS","Puerto Rico","Bo. Quebrada Fajardo.","Plantae, Dicotyledonae, Myrtales, Myrtaceae, Myrtoideae","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/m31ea534b4-165c-4e34-bfe5-c9fc99d0982b"
