"key","scientificName","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","continent","stateProvince","gadm","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","datasetName","otherCatalogNumbers","recordedBy","identifiedBy","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","recordNumber","identifier.1","institutionID","municipality","locality","collectionCode","gbifID","occurrenceID","catalogNumber","institutionCode","fieldNotes","occurrenceRemarks","name","decimalLatitude","decimalLongitude","elevation","geodeticDatum","dynamicProperties","coordinateUncertaintyInMeters","elevationAccuracy","typeStatus","references","preparations","georeferencedDate","habitat","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","county","language","type","identificationRemarks","verbatimElevation","collectionID","georeferenceSources","recordedByIDs.type","recordedByIDs.value","locationRemarks","media_url"
"1424238226","Eugenia macrobracteolata Mattos","cdc,cdround,gass84,colmafu,inmafu","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","4b0d8edb-7504-42c4-9349-63e86c01bf97","da7fe11a-b42c-46cb-9e9d-02243edb738a","838537fc-4aeb-4980-8b58-97fbdcd1d91a","BR","EML","2024-08-01T12:04:19.955+00:00","2024-08-01T12:21:37.050+00:00",520,"PRESERVED_SPECIMEN","PRESENT",5416612,6,7707728,220,690,5014,3177662,5416612,5416612,"Eugenia macrobracteolata Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia macrobracteolata","Eugenia","macrobracteolata","SPECIES","ACCEPTED","EN",NA,"SOUTH_AMERICA","Espírito Santo",NA,2008,2,15,"2008-02-15",46,46,"2017-10-18T15:30:59.000+00:00","2024-08-01T12:21:37.050+00:00","http://creativecommons.org/licenses/by-sa/4.0/",FALSE,"urn:catalog:JBRJ:RB:521449","none","none","48b29504-e1ac-432c-a0d6-f09f46023207","e89ac5d6-77af-4d2a-adef-f54d512af4fa",TRUE,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","RB 463169","C.N. Fraga; L. Kollmann, A.M. Amorim, R.C. Forzza, J.L. Paixão & P.H. Labiak","M.Sobral","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","LATIN_AMERICA","Rio de Janeiro Botanical Garden","1854","urn:catalog:JBRJ:RB:521449","04.936.616/0001-20","Cariacica","Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas","RB","1424238226","urn:catalog:JBRJ:RB:521449","RB00521449","JBRJ",NA,"Árvore, ca. 10m alt. Frutos alaranjados quando maduros, quando verde amarelos, com brácteas e sépalas persistentes verdes,. Material prensado em álcool.","Eugenia macrobracteolata Mattos",-20.291389,-40.519444,600,"WGS84","{""project"" : ""Diversidade da flora vascular em áreas naturais do Espírito Santo                             Apoio: Fundação O Boticário de Proteção à Natureza""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/52/14/49/00521449.jpg"
"1929894240","Eugenia macrobracteolata Mattos","mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862",NA,"17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:22.754+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5416612,6,7707728,220,690,5014,3177662,5416612,5416612,"Eugenia macrobracteolata Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia macrobracteolata","Eugenia","macrobracteolata","SPECIES","ACCEPTED","EN","2011-01-01T00:00:00","SOUTH_AMERICA","Paraná",NA,1965,11,30,"1965-11-30",334,334,NA,"2024-07-21T05:14:22.754+00:00","http://creativecommons.org/licenses/by-sa/4.0/",FALSE,"96928057-4c35-4413-a7f1-710ee6574c3e","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",TRUE,"Vascular plants",NA,"G. G. Hatschbach","M. Sobral","Magnoliopsida","BR","none","none","LATIN_AMERICA","Brazil","NORTH_AMERICA","The New York Botanical Garden","13391","96928057-4c35-4413-a7f1-710ee6574c3e","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"Pedra Branca de Araraquara","NY","1929894240","96928057-4c35-4413-a7f1-710ee6574c3e","594859","NY",NA,NA,"Eugenia macrobracteolata Mattos",-25.93389,-48.90806,150,"WGS84",NA,2002.07,0,"ISOTYPE","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479268","sheet","2014-12-08","Mata pluvial","ICN","30 Nov 1965","Georeferencing Quick Reference Guide, Version 2012","Guaratuba Mun.","en","PhysicalObject","Basionym, identification from photos (Isotype - Loefgrenia 64:5. 1975)","492 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","Google Maps (map data 2014), Manis Georef. Calculator",NA,NA,NA,"http://sweetgum.nybg.org/images3/1724/895/00594859.jpg"
