"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","elevation","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","identifier","facts","relations","institutionKey","collectionKey","isInCluster","recordedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","associatedOccurrences","recordNumber","identifier.1","http...unknown.org.recordID","locality","gbifID","occurrenceID","catalogNumber","institutionCode","rights","occurrenceRemarks","http...unknown.org.recordEnteredBy","verbatimElevation","higherClassification","collectionID","name","datasetName","preparations","rightsHolder","institutionID","nomenclaturalCode","verbatimEventDate","collectionCode","language","type","networkKeys","gadm","taxonID","identifiedBy","media_url"
"1846501944","Psidium dictyophyllum Urb. & Ekman",19.8661,-70.805667,"cdc,gass84,txmatfuz,inmafu","3c59bd42-7bfd-421b-8da4-275780390e4c","e1f6195c-b21b-4601-809e-bdf0488ee9a4","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T23:08:49.360+00:00","2024-08-01T23:10:44.970+00:00",320,"PRESERVED_SPECIMEN","PRESENT",5420471,6,7707728,220,690,5014,3187232,5420471,5420471,"Psidium dictyophyllum Urb. & Ekman","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium dictyophyllum","Psidium","dictyophyllum","SPECIES","ACCEPTED","NE",2,"NORTH_AMERICA","Puerto Plata",2002,8,4,"2002-08-04",216,216,"2023-07-16T07:02:03.000+00:00","2024-08-01T23:10:44.970+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=2054164","http://creativecommons.org/licenses/by/4.0/",FALSE,"2054164","none","none","a8dfdf0d-ceae-466f-ab90-393a0d2319be","baebb418-b4fe-49a5-91d4-4c11d597937f",TRUE,"Andrew Salywon; Neil Snow & Martin de la Crus","WGS84","Magnoliopsida","DO","none","none","LATIN_AMERICA","Dominican Republic","NORTH_AMERICA","herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=urn:uuid:f5059e5d-cafa-40dd-b1af-b9a8a8a114b0 | herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=64969ecd-f5ee-429d-a134-b393d0e67341","1322","2054164","f5ea7239-8095-487d-a6b4-30501175eb04","Paraje la isla, en la carretera a Guzmancito el Albinal. En la zone innundada, vegetacion costera.","1846501944","f5ea7239-8095-487d-a6b4-30501175eb04","DES00058591","DES","http://creativecommons.org/licenses/by-nc/3.0/","Shrub 4 m high, growing on embankment 2 m above mud flat. Leaves very shiny green on both sides, chrushed leaves fragrant, somewhat rubbery, held vertically at midday. Fruits hard, green. Bark smoth gray; wood very hard.","lois","0 - 7ft.","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales","edb9860c-c481-4d19-88cc-224a536ebcd4","Psidium dictyophyllum Urb. & Ekman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00058/DES00058591_lg.jpg"
"1930525869","Psidium dictyophyllum Urb. & Ekman",19.83,-73.35,"gass84,mdativ","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","17017c2c-036b-45d9-b045-606d21b00771","ae447c50-b8a8-11d8-92a4-b8a03c50a862","US","EML","2024-07-21T04:09:35.210+00:00","2024-07-21T05:14:38.214+00:00",415,"PRESERVED_SPECIMEN","PRESENT",5420471,6,7707728,220,690,5014,3187232,5420471,5420471,"Psidium dictyophyllum Urb. & Ekman","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium dictyophyllum","Psidium","dictyophyllum","SPECIES","ACCEPTED","NE",NA,"NORTH_AMERICA","Nord-Ouest",1985,2,3,"1985-02-03",34,34,NA,"2024-07-21T05:14:38.214+00:00","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1689719","http://creativecommons.org/licenses/by/4.0/",FALSE,"c31b2406-ae6a-4db1-83c3-351862986f26","none","none","ab83e5ab-f4f7-4c9b-a1d5-eb779dfb9377","b2190553-4505-4fdd-8fff-065c8ca26f72",FALSE,"T. A. Zanoni","WGS84","Magnoliopsida","HT","none","none","LATIN_AMERICA","Haiti","NORTH_AMERICA",NA,"33501","c31b2406-ae6a-4db1-83c3-351862986f26",NA,"Persque' ile Nord-Oeste: 5.5 Km al nordeste de Mole St. Nicolas en la carretera costera a Jean Rabel.","1930525869","c31b2406-ae6a-4db1-83c3-351862986f26","01438020","NY",NA,NA,NA,"131 ft",NA,"http://biocol.org/urn:lsid:biocol.org:col:15556","Psidium dictyophyllum Urb. & Ekman","Vascular plants","sheet","The New York Botanical Garden","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","03 Feb 1985","NY","en","PhysicalObject",NA,NA,NA,NA,"http://sweetgum.nybg.org/images3/489/283/01438020.jpg"
