"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","identificationRemarks","occurrenceRemarks","elevation","institutionKey","recordNumber","habitat","http...unknown.org.recordID","county","rights","ownerInstitutionCode","http...unknown.org.recordEnteredBy","higherClassification","collectionID","networkKeys","locality","individualCount","higherGeography","georeferencedBy","collectionKey","datasetID","dynamicProperties","language","type","taxonRemarks","vernacularName","verbatimElevation","nomenclaturalCode","georeferenceProtocol","georeferenceRemarks","disposition","previousIdentifications","bibliographicCitation","accessRights","georeferenceSources","nomenclaturalStatus","institutionID","fieldNumber","elevationAccuracy","gadm","otherCatalogNumbers","municipality","fieldNotes","identifiedByIDs.type","identifiedByIDs.value","georeferenceVerificationStatus","reproductiveCondition","organismID","locationID","associatedTaxa","eventRemarks","associatedOccurrences","lifeStage","verbatimCoordinateSystem","infraspecificEpithet","preparations","georeferencedDate","typeStatus","locationRemarks","informationWithheld","recordedByIDs.type","recordedByIDs.value","acceptedNameUsage","typifiedName","eventID","footprintSRS","verbatimIdentification","http...unknown.org.license","http...unknown.org.rightsHolder","http...unknown.org.CatalogNumberNumeric","projectId","programmeAcronym","media_url","license"
"2270577387","Ugni myricoides (Kunth) O.Berg",9.581944,-83.636111,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:17.575+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC","2011-01-01T00:00:00",NA,"NORTH_AMERICA","San Jose",1995,9,19,"1995-09-19",262,262,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:17.575+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6184300",FALSE,"6184300","none","none",TRUE,NA,"Billen Gamboa; A. Picado","B.K. Holst","WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA",NA,"6184300",NA,NA,NA,"Plants","2270577387","35ad67ab-9096-424c-bd1c-08f95a323479","48282","ASU0080864","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto de 1 m. Flores blancas. Frutos negros.",3200,"530c45d0-e0f7-401d-b3f6-34f58482c485","320","Cerro Cuerici. Colecta en Paramo","35ad67ab-9096-424c-bd1c-08f95a323479","Pérez Zeledón","http://creativecommons.org/licenses/by-nc/3.0/",NA,"waltola64","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"P.N. Chirripo. Cordillera de Talamanca",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"289782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU_Plants/ASU0080/ASU0080864_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270467943","Ugni myricoides (Kunth) O.Berg",10.025,-83.7597,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.844+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Cartago",1994,3,29,"1994-03-29",88,88,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.844+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111181",FALSE,"1111181","none","none",TRUE,NA,"E. Lepiz; J. Morales","E. Lepiz, Mar/1994.","WGS84","Magnoliopsida","CR","none","none","LATIN_AMERICA","Costa Rica","NORTH_AMERICA",NA,"1111181",NA,NA,NA,"Plants","2270467943","0c71758a-fd08-41a4-9558-a43a5e05fe78","48282","ASU0015720","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto de 1.5m; botons florales blancos con manchas lilas. Frutos negros. Comun.",3200,"530c45d0-e0f7-401d-b3f6-34f58482c485","276","En los alrededores de los crateres.","0c71758a-fd08-41a4-9558-a43a5e05fe78",NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Cordillera Central. Volcan Turrialba, Santa Cruz.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"207980",NA,NA,NA,NA,NA,"flowers & fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015720_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"1228390163","Ugni myricoides (Kunth) O.Berg",-5,-78,"gass84,ambcol,inmafu","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","7b8aff00-a9f8-11d8-944b-b8a03c50a862","US","EML","2023-09-22T16:42:30.311+00:00","2024-01-25T11:00:12.759+00:00",313,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Amazonas",1994,7,21,"1994-07-21",202,202,"2023-08-31T17:09:00.000+00:00","2024-01-25T11:00:12.759+00:00",NA,FALSE,"63d65afd-ac5f-45c1-ab0e-00a033293bef","none","none",FALSE,"seeds-22-sep-2023","H. Beltrán S.",NA,"WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","The Field Museum of Natural History","63d65afd-ac5f-45c1-ab0e-00a033293bef",NA,NA,NA,"Botany","1228390163","63d65afd-ac5f-45c1-ab0e-00a033293bef",NA,NA,"F",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,NA,NA,"689b4219-8256-4c6e-890b-2e81405d4c58","1151",NA,NA,NA,NA,"F",NA,"Plantae Spermatophyta Dicotyledoneae Myrtaceae","Botany",NA,"Amazonas",NA,"South America, Peru, Amazonas. [LL]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICBN","TGN - Centroid",NA,NA,NA,NA,"http://fieldmuseum.org/about/copyright-information","Getty Thesaurus of Geographic Names (TGN)",NA,"F","1151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"303461","8684464a-f500-440d-a79c-730a6bfe3686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fm-digital-assets.fieldmuseum.org/192/431/MYRT_ugni_myri_per_2178679.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"1259766532","Ugni myricoides (Kunth) O.Berg",-3.87833,-78.43,"gass84,colmano,inmafu,diffown","e053ff53-c156-4e2e-b9b5-4462e9625424","90fd6680-349f-11d8-aa2d-b8a03c50a862","c4e134d3-c68f-406d-a116-6a37895602e0","90fd6680-349f-11d8-aa2d-b8a03c50a862","US","EML","2024-08-02T18:32:16.663+00:00","2024-08-02T19:57:42.627+00:00",102,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Amazonas",1994,7,21,"1994-07-21",202,202,"2013-10-16T05:39:00.000+00:00","2024-08-02T19:57:42.627+00:00",NA,FALSE,"urn:catalog:MO:Tropicos:2451257","none","none",FALSE,"Tropicos","Hamilton Beltrán|Robin B. Foster",NA,"WGS84","Magnoliopsida","PE","none","none","LATIN_AMERICA","Peru","NORTH_AMERICA","Missouri Botanical Garden","urn:catalog:MO:Tropicos:2451257",NA,NA,NA,"Tropicos","1259766532","urn:catalog:MO:Tropicos:2451257","22102041","2451257","F",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,NA,2150,"689b4219-8256-4c6e-890b-2e81405d4c58","Beltrán 1151",NA,NA,"Condorcanqui",NA,"MOBOT",NA,NA,"http://biocol.org/urn:lsid:biocol.org:col:15859",NA,"Cordillera del Cóndor. La cima del ""tepui"" Cerro Machinaza, cabeceras del Río Comainas, tributario al oeste del Río Cenepa. Meseta de roca arenosa con capa de humus. Mosáico de arbustos esclerófilos hasta 5 m y áreas extensas de herbazales arrosetadas mezcladas con subarbustos.",NA,NA,NA,NA,NA,NA,NA,"PhysicalObject",NA,NA,NA,"ICNafp",NA,NA,NA,NA,"http://www.tropicos.org/Specimen/2451257",NA,NA,"No opinion",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://images.mobot.org/tropicosimages3/detailimages/TropicosImageVol3/100883000/47148BC5-3E02-4DAD-9314-1751F77762A8.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270467464","Ugni myricoides (Kunth) O.Berg",7.17278,-75.7533,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.905+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",1993,2,25,"1993-02-25",56,56,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.905+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111207",FALSE,"1111207","none","none",FALSE,NA,"H. Cuadros","L.R. Landrum, 2005.","WGS84","Magnoliopsida","CO","none","none","LATIN_AMERICA","Colombia","NORTH_AMERICA",NA,"1111207",NA,NA,NA,"Plants","2270467464","d3b5b2a8-3580-4445-acab-ea728b435a39","48282","ASU0015741","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Coor from www.fallingrain.com/world; Flor blanca; frutos verdes.",3050,"530c45d0-e0f7-401d-b3f6-34f58482c485","4948",NA,"d3b5b2a8-3580-4445-acab-ea728b435a39","Ituango","http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Camino entre El Retiro y cerro Paramillo.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,"231267",NA,NA,NA,NA,NA,"fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015741_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270468733","Ugni myricoides (Kunth) O.Berg",6.58333,-75.5333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:08.931+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",1993,4,22,"1993-04-22",112,112,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:08.931+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111179",FALSE,"1111179","none","none",TRUE,NA,"R. Fonnegra et al.",NA,"WGS84","Magnoliopsida","CO","none","none","LATIN_AMERICA","Colombia","NORTH_AMERICA",NA,"1111179",NA,NA,NA,"Plants","2270468733","925b8eff-1e9d-4e4b-83df-77b23e0988d7","48282","ASU0015726","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto. 1.5m de altura; flor blanca; fruto joven verde claro y al madurar e sblanco por un lado y lila por el otro. Abundante.",3130,"530c45d0-e0f7-401d-b3f6-34f58482c485","4615",NA,"925b8eff-1e9d-4e4b-83df-77b23e0988d7","Belmira","http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Finca El Paramo.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"207983",NA,NA,NA,NA,NA,"flowers & fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015726_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270467287","Ugni myricoides (Kunth) O.Berg",6.58333,-75.5333,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:09.061+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",1993,4,21,"1993-04-21",111,111,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:09.061+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1111185",FALSE,"1111185","none","none",FALSE,NA,"R. Fonnegra et al.",NA,"WGS84","Magnoliopsida","CO","none","none","LATIN_AMERICA","Colombia","NORTH_AMERICA",NA,"1111185",NA,NA,NA,"Plants","2270467287","1056fcb1-0f8e-44cd-8d2e-5cfa2dd3cc18","48282","ASU0015727","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto. 1.5m de altura. Boton floral y flores blancas. Fruto joven amarillo-verdoso. Escasa.",3065,"530c45d0-e0f7-401d-b3f6-34f58482c485","4599",NA,"1056fcb1-0f8e-44cd-8d2e-5cfa2dd3cc18","Belmira","http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Finca El Paramo.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,"231291",NA,NA,NA,NA,NA,"flowers & fruits",NA,NA,NA,NA,"herbariumSpecimenDuplicate: https://swbiodiversity.org/seinet/collections/individual/index.php?guid=9274d03f-9eed-4e2a-ba8b-74672598bd5e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0015/ASU0015727_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270679060","Ugni myricoides (Kunth) O.Berg",15.1833,-87.5833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.926+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Siguatepeque",1993,5,29,"1993-05-29",149,149,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.926+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768247",FALSE,"768247","none","none",TRUE,NA,"D. Mejia","B.K. Holst, 1993.","WGS84","Magnoliopsida","HN","none","none","LATIN_AMERICA","Honduras","NORTH_AMERICA",NA,"768247",NA,NA,NA,"Plants","2270679060","fec12782-dac3-4372-9875-e9ad8c5c87d2","48282","ASU0030489","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto de 3m; frutos verdes y flores blancas.",2282,"530c45d0-e0f7-401d-b3f6-34f58482c485","480","Bosque nublado muy humedo constituido de arboles latifoliados de 25m.","fec12782-dac3-4372-9875-e9ad8c5c87d2","Yoro","http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Pico Pijol. 9km al sureste de Nueva Esperanza, departamento Yoro en el Parque Nacional Pico Pijol.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208496",NA,NA,NA,NA,NA,"flowers & fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0030/ASU0030489_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270680264","Ugni myricoides (Kunth) O.Berg",14.4167,-89.0667,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.909+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Siguatepeque",1992,2,22,"1992-02-22",53,53,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.909+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768249",FALSE,"768249","none","none",TRUE,NA,"D. Mejia","B.K. Holst, 1993.","WGS84","Magnoliopsida","HN","none","none","LATIN_AMERICA","Honduras","NORTH_AMERICA",NA,"768249",NA,NA,NA,"Plants","2270680264","4f8d7a33-572e-4f60-9f79-354361ac65c4","48282","ASU0030487","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto de 1.5m creciendo sobre arbol podrido, frutos rojos a verdes redondos y flor blanca.",2100,"530c45d0-e0f7-401d-b3f6-34f58482c485","55","Bosque secundario constituido de arboles y arbustos aislados.","4f8d7a33-572e-4f60-9f79-354361ac65c4","Ocotepeque","http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Portillo que atravieza la zona nucleo al Sur del Cerro  Chichicuilote, 12km al surets de Nueva Ocotepeque. Reserva Biologica de Guisayote.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208400",NA,NA,NA,NA,NA,"flowers & fruits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0030/ASU0030487_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
"2270679124","Ugni myricoides (Kunth) O.Berg",14.5333,-88.6833,"cdc,gass84,colmafu,inmafu","e05fd4c2-4d77-4c50-880e-1b22096af300","814cdfb5-d4f8-4453-815f-ea5df98e76bf","ac2ad091-91eb-482d-a73f-061744da5dbf","96710dc8-fecb-440d-ae3e-c34ae8a9616f","US","DWC_ARCHIVE","2024-08-01T19:50:53.747+00:00","2024-08-01T20:02:06.948+00:00",276,"PRESERVED_SPECIMEN","PRESENT",3185061,6,7707728,220,690,5014,3185042,3185061,3185061,"Ugni myricoides (Kunth) O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Ugni","Ugni myricoides","Ugni","myricoides","SPECIES","ACCEPTED","LC",NA,NA,"NORTH_AMERICA","Siguatepeque",1992,5,17,"1992-05-17",138,138,"2023-07-16T07:02:03.000+00:00","2024-08-01T20:02:06.948+00:00","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=768263",FALSE,"768263","none","none",TRUE,NA,"D. Mejia","B.K. Holst, 1993.","WGS84","Magnoliopsida","HN","none","none","LATIN_AMERICA","Honduras","NORTH_AMERICA",NA,"768263",NA,NA,NA,"Plants","2270679124","73eeca16-2446-42ab-927b-fb3e018b93d5","48282","ASU0030486","ASU",NA,NA,NA,"Ugni myricoides (Kunth) O.Berg",NA,"Arbusto de 1.5m; frutos verdes y rojos.",2843,"530c45d0-e0f7-401d-b3f6-34f58482c485","110","Bosque nublado mixto constituido de arboles y arbustos.","73eeca16-2446-42ab-927b-fb3e018b93d5","Lempira","http://creativecommons.org/licenses/by-nc/3.0/",NA,"marisin","Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Myrtales|Myrtaceae|Ugni","a2e32c87-d320-4a01-bafd-a9182ae2e191",NA,"Oarte ma slata, situada a 14km al suroeste de Gracias. Parque Nacional de Celaque.",NA,NA,NA,"0bbd7d8f-706c-4e2a-9505-58b142356450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208401",NA,NA,NA,NA,NA,"fruit",NA,NA,"ecologicallyOccursWith: Quercus|ecologicallyOccursWith: Abies|ecologicallyOccursWith: Pinus|ecologicallyOccursWith: Ugni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://swbiodiversity.org/imglib/h_seinet/seinet/ASU/ASU0030/ASU0030486_lg.jpg","http://creativecommons.org/licenses/by-nc-sa/3.0/"
