"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","isSequenced","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","http...unknown.org.nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","recordNumber","http...unknown.org.taxonRankID","dynamicProperties","identificationVerificationStatus","taxonRemarks","vernacularName","taxonConceptID","http...unknown.org.species","establishmentMeans","institutionKey","collectionKey","otherCatalogNumbers","preparations","habitat","nomenclaturalCode","verbatimCoordinateSystem","locality","county","type","disposition","verbatimElevation","higherClassification","verbatimTaxonRank","reproductiveCondition","elevation","higherGeography","georeferenceProtocol","eventRemarks","networkKeys","institutionID","verbatimSRS","gadm","identificationRemarks","media_url","license"
"2828165794","Pilidiostigma tropicum L.S.Sm.",-17.12,145.6331,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:31.468+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,50,"OCEANIA","Queensland",2012,11,8,"2012-11-08",313,313,"2022-06-21T09:25:33.000+00:00","2024-07-02T07:40:31.468+00:00",NA,FALSE,"4263b10d-2346-4a9d-a62a-13fb40348f00","none","none",TRUE,NA,"Ford, A.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"4263b10d-2346-4a9d-a62a-13fb40348f00",NA,NA,NA,"NSW","2828165794","4263b10d-2346-4a9d-a62a-13fb40348f00",NA,"NSW933461","NSW",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Canopy tree 31m x 47.9cm dbh, tree No. 23-556. Bark red-brown, rough, not tessellated like small trees. Corolla and calyx cream, filaments to. Stigma and style pink. Petioles and twigs maroon. Voucher for CSIRO-TERN plot. Very uncommon as a canopy tree, otherwise occasional.","6093","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum","native","bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","CNS 140168","sheet","Notophyll rainforest on clay soil derived from metamorphics. Canopy: Flindersia bourjotiana, Cardwellia, Flindersia brayleyana, Litsea leefeana and Argyrodendron trifoiolatum. Small trees and shrubs: Medicosma, Daphnandra, Psychotria, Gossia dallachiana and Atractocarpus hirtus.","ICN","Degrees Minutes Seconds","Danbulla National Park, TERN plot off Mt Edith Road, Robson Creek. [17 07 07 11.7S 145 37 58.7E].","Cook","PhysicalObject","in collection","735 m","L.S.Sm.","species","flowers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=1f40aa56-1c2e-476f-a23f-116112c3bd24","http://creativecommons.org/licenses/by/4.0/"
"3446204395","Pilidiostigma tropicum L.S.Sm.",-17.11992,145.63297,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:56:22.338+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA","Queensland",2012,11,8,"2012-11-08",313,313,NA,"2024-07-18T23:56:22.338+00:00",NA,FALSE,"L.4418027@BRAHMS","none","none",TRUE,NA,"Ford A",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Naturalis Biodiversity Center","L.4418027@BRAHMS",NA,NA,NA,"Botany","3446204395","https://data.biodiversitydata.nl/naturalis/specimen/L.4418027",NA,"L.4418027",NA,NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"Ford, A 6093",NA,NA,NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,"Notophyll rainforest on clay soil derived from metamorphics. Canopy: Flindersia bourjotiana, Cardwellia, Flindersia brayleyana, Litsea leefeana and Argyrodendron trifoiolatum. Small trees and shrubs: Medicosma, Daphnandra, Psychotria, Gossia dallachiana and Atractocarpus hirtus.","ICN",NA,"Danbulla NP, TERN plot off Mt Edith Road, Robson Creek.",NA,NA,NA,"735.0 m","Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4418027/format/large","http://creativecommons.org/licenses/by/4.0/"
"2418742699","Pilidiostigma tropicum L.S.Sm.",-17.419565,145.98891,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:59.429+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2010,7,27,"2010-07-27",208,208,"2021-07-17T16:36:07.000+00:00","2024-06-19T04:58:59.429+00:00",NA,FALSE,"9371957a-2bd5-4801-b57b-79474504c41b","none","none",FALSE,NA,"Kemp, J.|Brand, K.|Newton, M.|Hands, J.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"9371957a-2bd5-4801-b57b-79474504c41b",NA,NA,NA,"Herbrecs","2418742699","9371957a-2bd5-4801-b57b-79474504c41b",NA,"BRI AQ0846399","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Shrub, approximately 1.8m tall.","JEK17124","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet",NA,"ICN",NA,"660m South of Cartwright Road on levee of Dinner Creek, Eubenangee National Park, 9km East South East of Mirriwinni, Eubenangee National Park, North Queensland.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,NA,NA,"Australia, Queensland, Cook","GPS","Simple notophyll vine forest with Elaeocarpus grandis and Cardwellia sublimis emergents.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=39fdb6ae-3333-4b88-9616-98bde775d632","http://creativecommons.org/licenses/by/4.0/"
"2418635082","Pilidiostigma tropicum L.S.Sm.",-17.986791,145.639626,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:58:48.702+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2003,11,20,"2003-11-20",324,324,"2021-07-17T16:35:54.000+00:00","2024-06-19T04:58:48.702+00:00",NA,FALSE,"64cfb010-f025-4e09-9ba5-4c7defe689c6","none","none",FALSE,NA,"Sankowsky, G.|Sankowsky, N.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"64cfb010-f025-4e09-9ba5-4c7defe689c6",NA,NA,NA,"Herbrecs","2418635082","64cfb010-f025-4e09-9ba5-4c7defe689c6",NA,"BRI AQ0723856","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Small tree, 8m high. White flowers with yellow anthers and pinkish stigma.","2301","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Photograph|Ref sheet|Sheet","Upland, very wet rainforest on basalt soil.","ICN",NA,"Culpa Road, W of Koombooloomba Dam.","North Kennedy","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Flowers",NA,"Australia, Queensland, North Kennedy","Label","Image Filename (QPID) = Sanko 2301 1-7.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=dd4e8896-b516-4ec7-8e38-8226226d691e","http://creativecommons.org/licenses/by/4.0/"
"2418789102","Pilidiostigma tropicum L.S.Sm.",-17.327909,145.511937,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:02.937+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2002,1,17,"2002-01-17",17,17,"2021-07-17T16:35:41.000+00:00","2024-06-19T04:59:02.937+00:00",NA,FALSE,"a6d1f6c1-f066-45fa-9a5f-4cea1e2e54c9","none","none",FALSE,NA,"Forster, P.I.|Booth, R.|Jensen, R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"a6d1f6c1-f066-45fa-9a5f-4cea1e2e54c9",NA,NA,NA,"Herbrecs","2418789102","a6d1f6c1-f066-45fa-9a5f-4cea1e2e54c9",NA,"BRI AQ0556534","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Tree to 12m high; bark flaky, grey, blaze thick, orange then pale yellow, wood straw, fruit soft-fleshy, externally black-brown; internally green; seeds green.","PIF28158","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet|Spirit|Wood","Complex notophyll vineforest on red soil, basalt.","ICN",NA,"Wongabel State Forest 191.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Fruit",760,"Australia, Queensland, Cook","GPS",NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f72d830d-227e-47b2-9df0-8f82164b03cb","http://creativecommons.org/licenses/by/4.0/"
"2515155518","Pilidiostigma tropicum L.S.Sm.",-17.32944,145.51083,"colmafu,inmafu","15f819bd-6612-4447-854b-14d12ee1022d","396d5f30-dea9-11db-8ab4-b8a03c50a862","65eb93af-41b8-4917-a5fc-cfe2a45aa4bf","396d5f30-dea9-11db-8ab4-b8a03c50a862","NL","DWC_ARCHIVE","2024-07-18T22:01:52.868+00:00","2024-07-18T23:54:47.397+00:00",270,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,NA,"OCEANIA",NA,2002,1,17,"2002-01-17",17,17,NA,"2024-07-18T23:54:47.397+00:00",NA,FALSE,"L.4149981@BRAHMS","none","none",TRUE,NA,"Forster PI; Booth R; Jensen R",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","EUROPE","Naturalis Biodiversity Center","L.4149981@BRAHMS",NA,NA,NA,"Botany","2515155518","https://data.biodiversitydata.nl/naturalis/specimen/L.4149981",NA,"L.4149981",NA,NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.",NA,"Forster, PI; Booth, R; Jensen, R 28158",NA,NA,NA,NA,NA,NA,NA,NA,"0e919a55-08d3-4bd2-aec1-200858fafd92","0add23db-a8f7-4d15-95ad-4ed0c5c8a055",NA,NA,NA,"ICN",NA,"Queensland, Cook, Wongabel State Forest 191 [AGD84].",NA,NA,NA,NA,"Plantae|Myrtales|Myrtaceae",NA,NA,NA,NA,NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","Naturalis Biodiversity Center",NA,NA,NA,"https://medialib.naturalis.nl/file/id/L.4149981/format/large","http://creativecommons.org/licenses/by/4.0/"
"2827821678","Pilidiostigma tropicum L.S.Sm.",-17.33,145.505,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:41.463+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE","2005-05-31T00:00:00",100,"OCEANIA","Queensland",2001,9,29,"2001-09-29",272,272,"2021-07-23T19:02:40.000+00:00","2024-07-02T07:40:41.463+00:00",NA,FALSE,"689508f1-d3cc-4f8b-b4af-9cef72f23de7","none","none",TRUE,NA,"Forster, P.I.|Booth, R.|Jensen, R.","Wilson, Peter G.","WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"689508f1-d3cc-4f8b-b4af-9cef72f23de7",NA,NA,NA,"NSW","2827821678","689508f1-d3cc-4f8b-b4af-9cef72f23de7",NA,"NSW673014","NSW",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Shrub to 5 m high; bark flaky; blaze thin, yellow-tan; wood flesh; flowers white. Very common in area. Wood and Spirit samples at BRI.","27520","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum","native","bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","BRI AQ0555505","sheet","Complex notophyll vineforest on red soil, basalt.","ICN","Degrees Minutes Seconds","State Forest 191, Wongabel.","Cook","PhysicalObject","in collection",NA,"L.S.Sm.","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=82a80a41-a6fc-45f1-992f-1928622446ee","http://creativecommons.org/licenses/by/4.0/"
"2418843068","Pilidiostigma tropicum L.S.Sm.",-17.328465,145.506104,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:07.496+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE","2002-12-01T00:00:00",100,"OCEANIA","Queensland",2001,9,29,"2001-09-29",272,272,"2021-07-17T16:35:41.000+00:00","2024-06-19T04:59:07.496+00:00",NA,FALSE,"be231f9a-883e-4356-ac6a-a7447f45ad47","none","none",TRUE,NA,"Forster, P.I.|Jensen, R.|Booth, R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"be231f9a-883e-4356-ac6a-a7447f45ad47",NA,NA,NA,"Herbrecs","2418843068","be231f9a-883e-4356-ac6a-a7447f45ad47",NA,"BRI AQ0555505","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Shrub to 5m high; bark flaky; blaze thin, yellow-tan; wood flesh; flowers white.","PIF27520","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet|Spirit|Wood","Complex notophyll vineforest on red soil, basalt.","ICN",NA,"State Forest 191, Wongabel.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Flowers and buds",760,"Australia, Queensland, Cook","GPS","Very common in area.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=84164cf9-fa46-4516-ad67-0a3e0f7f6037","http://creativecommons.org/licenses/by/4.0/"
"2829417335","Pilidiostigma tropicum L.S.Sm.",-17.7883,145.9594,"cdc,colmafu,inmafu","07a54454-87c7-4e1e-b2ba-88a9d98d534b","0cbfea81-f7f6-43a7-a5bc-9b38898b505d","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-07-02T04:22:15.892+00:00","2024-07-02T07:40:34.959+00:00",227,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2001,10,28,"2001-10-28",301,301,"2021-07-23T19:02:51.000+00:00","2024-07-02T07:40:34.959+00:00",NA,FALSE,"30baba4d-ec8c-4836-8fcb-d6d5f2c08619","none","none",TRUE,NA,"Forster, P.I.|Booth, R.|Jensen, R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"30baba4d-ec8c-4836-8fcb-d6d5f2c08619",NA,NA,NA,"NSW","2829417335","30baba4d-ec8c-4836-8fcb-d6d5f2c08619",NA,"NSW685926","NSW",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Small tree to 6 m high; flowers cream with yellow stamens. Very common in area. Wood & Spirit samples at BRI.","27636","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum","native","bbd52eff-157b-4c0c-908c-1da4095d7c17","8115adac-2a60-4792-b67b-411865f3a16a","BRI AQ0553783","sheet","Complex mesophyll vineforest on metamorphics.","ICN","Degrees Minutes Seconds","State Forest 757 Nyleta Creek, 7 km SW of Silkwood.","Cook","PhysicalObject","in collection","60 m","L.S.Sm.","species","flowers",NA,NA,NA,NA,NA,NA,"EPSG:4203",NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=269a4d15-cbbc-40f8-858b-69c752c43bd9","http://creativecommons.org/licenses/by/4.0/"
"2418747545","Pilidiostigma tropicum L.S.Sm.",-17.788463,145.959441,"cdc,colmafu,inmafu","5d7f5915-0561-4107-aa20-20a4267c203f","96835ce2-d3af-4f6e-af81-faa0c7576fa4","19893c10-381e-4534-9bb8-6c37d03ad29e","3c5e4331-7f2f-4a8d-aa56-81ece7014fc8","AU","DWC_ARCHIVE","2024-06-19T02:32:59.476+00:00","2024-06-19T04:59:01.730+00:00",318,"PRESERVED_SPECIMEN","PRESENT",3188130,6,7707728,220,690,5014,3188129,3188130,3188130,"Pilidiostigma tropicum L.S.Sm.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Pilidiostigma","Pilidiostigma tropicum","Pilidiostigma","tropicum","SPECIES","ACCEPTED","NE",NA,100,"OCEANIA","Queensland",2001,10,28,"2001-10-28",301,301,"2021-07-17T16:35:41.000+00:00","2024-06-19T04:59:01.730+00:00",NA,FALSE,"954d9971-e2f4-46fb-8075-1d49ffea9492","none","none",TRUE,NA,"Forster, P.I.|Jensen, R.|Booth, R.",NA,"WGS84","Magnoliopsida","AU","none","none","OCEANIA","Australia","OCEANIA",NA,"954d9971-e2f4-46fb-8075-1d49ffea9492",NA,NA,NA,"Herbrecs","2418747545","954d9971-e2f4-46fb-8075-1d49ffea9492",NA,"BRI AQ0553783","BRI",NA,NA,NA,"Pilidiostigma tropicum L.S.Sm.","Small tree to 6m high; flowers cream with yellow stamens.","PIF27636","7000",NA,NA,NA,"Apricot Myrtle","https://id.biodiversity.org.au/node/apni/2890435","Pilidiostigma tropicum",NA,"a79d773e-d540-4a63-bf13-3892b10581c8","96b0cded-0297-4de7-8917-2911806bb028",NA,"Sheet|Spirit|Wood","Complex mesophyll vineforest on metamorphics.","ICN",NA,"State Forest 757 Nyleta Creek, 7km SW of Silkwood.","Cook","PhysicalObject",NA,NA,"Plantae | Viridaeplantae | Streptophyta | Equisetopsida | Magnoliidae | Rosanae | Myrtales | Myrtaceae | Pilidiostigma",NA,"Flowers and buds",60,"Australia, Queensland, Cook","GPS","Very common in area.",NA,NA,NA,NA,NA,"https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=076695a5-336a-4121-a002-2ec6de45b48a","http://creativecommons.org/licenses/by/4.0/"
